areacd,sex-001,sex-002
E00039619,51.4,48.6
E00039620,51.8,48.2
E00039622,51.8,48.2
E00039624,49,51
E00039625,54.6,45.4
E00039626,48.3,51.7
E00039627,54.9,45.1
E00039628,52,48
E00039629,51.6,48.4
E00039630,51.5,48.5
E00039631,56.4,43.6
E00039632,50.9,49.1
E00039633,52.3,47.7
E00039634,50.8,49.2
E00039635,50.8,49.2
E00039636,56.1,43.9
E00039637,53.4,46.6
E00039638,49.9,50.1
E00039639,48.2,51.8
E00039640,51.1,48.9
E00039645,54.6,45.4
E00039646,49.7,50.3
E00039648,55.1,44.9
E00039649,47.7,52.3
E00039650,48.2,51.8
E00039651,51.7,48.3
E00039652,52.5,47.5
E00039666,54,46
E00039667,48.1,51.9
E00039668,51.3,48.7
E00039669,47,53
E00039670,49.2,50.8
E00039671,52.1,47.9
E00039672,51.2,48.8
E00039673,54.3,45.7
E00039674,48.3,51.7
E00039675,50.9,49.1
E00039676,52.8,47.2
E00039677,54.4,45.6
E00039678,50.3,49.7
E00039679,55.2,44.8
E00039680,47.7,52.3
E00039681,51.6,48.4
E00039682,51.6,48.4
E00039691,52.3,47.7
E00039695,51.6,48.4
E00039697,51.6,48.4
E00039698,51.5,48.5
E00039700,50.7,49.3
E00039703,53.6,46.4
E00039705,48.1,51.9
E00039707,51.3,48.7
E00039708,47.7,52.3
E00039710,51.2,48.8
E00039713,51,49
E00039714,48,52
E00039716,52.2,47.8
E00039717,52.3,47.7
E00039718,56.6,43.4
E00039719,51.8,48.2
E00039720,51,49
E00039721,52.5,47.5
E00039722,52.5,47.5
E00039730,52.2,47.8
E00039734,53.4,46.6
E00039736,53.3,46.7
E00039741,45.2,54.8
E00039744,52.5,47.5
E00039746,54.8,45.2
E00039806,47,53
E00039811,51.3,48.7
E00039816,48.4,51.6
E00039837,48.5,51.5
E00039897,48.5,51.5
E00039899,43.1,56.9
E00039900,40.8,59.2
E00039902,49.6,50.4
E00039907,57,43
E00039910,57.8,42.2
E00039911,58.8,41.2
E00039912,52.2,47.8
E00039913,54.4,45.6
E00039914,52.8,47.2
E00039917,51.1,48.9
E00039918,55.2,44.8
E00039919,52.6,47.4
E00039920,54.7,45.3
E00039921,48.4,51.6
E00039922,51.4,48.6
E00039923,56.7,43.3
E00039924,51.7,48.3
E00039925,55.6,44.4
E00039926,56.2,43.8
E00039929,56.9,43.1
E00039931,50.2,49.8
E00039932,37.2,62.8
E00039933,51,49
E00039934,46.6,53.4
E00039935,48.7,51.3
E00039936,47.9,52.1
E00039937,48.4,51.6
E00039938,42.9,57.1
E00039939,48.9,51.1
E00039940,52.8,47.2
E00039941,47.7,52.3
E00039942,55.5,44.5
E00040035,52.4,47.6
E00040163,50.5,49.5
E00040372,47.5,52.5
E00040399,46.2,53.8
E00040400,49.4,50.6
E00040401,47.5,52.5
E00040402,51.7,48.3
E00040403,53.7,46.3
E00040404,56.4,43.6
E00040405,48,52
E00040406,51.7,48.3
E00040407,59.2,40.8
E00040408,55,45
E00040409,45.9,54.1
E00040410,52.2,47.8
E00040411,49.1,50.9
E00040412,48.7,51.3
E00040413,47.5,52.5
E00040414,54.2,45.8
E00040415,48,52
E00040416,53,47
E00040417,50.5,49.5
E00040418,52.1,47.9
E00040419,53.5,46.5
E00040420,52,48
E00040421,53,47
E00040422,51.7,48.3
E00040423,43,57
E00040424,53,47
E00040425,47.2,52.8
E00040426,38.1,61.9
E00040427,51.5,48.5
E00040428,47.5,52.5
E00040429,48.8,51.2
E00040430,46.5,53.5
E00040431,38.6,61.4
E00040432,52,48
E00040433,47.2,52.8
E00040434,54.6,45.4
E00040435,50.2,49.8
E00040436,47.2,52.8
E00040437,50,50
E00040438,56.8,43.2
E00040439,52.7,47.3
E00040440,51.4,48.6
E00040441,50.2,49.8
E00040442,54.7,45.3
E00040443,55.3,44.7
E00040444,48.2,51.8
E00040445,46.8,53.2
E00040446,48.7,51.3
E00040447,50.9,49.1
E00040448,50.3,49.7
E00040449,53,47
E00040450,56.3,43.8
E00040451,48.9,51.1
E00040452,53.1,46.9
E00040453,51.1,48.9
E00040454,49.6,50.4
E00040455,48.4,51.6
E00040456,56.5,43.5
E00040457,52.6,47.4
E00040458,51.7,48.3
E00040459,51.2,48.8
E00040460,49.1,50.9
E00040461,55.5,44.5
E00040525,47.7,52.3
E00040526,49.7,50.3
E00040527,47.5,52.5
E00040528,47.2,52.8
E00040529,51.9,48.1
E00040530,54,46
E00040532,51,49
E00040533,56.2,43.8
E00040534,54.5,45.5
E00040535,44.9,55.1
E00040536,54.1,45.9
E00040537,51.2,48.8
E00040538,54.3,45.7
E00040539,48.7,51.3
E00040540,49.7,50.3
E00040541,49.8,50.2
E00040542,51.5,48.5
E00040543,53.6,46.4
E00040544,53.2,46.8
E00040545,52.5,47.5
E00040546,53.8,46.2
E00040547,50.6,49.4
E00040548,54,46
E00040549,50,50
E00040550,52,48
E00040551,45.4,54.6
E00040552,50.5,49.5
E00040553,50.2,49.8
E00040554,52.2,47.8
E00040555,49.7,50.3
E00040556,48.9,51.1
E00040557,53.6,46.4
E00040558,46.2,53.8
E00040559,53.7,46.3
E00040560,47.7,52.3
E00040561,53.6,46.4
E00040562,56,44
E00040563,47.5,52.5
E00040564,47.5,52.5
E00040565,36.4,63.6
E00040566,47.4,52.6
E00040568,53.9,46.1
E00040569,57.7,42.3
E00040571,57.7,42.3
E00040572,55.3,44.7
E00040573,51,49
E00040574,50.4,49.6
E00040575,52.9,47.1
E00040576,49.5,50.5
E00040577,53.6,46.4
E00040578,51.9,48.1
E00040579,50.6,49.4
E00040580,50.8,49.2
E00040581,51.4,48.6
E00040582,56.1,43.9
E00040583,53.9,46.1
E00040584,48.9,51.1
E00040585,51.5,48.5
E00040587,48.2,51.8
E00040588,57.4,42.6
E00040590,50.3,49.7
E00040591,45.7,54.3
E00040592,53.9,46.1
E00040595,49.6,50.4
E00040596,50.3,49.7
E00040597,50.5,49.5
E00040598,53,47
E00040599,45.1,54.9
E00040600,51.2,48.8
E00040601,54.3,45.7
E00040602,48.4,51.6
E00040604,55,45
E00040605,48,52
E00040606,52.4,47.6
E00040607,48.1,51.9
E00040609,49.8,50.2
E00040610,36.8,63.2
E00040611,49,51
E00040612,53.9,46.1
E00040613,52.6,47.4
E00040614,48.6,51.4
E00040615,54.7,45.3
E00040616,53.7,46.3
E00040617,46.6,53.4
E00040618,54,46
E00040619,53.4,46.6
E00040620,44.4,55.6
E00040621,57.6,42.4
E00040622,59.4,40.6
