areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00039619,91.6,8.4
E00039620,93.5,6.5
E00039622,94.7,5.3
E00039624,87.5,12.5
E00039625,94.5,5.5
E00039626,91.4,8.6
E00039627,92.6,7.4
E00039628,95.5,4.5
E00039629,91.9,8.1
E00039630,95.7,4.3
E00039631,95.2,4.8
E00039632,95.8,4.2
E00039633,89.2,10.8
E00039634,94.4,5.6
E00039635,94.2,5.8
E00039636,85.8,14.2
E00039637,95.2,4.8
E00039638,95.5,4.5
E00039639,91.8,8.2
E00039640,91.4,8.6
E00039645,89.2,10.8
E00039646,92,8
E00039648,89,11
E00039649,98.7,1.3
E00039650,93,7
E00039651,96.3,3.7
E00039652,93.3,6.7
E00039666,89.6,10.4
E00039667,95.3,4.7
E00039668,93.6,6.4
E00039669,95.3,4.7
E00039670,78.3,21.7
E00039671,94,6
E00039672,93.5,6.5
E00039673,87.6,12.4
E00039674,93.4,6.6
E00039675,94.8,5.2
E00039676,86.5,13.5
E00039677,88.9,11.1
E00039678,96.1,3.9
E00039679,94.6,5.4
E00039680,97.3,2.7
E00039681,89.2,10.8
E00039682,93.4,6.6
E00039691,92.6,7.4
E00039695,98.2,1.8
E00039697,98.4,1.6
E00039698,95.6,4.4
E00039700,97.7,2.3
E00039703,97.3,2.7
E00039705,93.7,6.3
E00039707,98.7,1.3
E00039708,94.9,5.1
E00039710,96.2,3.8
E00039713,96.6,3.4
E00039714,97,3
E00039716,97.8,2.2
E00039717,97,3
E00039718,97.7,2.3
E00039719,97.7,2.3
E00039720,98.3,1.7
E00039721,96.7,3.3
E00039722,98.7,1.3
E00039730,94.4,5.6
E00039734,91.9,8.1
E00039736,96.5,3.5
E00039741,81.7,18.3
E00039744,93.7,6.3
E00039746,96.2,3.8
E00039806,84.3,15.7
E00039811,93.9,6.1
E00039816,83.9,16.1
E00039837,81.1,18.9
E00039897,80.8,19.2
E00039899,57.2,42.8
E00039900,73.8,26.2
E00039902,78.5,21.5
E00039907,77,23
E00039910,80.3,19.7
E00039911,73.6,26.4
E00039912,72.4,27.6
E00039913,83.6,16.4
E00039914,90.3,9.7
E00039917,85.2,14.8
E00039918,85,15
E00039919,86.1,13.9
E00039920,82.2,17.8
E00039921,69.6,30.4
E00039922,81.6,18.4
E00039923,84,16
E00039924,84.9,15.1
E00039925,91.2,8.8
E00039926,92.5,7.5
E00039929,78.4,21.6
E00039931,64.3,35.7
E00039932,72.5,27.5
E00039933,89.9,10.1
E00039934,75.6,24.4
E00039935,97,3
E00039936,70.5,29.5
E00039937,83.2,16.8
E00039938,89.5,10.5
E00039939,84.9,15.1
E00039940,82.1,17.9
E00039941,78.7,21.3
E00039942,79.3,20.7
E00040035,95.6,4.4
E00040163,81.6,18.4
E00040372,96.6,3.4
E00040399,92.4,7.6
E00040400,86.6,13.4
E00040401,91.8,8.2
E00040402,87.2,12.8
E00040403,84.7,15.3
E00040404,84.7,15.3
E00040405,65.6,34.4
E00040406,85.7,14.3
E00040407,77.6,22.4
E00040408,79.9,20.1
E00040409,93.2,6.8
E00040410,87.5,12.5
E00040411,88.5,11.5
E00040412,90,10
E00040413,87.1,12.9
E00040414,80.8,19.2
E00040415,84.2,15.8
E00040416,83.5,16.5
E00040417,84.3,15.7
E00040418,90.3,9.7
E00040419,80.1,19.9
E00040420,85.3,14.7
E00040421,87.1,12.9
E00040422,89.4,10.6
E00040423,85.5,14.5
E00040424,86.9,13.1
E00040425,78.8,21.2
E00040426,68.2,31.8
E00040427,77.4,22.6
E00040428,92.9,7.1
E00040429,90,10
E00040430,82.5,17.5
E00040431,84.5,15.5
E00040432,74.6,25.4
E00040433,89.8,10.2
E00040434,88.7,11.3
E00040435,96.1,3.9
E00040436,91.7,8.3
E00040437,89.9,10.1
E00040438,92.7,7.3
E00040439,95.3,4.7
E00040440,90.9,9.1
E00040441,92.1,7.9
E00040442,91.6,8.4
E00040443,84.1,15.9
E00040444,96,4
E00040445,89.1,10.9
E00040446,96.4,3.6
E00040447,66,34
E00040448,76.5,23.5
E00040449,96,4
E00040450,70.6,29.4
E00040451,98.1,1.9
E00040452,96.1,3.9
E00040453,91.3,8.7
E00040454,94.9,5.1
E00040455,93.4,6.6
E00040456,73.6,26.4
E00040457,96.5,3.5
E00040458,97.3,2.7
E00040459,91.7,8.3
E00040460,85.9,14.1
E00040461,93.3,6.7
E00040525,85.4,14.6
E00040526,94.2,5.8
E00040527,93.1,6.9
E00040528,95.5,4.5
E00040529,95.9,4.1
E00040530,88.1,11.9
E00040532,87.4,12.6
E00040533,88,12
E00040534,98.1,1.9
E00040535,93.7,6.3
E00040536,93.8,6.2
E00040537,94.5,5.5
E00040538,95.3,4.7
E00040539,90.2,9.8
E00040540,97.4,2.6
E00040541,99.3,0.7
E00040542,95.3,4.7
E00040543,95.2,4.8
E00040544,92.1,7.9
E00040545,95.7,4.3
E00040546,96.7,3.3
E00040547,95.9,4.1
E00040548,94.1,5.9
E00040549,93.8,6.2
E00040550,92,8
E00040551,98.1,1.9
E00040552,99.6,0.4
E00040553,94.1,5.9
E00040554,96.7,3.3
E00040555,96.1,3.9
E00040556,97.4,2.6
E00040557,91.4,8.6
E00040558,96.5,3.5
E00040559,88,12
E00040560,94.6,5.4
E00040561,94,6
E00040562,95.5,4.5
E00040563,91,9
E00040564,94.7,5.3
E00040565,84.9,15.1
E00040566,89.5,10.5
E00040568,84.6,15.4
E00040569,84.4,15.6
E00040571,94.2,5.8
E00040572,90.8,9.2
E00040573,91.9,8.1
E00040574,91.7,8.3
E00040575,87.7,12.3
E00040576,90.9,9.1
E00040577,93.8,6.2
E00040578,92.1,7.9
E00040579,86.3,13.7
E00040580,95.4,4.6
E00040581,96.5,3.5
E00040582,97.4,2.6
E00040583,97,3
E00040584,97.1,2.9
E00040585,95.5,4.5
E00040587,96.4,3.6
E00040588,77.4,22.6
E00040590,81.8,18.2
E00040591,85.9,14.1
E00040592,80.9,19.1
E00040595,92.4,7.6
E00040596,68.6,31.4
E00040597,80.8,19.2
E00040598,84.7,15.3
E00040599,83.8,16.2
E00040600,83.3,16.7
E00040601,80.9,19.1
E00040602,86.1,13.9
E00040604,88.5,11.5
E00040605,78,22
E00040606,89.4,10.6
E00040607,88.7,11.3
E00040609,86.9,13.1
E00040610,80.9,19.1
E00040611,89.9,10.1
E00040612,78.6,21.4
E00040613,89.1,10.9
E00040614,87,13
E00040615,79.1,20.9
E00040616,69.5,30.5
E00040617,83.6,16.4
E00040618,83.3,16.7
E00040619,80.6,19.4
E00040620,71.1,28.9
E00040621,92.4,7.6
E00040622,77.7,22.3
E00040623,86.3,13.7
E00040624,80.2,19.8
E00040628,87,13
E00040629,77.9,22.1
E00040747,95.2,4.8
E00040749,75.5,24.5
E00040750,86.5,13.5
E00040751,91.8,8.2
E00040752,82.3,17.7
E00040753,76.5,23.5
E00040759,75.7,24.3
E00040762,85.5,14.5
E00040764,81.9,18.1
E00040765,86.9,13.1
E00040767,79.6,20.4
E00040768,82.7,17.3
E00040769,80.3,19.7
E00040770,87,13
E00040771,80.1,19.9
E00040774,87.9,12.1
E00040777,92.2,7.8
E00040781,91.8,8.2
E00040785,89.9,10.1
E00040786,90.8,9.2
E00040787,81.5,18.5
E00040789,80.4,19.6
E00040791,71.6,28.4
E00040793,83,17
E00040794,85.9,14.1
E00040795,67.9,32.1
E00040796,77,23
E00040797,90,10
E00040798,68,32
E00040799,93.6,6.4
E00040909,65,35
E00040911,98.9,1.1
E00040912,98.5,1.5
E00040926,88.7,11.3
E00040927,93.6,6.4
E00040934,73.4,26.6
E00040935,80.3,19.7
E00040936,73.5,26.5
E00040938,74.3,25.7
E00040939,59.8,40.2
E00040940,83.5,16.5
E00040941,88.2,11.8
E00040942,89.7,10.3
E00040944,93.1,6.9
E00040945,96.1,3.9
E00040946,90.1,9.9
E00040947,94.4,5.6
E00040948,91.3,8.8
E00040949,87.1,12.9
E00040950,95.5,4.5
E00040951,95,5
E00040952,94.7,5.3
E00040953,94.4,5.6
E00040954,97.1,2.9
E00040955,99.5,0.5
E00041020,80.6,19.4
E00041021,91.2,8.8
E00041022,88.7,11.3
E00041024,89.1,10.9
E00041026,94.2,5.8
E00041027,80.6,19.4
E00041029,87.6,12.4
E00041030,89.6,10.4
E00041031,75.2,24.8
E00041032,88.8,11.2
E00041034,84.1,15.9
E00041035,82.4,17.6
E00041036,86.1,13.9
E00041037,86.8,13.2
E00041038,88.8,11.2
E00041039,89.1,10.9
E00041040,79.5,20.5
E00041041,81.5,18.5
E00041043,94.9,5.1
E00041044,83.6,16.4
E00041045,85.4,14.6
E00041046,82.8,17.2
E00041048,83,17
E00041049,99.1,0.9
E00041050,87.4,12.6
E00041051,85.7,14.3
E00041054,79.9,20.1
E00041055,71.6,28.4
E00041057,84.5,15.5
E00041060,76.7,23.3
E00041061,83.4,16.6
E00041062,75.3,24.7
E00041063,80.5,19.5
E00041064,86.3,13.7
E00041065,84.5,15.5
E00041066,74.1,25.9
E00041070,82.8,17.2
E00041071,69.3,30.7
E00041072,72.2,27.8
E00041073,79.2,20.8
E00041074,80.8,19.2
E00041075,75.9,24.1
E00041076,87.6,12.4
E00041077,76.8,23.2
E00041078,69,31
E00041079,79.3,20.7
E00041080,65.5,34.5
E00041081,65.2,34.8
E00041082,69.9,30.1
E00041083,86,14
E00041084,64.3,35.7
E00041085,77.9,22.1
E00041086,58.4,41.6
E00041087,71.4,28.6
E00041088,74.8,25.2
E00041089,70.2,29.8
E00041090,61.9,38.1
E00041091,66.4,33.6
E00041092,74.4,25.6
E00041093,72,28
E00041094,70.1,29.9
E00041095,73.5,26.5
E00041098,55.9,44.1
E00041099,63.9,36.1
E00041100,74.3,25.7
E00041101,47.4,52.6
E00041102,61.4,38.6
E00041103,79.7,20.3
E00041105,47.9,52.1
E00041106,47.5,52.5
E00041107,85.3,14.7
E00041109,48.8,51.2
E00041110,95.8,4.2
E00041111,49.6,50.4
E00041112,80,20
E00041113,52,48
E00041114,61,39
E00041116,64.9,35.1
E00041117,52.6,47.4
E00041118,55.3,44.7
E00041119,64.9,35.1
E00041120,79.6,20.4
E00041121,60.7,39.3
E00172407,76.9,23.1
E00172411,59.4,40.6
E00172412,49.6,50.4
E00172415,44.1,55.9
E00172418,53.7,46.3
E00172432,71,29
E00172440,76.8,23.2
E00172442,69.9,30.1
E00172443,71.4,28.6
E00172445,56.1,43.9
E00172446,56.8,43.2
E00172447,51,49
E00172448,59.8,40.2
E00172450,74.2,25.8
E00172452,61.1,38.9
E00172460,27.3,72.7
E00172461,76,24
E00172462,70.8,29.2
E00172463,58.1,41.9
E00172464,84.2,15.8
E00172465,72,28
E00172466,81.7,18.3
E00172467,61.1,38.9
E00172468,76.6,23.4
E00172469,71.8,28.2
E00172470,85.5,14.5
E00172471,70,30
E00172472,69.2,30.8
E00172474,83.2,16.8
E00172475,64.2,35.8
E00172476,71,29
E00172477,69.2,30.8
E00172478,65.6,34.4
E00172499,51.2,48.8
E00172500,61.9,38.1
E00172501,76.8,23.2
E00172504,70.6,29.4
E00172507,68.5,31.5
E00172508,49.7,50.3
E00172509,70.3,29.7
E00172524,85.5,14.5
