areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00039619,88.5,3.5,8.1
E00039620,93.8,1.5,4.7
E00039622,95.1,2.9,2
E00039624,91.7,2.4,5.9
E00039625,94.8,0.3,4.9
E00039626,91.1,1.3,7.6
E00039627,95.7,1.6,2.8
E00039628,96.1,0,3.9
E00039629,93.2,1.6,5.1
E00039630,97.8,0,2.2
E00039631,95.2,1.6,3.2
E00039632,90.7,3.1,6.2
E00039633,87.3,2.9,9.8
E00039634,96.5,1.1,2.4
E00039635,93.6,2.5,3.9
E00039636,88.2,1.6,10.2
E00039637,96.2,1.6,2.2
E00039638,96.1,2.1,1.8
E00039639,92.5,1.6,5.9
E00039640,90.5,1.5,8
E00039645,92.3,1.6,6.1
E00039646,94.3,2,3.7
E00039648,90.9,0.7,8.4
E00039649,97.9,0.4,1.7
E00039650,95.3,2.3,2.3
E00039651,97.1,1,1.8
E00039652,97.2,1.6,1.2
E00039666,93.8,2.4,3.8
E00039667,96.4,0.3,3.3
E00039668,98.9,0,1.1
E00039669,93.5,0.9,5.6
E00039670,86.5,1.8,11.7
E00039671,92.9,2.5,4.6
E00039672,95.9,0.3,3.8
E00039673,93.6,1.9,4.6
E00039674,96.3,1.9,1.9
E00039675,97.5,0.6,1.9
E00039676,92.5,1.1,6.4
E00039677,90.6,2.3,7
E00039678,97.7,0.3,1.9
E00039679,95.5,1.8,2.7
E00039680,95.1,1.1,3.8
E00039681,90.1,2.8,7
E00039682,95,3.3,1.7
E00039691,97.1,0,2.9
E00039695,98.2,0.4,1.4
E00039697,97.8,1.3,0.9
E00039698,96,0,4
E00039700,99.3,0.3,0.3
E00039703,98.2,0,1.8
E00039705,96.9,1.3,1.9
E00039707,99.2,0.4,0.4
E00039708,97.9,0.4,1.7
E00039710,97.3,0.3,2.4
E00039713,96.6,0.3,3.1
E00039714,98.5,0.3,1.2
E00039716,98.4,0.9,0.6
E00039717,99.7,0,0.3
E00039718,95.5,0.4,4.2
E00039719,98.4,1.3,0.3
E00039720,97.9,0.7,1.4
E00039721,98.2,0.3,1.5
E00039722,99,0.7,0.3
E00039730,96.1,0.8,3.1
E00039734,93.2,0.3,6.5
E00039736,95.7,0.4,3.9
E00039741,86,0.5,13.4
E00039744,94.7,0.3,5
E00039746,96.8,0.6,2.5
E00039806,87.1,4.6,8.3
E00039811,95.9,2,2
E00039816,88.4,1.3,10.3
E00039837,84.6,3.2,12.2
E00039897,83.8,1.9,14.2
E00039899,70.7,4.7,24.7
E00039900,85.5,3.2,11.3
E00039902,85.4,3.7,10.9
E00039907,79.6,0.9,19.4
E00039910,85.8,0.3,13.9
E00039911,82.4,2.9,14.8
E00039912,84.3,3.8,11.9
E00039913,87.1,2.8,10.1
E00039914,89.6,3.6,6.8
E00039917,93,1.3,5.7
E00039918,87.7,0.6,11.7
E00039919,88.4,0.7,10.8
E00039920,84.9,2.6,12.5
E00039921,76.8,1.6,21.6
E00039922,87,0,13
E00039923,91.7,1.2,7
E00039924,89,0.7,10.3
E00039925,87.7,6.4,5.8
E00039926,94.7,0.4,4.9
E00039929,87,1.3,11.7
E00039931,78.7,2.8,18.5
E00039932,84,2.2,13.8
E00039933,94.1,0.7,5.2
E00039934,86.8,2.4,10.8
E00039935,96,1,3
E00039936,81.2,4.7,14.1
E00039937,90.2,1.3,8.4
E00039938,89.1,5.1,5.8
E00039939,93.6,1.8,4.6
E00039940,88.1,3.6,8.3
E00039941,85.4,2.7,11.9
E00039942,87.2,1.6,11.1
E00040035,98.8,0.4,0.8
E00040163,85.4,4.6,10.1
E00040372,98.3,0,1.7
E00040399,88.6,2.5,8.9
E00040400,89,0.4,10.6
E00040401,90.2,1.9,7.9
E00040402,89.5,2.3,8.1
E00040403,85.1,5,10
E00040404,90.3,4.2,5.5
E00040405,76.6,1.6,21.8
E00040406,84.5,6.1,9.4
E00040407,81.5,1.5,17
E00040408,81.7,3.4,15
E00040409,89.1,2.6,8.3
E00040410,87.9,4.4,7.7
E00040411,91.1,2.6,6.3
E00040412,92,3.9,4.2
E00040413,94.1,2.7,3.2
E00040414,91.6,2.5,5.8
E00040415,92.5,2.1,5.5
E00040416,86.7,3.2,10.2
E00040417,86.2,2,11.8
E00040418,92.5,1.9,5.7
E00040419,83.6,1.9,14.6
E00040420,88.7,3.8,7.5
E00040421,91,3.2,5.8
E00040422,89,2.4,8.6
E00040423,90.4,2.3,7.3
E00040424,88.7,0.5,10.8
E00040425,87.4,0.9,11.7
E00040426,76,0.5,23.5
E00040427,85.1,2,12.8
E00040428,97,0,3
E00040429,96.3,0.4,3.3
E00040430,82.1,4.3,13.6
E00040431,91.4,0.9,7.7
E00040432,82.6,1.2,16.2
