areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00130751,92,6.2,1.8
E00130752,81.2,13.2,5.5
E00130753,86.3,12,1.7
E00130754,87.1,10,2.9
E00130756,83.7,11.5,4.7
E00130757,88.8,9.1,2.1
E00130758,88.6,9.5,1.9
E00130847,82.7,14,3.3
E00130849,87.6,9,3.3
E00130850,80,14.3,5.7
E00130851,86.4,10.7,2.9
E00130852,86.6,11.7,1.6
E00130853,65.3,25.7,9
E00130854,78.8,16.6,4.7
E00130855,84.3,13.2,2.5
E00130856,80.3,14.9,4.8
E00130858,70.6,22.4,7.1
E00130859,82.6,12.8,4.6
E00130860,82.3,14.2,3.5
E00130861,78.5,15.8,5.7
E00130862,79.3,16.1,4.6
E00130863,82.6,12.5,4.8
E00130864,87.3,10.3,2.4
E00130865,82.8,13.1,4.1
E00130866,73.3,19.9,6.8
E00130867,65.3,21.9,12.8
E00130868,69.6,22.8,7.6
E00130869,87.7,10.9,1.4
E00130871,81.8,13.9,4.3
E00130872,76,18,6
E00130873,81,12.4,6.6
E00130943,86.6,12.1,1.3
E00130944,85.9,14.1,0
E00130948,84.2,11.1,4.8
E00130949,90.9,9.1,0
E00130960,85.8,11.8,2.4
E00130961,83.5,12.1,4.4
E00130995,83.2,10.5,6.2
E00137248,84.9,12.5,2.6
E00137249,85,12,3
E00137253,82.9,13.3,3.8
E00137254,88,9.1,2.9
E00137255,83,11.8,5.2
E00137265,84.2,12.3,3.5
E00137266,88.1,8.8,3.1
E00137267,90.7,6.5,2.8
E00137268,70.9,17.6,11.5
E00137269,83.4,13.8,2.8
E00137290,84.8,8.6,6.6
E00137291,84.7,11.5,3.7
E00137292,84.4,11.6,4
E00137294,83.6,14,2.4
E00137295,75.2,13.7,11.1
E00137296,81.1,14.8,4.1
E00137297,78.5,13,8.5
E00137298,84.7,12.6,2.7
E00137299,81.1,14.1,4.8
E00137300,92,6.5,1.5
E00137312,82.4,14.5,3.1
E00137313,83.1,14.6,2.3
E00137314,81.8,15.2,3
E00137315,78.4,16.5,5.1
E00137316,88.6,9.5,1.8
E00137317,78.3,16,5.6
E00137349,87.8,8,4.2
E00137352,80.2,16.5,3.2
E00137353,87.1,10.4,2.5
E00137379,85.1,11.9,3
E00137380,88.7,9.8,1.5
E00137381,89.6,8.2,2.2
E00137382,82.1,13,4.9
E00137396,84.8,11.8,3.4
E00137397,83.2,13.3,3.6
E00137398,78.9,15.3,5.8
E00137399,79.2,12.3,8.5
E00137400,88,7.7,4.3
E00137401,83.9,12.4,3.6
E00137402,80.9,12.9,6.2
E00137403,79.7,14.3,6
E00137404,91.4,6.6,2
E00137405,81.9,14,4.2
E00137406,89,7.9,3.1
E00137407,89,7.7,3.2
E00137408,78.2,13,8.9
E00137409,79.3,15.6,5.2
E00137410,86.1,10.8,3.2
E00137458,86,10.7,3.3
E00137459,86,10.6,3.4
E00137460,86.2,12.2,1.5
E00137464,87,8.6,4.4
E00137465,82.2,12.7,5
E00137466,88.1,8.9,3
E00137480,81,15.4,3.6
E00137481,89.8,7.8,2.4
E00137483,82.2,15,2.8
E00137484,79.1,15.4,5.6
E00137485,85.2,13.1,1.8
E00158652,88.8,8.4,2.8
E00158653,87.5,8.8,3.7
E00158654,83,12.4,4.6
E00158655,87.4,10.2,2.4
E00158656,74.4,16.2,9.4
E00158657,75.2,20.5,4.3
E00158658,90.6,7.5,2
E00158659,79,17.2,3.9
E00158660,83.1,13.7,3.2
E00158661,83.1,14.1,2.8
E00158662,80.2,16.3,3.6
E00158663,77.8,16,6.1
E00158664,77.1,15.2,7.7
E00158665,82.6,14.3,3.1
E00158668,81.4,14.5,4.1
E00158670,82.4,13.1,4.6
E00158671,83,13.9,3.1
E00158672,84.7,10.2,5.1
E00158673,71.8,16.9,11.4
E00158674,75.4,17.4,7.2
E00158676,85.9,10.5,3.6
E00158677,78.1,18.4,3.5
E00158678,87.9,8.9,3.2
E00158680,86.1,10.3,3.6
E00158681,80.9,12.3,6.8
E00158682,87.8,10.5,1.7
E00158684,84.2,11.4,4.4
E00158685,83.3,9.2,7.5
E00158686,83.9,11.6,4.6
E00158687,87.2,9.1,3.7
E00158688,87.8,10.1,2.1
E00158689,85.8,11,3.3
E00158690,87.5,11.3,1.3
E00158691,85.9,10.5,3.6
E00158692,81.2,14.1,4.7
E00158693,81.3,13,5.6
E00158694,84.7,10.7,4.6
E00158695,83.9,10.9,5.2
E00158696,81.2,12.4,6.4
E00158698,82.6,10.7,6.7
E00158699,80.8,16.1,3.1
E00158700,71.6,20.3,8
E00158701,85.7,9.8,4.5
E00158702,81,15.7,3.3
E00158703,74.9,21.2,3.9
E00158704,81.1,14.7,4.1
E00158705,81.7,15.3,3
E00158706,82.4,13.4,4.2
E00158707,76.7,16.9,6.4
E00158708,64.9,26.9,8.2
E00158709,83.8,10.9,5.3
E00158710,82.5,13.2,4.3
E00158711,84.8,13.3,1.9
E00158712,82.7,12.9,4.3
E00158713,79.7,16.1,4.2
E00158714,74,18.3,7.7
E00158715,86.2,10.1,3.7
E00158716,83.6,12.7,3.7
E00158717,86.1,10.6,3.3
E00158718,89.4,6.9,3.7
E00158719,86.8,9.8,3.4
E00158720,89.1,8.7,2.2
E00158721,71.8,17.2,11
E00158722,78,16.2,5.8
E00158723,87.3,9.9,2.8
E00158724,89.2,10.4,0.4
E00158725,88.6,9.4,2
E00158726,90,9.2,0.8
E00158727,86.9,9.9,3.2
E00158728,81.8,14.6,3.6
E00158729,80.6,14.4,4.9
E00158730,76.2,16.2,7.6
E00158732,80.7,13.4,5.9
E00158733,84.9,8.3,6.7
E00158734,75.8,16,8.2
E00158735,60.6,20.6,18.8
E00158736,77.6,16.3,6
E00158737,80.7,17.5,1.7
E00158738,83.4,12.9,3.7
E00158740,75.7,16.8,7.6
E00158741,84.3,11.8,3.8
E00158742,86.1,11.5,2.4
E00158743,93,6.4,0.6
E00158744,73.1,18.4,8.5
E00158745,79.8,16.2,4
E00158746,83.4,14.2,2.4
E00158747,83.7,13.2,3.1
E00158748,66.8,20.1,13.1
E00158749,76.6,18.2,5.2
E00158750,80.5,12.4,7
E00158751,76.1,16.3,7.6
E00158752,83.3,12.4,4.3
E00158754,90.1,7.4,2.5
E00158755,84.1,11.6,4.3
E00158756,80.6,13.3,6.1
E00158757,81.2,15.1,3.7
E00158758,81,12.9,6
E00158759,77.4,16.1,6.5
E00158760,89.7,7,3.3
E00158762,88.1,8.7,3.2
E00158763,92.1,6.4,1.5
E00158764,88.3,9.9,1.9
E00158765,68.4,21.6,10
E00158766,83.8,10.9,5.3
E00158767,91.8,6.6,1.6
E00158768,86.5,9.3,4.2
E00158769,89.4,7,3.6
E00158770,84.3,13,2.8
E00158771,77.6,16.7,5.7
E00158774,82.8,11.3,5.9
E00158776,87.6,10.9,1.5
E00158778,86.1,9.3,4.6
E00158779,85.8,11.3,2.9
E00158789,83.6,8.8,7.5
E00158790,81,14.8,4.2
E00158791,79.9,11,9.2
E00158793,83.9,13.3,2.9
E00158794,81.3,14.5,4.2
E00158795,83.2,14.4,2.4
E00158796,76.1,18.6,5.3
E00158797,84.9,11.3,3.8
E00158798,88.8,11.2,0
E00158799,79.5,16.7,3.8
E00158800,88.6,8.9,2.5
E00158801,87.2,10.7,2.1
E00158802,84.1,13.4,2.4
E00158803,83.8,12.5,3.6
E00158804,79.4,14,6.6
E00158806,86,10.8,3.2
E00158807,85.4,10.5,4.1
E00158808,87.6,10.6,1.8
E00158809,76.3,16.6,7.1
E00158810,89.6,9.2,1.2
E00158811,83.7,11.8,4.5
E00158812,84.6,11.7,3.7
E00158813,87.6,10.2,2.2
E00158814,83,13.5,3.5
E00158815,77.6,19.9,2.5
E00158816,85.7,11.6,2.7
E00158818,89.2,8.5,2.3
E00158819,80.5,14.7,4.9
E00158820,84.3,11.3,4.4
E00158821,76.1,15.6,8.3
E00158822,77.3,16.7,6.1
E00158823,86.5,9.4,4.1
E00158824,77.2,16.7,6
E00158825,86.5,10.9,2.6
E00158829,82.5,12.1,5.3
E00158830,82.9,11,6.2
E00158831,80.5,15.2,4.3
E00158832,80.1,14.3,5.6
E00158833,66,22.1,11.8
E00158834,60.5,22.4,17.1
E00158835,78.5,17,4.5
E00158836,86.4,9.7,3.9
E00158837,83.5,13,3.5
E00158838,81.5,12.7,5.8
E00158839,79.7,14.9,5.4
E00158840,78.6,15.2,6.2
E00158841,79.5,15.1,5.4
E00158843,78.6,16.2,5.2
E00158844,86.3,11.6,2.1
E00158845,73.8,16.6,9.7
E00158846,73.8,19.9,6.3
E00158847,84.3,12.7,3
E00158848,82.5,13,4.5
E00158849,88.4,7.2,4.4
E00158850,87,9.5,3.5
E00158851,76.6,14.7,8.7
E00158853,81.7,13.9,4.4
