areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00130751,16.6,33.7,35.4,14.4
E00130752,21,28.8,34.7,15.5
E00130753,10.2,37,44.9,7.9
E00130754,19.5,29.6,39.8,11.1
E00130756,8.6,42.2,33.5,15.7
E00130757,11.2,28.8,47.8,12.2
E00130758,18.1,30.9,40.9,10
E00130847,28.9,24.1,34.3,12.7
E00130849,22.4,25.9,44.8,6.9
E00130850,29.2,27.4,34.9,8.5
E00130851,26.1,27.8,33.9,12.2
E00130852,20.6,24.1,48.2,7.1
E00130853,14.3,37.5,28.6,19.6
E00130854,30.8,27.8,33.1,8.3
E00130855,31,35.2,22.8,11
E00130856,41.6,28.9,14.5,15.1
E00130858,38.8,31.8,11.6,17.8
E00130859,36.5,30.8,21.4,11.3
E00130860,36.3,29.8,23.4,10.5
E00130861,25.6,18,35.3,21.1
E00130862,27.4,32.5,25.9,14.2
E00130863,20.4,33.3,34,12.3
E00130864,16,33.3,43.1,7.6
E00130865,38.3,24.2,23.4,14.1
E00130866,27.5,37.5,23.8,11.3
E00130867,32.4,21.3,33.3,13
E00130868,30.7,33,25,11.4
E00130869,21.2,31.7,40.4,6.7
E00130871,39.1,27.7,17.3,15.9
E00130872,23.7,28.1,28.9,19.3
E00130873,39.4,23.9,17.8,18.9
E00130943,25.5,20.6,39.2,14.7
E00130944,11,23.5,46.3,19.1
E00130948,20.4,26.7,40,13
E00130949,5.4,27.7,60.7,6.3
E00130960,17.7,30.6,33.1,18.5
E00130961,13.4,23.8,48.8,14
E00130995,17.5,24.8,50.4,7.3
E00137248,34,22.2,28.5,15.3
E00137249,32.9,28.4,25.8,12.9
E00137253,37.8,22.7,26.2,13.3
E00137254,31.2,29.6,30.7,8.5
E00137255,41,26.2,18.5,14.4
E00137265,48.8,25,17.4,8.7
E00137266,41.2,20.9,28.9,9
E00137267,34,22.8,25.4,17.8
E00137268,46.3,20,15.8,17.9
E00137269,31,28.7,28.7,11.6
E00137290,14.3,27.5,40.7,17.6
E00137291,31,22.5,34.9,11.6
E00137292,23.5,19.1,41.9,15.4
E00137294,24.7,23.5,37,14.8
E00137295,24.2,24.2,36.9,14.8
E00137296,15.9,27.8,45,11.3
E00137297,22.4,27.6,34.9,15.1
E00137298,26.2,23.1,34.6,16.2
E00137299,23,25.7,32.7,18.6
E00137300,21.1,21.1,50.3,7.5
E00137312,32.2,22.3,31.4,14
E00137313,21.7,23.1,44.1,11.2
E00137314,19.4,34,32,14.6
E00137315,36.5,30.2,15.9,17.5
E00137316,10.7,36.9,42.6,9.8
E00137317,26.4,27.4,32.5,13.7
E00137349,16.2,27,43.2,13.5
E00137352,20.6,27,31,21.4
E00137353,15.8,28.9,47.4,7.9
E00137379,11.1,32.6,45.1,11.1
E00137380,26.2,27.5,34.5,11.8
E00137381,25.8,27.8,36.3,10.1
E00137382,30.7,27.6,33.7,8
E00137396,16.6,38.7,32.5,12.3
E00137397,20.4,26.1,42.3,11.3
E00137398,12,25,46.3,16.7
E00137399,33.3,35.7,19,11.9
E00137400,19.1,28.9,39.1,12.9
E00137401,26,26,33.6,14.5
E00137402,24.6,30.6,37.7,7.1
E00137403,23.2,29.2,34.5,13.1
E00137404,17.1,27.6,43.8,11.4
E00137405,22.4,19.6,48.3,9.8
E00137406,19,31,36.9,13.1
E00137407,13.8,31.7,42.5,12
E00137408,18.5,34.6,30,16.9
E00137409,21.1,41.4,24.1,13.5
E00137410,12.9,34.7,40,12.4
E00137458,14.5,36.3,36.3,13
E00137459,11.6,33.8,40.9,13.6
E00137460,10.6,39.1,36.9,13.4
E00137464,15,33.5,38.6,12.9
E00137465,15.7,31.3,35.5,17.5
E00137466,9.9,35.8,46.7,7.5
E00137480,21.8,33.9,33.3,10.9
E00137481,13.1,22.7,49.4,14.8
E00137483,10.5,37.2,38.4,14
E00137484,23.9,23.2,33.3,19.6
