areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00054762,99.3,0.7,0
E00054763,96.8,2.7,0.5
E00054764,96.9,2,1.2
E00054765,93.7,4.8,1.6
E00054766,99,1,0
E00054767,99.7,0.3,0
E00054768,96,2.7,1.3
E00054769,98.9,1.1,0
E00054770,100,0,0
E00054771,98.9,0.8,0.4
E00054772,95.8,3.5,0.6
E00054773,99.1,0.9,0
E00054774,98.8,0.8,0.4
E00054775,96.6,2.8,0.6
E00054776,100,0,0
E00054777,94.9,4.6,0.5
E00054778,99,1,0
E00054779,96.4,3.3,0.3
E00054797,97.7,1.4,0.9
E00054798,95.4,2.6,2
E00054801,97.8,1.6,0.6
E00054802,95.7,4,0.3
E00054804,94.4,3.9,1.6
E00054805,95.8,2.6,1.6
E00054806,96.3,3.7,0
E00054807,92.6,6.8,0.6
E00054808,97.2,2.8,0
E00054809,99.3,0.7,0
E00054810,99.7,0.3,0
E00054811,98.7,1.3,0
E00054812,100,0,0
E00054813,98.6,1.4,0
E00054814,99.2,0.8,0
E00054815,99.4,0.6,0
E00054816,100,0,0
E00054817,99.2,0.8,0
E00054818,97.6,1.8,0.6
E00054819,99.6,0.4,0
E00054820,100,0,0
E00054821,100,0,0
E00054822,100,0,0
E00054823,97.3,2.7,0
E00054824,97.5,2.5,0
E00054825,95.3,4.4,0.3
E00054827,98.8,1.2,0
E00054828,96,3.7,0.4
E00054829,96.6,3.4,0
E00054830,96.7,0.7,2.6
E00054831,98.3,1.7,0
E00054832,99.7,0.3,0
E00054833,99.6,0.4,0
E00054834,99.3,0.7,0
E00054835,97.4,2.6,0
E00054836,99.3,0.7,0
E00054837,99.6,0.4,0
E00054838,98.7,0.7,0.7
E00054839,99.1,0.9,0
E00054840,100,0,0
E00054841,99.5,0.5,0
E00054842,97.3,2.7,0
E00054843,100,0,0
E00054844,98.7,1.3,0
E00054886,97,3,0
E00054887,94.2,5.4,0.4
E00054888,99.2,0.4,0.4
E00054889,99,1,0
E00054890,99.1,0.9,0
E00054891,98.9,1.1,0
E00054892,96.6,3.1,0.3
E00054893,99.4,0.6,0
E00054894,88.8,7.9,3.3
E00054895,98.9,1.1,0
E00054896,97.7,1.1,1.1
E00054897,96.7,2.9,0.4
E00054898,99.6,0.4,0
E00054899,96.8,2.8,0.4
E00054900,99.6,0.4,0
E00054901,100,0,0
E00054902,97,1.7,1.3
E00054903,99.3,0.7,0
E00054904,97.1,1.4,1.4
E00054905,97.3,1.2,1.5
E00054906,98.1,0.9,0.9
E00054907,99,0.6,0.3
E00054908,95.3,4,0.7
E00054909,100,0,0
E00054910,98.2,1.8,0
E00054911,98,1.7,0.3
E00054912,97.3,1.3,1.3
E00054914,94.8,3.2,2
E00054916,91.9,5.4,2.7
E00054917,93.3,4.8,1.9
E00054918,99.1,0.5,0.5
E00054919,93.8,4.9,1.2
E00054920,97.4,2.1,0.5
E00054921,99.4,0.6,0
E00054922,98.3,1.7,0
E00054923,96.1,2.6,1.3
E00054925,98,1.1,0.9
E00054926,99.7,0.3,0
E00054927,99.5,0.5,0
E00054928,100,0,0
E00054929,98.4,1.1,0.5
E00054930,97.5,1.3,1.3
E00054931,98.5,1.2,0.3
E00054932,97.3,1.3,1.3
E00054933,97.4,2.1,0.5
E00054934,99.6,0.4,0
E00054935,99.3,0.3,0.3
E00054936,99.5,0.5,0
E00054937,99.3,0.7,0
E00054938,99.6,0,0.4
E00054939,99.2,0.8,0
E00054940,96,2.6,1.5
E00054941,100,0,0
E00054942,98.9,0.8,0.3
E00054943,97.7,1.5,0.8
E00054944,99.3,0.3,0.3
E00054945,98.4,1.6,0
E00054946,98.7,1.3,0
E00054947,99.4,0.6,0
E00054948,97.8,1.9,0.3
E00054949,99.3,0.7,0
E00054950,98.9,1.1,0
E00054951,97.1,2.2,0.6
E00054952,99.6,0.4,0
E00054953,100,0,0
E00054954,97.2,2.4,0.4
E00054955,100,0,0
E00054956,96.6,2.8,0.6
E00054957,98.8,1.2,0
E00054958,99.4,0,0.6
E00054959,99.7,0,0.3
E00054960,99.6,0.4,0
E00054961,100,0,0
E00054962,97.3,2.1,0.5
E00054963,99.3,0.7,0
E00054964,99.7,0.3,0
E00054965,97.3,2.4,0.3
E00054966,98.7,0.8,0.4
E00054967,98.7,1,0.3
E00054968,99.7,0.3,0
E00054969,99.6,0.4,0
E00054970,97.4,2.3,0.3
E00054971,99.3,0.4,0.4
E00054972,97.7,1.6,0.8
E00054973,98,2,0
E00054974,97.5,2.5,0
E00054976,97.3,1.8,0.9
E00054977,98.9,1.1,0
E00054978,97,3,0
E00054979,98.7,1.3,0
E00054980,99.6,0.4,0
E00054981,99.7,0.3,0
E00054982,99.7,0.3,0
E00054983,99.2,0.8,0
E00054984,99.6,0.4,0
E00054985,100,0,0
E00054986,99.6,0,0.4
E00054987,97.7,1.8,0.5
E00054988,100,0,0
E00054989,98.2,1.5,0.3
E00054990,98.6,0.9,0.5
E00054991,100,0,0
E00054992,96.7,2.6,0.7
E00054993,100,0,0
E00054995,100,0,0
E00054996,99.3,0.7,0
E00054997,98.9,0.4,0.7
E00054998,100,0,0
E00055005,98.4,0.5,1
E00055007,95.5,3.8,0.6
E00055032,99.4,0,0.6
E00055036,98.1,1.5,0.3
E00055040,99.2,0.8,0
E00055041,98.6,1.4,0
E00055067,82.4,12,5.6
E00055068,72.2,17,10.8
E00055070,99.2,0.8,0
E00055071,85.2,12.5,2.3
E00055079,98.4,0.9,0.6
E00055080,97.2,2,0.8
E00055081,100,0,0
E00055082,96.8,2.8,0.5
E00055083,94.8,3.8,1.4
E00055084,88,7.7,4.3
E00055085,94.5,3.8,1.7
E00055086,91.7,5.5,2.8
E00055087,90.3,6.6,3.1
E00055088,92.1,6,1.9
E00055089,83.6,11.3,5.1
E00055090,86.2,8.7,5.1
E00055091,82.2,13.6,4.2
E00055092,89.9,5,5
E00055093,92.4,5.7,1.9
E00055094,83,11.3,5.7
E00055095,74.3,19.6,6.1
E00055105,99.6,0.4,0
E00055106,98,1.7,0.3
E00055107,93.2,6.8,0
E00055108,100,0,0
E00055109,99.2,0.5,0.3
E00055110,97.7,1.6,0.6
E00055111,99.3,0.7,0
E00055112,100,0,0
E00055113,99.6,0.4,0
E00055114,99.2,0.8,0
E00055115,99.4,0.6,0
E00055116,100,0,0
E00055117,98.5,1.5,0
E00055118,98.4,0.8,0.8
E00055119,99.6,0.4,0
E00055120,95.1,4.4,0.5
E00055134,99.6,0.4,0
E00055135,99.6,0.4,0
E00055136,98.3,1.7,0
E00055137,97.4,2.6,0
E00055138,100,0,0
E00055139,100,0,0
E00055140,98,2,0
E00055141,99.7,0.3,0
E00055142,99.6,0.4,0
E00055143,94.4,5.6,0
E00055144,80.5,14.6,4.9
E00055145,89.8,8.4,1.9
E00055146,95.7,2.3,2
E00055147,96.5,2,1.6
E00055148,97.8,1.8,0.4
E00055149,89.1,7.4,3.5
E00055150,90.4,6.4,3.2
E00055151,100,0,0
E00055152,98,1.2,0.8
E00055153,97.4,1.5,1.1
E00055154,98.1,1.9,0
E00055155,98.6,1.4,0
E00055156,93.9,4.4,1.7
E00055157,98,1.7,0.3
E00055158,87.8,9.3,2.9
E00055159,94.2,5.6,0.3
E00055160,94.3,3.6,2.1
E00055161,99.6,0.4,0
E00055162,99.1,0.9,0
E00055163,100,0,0
E00055164,98.6,0.7,0.7
E00055166,98.9,1.1,0
