areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00054762,96.1,3.9
E00054763,95.3,4.7
E00054764,93.9,6.1
E00054765,85.5,14.5
E00054766,97,3
E00054767,97,3
E00054768,92.4,7.6
E00054769,96.3,3.7
E00054770,98.2,1.8
E00054771,96.6,3.4
E00054772,93.2,6.8
E00054773,96.5,3.5
E00054774,95.4,4.6
E00054775,94.6,5.4
E00054776,96.3,3.7
E00054777,90.6,9.4
E00054778,96.6,3.4
E00054779,96.3,3.7
E00054797,93.9,6.1
E00054798,93.9,6.1
E00054801,91.9,8.1
E00054802,91,9
E00054804,94.1,5.9
E00054805,94.2,5.8
E00054806,95.2,4.8
E00054807,88.6,11.4
E00054808,94.2,5.8
E00054809,97.4,2.6
E00054810,98.4,1.6
E00054811,94.4,5.6
E00054812,99.6,0.4
E00054813,98.7,1.3
E00054814,95.4,4.6
E00054815,98.7,1.3
E00054816,97,3
E00054817,95.9,4.1
E00054818,94.4,5.6
E00054819,98,2
E00054820,96.5,3.5
E00054821,98.4,1.6
E00054822,96.6,3.4
E00054823,91.3,8.7
E00054824,97.1,2.9
E00054825,93.2,6.8
E00054827,97.3,2.7
E00054828,93.4,6.6
E00054829,95.2,4.8
E00054830,87.5,12.5
E00054831,94.1,5.9
E00054832,93.9,6.1
E00054833,97.2,2.8
E00054834,98.7,1.3
E00054835,94.9,5.1
E00054836,97.3,2.7
E00054837,97.8,2.2
E00054838,97,3
E00054839,96.1,3.9
E00054840,97.8,2.2
E00054841,94.4,5.6
E00054842,94.1,5.9
E00054843,98.5,1.5
E00054844,95.2,4.8
E00054886,95.5,4.5
E00054887,89.7,10.3
E00054888,96.8,3.2
E00054889,95.7,4.3
E00054890,96.6,3.4
E00054891,96.6,3.4
E00054892,94.9,5.1
E00054893,96.9,3.1
E00054894,81.9,18.1
E00054895,95.6,4.4
E00054896,96.8,3.2
E00054897,92.7,7.3
E00054898,97.4,2.6
E00054899,92.1,7.9
E00054900,97.1,2.9
E00054901,97.4,2.6
E00054902,94.1,5.9
E00054903,97.1,2.9
E00054904,89.6,10.4
E00054905,93.1,6.9
E00054906,91.9,8.1
E00054907,97.2,2.8
E00054908,91.6,8.4
E00054909,97.6,2.4
E00054910,97,3
E00054911,96.3,3.7
E00054912,95.1,4.9
E00054914,91.5,8.5
E00054916,90.6,9.4
E00054917,90.6,9.4
E00054918,95.3,4.7
E00054919,89.7,10.3
E00054920,92.9,7.1
E00054921,95.7,4.3
E00054922,93.7,6.3
E00054923,94.7,5.3
E00054925,97.1,2.9
E00054926,99.3,0.7
E00054927,97.3,2.7
E00054928,99.8,0.2
E00054929,96.9,3.1
E00054930,94.7,5.3
E00054931,96,4
E00054932,98.4,1.6
E00054933,96.5,3.5
E00054934,97.5,2.5
E00054935,98.1,1.9
E00054936,97,3
E00054937,94.8,5.2
E00054938,98.6,1.4
E00054939,97.8,2.2
E00054940,95.1,4.9
E00054941,99.5,0.5
E00054942,97,3
E00054943,96.4,3.6
E00054944,97.1,2.9
E00054945,96,4
E00054946,96.8,3.2
E00054947,98.8,1.2
E00054948,95.6,4.4
E00054949,98.2,1.8
E00054950,96.9,3.1
E00054951,93.1,6.9
E00054952,94.9,5.1
E00054953,96.9,3.1
E00054954,92.8,7.2
E00054955,98.1,1.9
E00054956,93.2,6.8
E00054957,96.8,3.2
E00054958,98.4,1.6
E00054959,96.6,3.4
E00054960,99.6,0.4
E00054961,99.2,0.8
E00054962,95.6,4.4
E00054963,97,3
E00054964,97.4,2.6
E00054965,93.3,6.7
E00054966,96.8,3.2
E00054967,96.9,3.1
E00054968,99,1
E00054969,97.9,2.1
E00054970,94,6
E00054971,96.8,3.2
E00054972,93.6,6.4
E00054973,97.2,2.8
E00054974,96,4
E00054976,92.2,7.8
E00054977,96.7,3.3
E00054978,97.5,2.5
E00054979,95.2,4.8
E00054980,97.9,2.1
E00054981,93.7,6.3
E00054982,97.4,2.6
E00054983,96.6,3.4
E00054984,95.9,4.1
E00054985,98.4,1.6
E00054986,96.1,3.9
E00054987,97,3
E00054988,99.6,0.4
E00054989,93.2,6.8
E00054990,96.5,3.5
E00054991,97.3,2.7
E00054992,93.2,6.8
E00054993,95.3,4.7
E00054995,97.7,2.3
E00054996,97.9,2.1
E00054997,97.9,2.1
E00054998,95.1,4.9
E00055005,92.3,7.7
E00055007,93.9,6.1
E00055032,96.7,3.3
E00055036,97,3
E00055040,98.4,1.6
E00055041,95.8,4.2
E00055067,77.1,22.9
E00055068,68.2,31.8
E00055070,96.4,3.6
E00055071,81.6,18.4
E00055079,96.7,3.3
E00055080,93.8,6.3
E00055081,96.9,3.1
E00055082,93.7,6.3
E00055083,90.9,9.1
E00055084,78,22
E00055085,91.9,8.1
E00055086,84.8,15.2
E00055087,85.2,14.8
E00055088,87.5,12.5
E00055089,80.9,19.1
E00055090,80.6,19.4
E00055091,77.6,22.4
E00055092,83.6,16.4
E00055093,88.5,11.5
E00055094,69.9,30.1
E00055095,67.4,32.6
E00055105,97.6,2.4
E00055106,95.4,4.6
E00055107,89.1,10.9
E00055108,98.1,1.9
E00055109,97.9,2.1
E00055110,94.4,5.6
E00055111,96.4,3.6
E00055112,98.9,1.1
E00055113,97.6,2.4
E00055114,98.1,1.9
E00055115,97.1,2.9
E00055116,98.9,1.1
E00055117,97.5,2.5
E00055118,97.7,2.3
E00055119,97.3,2.7
E00055120,91.2,8.8
E00055134,97.4,2.6
E00055135,98.4,1.6
E00055136,95.6,4.4
E00055137,97.1,2.9
E00055138,97.5,2.5
E00055139,95.6,4.4
E00055140,97.6,2.4
E00055141,96,4
E00055142,93.3,6.7
E00055143,93,7
E00055144,77.6,22.4
E00055145,88.9,11.1
E00055146,90.9,9.1
E00055147,94.9,5.1
E00055148,94.4,5.6
E00055149,86.2,13.8
E00055150,85.7,14.3
E00055151,96.4,3.6
E00055152,88.9,11.1
E00055153,95.1,4.9
E00055154,93.7,6.3
E00055155,95.6,4.4
E00055156,89.9,10.1
E00055157,93.8,6.3
E00055158,85.8,14.2
E00055159,89,11
E00055160,93.6,6.4
E00055161,96.6,3.4
E00055162,97.2,2.8
E00055163,97.6,2.4
E00055164,96.3,3.7
E00055166,97.9,2.1
E00055167,91.7,8.3
E00055168,91.8,8.2
E00055169,91.3,8.7
E00055170,90.8,9.2
E00055171,95.6,4.4
E00055172,86,14
E00055173,94.1,5.9
E00055174,98.1,1.9
E00055175,95.5,4.5
E00055176,97.8,2.2
E00055177,97.7,2.3
E00055178,94.4,5.6
E00055179,95.8,4.2
E00055180,97,3
E00055181,92.3,7.7
E00055182,91.9,8.1
E00055183,91.3,8.7
E00055184,97.1,2.9
E00055185,97,3
E00055186,96.5,3.5
E00055187,95.1,4.9
E00055188,96.6,3.4
E00055189,96,4
E00055190,94,6
E00055191,96.2,3.8
E00055192,96,4
E00055193,95.3,4.7
E00055194,98.3,1.7
E00055195,97.5,2.5
E00055196,96.5,3.5
E00055197,96.7,3.3
E00055198,96.8,3.2
E00055199,90.3,9.7
E00055200,94.7,5.3
E00055201,93.5,6.5
