areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00054762,47.6,3.3,49.1
E00054763,64.7,3.8,31.5
E00054764,61.1,5,33.9
E00054765,49.6,6,44.4
E00054766,65.3,4.8,29.9
E00054767,62.8,1.5,35.8
E00054768,72.8,2.6,24.5
E00054769,53.3,3.5,43.2
E00054770,63.9,3.2,32.9
E00054771,47.2,1.7,51.1
E00054772,38.6,1.2,60.2
E00054773,50.8,5.8,43.4
E00054774,45.6,3.1,51.3
E00054775,62.4,3.9,33.7
E00054776,47.3,2.5,50.2
E00054777,49.1,3.2,47.7
E00054778,52.7,1.5,45.8
E00054779,54.5,5.6,39.9
E00054797,64.7,3,32.3
E00054798,50.2,6.7,43.1
E00054801,48,5.6,46.4
E00054802,53.8,4.4,41.8
E00054804,27.9,7,65.1
E00054805,49,2.3,48.6
E00054806,67.6,2.5,29.9
E00054807,62.4,3.3,34.3
E00054808,42.6,4.8,52.6
E00054809,61,4.2,34.8
E00054810,65.1,2.7,32.2
E00054811,55.2,4.7,40.1
E00054812,61.1,1.9,37
E00054813,68.3,5,26.7
E00054814,52.5,5.4,42.1
E00054815,54.5,1.9,43.6
E00054816,55,1.8,43.2
E00054817,62.3,3.1,34.5
E00054818,54.8,2.3,42.8
E00054819,63.5,1.4,35.1
E00054820,33.3,0.6,66.1
E00054821,47.4,2.2,50.4
E00054822,48.5,0.5,51
E00054823,66.1,2.6,31.3
E00054824,63,0.4,36.6
E00054825,65.7,3.6,30.7
E00054827,47.9,1.3,50.9
E00054828,56,3.8,40.2
E00054829,53,2.8,44.2
E00054830,36.5,5.6,57.9
E00054831,29,3.9,67.1
E00054832,64.5,3.3,32.2
E00054833,47.7,4.6,47.7
E00054834,55.8,0.8,43.4
E00054835,37.1,7.4,55.4
E00054836,53.9,1.2,45
E00054837,51.7,0.4,47.9
E00054838,53.2,3.8,43
E00054839,59,0,41
E00054840,65.2,1.8,33
E00054841,56.9,7.2,35.9
E00054842,61.4,2.2,36.4
E00054843,51.1,2.9,46
E00054844,57.4,3.6,39
E00054886,54.7,2.2,43.1
E00054887,52.9,7.3,39.8
E00054888,41.2,0.5,58.4
E00054889,49.2,2.6,48.1
E00054890,64.7,0.4,34.9
E00054891,60.5,1.7,37.9
E00054892,49.2,7.1,43.7
E00054893,70,1.8,28.2
E00054894,54.9,5.3,39.8
E00054895,57.5,1.2,41.3
E00054896,64.5,3.6,32
E00054897,53.7,4.7,41.6
E00054898,66.5,2.3,31.2
E00054899,65.3,4.7,30.1
E00054900,67.9,1.8,30.4
E00054901,64.3,3.1,32.6
E00054902,55.3,1.5,43.2
E00054903,64.7,0.4,34.9
E00054904,33.1,3.2,63.7
E00054905,53.5,2.8,43.7
E00054906,49.6,5.7,44.7
E00054907,47.9,5.8,46.3
E00054908,55.1,5.6,39.4
E00054909,38,5.4,56.6
E00054910,69.1,2.1,28.7
E00054911,56.1,3,40.9
E00054912,51.2,2,46.8
E00054914,44,5,51
E00054916,39,8.3,52.7
E00054917,55,0.9,44.1
