geography_code,in_full_time_education-001,in_full_time_education-002
E00025639,33.3,66.7
E00025641,19.2,80.8
E00025643,24.1,75.9
E00025645,13.9,86.1
E00025649,18.3,81.7
E00025650,16.2,83.8
E00025652,23.4,76.6
E00025653,21.6,78.4
E00025655,23.2,76.8
E00025656,23.1,76.9
E00025657,6,94
E00025658,16.6,83.4
E00025659,17,83
E00025662,21.4,78.6
E00025664,18.4,81.6
E00025666,17.7,82.3
E00025668,23.9,76.1
E00025671,17.8,82.2
E00025677,19.5,80.5
E00025862,13.9,86.1
E00025863,11.3,88.7
E00025864,23.2,76.8
E00025865,16.7,83.3
E00025866,20,80
E00025867,21,79
E00025868,22.8,77.2
E00025870,27.6,72.4
E00025871,21.7,78.3
E00025872,34.8,65.2
E00025873,18.4,81.6
E00025875,3.6,96.4
E00025876,17.9,82.1
E00025877,21.5,78.5
E00025878,17.2,82.8
E00025879,17.7,82.3
E00025880,19.3,80.7
E00025882,22.6,77.4
E00025883,13.3,86.7
E00025884,23.7,76.3
E00025885,16.6,83.4
E00025886,17.8,82.2
E00025887,15.9,84.1
E00025888,20.9,79.1
E00025892,31.1,68.9
E00025893,20,80
E00025896,32.3,67.7
E00025897,23.4,76.6
E00025898,21.3,78.7
E00025899,20.5,79.5
E00025900,24.5,75.5
E00026656,16,84
E00026658,18.4,81.6
E00026659,25.9,74.1
E00026666,18.3,81.7
E00026669,18,82
E00026670,25.3,74.7
E00026697,23.1,76.9
E00028425,17.9,82.1
E00028426,21.3,78.7
E00028427,23,77
E00028429,12.8,87.2
E00028430,19.8,80.2
E00028439,20.9,79.1
E00028440,23.9,76.1
E00028441,18.1,81.9
E00028442,28.7,71.3
E00028443,16.9,83.1
E00028444,13.5,86.5
E00028445,21.1,78.9
E00028446,18.8,81.2
E00028447,23,77
E00028448,16.5,83.5
E00028449,25.4,74.6
E00028450,21.5,78.5
E00028451,20.8,79.2
E00028452,20.4,79.6
E00028453,21,79
E00028454,18.6,81.4
E00030771,23.8,76.2
E00030772,23.5,76.5
E00030773,21.7,78.3
E00030774,17.8,82.2
E00030775,11.1,88.9
E00030776,18.4,81.6
E00030777,17.3,82.7
E00030778,20,80
E00030779,21.7,78.3
E00030780,23.4,76.6
E00030782,12.5,87.5
E00030783,13.7,86.3
E00030784,11,89
E00030785,10.1,89.9
E00030786,16.8,83.2
E00030787,14.2,85.8
E00030788,14.4,85.6
E00030789,20.5,79.5
E00030790,19.8,80.2
E00030791,20.8,79.2
E00030792,12.3,87.7
E00030793,18.3,81.7
E00030796,24.3,75.7
E00030797,17.8,82.2
E00030798,12.8,87.2
E00030799,24,76
E00030800,24,76
E00030801,26.2,73.8
E00030802,16.7,83.3
E00030803,25.7,74.3
E00030804,23.6,76.4
E00030805,19.8,80.2
E00030806,11.3,88.7
E00030807,25.2,74.8
E00030808,25.2,74.8
E00030809,25.4,74.6
E00030810,16.8,83.2
E00030811,14.7,85.3
E00030812,21.3,78.7
E00030813,23.4,76.6
E00030814,22.8,77.2
E00030815,26.8,73.2
E00030816,19.5,80.5
E00030817,19.9,80.1
E00030818,27.9,72.1
E00030819,21.5,78.5
E00030820,26.3,73.7
E00030821,24,76
E00030822,26.6,73.4
E00030823,26.1,73.9
E00030824,17,83
E00030825,22.7,77.3
E00030826,18.1,81.9
E00030827,18.5,81.5
E00030828,20.1,79.9
E00030829,21.3,78.7
E00030830,13.8,86.2
E00030831,28.6,71.4
E00030832,24.8,75.2
E00030833,19.5,80.5
E00030834,18.4,81.6
E00030835,19.8,80.2
E00030836,19.4,80.6
E00030837,22.8,77.2
E00030838,21.7,78.3
E00030839,18.6,81.4
E00030840,22,78
E00030841,21.8,78.2
E00030842,29.5,70.5
E00030843,26.1,73.9
E00030844,28,72
E00030845,22.9,77.1
E00030846,20.2,79.8
E00030847,19.5,80.5
E00030848,21.3,78.7
E00030849,18.7,81.3
E00030850,26.2,73.8
E00030851,24.4,75.6
E00030853,16.4,83.6
E00030854,26.9,73.1
E00030855,22.4,77.6
E00030856,22.8,77.2
E00030857,13.9,86.1
E00030858,16.2,83.8
E00030859,21.4,78.6
E00030860,16.5,83.5
E00030861,22.6,77.4
E00030862,18.2,81.8
E00030863,18.4,81.6
E00030864,29,71
E00030865,16.4,83.6
E00030866,26.4,73.6
E00030867,18.7,81.3
E00030868,16.8,83.2
E00030869,28,72
E00030870,17.1,82.9
E00030871,24.1,75.9
E00030872,24.1,75.9
E00030873,22.9,77.1
E00030874,29.8,70.2
E00030875,23.6,76.4
E00030876,26.2,73.8
E00030877,26.1,73.9
E00030878,19.1,80.9
