geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00025639,57.1,3.8,39.1
E00025641,60.6,3.5,35.8
E00025643,60.8,4.3,34.9
E00025645,68.5,6.2,25.3
E00025649,46.2,0.4,53.4
E00025650,57.5,3.8,38.7
E00025652,58.5,3.2,38.3
E00025653,50.4,6.8,42.8
E00025655,59.2,4.6,36.3
E00025656,65.5,4,30.5
E00025657,37.1,6.3,56.6
E00025658,62.9,2.5,34.6
E00025659,59.3,4.2,36.5
E00025662,62.2,6.4,31.3
E00025664,64.4,4.8,30.7
E00025666,53,2.4,44.5
E00025668,51.6,2,46.3
E00025671,48.3,3,48.7
E00025677,51.3,7.8,40.8
E00025862,52.9,1.6,45.5
E00025863,72.3,0,27.7
E00025864,56.5,3,40.4
E00025865,61.6,1.8,36.6
E00025866,60.8,2,37.3
E00025867,57.4,7,35.7
E00025868,50.4,8.3,41.3
E00025870,62.1,3.5,34.4
E00025871,65.1,6.2,28.7
E00025872,40.4,9.2,50.4
E00025873,57.6,1.2,41.2
E00025875,58,0.4,41.6
E00025876,71,3,26
E00025877,57.9,3,39.1
E00025878,40.4,4.8,54.8
E00025879,51.3,2.9,45.8
E00025880,52.9,6.3,40.8
E00025882,47.6,3.5,48.9
E00025883,45.3,3.9,50.8
E00025884,69.2,3.3,27.5
E00025885,51.4,2.7,45.9
E00025886,54.1,3.3,42.6
E00025887,48.4,2,49.6
E00025888,42.2,6.4,51.4
E00025892,49.2,7.9,42.9
E00025893,50.5,3.5,46
E00025896,56.8,8.1,35.2
E00025897,54.6,4.6,40.8
E00025898,46.2,7.2,46.6
E00025899,61.8,3.5,34.6
E00025900,59.4,3.7,37
E00026656,74.4,2.9,22.7
E00026658,44.3,4.5,51.1
E00026659,52,7.9,40.1
E00026666,53.5,3.5,43.1
E00026669,61.7,5.2,33.2
E00026670,60.8,3,36.2
E00026697,59.6,1.8,38.6
E00028425,56.4,3.5,40.1
E00028426,62.2,4,33.8
E00028427,58.9,4.7,36.4
E00028429,61.9,2.6,35.6
E00028430,51.1,6,42.9
E00028439,62.4,4.7,32.9
E00028440,58.3,2.6,39.1
E00028441,63.4,3.2,33.3
E00028442,52.6,3.6,43.7
E00028443,69.2,2.8,28
E00028444,59.9,4.8,35.3
E00028445,57.3,3.7,39
E00028446,38.8,7.3,53.9
E00028447,56.1,2.5,41.4
E00028448,55.5,0.5,44.1
E00028449,56.9,1.8,41.3
E00028450,64.1,3,32.9
E00028451,44,5.2,50.8
E00028452,57.3,4.6,38.2
E00028453,60.2,3.2,36.7
E00028454,57.3,4.8,37.9
E00030771,67.6,1.2,31.3
E00030772,74.9,2.6,22.5
E00030773,55.7,3.8,40.6
E00030774,83.5,3.5,13
E00030775,62.8,4.1,33.1
E00030776,71.2,3.6,25.2
E00030777,67.7,3.4,28.9
E00030778,74.8,3.1,22
E00030779,58.5,1.6,39.8
E00030780,49.8,0.6,49.5
E00030782,66.2,2.3,31.5
E00030783,42.9,1.4,55.7
E00030784,36.5,1.5,62.1
E00030785,47.2,1.4,51.4
E00030786,54.8,5,40.2
E00030787,38.2,2.5,59.3
E00030788,58.3,1.3,40.4
E00030789,40.1,5.3,54.5
E00030790,50.8,3.3,45.9
E00030791,49.3,0.9,49.8
E00030792,79.8,5.3,14.9
E00030793,52,1.3,46.7
E00030796,66.8,3.6,29.6
E00030797,80.1,0,19.9
E00030798,58.4,3.6,38
E00030799,62,1.7,36.3
E00030800,61.2,0,38.8
E00030801,56.5,6.1,37.4
E00030802,55.6,1.9,42.5
E00030803,65.1,3.1,31.9
E00030804,57.7,1.9,40.4
E00030805,72.9,1,26.2
E00030806,45.3,0.7,54.1
E00030807,62.5,4.1,33.3
E00030808,72,4,24
E00030809,63.7,1.4,34.9
E00030810,49.5,2,48.5
E00030811,60.5,2.1,37.3
E00030812,48.9,1.4,49.6
E00030813,58.6,1.9,39.5
E00030814,65.9,2.4,31.7
E00030815,60.1,3.2,36.8
E00030816,50.2,1.2,48.6
E00030817,51.2,1.7,47.1
E00030818,55,6.8,38.2
E00030819,57.7,3.5,38.7
E00030820,61.9,3.3,34.8
E00030821,62.7,2.6,34.7
E00030822,61.6,1.6,36.8
E00030823,52,3.2,44.8
E00030824,73.5,1.7,24.8
E00030825,66.8,3.3,29.9
E00030826,61.1,2.4,36.5
E00030827,43.6,1,55.4
E00030828,71.5,3.1,25.4
E00030829,44.7,2.8,52.4
E00030830,57.6,1.7,40.7
E00030831,66,2.5,31.5
E00030832,68,2.6,29.4
E00030833,55.6,0.9,43.6
E00030834,57.7,2,40.2
E00030835,54,0.8,45.2
E00030836,65.9,1.1,33
E00030837,51.9,2.2,45.9
E00030838,58.7,0,41.3
E00030839,53.5,3.1,43.4
E00030840,44.8,2,53.2
E00030841,51.9,1.7,46.3
E00030842,63.2,2.1,34.6
E00030843,65.2,2.5,32.3
E00030844,58.3,1.8,39.9
E00030845,55,1.7,43.4
E00030846,63.4,1.1,35.4
E00030847,64.1,0,35.9
E00030848,54.8,3.2,41.9
E00030849,67.7,3.2,29.1
E00030850,61.8,4.6,33.6
E00030851,68,5,27
E00030853,74.8,4,21.3
E00030854,68.2,2.2,29.6
E00030855,59.8,2.8,37.3
E00030856,58.4,5.6,36.1
E00030857,59.2,0,40.8
E00030858,71.3,1.6,27
E00030859,71.1,2.5,26.4
E00030860,55.1,2.6,42.3
E00030861,72.6,3,24.4
E00030862,51.5,0,48.5
E00030863,67.8,2.2,30
E00030864,69.2,1.4,29.4
E00030865,65.8,1,33.2
E00030866,49.8,2.9,47.3
E00030867,50,5,45
E00030868,59.7,4.6,35.7
E00030869,65.5,2.7,31.8
E00030870,42.8,5.4,51.8
E00030871,69.3,3.1,27.6
E00030872,60,0,40
E00030873,70.2,2,27.9
E00030874,73.6,1.4,25.1
E00030875,60.6,3.2,36.2
E00030876,63.6,0,36.4
E00030877,68.3,2.8,28.9
E00030878,64.6,3.7,31.7
E00030879,70.3,2.7,27
E00030881,71.5,4.1,24.4
E00030882,54.7,3,42.2
E00030883,69,2.3,28.7
E00030884,59.6,6.2,34.2
E00030885,56.9,4.7,38.4
E00030886,62.3,1.5,36.3
E00030887,46.5,2.3,51.2
E00030888,60.8,3.4,35.7
E00030889,56.7,1.9,41.4
E00030890,57.9,3.4,38.7
E00030891,52.2,2.9,44.9
E00030892,69.3,3.2,27.5
E00030893,71,3,26
E00030894,49.1,1.8,49.1
E00030895,63.9,3,33.1
E00030896,64.3,1.8,33.9
E00030897,69,3.5,27.5
E00030898,61.9,4,34.1
E00030899,59.1,0.8,40.1
E00030900,61.9,1.5,36.5
E00030901,48.8,2.2,49
E00030902,60.6,0.8,38.6
E00030903,44,1.7,54.3
E00030904,52.6,2.8,44.5
E00030905,72.8,0.4,26.8
E00030906,61.3,1.8,36.9
E00030907,73,1.4,25.7
E00030908,54.3,3.3,42.4
E00030909,59.1,4,36.9
E00030910,64.3,2.2,33.5
E00030911,60.6,1.4,38
E00030912,62.4,2.6,35
E00030913,69.3,2.1,28.6
E00030914,45.7,2.6,51.7
E00030915,62.4,0.4,37.2
E00030916,65.7,0.7,33.6
E00030917,64.1,2.7,33.2
E00030918,63.8,2.1,34.2
E00030919,55.8,2.6,41.6
E00030920,54.1,4.3,41.6
E00030921,52.1,6.7,41.3
E00030922,46.4,8.7,44.8
E00030923,57.3,5,37.7
E00030924,55.9,2.1,42
E00030925,42.5,4.9,52.7
E00030926,50.7,1.8,47.6
E00030927,66.1,1.4,32.6
E00030928,53.7,5.6,40.7
E00030929,50,2.8,47.2
E00030930,49.8,2.7,47.5
E00030931,64.7,3.8,31.5
E00030932,62.7,2.2,35.1
E00030933,53.6,3.1,43.4
E00030934,54,4,42
E00030935,55.7,0,44.3
E00030936,35.3,3.9,60.8
E00030937,62,2.1,35.9
E00030938,51,6.3,42.7
E00030939,55.3,3.7,41.1
E00030940,46.8,4.1,49.1
E00030941,62.2,3.6,34.2
E00030942,50.2,8.6,41.2
E00030943,54.3,5.7,40
E00030944,45.5,6.5,48
E00030945,50.2,3.3,46.5
E00031071,54.1,3.4,42.4
E00031072,45.4,1.7,52.9
E00031073,56.3,1.7,42
E00031074,59.8,0.4,39.9
E00031075,61,1.1,37.9
E00031076,62.3,0.7,37
E00031077,64,0.4,35.6
E00031078,50,0,50
E00031079,50.5,1.8,47.6
E00031080,66.1,1.3,32.6
E00031081,74.3,1.9,23.8
E00031082,64.6,2.4,32.9
E00031083,63.2,2,34.8
E00031084,40.6,4.1,55.3
E00031085,61,1.1,37.9
E00031086,67.2,2.1,30.7
E00031087,48,5.9,46.2
E00031088,47.3,2.1,50.6
E00031089,62.6,3.8,33.6
E00031090,71.1,2.6,26.3
E00031091,70.4,3,26.6
E00031092,52,3.1,44.9
E00031093,52,0.8,47.3
E00031094,54.4,2.4,43.2
E00031095,38.2,0.4,61.4
E00031096,53.4,1.4,45.2
E00031097,59.2,1.3,39.5
E00031098,41.4,1.6,57
E00031099,59.1,3.7,37.2
E00031100,60.7,2,37.3
E00031101,58.6,1.2,40.2
E00031102,69,0,31
E00031103,51.7,1.7,46.5
E00031104,55.9,3.5,40.6
E00031138,56,2.1,41.9
E00031139,47,1.9,51.1
E00031140,65.6,4.2,30.2
E00031141,58.4,2.2,39.4
E00031142,46.9,1.2,51.9
E00031143,51.4,4.6,44
E00031144,74,0,26
E00031145,63.8,1.5,34.7
E00031146,55.2,2.6,42.2
E00031147,52.9,2.7,44.5
E00031148,65.8,0,34.2
E00031149,62.4,2.6,35
E00031150,57.8,3.2,39
E00031151,65.8,3.7,30.5
E00031152,77.3,2,20.7
E00031153,75.8,0,24.2
E00031154,72.6,4.1,23.3
E00031155,69.8,1.6,28.6
E00031156,71.1,2.5,26.4
E00031157,63.1,2.1,34.8
E00031158,63.2,1.3,35.4
E00031159,50,3.6,46.4
E00031160,67.9,3.4,28.7
E00031161,67.7,3,29.3
E00031162,53.1,2.7,44.2
E00031163,68.9,2.3,28.8
E00031164,51.9,0.9,47.2
E00031165,61.3,1.6,37
E00031166,60.5,2.2,37.3
E00031167,62.5,2.9,34.6
E00031168,59,3,38
E00031169,43.3,1.7,55.1
E00031170,54.9,0,45.1
E00031171,55.1,2.3,42.6
E00031172,61.2,2.2,36.6
E00031173,61.5,1.8,36.7
E00031174,54.2,1.1,44.7
E00031175,56.7,4.3,38.9
E00031176,48.8,2.7,48.5
E00031177,40.2,1.6,58.2
E00031205,67.9,0.5,31.6
E00031206,57.5,1.5,40.9
E00031207,32,3.4,64.6
E00031208,55.4,3.1,41.5
E00031209,56.1,3.8,40.2
E00031210,67,2.6,30.3
E00031211,64.9,3.6,31.5
E00031212,71.8,1.2,27
E00031213,56.7,2.5,40.8
E00031214,72.5,2.5,25
E00031215,53.3,3.6,43
E00031216,71,2.8,26.2
E00031217,53.1,0,46.9
E00031218,80,3.8,16.2
E00031219,62.1,2.7,35.2
E00031220,72.2,1.9,25.9
E00031221,60.2,3.7,36
E00031222,85.7,0.4,13.9
E00031223,71.8,0.9,27.2
E00031224,75.5,3.7,20.7
E00031225,70.7,2.3,27
E00031226,74.5,1.4,24.1
E00031227,74.9,3.7,21.3
E00031228,53,3.3,43.7
E00031229,78.3,0.9,20.7
E00031230,71.7,4.9,23.5
E00031231,72.3,4.6,23.1
E00031232,67.9,3,29.2
E00031233,50.8,3.4,45.8
E00031234,62.7,0.9,36.4
E00031235,72.2,4,23.8
E00031236,60.1,1,38.9
E00031237,71.8,3,25.2
E00031239,73.3,1.9,24.8
E00031240,51.2,3.8,45
E00031241,50.9,3.3,45.8
E00031242,57,4.2,38.8
E00031243,56.6,3.5,39.9
E00031244,57.6,4.1,38.2
E00031245,72.2,2.7,25.1
E00031246,64.9,2.4,32.7
E00031247,63.9,1.9,34.2
E00031248,51.3,5.2,43.5
E00031249,50.8,6.7,42.5
E00031250,51.3,4.3,44.4
E00031251,53.2,3.2,43.5
E00031252,53.1,7.4,39.5
E00031253,64,3.8,32.2
E00031254,50.9,2.7,46.4
E00031255,62.7,4.5,32.7
E00031256,45.5,2.8,51.7
E00031257,56.7,6.5,36.9
E00031258,47.1,2.2,50.7
E00031259,60.9,2.5,36.6
E00031260,57.1,1,41.9
E00031261,46.1,6,47.9
E00031262,70,3,27
E00031263,59.4,2.6,38
E00031264,63.8,2.2,33.9
E00031265,66.4,3.3,30.4
E00031266,65.1,4,30.9
E00031267,52.7,4.4,43
E00031268,63.5,3.4,33.1
E00031269,57.5,4.2,38.3
E00031270,52.1,1.1,46.8
E00031271,50.2,3.5,46.3
