geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00025639,1.5,33.6,58.2,6.7
E00025641,0.7,7.9,86.8,4.6
E00025643,3.5,12.4,79.2,5
E00025645,10.2,46.9,37.8,5.1
E00025649,38.9,26.2,30.9,4
E00025650,3.6,29.5,49.1,17.9
E00025652,2.2,25.9,64.4,7.4
E00025653,28.2,19.2,49.4,3.2
E00025655,0,23.6,67.9,8.6
E00025656,0,34.7,32.6,32.6
E00025657,36.1,34.4,27.9,1.6
E00025658,0,4.3,89.2,6.5
E00025659,42.7,17.7,36.5,3.1
E00025662,0,20,75.5,4.5
E00025664,0.7,11.6,84.4,3.4
E00025666,18.7,39.4,38.7,3.2
E00025668,15.9,27.3,52.3,4.5
E00025671,13.2,17.8,66.7,2.3
E00025677,21.3,41.5,34.6,2.7
E00025862,11.7,23.4,40.6,24.2
E00025863,2,23.5,55.1,19.4
E00025864,0.9,36.8,59.8,2.6
E00025865,23.8,36.6,29.7,9.9
E00025866,8.9,33.9,57.3,0
E00025867,3.2,46.8,46.8,3.2
E00025868,17.8,49.1,24.5,8.6
E00025870,7.6,7.6,80.7,4.2
E00025871,1.8,46.8,45,6.3
E00025872,58.2,18.7,12.7,10.4
E00025873,0.8,15,41.7,42.5
E00025875,26.3,65.7,4,4
E00025876,0,33.9,60.9,5.2
E00025877,0.8,38.6,59.8,0.8
E00025878,26.9,53.1,17.9,2.1
E00025879,6.8,32.9,28.1,32.2
E00025880,0.8,49.6,45.9,3.8
E00025882,2.3,54.7,39.1,3.9
E00025883,50.8,46.9,1.6,0.8
E00025884,14.4,20.9,62.7,2
E00025885,6.4,7.3,67.9,18.3
E00025886,7.2,50,37.7,5.1
E00025887,7,24,23.3,45.7
E00025888,25.9,43,29.7,1.3
E00025892,14.4,18,67.6,0
E00025893,43.9,27.6,27.6,0.8
E00025896,6,23.9,57.1,13
E00025897,4.4,38.5,50.4,6.7
E00025898,13.3,27.5,55.8,3.3
E00025899,0,9.5,74.6,15.9
E00025900,9.9,48.6,33.8,7.7
E00026656,2.9,19.2,75.3,2.5
E00026658,6.6,64.5,28.9,0
E00026659,13,27,57.4,2.6
E00026666,14.8,45.1,38.5,1.6
E00026669,3.6,30.2,61.3,5
E00026670,11.6,36.7,50.3,1.4
E00026697,0.8,46.8,51.6,0.8
E00028425,0,3.9,88.2,7.9
E00028426,1.7,19,75.2,4.1
E00028427,4.1,25.6,69.4,0.8
E00028429,3.3,44,40.7,12
E00028430,0.8,5.3,85.6,8.3
E00028439,12.8,20.7,64,2.4
E00028440,0.8,11.6,72.7,14.9
E00028441,0,23.7,64.9,11.4
E00028442,34.1,20.5,34.7,10.8
E00028443,3.4,49.1,40.6,6.9
E00028444,5.5,31.2,50.5,12.8
E00028445,0.9,15.4,77.8,6
E00028446,48.2,8.2,40,3.6
E00028447,0.8,25,70.5,3.8
E00028448,38.5,38.5,22.4,0.7
E00028449,0.9,68.8,27.5,2.8
E00028450,0,40.3,53.7,6
E00028451,4.2,7.5,79.2,9.2
E00028452,0.8,7.6,85.5,6.1
E00028453,6.1,12.3,69.3,12.3
E00028454,1.6,4.9,66.7,26.8
E00030771,0,0,37.7,62.3
E00030772,11.1,21.4,53.2,14.3
E00030773,4.4,38.1,23,34.5
E00030774,2.3,54.9,21.1,21.8
E00030775,20.7,45,20.7,13.5
E00030776,2.3,56.8,34.1,6.8
E00030777,16.9,45.6,34.6,2.9
E00030778,36.4,14.4,41.7,7.5
E00030779,0.8,7.5,60,31.7
E00030780,4.5,9.7,30.6,55.2
E00030782,14.3,58.1,9.9,17.7
E00030783,6.3,36.8,22.2,34.7
E00030784,33.1,55.9,2.8,8.3
E00030785,5,40.7,32.1,22.1
E00030786,23.3,39.9,16.6,20.2
E00030787,15.4,37.4,22,25.2
E00030788,3.8,19.8,39.7,36.6
E00030789,35.1,47,17.9,0
E00030790,7.2,25.4,31.5,35.9
E00030791,18.3,28.3,13.3,40
E00030792,3.3,63.9,27,5.7
E00030793,22.2,37,30.4,10.4
E00030796,2.1,13.9,48.6,35.4
E00030797,0,30.2,62.8,7
E00030798,12.6,18.2,59.4,9.8
E00030799,0.8,4.2,60.8,34.2
E00030800,0,3.4,33.9,62.7
E00030801,0,16.3,73.2,10.6
E00030802,22.1,39.2,11.6,27.1
E00030803,0,0.8,80.8,18.3
E00030804,3.6,9,18,69.4
E00030805,7.9,27.2,45.6,19.3
E00030806,50.5,31.5,11.7,6.3
E00030807,0,6.1,86.3,7.6
E00030808,10.1,27.9,19.4,42.6
E00030809,0,2.3,81.7,16
E00030810,1.3,24.8,19.6,54.2
E00030811,8.7,33.1,18.1,40.2
E00030812,3.6,16.5,16.5,63.3
E00030813,1.6,1.6,12.2,84.6
E00030814,7.4,43,40.5,9.1
E00030815,0,8.3,26.7,65
E00030816,0,10.6,19.9,69.5
E00030817,0.7,15.9,15.2,68.3
E00030818,14.5,13.7,55.7,16
E00030819,1.3,40.4,11.3,47
E00030820,3.9,50.4,37,8.7
E00030821,0,11.3,24.8,63.9
E00030822,0.9,2.6,13.9,82.6
E00030823,0.8,0.8,79.5,18.9
E00030824,0.8,35.6,42.4,21.2
E00030825,7.6,39.6,43.1,9.7
E00030826,7.6,30.3,29,33.1
E00030827,0,19.6,21.7,58.7
E00030828,2.3,15.4,33.8,48.5
E00030829,1.6,28.1,27.3,43
E00030830,1.9,9.3,27.1,61.7
E00030831,1.6,10.7,22.1,65.6
E00030832,0,10.5,30.8,58.6
E00030833,1.6,27.4,21,50
E00030834,0.8,5,30,64.2
E00030835,5.3,24.4,17.6,52.7
E00030836,0,4,31.2,64.8
E00030837,0.9,2.8,11.3,84.9
E00030838,0,29,10.7,60.3
E00030839,3.4,22.9,30.5,43.2
E00030840,3.2,12.9,31.5,52.4
E00030841,1.6,3.9,7.1,87.4
E00030842,2.7,8.9,25.9,62.5
E00030843,0.7,9.7,26.1,63.4
E00030844,0,4.2,8.3,87.5
E00030845,0,1.6,17.7,80.6
E00030846,1.1,15.9,46.6,36.4
E00030847,5.7,25.5,38.7,30.2
E00030848,1.4,15.2,43.5,39.9
E00030849,6.2,49.7,35.2,9
E00030850,3.4,13.7,76.1,6.8
E00030851,5.8,40.6,45.7,8
E00030853,1.3,57.5,36.6,4.6
E00030854,1.6,8.1,27.6,62.6
E00030855,0,4,69.8,26.2
E00030856,7,41.1,45,7
E00030857,11.7,69.2,17.5,1.7
E00030858,4.9,26.2,57.4,11.5
E00030859,0.8,9.8,78.9,10.6
E00030860,8.8,32.8,42.3,16.1
E00030861,3.9,33.1,47.2,15.7
E00030862,4.9,29.5,44.3,21.3
E00030863,0.8,37.4,49.6,12.2
E00030864,0,1.5,60.4,38.1
E00030865,8.6,34.5,49.1,7.8
E00030866,0,10.3,51.7,37.9
E00030867,0,1.7,64.1,34.2
E00030868,0,46.9,47.8,5.3
E00030869,0.5,13.6,43.9,42.1
E00030870,27.2,28.2,33,11.7
E00030871,0,0.9,66.7,32.5
E00030872,1.6,0.8,50.4,47.2
E00030873,0,5.1,60.9,34.1
E00030874,0.7,14.7,66.9,17.6
E00030875,0,4.2,68.3,27.5
E00030876,2.5,13.3,27.8,56.3
E00030877,3.7,13.7,56.5,26.1
E00030878,0.7,36.7,52.4,10.2
E00030879,11.8,39.4,37.6,11.3
E00030881,8.1,49.5,31.7,10.8
E00030882,0,10,72.1,17.9
E00030883,1.1,7,64,28
E00030884,10,27.1,55.7,7.1
E00030885,1.7,33.6,60.3,4.3
E00030886,0,1.6,48.8,49.6
E00030887,44.7,21.9,1.8,31.6
E00030888,0,5.6,69.8,24.6
E00030889,0,9.6,32.4,58.1
E00030890,0,2.4,63.4,34.1
E00030891,2.3,39.2,23.8,34.6
E00030892,20.3,43.9,18.2,17.6
E00030893,10.4,13,42.6,33.9
E00030894,5.9,73.7,9.3,11
E00030895,11.3,25.2,37.7,25.8
E00030896,11.7,22.5,35,30.8
E00030897,0,28.9,60.2,10.9
E00030898,6.2,6.2,63.4,24.1
E00030899,0,0,65.3,34.7
E00030900,0.8,1.5,65.2,32.6
E00030901,16.7,23,16.2,44.1
E00030902,3.2,7.1,39.7,50
E00030903,42.9,49.6,1.7,5.9
E00030904,36,7.2,45.6,11.2
E00030905,0,1.7,73.9,24.4
E00030906,0,3.9,68,28.1
E00030907,21.1,68.4,4.2,6.3
E00030908,0,1.6,48.4,50
E00030909,0,0.6,57.7,41.7
E00030910,0,2.4,71.7,26
E00030911,0.9,3.6,57.7,37.8
E00030912,0,1.4,62.8,35.9
E00030913,0,1.6,77,21.4
E00030914,15.7,33.7,44.9,5.6
E00030915,0.9,1.7,60.7,36.8
E00030916,3.3,2.5,62.3,32
E00030917,4.1,2.5,66.9,26.4
E00030918,0.9,1.8,63.7,33.6
E00030919,2.6,22.3,61.7,13.5
E00030920,0,42.6,53.3,4.1
E00030921,1.7,28.9,64.5,5
E00030922,11.3,32,46.4,10.3
E00030923,3.4,41.2,46.2,9.2
E00030924,0.7,24.8,59.6,14.9
E00030925,24.8,25.5,45.4,4.3
E00030926,1.6,15.5,74.4,8.5
E00030927,0.8,39.3,53.3,6.6
E00030928,3.6,39.6,54.1,2.7
E00030929,39,16.1,35.6,9.3
E00030930,0,30.3,58,11.8
E00030931,0.8,26.2,65.4,7.7
E00030932,0.8,6.7,83.3,9.2
E00030933,6.3,17.4,66,10.4
E00030934,20,20.9,53.9,5.2
E00030935,0,24.8,67.8,7.4
E00030936,6,33.3,58.1,2.6
E00030937,14.1,15.6,56.3,14.1
E00030938,4.3,38.5,51.3,6
E00030939,2.7,40.2,51.8,5.4
E00030940,7.8,40.8,41.7,9.7
E00030941,0,8.7,82.5,8.7
E00030942,5.6,42.7,38.7,12.9
E00030943,2.4,23,64.3,10.3
E00030944,7.6,42.1,35.9,14.5
E00030945,0,42.5,32.7,24.8
E00031071,1.6,4.9,22,71.5
E00031072,0.8,6.3,26.6,66.4
E00031073,0.8,14.3,16.5,68.4
E00031074,1.6,4.9,25.2,68.3
E00031075,0.9,6.3,18,74.8
E00031076,2.4,4.8,21.4,71.4
E00031077,2.3,5.5,64.8,27.3
E00031078,38.3,25,29.2,7.5
E00031079,0,4,41.3,54.8
E00031080,1.6,25.6,55,17.8
E00031081,1.4,48.2,26.6,23.9
E00031082,0.9,6,70.9,22.2
E00031083,0,24.6,24.6,50.8
E00031084,35.2,48.8,15.2,0.8
E00031085,0.6,19.4,47.7,32.3
E00031086,0,1.5,25.7,72.8
E00031087,18.9,30.3,41.8,9
E00031088,0,21.4,52.4,26.2
E00031089,0.8,1.7,43.7,53.8
E00031090,0,9.8,44.7,45.5
E00031091,0.8,8.7,42.1,48.4
E00031092,0,3.4,26.3,70.3
E00031093,0,8.5,63.6,27.9
E00031094,0,14.8,23.7,61.5
E00031095,1.5,15.7,35.1,47.8
E00031096,3.8,12.9,25.8,57.6
E00031097,0,1.7,8.3,90
E00031098,0,6.8,63.6,29.5
E00031099,0,1.5,9.6,89
E00031100,0,9.8,32.5,57.7
E00031101,1.7,1.7,16.8,79.8
E00031102,0.8,19.5,44.9,34.7
E00031103,0.7,6.3,16,77.1
E00031104,1.6,6.5,37.4,54.5
E00031138,0,2.4,76.8,20.8
E00031139,29.3,41.5,8.8,20.4
E00031140,0,2.6,45.7,51.7
E00031141,30.4,16.1,25,28.6
E00031142,0.8,11.2,35.2,52.8
E00031143,0.8,16.1,41.9,41.1
E00031144,0,8.5,68.2,23.3
E00031145,0,1.6,36.6,61.8
E00031146,20.3,3.1,53.9,22.7
E00031147,0,3.3,50,46.7
E00031148,0.9,1.8,54.5,42.9
E00031149,0,3.8,84.6,11.5
E00031150,0,1.5,54.6,43.8
E00031151,1.8,54.5,25.9,17.9
E00031152,4.3,28.8,36,30.9
E00031153,3.1,28.2,48.9,19.8
E00031154,17.3,37.2,30.8,14.7
E00031155,0,24.8,43.8,31.4
E00031156,11.7,27.3,23.4,37.5
E00031157,0.7,0.7,63.7,34.8
E00031158,9.1,29.8,28.1,33.1
E00031159,5.9,38.2,29.4,26.5
