geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00029265,43.9,7.7,40,8.4
E00029267,35.3,10.6,43.5,10.6
E00029273,36.7,12.7,41.3,9.3
E00029275,25.7,16.8,51.5,6
E00029277,33.3,16.7,41.1,8.9
E00029281,22.5,12.3,56.1,9.1
E00029309,35,15.3,38.2,11.5
E00029311,36.6,11.8,41,10.6
E00029312,40.2,16.7,34.8,8.3
E00029313,34.6,16,37.8,11.5
E00029314,26.8,14.6,53,5.5
E00029315,31,12,47.2,9.9
E00029317,32.7,19.6,39.9,7.7
E00029318,33.6,15.7,37.9,12.9
E00029319,33.7,16,44.4,5.9
E00029321,27,20.6,44.7,7.8
E00029322,28.9,15,49.4,6.7
E00029323,37.2,9.7,45.1,8
E00029324,35.5,15.7,40.5,8.3
E00029325,32.9,16.8,40,10.3
E00029326,41.7,14.6,37.5,6.3
E00029327,29.4,22.9,37.3,10.5
E00029328,39.5,12.3,37.7,10.5
E00029329,28.6,16.9,45,9.5
E00029330,33,15.3,37.5,14.2
E00029331,32.2,12.9,49.1,5.8
E00029332,32.9,10.6,51.6,5
E00029333,36.3,12.1,43.7,7.9
E00029334,27.6,13.1,49.7,9.7
E00029336,25.5,15.2,51,8.3
E00029337,27.6,13.8,43.9,14.6
E00029339,28.7,11.1,58.3,1.9
E00029340,29.3,14.4,46.7,9.6
E00029342,33.6,13.1,44.5,8.8
E00029345,26.4,13.8,52.9,6.9
E00029346,33.6,10.3,45.7,10.3
E00029348,35.7,17.5,40.9,5.8
E00029349,29.7,13.3,47.7,9.4
E00029351,26.9,13.5,51.3,8.3
E00029352,29,20.3,34.8,15.9
E00029354,29.6,17.6,42.2,10.6
E00029355,28.7,15.5,50.6,5.2
E00029356,32.8,20.7,34.5,12.1
E00029357,27.3,13.9,48.5,10.3
E00029379,29.9,13.6,46.9,9.6
E00029381,27.6,15.2,46.9,10.3
E00029398,44.8,16.8,24.8,13.6
E00029399,38.1,14.9,32.8,14.2
E00029400,34.8,13.6,41.7,9.8
E00029401,32.7,12.7,38.7,16
E00029402,24.4,18.6,48.7,8.3
E00029403,30.6,14.3,43.9,11.2
E00029404,23.6,19.5,50.4,6.5
E00029405,29.4,12.6,51.7,6.3
E00029406,37,10.4,41.5,11.1
E00029407,37.5,14.4,35.6,12.5
E00029408,35.1,17.2,37.1,10.6
E00029409,36.8,15.1,37.7,10.4
E00029410,35.9,11.4,44.3,8.4
E00029411,33.8,16.5,36.8,12.8
E00029412,30.2,13.7,41,15.1
E00029413,31.3,16.5,44,8.2
E00029414,27.7,19.1,45.4,7.8
E00029415,33,15.1,44.1,7.8
E00029416,27.3,16.9,48.7,7.1
E00029417,23,11.8,57.8,7.5
E00029418,27.4,17.7,44.4,10.5
E00029419,36.5,9.5,43.7,10.3
E00029420,37.3,18.7,34,10
E00029421,33.8,13.8,33.8,18.5
E00029422,28.5,23.4,38.6,9.5
E00029423,38.3,14.2,31.7,15.8
E00029424,31.1,22.7,39.4,6.8
E00029425,34.6,16.2,39.8,9.4
E00029426,19.9,11.7,60.8,7.6
E00029427,39.9,20.3,31.2,8.7
E00029428,26.4,14.7,51.9,7
E00029429,27.4,21.5,36.3,14.8
E00029430,29.5,16.1,37.5,17
E00029431,37.4,14.9,37.4,10.3
E00029432,25.5,17.5,47.4,9.5
E00029433,36.1,13.9,42.8,7.2
E00029434,36.1,17.7,38.1,8.2
E00029435,33.8,18.2,35.7,12.3
E00029436,32.3,21.1,35.3,11.3
E00029437,32.6,17,40.7,9.6
E00029438,36.1,12.9,40.8,10.2
E00029439,31.5,10,53.1,5.4
E00029440,33.6,10.9,43.8,11.7
E00029441,29.9,15.6,44.9,9.5
E00029442,14,17.5,60.8,7.7
E00029443,38.4,16.7,34.3,10.6
E00029444,22.7,15.5,51.8,10
E00029445,36.4,11.4,36.4,15.7
E00029446,28.6,14.3,45.6,11.6
E00029447,33.1,13.2,44.1,9.6
E00029550,43.8,16.9,30.9,8.4
E00029551,44.8,13.4,26.9,14.9
E00029554,44.4,11.3,26.8,17.6
E00029556,47.6,14.1,27.6,10.6
E00029557,52.9,9.6,25,12.5
E00029559,34,16.3,37.4,12.2
E00029560,39.6,16.5,27.3,16.5
E00029562,25.4,12.3,49.3,13
E00029563,40.9,15.4,31.5,12.1
E00029564,36.1,12.5,35.4,16
E00029566,33.1,16.9,39,11
E00029567,37.9,14.2,29.6,18.3
E00029568,29.7,25.7,33.8,10.8
E00029569,36.9,13.5,39.6,9.9
E00029570,37.2,15.9,33.1,13.8
E00029572,39.4,12.8,31.9,16
E00029574,28.9,26.8,27.8,16.5
E00029579,31.8,17.9,38.4,11.9
E00029581,37.4,13.1,34.6,15
E00029582,33.8,12.3,41.5,12.3
