areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E02003122,1.7,1,1.4,95.1,0.8
E02003123,1.2,0.6,1,96.6,0.6
E02003124,1.3,1.7,1,95.5,0.6
E02003125,0.6,0.3,0.9,97.7,0.5
E02003126,2.5,0.7,1.3,94.8,0.7
E02003127,0.9,0.6,1.3,96.8,0.5
E02003128,2.1,0.7,1.4,95.3,0.5
E02003129,1.8,1.4,1.3,94.9,0.7
E02003130,1.1,0.3,1.1,97,0.4
E02003131,1.1,0.4,0.9,97.3,0.3
E02003132,2.8,0.4,1.4,94.6,0.8
E02003133,0.9,0.5,1.3,96.8,0.5
E02003134,1.6,0.9,1.4,95.5,0.6
E02003135,2.3,1.2,1.9,93.7,0.9
E02003136,0.5,0.1,1,98,0.5
E02003137,3,0.6,1.8,93.6,1
E02003138,2.9,0.8,2.8,91.7,1.8
E02003139,0.7,0.3,1.1,97.6,0.2
E02003140,0.7,0.3,1.1,97.8,0.2
E02003141,1.8,0.9,2.4,94,1
E02003142,1.7,0.7,1.9,94.9,0.9
E02003143,0.5,0.3,1.1,97.8,0.3
E02003144,5.6,2.3,3.2,87,1.8
E02003145,3.8,1.2,2.4,91.5,1.1
E02003146,4.9,2.2,3.1,87.9,2
E02003147,2,1.7,2.9,91.6,1.8
E02003148,7.5,4,3.4,82.5,2.6
E02003149,4.7,2.3,2.9,87.5,2.5
E02003151,0.5,0.2,0.9,98.1,0.3
E02003152,0.6,0.3,1.3,97.4,0.5
E02003153,0.4,1,1,97.1,0.6
E02003154,0.9,0.3,2.1,96.4,0.4
E02003155,1.7,0.2,1.1,96.5,0.4
E02003156,3.7,0.4,1.8,93.6,0.4
E02003157,2.7,0.7,2,94,0.6
E02003158,1.4,0.5,1.4,96.1,0.6
E02003159,0.9,0.3,1.3,97.2,0.3
E02003161,3.5,0.5,2.3,92.6,1
E02003163,1.5,0.4,1.7,95.7,0.8
E02003164,1,0.4,1.4,97,0.3
E02003165,0.9,0.2,0.9,97.6,0.3
E02003166,1.1,0.2,1.6,96.7,0.4
E02003167,2.3,0.4,1.3,95.4,0.6
E02003168,1,0.2,1,97.6,0.2
E02003169,0.6,0.1,1,98.2,0.1
E02003170,0.7,0.3,1.2,97.4,0.3
E02003171,0.4,0.1,1.2,98,0.3
E02003892,0.4,0.2,0.8,98.2,0.5
E02003893,0.3,0.1,0.8,98.1,0.7
E02003894,0.4,0.1,1,98,0.6
E02003895,1.1,0.1,0.8,97.3,0.7
E02003896,0.5,0.1,0.8,98,0.7
E02003897,0.4,0,0.9,98.2,0.4
E02003898,0.6,0.3,1.1,97.3,0.8
E02003899,0.6,0.1,0.7,98.4,0.2
E02003900,0.4,0.1,1.4,97.3,0.8
E02003901,0.3,0.1,0.8,98.1,0.8
E02003902,0.4,0.1,1.2,98,0.4
E02003903,0.5,0.1,1.4,97.6,0.5
E02003904,0.8,0.1,0.7,97.3,1
E02003905,0.3,0.1,0.5,98.1,0.9
E02003906,0.8,0.2,1.8,96,1.2
E02003907,0.2,0.2,1.3,97.4,0.9
E02003908,1.6,0.2,2,94.5,1.7
E02003909,3.8,0.8,1.9,92.2,1.4
E02003910,3.5,0.9,2.3,92.1,1.3
E02003911,0.7,0.1,1.4,96.8,1
E02003912,0.4,0.1,1.2,97.3,0.9
E02003913,0.4,0.1,0.9,96.8,1.7
E02003914,1.1,0.4,2.4,94.4,1.6
E02003915,1.8,0.8,2.2,93.7,1.5
E02003916,1.5,0.5,2.9,94.4,0.8
E02003917,0.7,0.3,1.3,96.6,1.1
E02003918,0.6,0.1,0.9,97.1,1.3
E02003919,0.8,0.2,1.2,96.5,1.2
E02003920,0.6,0.1,1.4,96.6,1.3
E02003921,0.4,0.1,0.9,97.3,1.3
E02003922,0.5,0.2,0.5,97.3,1.5
E02003923,0.7,0.2,1.1,97.1,0.9
E02003924,0.9,0.1,1,96.9,1.1
E02003925,0.3,0.1,1.3,97.1,1.2
E02003926,0.4,0.1,0.8,97,1.7
E02003927,0.7,0.3,1.8,95.8,1.4
E02003928,0.6,0.3,1.1,96.9,1.1
E02003929,0.3,0.2,1.2,96.8,1.4
E02003930,0.4,0.3,1.1,96.3,1.9
E02003933,0.5,0.1,1,97.4,1
E02003934,0.3,0.1,0.8,98.2,0.6
E02003935,1.2,0.1,1.2,96.6,0.9
E02003936,0.4,0.1,0.6,98.5,0.4
E02003937,0.5,0.1,1.3,97.4,0.7
E02003938,0.3,0.1,1.4,96.3,1.9
E02003939,0.5,0.1,1.1,97.7,0.6
E02003940,0.2,0.1,1.1,97,1.6
E02003941,0.7,0.1,1.3,96.8,1.2
E02003942,0.7,0.1,1.3,97,0.8
E02003943,1.1,0.2,1.8,95.4,1.5
E02003944,0.5,0.1,1.3,97.2,0.8
E02003945,0.3,0.1,1.3,96.9,1.4
E02003946,0.4,0.2,1.1,96.8,1.5
E02003947,0.5,0,0.7,97.1,1.6
E02003948,0.6,0.3,1.5,96.5,1
E02003949,1.2,0.1,1.9,95.3,1.5
E02003951,0.8,0.1,1.3,96.3,1.5
E02003952,0.6,0.2,1.8,96.9,0.5
E02003953,0.5,0.2,1.1,97.3,0.9
E02003954,0.6,0.2,1.6,96.6,1
E02003955,0.9,0.2,1.9,96,1
E02003956,0.3,0.1,0.8,97.4,1.5
E02003957,0.3,0.1,0.9,97.6,1.2
E02003958,0.3,0.1,0.9,97.9,0.8
E02003959,0.5,0.1,1,97.7,0.7
E02003960,0.4,0.1,0.8,97.6,1.2
E02003961,0.4,0.1,1,97.6,0.9
E02003962,0.7,0.2,0.9,96.8,1.4
E02003963,1,0.2,1.3,96.6,0.9
E02003964,0.4,0.1,0.8,98,0.8
E02004137,0.5,0.2,0.9,98.3,0.2
E02004138,1.8,0.3,1,96.5,0.4
E02004139,1.1,0.2,1.1,97.1,0.5
E02004140,2,0.2,1.2,96.4,0.2
E02004141,0.4,0.1,1.2,98.3,0.1
E02004142,1.8,0.8,1.3,95.4,0.6
E02004143,1,0.1,0.8,97.9,0.2
E02004144,0.4,0.1,0.9,98.4,0.2
E02004145,0.5,0.2,1,98.1,0.1
E02004146,0.4,0.1,1,98.4,0.1
E02004147,1.6,0.3,1.2,96.4,0.5
E02004148,0.9,0.2,0.8,98,0.2
E02004152,7,1.2,3.9,85.8,2.1
E02004153,2.2,0.6,1.7,94.6,0.8
E02004154,5.8,1.2,3.1,88.2,1.7
E02004155,3.1,0.6,1.9,93.6,0.7
E02004156,11.5,2,3.6,79.6,3.4
E02004157,4.4,0.9,3.4,89.8,1.5
E02004158,2.6,0.6,2.6,93.2,1.1
E02004159,4,0.6,2.1,92.3,1
E02004160,1.1,0.3,1.6,96.3,0.7
E02004161,6.2,0.8,2.2,89.4,1.4
E02004162,2,0.5,2.1,94.3,1.1
E02004163,2.3,0.3,1.4,95.2,0.7
E02004189,1.6,0.1,0.8,97,0.5
E02004190,0.4,0.1,1.1,98.1,0.2
E02004191,1.3,0.3,2.7,95.1,0.7
E02004192,0.7,0.1,1.1,97.9,0.3
E02004193,0.4,0.1,0.9,98.3,0.3
E02004194,0.6,0.2,1.5,97.4,0.4
E02004195,1,0.5,1,95.5,2.1
E02004196,0.8,0.1,1.2,97.7,0.2
E02004197,0.3,0.2,1.1,98.2,0.2
E02004198,0.9,0.2,0.6,97.9,0.4
E02004199,0.4,0.2,1,98.2,0.2
E02004200,0.2,0.1,0.9,98.6,0.2
E02004201,0.6,0.2,0.9,98.1,0.2
E02004202,0.6,0.1,1.3,97.8,0.2
E02004203,0.6,0.1,1,98,0.3
E02004204,0.5,0.2,0.9,98.2,0.2
E02004205,0.7,0,0.8,98.3,0.2
E02004206,1.1,0.1,1.2,97.2,0.4
E02004207,0.3,0.2,0.8,98.5,0.3
E02004208,0.7,0.2,1.1,97.8,0.3
E02004209,0.6,0.1,1.1,98,0.3
E02004210,1.4,0.1,1.5,96.5,0.5
E02004211,0.3,0.2,1,98.4,0.2
E02004212,0.8,0.2,1.7,97,0.2
E02004213,0.7,0.6,1.4,97.1,0.3
E02004214,2.5,0.2,1.3,95.6,0.5
E02004215,1.1,0.1,1.2,97.5,0.2
E02004216,0.5,0.1,1.2,97.9,0.3
E02004217,0.6,0.1,1.8,97.2,0.2
E02004218,0.6,0.1,1,97.9,0.3
E02004219,0.2,0.1,0.9,98.7,0.1
E02004231,0.4,0.4,1.6,97.4,0.2
E02004232,0.5,0.1,0.9,98.5,0.1
E02004233,0.8,0.2,1.1,97.8,0.3
E02004234,0.4,0.1,0.9,98.4,0.1
E02004235,0.4,0.2,1.2,97.8,0.3
E02004273,0.5,0.2,1,98.1,0.2
E02006840,2.2,0.3,1.7,95.4,0.4
E02006989,5.5,2.6,2.8,87.2,1.9
E02006990,2.9,2,2.7,90.3,2.1
