areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02003122,52.4,29.6,5.9,12.1
E02003123,27.8,29.3,30.7,12.3
E02003124,24,30.9,31,14.1
E02003125,29.5,25.6,31.8,13.2
E02003126,31.9,33,20.8,14.4
E02003127,27.7,29.2,30,13.1
E02003128,23.3,28.8,31.8,16
E02003129,36.6,29,16.1,18.4
E02003130,29.2,28.7,25.9,16.3
E02003131,30.7,32,23.2,14.1
E02003132,32.6,37.3,16.7,13.4
E02003133,40,35.7,13.8,10.5
E02003134,22,33.8,30.5,13.6
E02003135,20.6,26.8,30.8,21.8
E02003136,50,33.1,5,11.8
E02003137,41.2,39.7,6.7,12.4
E02003138,32.7,39.9,1.5,25.9
E02003139,33.6,43.4,6,17
E02003140,42.7,42.4,3.8,11.1
E02003141,22.6,30.8,8.8,37.8
E02003142,25.7,31.1,25.6,17.7
E02003143,36.5,31.9,14.6,17.1
E02003144,16,17.7,3.1,63.2
E02003145,29.6,30.6,12.3,27.5
E02003146,20.7,27.9,6,45.4
E02003147,11.5,17.4,43.5,27.6
E02003148,12.5,9.1,32.5,45.9
E02003149,16.7,19.3,17.1,46.9
E02003151,51,33.8,6.2,9
E02003152,39.4,40.3,6.4,13.8
E02003153,42.6,31.1,4.6,21.8
E02003154,37.2,26.3,22.4,14.1
E02003155,40,24.2,5.3,30.4
E02003156,31.6,33.2,10.8,24.5
E02003157,27.1,25.2,13.7,34.1
E02003158,40.9,23.5,7,28.6
E02003159,29,31.3,2.9,36.8
E02003161,20.7,15.9,9.6,53.8
E02003163,43.8,18.6,4,33.5
E02003164,48.8,31.5,2.6,17.1
E02003165,41.9,35.5,2.5,20.1
E02003166,32.3,32.8,18.7,16.1
E02003167,31.8,16.1,7.3,44.8
E02003168,45.7,28.3,8.1,18
E02003169,61.2,26,2.7,10.1
E02003170,50.1,20.7,6,23.3
E02003171,48.2,25,8.1,18.8
E02003892,51.5,27.2,8.6,12.7
E02003893,51.6,26.7,8.5,13.3
