areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003122,97.6,1.3,0.3,0.9
E02003123,97.2,1,0.8,1
E02003124,96.5,1.1,0.7,1.7
E02003125,97.6,1,0.4,1
E02003126,95.4,1.5,0.5,2.6
E02003127,96.5,1.2,0.7,1.7
E02003128,96.1,1.3,0.9,1.7
E02003129,97.3,1.4,0.3,1
E02003130,96.6,1.2,0.8,1.4
E02003131,98,0.8,0.5,0.8
E02003132,95.9,1.7,1,1.3
E02003133,97.5,1.2,0.5,0.8
E02003134,94.9,1.5,1.4,2.3
E02003135,95.5,2,0.9,1.7
E02003136,98.9,0.5,0.2,0.4
E02003137,95.3,2.9,0.6,1.2
E02003138,93.7,3.2,0.7,2.4
E02003139,97.8,1.1,0.2,0.8
E02003140,98.5,0.9,0.2,0.5
E02003141,94.2,2.1,0.7,3.1
E02003142,95.2,2,0.7,2
E02003143,98.4,0.9,0.2,0.6
E02003144,87.5,5.3,0.5,6.8
E02003145,93.6,2.5,0.9,3
E02003146,89.7,3.4,1.6,5.3
E02003147,89.3,2.6,1.8,6.3
E02003148,84.9,4,1.7,9.4
E02003149,88.4,3.6,1.3,6.7
E02003151,98.4,0.9,0.1,0.6
E02003152,97.9,1.1,0.4,0.7
E02003153,98.1,0.9,0.4,0.6
E02003154,96.9,1.5,0.6,1.1
E02003155,97.7,1,0.5,0.9
E02003156,95.4,1.9,0.8,1.9
E02003157,93.1,3.1,1,2.8
E02003158,96.6,1.4,0.5,1.5
E02003159,95.5,1.6,0.6,2.3
E02003161,89.2,3.3,1,6.5
E02003163,94.9,2,0.4,2.6
E02003164,98.1,1.1,0.2,0.5
E02003165,98,1.1,0.2,0.7
E02003166,97.7,1.3,0.4,0.5
E02003167,95.4,1.9,0.4,2.4
E02003168,98.2,0.9,0.2,0.8
E02003169,99,0.8,0,0.2
E02003170,98.9,0.8,0.1,0.3
E02003171,98.8,0.8,0.1,0.3
E02003892,98.8,0.8,0.1,0.3
E02003893,99,0.7,0,0.2
E02003894,97.2,0.9,0.3,1.5
E02003895,98.4,0.8,0.2,0.6
E02003896,98.1,1,0.3,0.6
E02003897,99.3,0.5,0,0.2
E02003898,98.5,1.2,0,0.3
E02003899,99.2,0.5,0,0.3
E02003900,98.1,0.7,0.3,0.9
E02003901,98.8,0.9,0.1,0.3
E02003902,98.1,1.1,0.2,0.6
E02003903,98.5,1,0.1,0.4
E02003904,98.3,0.8,0.2,0.7
E02003905,98.6,1,0.1,0.3
E02003906,98,1.4,0.1,0.4
E02003907,98.5,1.1,0.1,0.4
E02003908,96.9,1.9,0.4,0.8
E02003909,96,2,0.3,1.7
E02003910,95.1,2.2,0.5,2.2
E02003911,98.5,0.8,0.2,0.5
E02003912,98,1.4,0.1,0.4
E02003913,98.7,0.9,0.1,0.3
E02003914,96.1,2.3,0.2,1.4
E02003915,94.5,3.8,0.5,1.2
E02003916,95.4,3.2,0.2,1.2
E02003917,97.7,1.2,0.4,0.7
E02003918,98.2,1,0.3,0.4
E02003919,96.8,1.1,0.4,1.7
E02003920,96.5,1.6,0.2,1.6
E02003921,98.4,0.9,0,0.8
E02003922,95.9,1.3,0.6,2.1
E02003923,95.9,1.2,0.4,2.4
E02003924,97.3,1,0.3,1.3
E02003925,97.5,1.1,0.4,1
E02003926,98.2,1,0.2,0.6
E02003927,98.2,1.2,0,0.6
E02003928,98.3,1,0.1,0.6
E02003929,99.2,0.5,0,0.3
E02003930,98.8,0.8,0.1,0.3
E02003933,98.4,1.2,0,0.4
E02003934,98.8,0.8,0,0.4
E02003935,93.9,1.7,1.2,3.1
E02003936,98.7,1,0,0.3
E02003937,98.7,0.8,0.2,0.3
E02003938,97.9,1.5,0.1,0.4
E02003939,98.3,1.1,0.2,0.5
E02003940,99.2,0.5,0.1,0.2
E02003941,94.2,1.9,0.8,3
E02003942,95.3,1.3,0.9,2.5
E02003943,97.5,1.4,0.1,1.1
E02003944,97.9,1.2,0.2,0.6
E02003945,98,1.5,0,0.5
E02003946,98.5,1,0,0.4
E02003947,98.2,1,0.2,0.7
E02003948,97.9,1.1,0.2,0.7
E02003949,96.9,1.3,0.4,1.4
E02003951,98.1,1.3,0.1,0.6
E02003952,97,1.5,0.4,1.1
E02003953,98.3,1.1,0.2,0.4
E02003954,95.2,2.5,0.4,1.9
E02003955,95.4,2,0.6,2.1
E02003956,97.1,0.7,0.3,1.8
E02003957,97.4,1,0.4,1.2
E02003958,98.7,0.8,0.1,0.4
E02003959,98.8,0.7,0.1,0.3
E02003960,98.6,0.9,0.1,0.4
E02003961,98.6,0.7,0.2,0.6
E02003962,98,1.1,0.3,0.6
E02003963,97.1,1.3,0.4,1.2
E02003964,98.8,0.8,0.1,0.3
E02004137,98,1.7,0,0.3
E02004138,97.2,1.1,0.3,1.3
E02004139,98.2,0.8,0.2,0.8
E02004140,96.2,2.2,0.3,1.3
E02004141,98.8,0.9,0.1,0.2
E02004142,98,1.3,0.2,0.5
E02004143,98.3,0.9,0.4,0.4
E02004144,98.7,0.8,0.1,0.4
E02004145,98.5,0.9,0,0.5
E02004146,98.4,0.9,0.4,0.3
E02004147,94.6,2.1,0.6,2.6
E02004148,97.8,1.4,0.1,0.6
E02004152,84.7,7.1,0.4,7.8
E02004153,92.4,2.7,1.4,3.5
E02004154,88.9,5.8,1,4.3
E02004155,93.2,2.5,1.5,2.8
E02004156,84.5,5.1,0.8,9.5
E02004157,90,4.1,0.7,5.2
E02004158,90.9,3.5,1.4,4.2
E02004159,92.6,3.4,1.3,2.6
E02004160,95.8,2,0.7,1.5
E02004161,89.9,2.9,1.7,5.5
E02004162,93.3,2.5,0.8,3.4
E02004163,95.8,2.1,0.5,1.6
E02004189,97.9,1,0.5,0.7
E02004190,98.2,1.5,0.2,0.1
E02004191,96.9,2.2,0.4,0.6
E02004192,98.7,0.9,0.1,0.3
E02004193,98.5,1,0.2,0.3
E02004194,97.9,1.5,0.1,0.5
E02004195,97.5,1,0.4,1.1
E02004196,98.2,1.3,0.1,0.3
E02004197,98.6,0.8,0.1,0.4
E02004198,97.4,1.4,0.5,0.6
E02004199,98.8,1,0,0.2
E02004200,98.6,1,0.1,0.3
E02004201,98.7,0.8,0,0.5
E02004202,98.4,1.1,0.2,0.3
E02004203,98,1.4,0.2,0.5
E02004204,98.6,0.8,0.1,0.5
E02004205,98.5,0.7,0.2,0.5
E02004206,97.4,1.3,0.4,0.9
E02004207,98.5,0.8,0.1,0.5
E02004208,98.3,1.3,0.2,0.3
E02004209,98.7,0.7,0.2,0.4
E02004210,97.6,1.3,0.2,0.9
E02004211,98.7,0.9,0,0.5
E02004212,97.4,1,0.3,1.3
E02004213,98,1.3,0.2,0.5
E02004214,95.7,1.7,0.7,2
E02004215,97,1.5,0.2,1.3
E02004216,98.3,1.2,0.1,0.4
E02004217,98.2,1.2,0.2,0.4
E02004218,98.5,1.2,0.1,0.3
E02004219,99,0.7,0,0.3
E02004231,98.2,1.3,0.1,0.3
E02004232,99,0.7,0,0.3
E02004233,98.5,0.9,0.1,0.5
E02004234,99.3,0.6,0,0.1
E02004235,99.1,0.5,0,0.3
E02004273,98.7,0.7,0.2,0.4
E02006840,96.3,2,0.5,1.2
E02006989,87.7,3.5,1.3,7.5
E02006990,89.5,2.7,0.9,6.9
