areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003122,98,1.7,0.3
E02003123,97.9,1.9,0.2
E02003124,97,2.5,0.5
E02003125,98.1,1.4,0.5
E02003126,96.4,3.2,0.4
E02003127,97.1,2.4,0.6
E02003128,96.5,3,0.5
E02003129,97.7,1.9,0.4
E02003130,97,2.6,0.5
E02003131,98.2,1.5,0.3
E02003132,96.4,3,0.6
E02003133,98.1,1.6,0.4
E02003134,95.6,3.8,0.6
E02003135,96.2,3.2,0.7
E02003136,99.2,0.7,0
E02003137,96.9,2.7,0.5
E02003138,95.3,4.3,0.4
E02003139,98.4,1.4,0.2
E02003140,98.8,1,0.2
E02003141,94.7,4.5,0.8
E02003142,95.8,3.4,0.8
E02003143,98.7,1.1,0.3
E02003144,91.5,7,1.5
E02003145,93.7,5.2,1.1
E02003146,91.4,7.4,1.2
E02003147,89.7,8.8,1.5
E02003148,87.6,10.8,1.6
E02003149,88.9,8.9,2.2
E02003151,98.7,1.1,0.2
E02003152,98.5,1.4,0.1
E02003153,98.6,1.3,0.1
E02003154,97.7,2,0.3
E02003155,98,1.7,0.4
E02003156,96.4,3.2,0.4
E02003157,94.5,4.7,0.8
E02003158,96.9,2.7,0.4
E02003159,95.7,3.7,0.6
E02003161,89.4,9.1,1.5
E02003163,95.8,3.6,0.6
E02003164,98.8,1,0.2
E02003165,98.5,1.3,0.2
E02003166,98.3,1.4,0.3
E02003167,95.8,3.4,0.7
E02003168,98.6,1.1,0.2
E02003169,99.5,0.5,0
E02003170,99.2,0.8,0.1
E02003171,99.2,0.6,0.2
E02003892,99.3,0.6,0
E02003893,99.5,0.4,0.1
E02003894,97.5,2.1,0.3
E02003895,98.6,1.2,0.2
E02003896,98.5,1.3,0.2
E02003897,99.3,0.5,0.1
E02003898,99.1,0.7,0.2
E02003899,99.3,0.5,0.2
E02003900,98.7,1.1,0.2
E02003901,99.1,0.8,0.1
E02003902,98.5,1.1,0.3
E02003903,99,0.9,0.1
E02003904,98.7,1.1,0.2
E02003905,99.2,0.7,0
E02003906,98.6,1.1,0.2
E02003907,99.1,0.8,0
E02003908,97.6,2.1,0.3
E02003909,96.5,3.3,0.2
E02003910,95.9,3.5,0.6
E02003911,99.1,0.8,0.1
E02003912,98.6,1.4,0
E02003913,99.1,0.8,0.2
E02003914,97.2,2.6,0.1
E02003915,96.3,3.4,0.4
E02003916,96.7,3.1,0.2
E02003917,98.2,1.5,0.3
E02003918,98.7,1.1,0.2
E02003919,97.4,2.1,0.5
E02003920,97.1,2.5,0.4
E02003921,98.9,0.9,0.2
E02003922,96.2,2.9,0.9
E02003923,95.9,3.2,0.9
E02003924,97.5,1.9,0.6
E02003925,98,1.4,0.6
E02003926,98.7,1.1,0.2
E02003927,98.2,1.6,0.2
E02003928,98.9,0.9,0.2
E02003929,99.5,0.4,0.1
E02003930,99.2,0.7,0.1
E02003933,99,0.9,0.1
E02003934,99.2,0.7,0.1
E02003935,94.9,4.2,0.9
E02003936,99.2,0.7,0.1
E02003937,99.1,0.7,0.2
E02003938,98.5,1.4,0.2
E02003939,98.9,1,0.2
E02003940,99.4,0.5,0.1
E02003941,94.7,4.1,1.2
E02003942,95.7,3.6,0.7
E02003943,98.2,1.6,0.2
E02003944,98.5,1.2,0.2
E02003945,98.6,1.2,0.2
E02003946,99.2,0.7,0.1
E02003947,98.8,1,0.2
E02003948,98.6,1.3,0.2
E02003949,97.3,2.3,0.4
E02003951,98.7,1.2,0.2
E02003952,97.5,2.2,0.3
E02003953,98.7,1.2,0.2
E02003954,96.5,3.2,0.3
E02003955,96.4,3.1,0.5
E02003956,97.7,1.5,0.8
E02003957,97.5,2,0.6
E02003958,99.2,0.7,0.1
E02003959,99.2,0.7,0.1
E02003960,99.1,0.8,0.1
E02003961,99,0.9,0.1
E02003962,98.4,1.3,0.3
E02003963,97.8,1.8,0.5
E02003964,99.2,0.7,0.1
E02004137,98.7,1.2,0.1
E02004138,97.6,2,0.4
E02004139,98.3,1.5,0.2
E02004140,96.6,2.9,0.5
E02004141,99.3,0.6,0.1
E02004142,98.2,1.6,0.3
E02004143,98.7,1,0.3
E02004144,98.9,1,0.1
E02004145,99,0.8,0.2
E02004146,98.8,1.1,0.2
E02004147,95,4.4,0.6
E02004148,98,1.6,0.4
E02004152,90.1,8.6,1.3
E02004153,93.6,5.6,0.7
E02004154,91.9,7.1,1
E02004155,94.2,5.2,0.6
E02004156,83.7,14.4,1.9
E02004157,92,7.3,0.7
E02004158,91.9,6.8,1.3
E02004159,94,5.3,0.7
E02004160,96.6,2.9,0.6
E02004161,90.8,8.1,1.1
E02004162,94.2,5.1,0.7
E02004163,96.4,3.1,0.5
E02004189,98.3,1.5,0.2
E02004190,98.8,1,0.1
E02004191,97.9,2,0.1
E02004192,99.2,0.7,0.1
E02004193,99.1,0.8,0.1
E02004194,98.5,1.3,0.2
E02004195,96.2,3.6,0.2
E02004196,98.9,1,0.1
E02004197,99.2,0.8,0.1
E02004198,98.1,1.6,0.2
E02004199,99.3,0.7,0
E02004200,98.9,1,0.1
E02004201,99.2,0.7,0.1
E02004202,99,0.9,0.1
E02004203,98.7,1.1,0.2
E02004204,99.3,0.6,0.1
E02004205,98.8,1,0.2
E02004206,98.1,1.6,0.3
E02004207,99.1,0.9,0.1
E02004208,98.9,1,0.1
E02004209,99.1,0.7,0.2
E02004210,98.2,1.5,0.3
E02004211,99.2,0.8,0
E02004212,98.2,1.6,0.2
E02004213,98,1.9,0.1
E02004214,95.8,3.4,0.8
E02004215,97.5,2.1,0.4
E02004216,98.8,1,0.2
E02004217,98.8,1.1,0.1
E02004218,99,0.8,0.1
E02004219,99.5,0.4,0
E02004231,98.7,1.1,0.2
E02004232,99.3,0.6,0.1
E02004233,98.6,1.2,0.2
E02004234,99.5,0.5,0
E02004235,99.3,0.5,0.2
E02004273,99.1,0.8,0.1
E02006840,97.2,2.4,0.4
E02006989,88.9,9,2.1
E02006990,89.4,8.6,2
