areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02003122,53.9,32.3,12.8,0.7,0.2
E02003123,28.6,36.5,31.5,3.1,0.3
E02003124,25.9,36.1,33.4,4.5,0.2
E02003125,26.3,34.1,35.8,3.6,0.2
E02003126,38.6,31.9,27.8,1.6,0.1
E02003127,28.5,36.8,31.5,2.9,0.3
E02003128,24.2,38.6,34.2,3,0.1
E02003129,39.8,36.5,22.5,1.1,0.1
E02003130,29.3,38.2,29.3,2.9,0.3
E02003131,28.1,42.2,27.3,2.2,0.2
E02003132,35.3,38,24.1,2.3,0.2
E02003133,42,38.4,17.3,2.1,0.1
E02003134,29.5,37.3,30.2,2.8,0.2
E02003135,18.8,40.6,36,4.2,0.4
E02003136,46.4,36.2,16.2,1,0.2
E02003137,53.7,29,16.2,0.9,0.2
E02003138,41.2,36.4,21.2,1.2,0.1
E02003139,46,35.1,17.8,1,0.1
E02003140,45.3,38.8,14.8,1,0.1
E02003141,22.6,37,37.8,2.5,0.2
E02003142,28.2,36.8,32.2,2.6,0.1
E02003143,39.7,34.3,24.1,1.7,0.1
E02003144,26.2,27.1,43.5,2.7,0.5
E02003145,36,32.6,28.6,2.4,0.3
E02003146,28.6,34,33.8,3.1,0.5
E02003147,12.6,35.4,47.9,3.8,0.3
E02003148,10.3,29.4,55.9,3.8,0.6
E02003149,18.7,34.1,43,3.8,0.4
E02003151,53.3,33.7,11.9,1,0.1
E02003152,45.6,35.3,17.7,1.3,0.2
E02003153,39.9,39.4,19.7,1,0
E02003154,31.2,38.5,26.6,3.3,0.4
E02003155,32.9,35.8,29.1,1.9,0.2
E02003156,35.6,38.3,23.8,2.1,0.2
E02003157,26,32.3,37.8,3.3,0.6
E02003158,30.3,37.9,29.5,2.1,0.2
E02003159,31.1,32.9,32.7,2.7,0.5
E02003161,15.2,28.5,51.9,3.9,0.6
E02003163,32.1,36.6,29.9,1.3,0.1
E02003164,41.1,37.7,19.6,1.6,0.1
E02003165,36.4,40,21.6,1.9,0.2
E02003166,30.7,39.9,26.3,2.7,0.4
E02003167,17.6,33.2,46.2,2.7,0.4
E02003168,37.5,37.8,23.2,1.3,0.2
E02003169,50.8,37.1,11.4,0.6,0
E02003170,37.3,38.9,22.5,1.2,0.1
E02003171,38,40.4,19.8,1.6,0.2
E02003892,46.3,33.9,18.5,1.2,0.1
E02003893,47.5,36.4,14.4,1.3,0.4
E02003894,40,38.6,19.6,1.6,0.2
E02003895,39.6,37.8,21,1.6,0.1
E02003896,36.6,35.5,25.5,2.3,0.1
E02003897,56.6,31.3,11.7,0.3,0.1
E02003898,53.6,31.6,13.5,1,0.2
E02003899,37.1,37.2,24.2,1.1,0.3
E02003900,41.8,37,19.8,1.2,0.2
E02003901,44.5,34.6,19.2,1.7,0.1
E02003902,36.1,34.7,27.3,1.7,0.1
E02003903,41.5,38.6,18.8,0.9,0.2
E02003904,42.8,36.2,20,1.1,0
E02003905,42.2,36,19.8,1.5,0.5
E02003906,44.5,33.2,20.6,1.6,0.1
E02003907,38.9,38,21.6,1.4,0.2
E02003908,39.1,36.9,21.8,2,0.2
E02003909,36.6,36.8,24,2.4,0.2
E02003910,33.1,35.3,29.4,2,0.2
E02003911,53.4,30.9,14.7,0.9,0.2
E02003912,48.7,32.6,17.2,1.2,0.2
E02003913,52.7,30.2,15.7,1.1,0.2
E02003914,26.9,38.5,31.6,2.8,0.2
E02003915,27.6,36.6,32.4,3.1,0.4
E02003916,32.9,35.6,29.9,1.2,0.3
E02003917,40.3,38.1,20,1.5,0.1
E02003918,39.3,38.9,19.5,2,0.3
E02003919,25.4,38.6,33.1,2.6,0.3
E02003920,32.8,39.4,25.7,1.8,0.2
E02003921,36.1,40.4,21.6,1.6,0.2
E02003922,30.5,38.4,28.1,2.6,0.4
E02003923,26.8,39.8,30,3.1,0.2
E02003924,34,33.9,29.4,2.4,0.3
E02003925,35.2,36.8,24.6,2.9,0.4
E02003926,46.6,34.3,17.1,1.7,0.3
E02003927,44.9,35.1,17.8,1.9,0.3
E02003928,34.6,38.5,25.2,1.6,0.1
E02003929,45.4,35.1,17.7,1.5,0.3
E02003930,48,30.5,19.4,1.8,0.3
E02003933,45.3,33.3,19.5,1.6,0.3
E02003934,46.2,32.9,19,1.6,0.3
E02003935,34.8,36,26.8,2.2,0.3
E02003936,52.9,32.8,13.3,0.9,0.1
E02003937,49.3,31,17.9,1.7,0
E02003938,42,35.3,20.6,1.8,0.3
E02003939,39.6,35.2,23.7,1.3,0.2
E02003940,52.2,30.5,16,1.2,0.1
E02003941,39.5,31,26.7,2.6,0.2
E02003942,32.3,31.7,32.9,2.7,0.4
E02003943,36.4,32.8,28.5,2,0.3
E02003944,35.4,37.7,24.6,2,0.2
E02003945,43.4,36.2,18.4,1.8,0.2
E02003946,42.3,34.9,20.8,1.7,0.2
E02003947,44,34.9,18.9,2,0.3
E02003948,28.9,38.7,29.4,2.8,0.3
E02003949,22.1,33.8,41.5,2.3,0.3
E02003951,39.9,36.4,21.7,1.9,0.1
E02003952,34.8,37.6,25.6,1.9,0.1
E02003953,36.7,37.7,23.2,2.1,0.3
