areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E02003122,4.1,25.4,70.5
E02003123,3.9,28.8,67.4
E02003124,4.1,30.3,65.5
E02003125,4.4,34.3,61.4
E02003126,4.3,28.1,67.6
E02003127,6.5,27.6,65.9
E02003128,4.2,32.8,63
E02003129,3.4,29.8,66.7
E02003130,4.7,29.5,65.8
E02003131,4.3,29,66.7
E02003132,4.5,28.1,67.5
E02003133,4.6,26,69.4
E02003134,5.8,26.5,67.7
E02003135,6.3,28.6,65.1
E02003136,3.9,27.6,68.5
E02003137,4.8,26,69.2
E02003138,6.2,29,64.7
E02003139,2.6,21.3,76.1
E02003140,3.6,25.6,70.8
E02003141,6.9,40.8,52.3
E02003142,5.5,30.6,63.9
E02003143,3.3,31.1,65.5
E02003144,24.6,38.1,37.3
E02003145,8.5,34.4,57
E02003146,16.4,33.5,50.1
E02003147,5.1,41.7,53.2
E02003148,13,50.4,36.5
E02003149,13.6,40.6,45.8
E02003151,3.7,27.3,69
E02003152,4.4,26.3,69.3
E02003153,3,31.4,65.6
E02003154,5.9,28.9,65.2
E02003155,5.6,38.5,55.8
E02003156,5.2,25,69.8
E02003157,7.1,36.5,56.4
E02003158,6.6,38.6,54.8
E02003159,7.5,33.8,58.7
E02003161,7.3,50.7,42
E02003163,3.7,46.5,49.9
E02003164,6.4,29.8,63.8
E02003165,6,27.1,66.9
E02003166,6.8,26.1,67.1
E02003167,6.8,48.9,44.3
E02003168,5.5,32.9,61.6
E02003169,4.5,27.5,68
E02003170,4.4,36.1,59.5
E02003171,5,30.3,64.7
E02003892,5.1,28.6,66.3
E02003893,5.2,26,68.8
E02003894,5.2,31.4,63.4
E02003895,4.6,28.3,67.1
E02003896,4.3,38.5,57.2
E02003897,3.2,22.5,74.3
E02003898,5.4,27.1,67.6
E02003899,3.2,32.2,64.6
E02003900,5,31.7,63.3
E02003901,5.8,29.1,65.1
E02003902,4.1,36,59.9
E02003903,3.6,31.4,65
E02003904,4.6,35.4,60
E02003905,5.9,24.5,69.7
E02003906,7.9,27.8,64.3
E02003907,5.5,31.2,63.3
E02003908,5.6,32.1,62.3
E02003909,6.1,29.4,64.5
E02003910,5.9,40.8,53.3
E02003911,5.3,26.4,68.4
E02003912,4.8,30.6,64.6
E02003913,5,28.2,66.8
E02003914,13.4,30.3,56.4
E02003915,16.1,32.4,51.5
E02003916,18.8,34.8,46.5
E02003917,6.5,27.5,66
E02003918,5.9,28.5,65.6
E02003919,5.2,37.4,57.4
E02003920,6.2,32.5,61.2
E02003921,5.2,29.2,65.6
E02003922,6.1,29,64.9
E02003923,6.3,30.4,63.3
E02003924,6.4,35.4,58.2
E02003925,6.3,28.7,64.9
E02003926,6.7,22.5,70.8
E02003927,6.1,26.8,67.1
E02003928,3.7,29.8,66.5
E02003929,5.2,29.8,65
E02003930,5.8,27.5,66.6
E02003933,5.9,31.1,63
E02003934,6.2,25.7,68.1
E02003935,4.9,32.3,62.8
E02003936,5.3,25.5,69.3
E02003937,4.7,32.3,63
E02003938,6.8,26.9,66.3
E02003939,3.9,35.2,60.9
E02003940,6.9,25.2,67.9
E02003941,6.7,29.3,64
E02003942,6.3,32.5,61.3
E02003943,4.9,35.3,59.8
E02003944,5.3,31,63.6
E02003945,5.1,30.4,64.5
E02003946,5.6,28.4,66
E02003947,5.5,29.7,64.7
E02003948,4.6,36.4,59.1
E02003949,4.3,51.1,44.5
E02003951,4.1,37.6,58.3
E02003952,6.1,27.4,66.5
E02003953,6.2,25.9,68
E02003954,7.8,38.2,54
E02003955,6.7,33,60.3
E02003956,6.8,27.5,65.7
E02003957,5.9,27.8,66.2
E02003958,4.6,26.9,68.5
E02003959,5.8,28.6,65.6
E02003960,5.1,30.6,64.3
E02003961,4,27.3,68.6
E02003962,5.9,30.3,63.7
E02003963,5.1,36.4,58.5
E02003964,5,30.4,64.5
E02004137,5.3,28.1,66.6
E02004138,3,38.2,58.8
E02004139,3.7,32.6,63.7
E02004140,4,40.7,55.3
E02004141,4.3,26.5,69.2
E02004142,5.8,23.2,71
E02004143,4,26.7,69.3
E02004144,4.5,28.2,67.4
E02004145,3,34.4,62.5
E02004146,5.8,26.8,67.4
E02004147,6.8,39.2,54
E02004148,4.3,37.8,57.9
E02004152,34.2,33.3,32.5
E02004153,6.6,29,64.4
E02004154,17.8,30.3,51.9
E02004155,5.4,32,62.6
E02004156,14.1,51.8,34.1
E02004157,7.7,38.4,53.9
E02004158,10.1,32.3,57.5
E02004159,6.6,24,69.4
E02004160,6.1,28.4,65.5
E02004161,7.5,32.2,60.3
E02004162,6.8,35.2,58
E02004163,4.8,34.2,61
E02004189,4.7,26.4,68.9
E02004190,5.9,25.6,68.5
E02004191,5.7,38.5,55.8
E02004192,5.3,26,68.7
E02004193,3.9,25.5,70.6
E02004194,6.1,27.6,66.2
E02004195,3.8,37.4,58.8
E02004196,4.8,26.9,68.3
E02004197,4.5,26.4,69.1
E02004198,4.2,35.7,60.1
E02004199,4.6,28.8,66.6
E02004200,4.5,31.8,63.7
E02004201,5.9,27.6,66.4
E02004202,4.3,29.5,66.3
E02004203,5,28.2,66.8
E02004204,3.9,30.6,65.5
E02004205,5.6,28.7,65.7
E02004206,4.4,39.8,55.8
E02004207,3.9,27.8,68.2
E02004208,4.7,28.5,66.9
E02004209,5,28.9,66.2
E02004210,4.8,44.2,51
E02004211,4.6,28.7,66.7
E02004212,4.6,28.9,66.5
E02004213,4.8,22.1,73.1
E02004214,5.1,41.4,53.5
E02004215,5.7,33.6,60.6
E02004216,5.6,24.6,69.8
E02004217,5.5,34.3,60.2
E02004218,5.8,28.1,66.1
E02004219,5.2,26.7,68.1
E02004231,5.5,28.1,66.4
E02004232,6.2,23.2,70.6
E02004233,3.1,34.6,62.3
E02004234,4.9,26.3,68.8
E02004235,5.1,29.7,65.2
E02004273,4,33.6,62.4
E02006840,6.6,29.8,63.5
E02006989,10,48.3,41.6
E02006990,5.5,54.5,40
