areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02003122,30.6,69.4
E02003123,31.1,68.9
E02003124,32.8,67.2
E02003125,30.8,69.2
E02003126,33.5,66.5
E02003127,32.5,67.5
E02003128,31.3,68.7
E02003129,29.6,70.4
E02003130,31,69
E02003131,31.7,68.3
E02003132,30,70
E02003133,32.1,67.9
E02003134,30.8,69.2
E02003135,30.8,69.2
E02003136,32.7,67.3
E02003137,31.3,68.7
E02003138,29.7,70.3
E02003139,30.1,69.9
E02003140,29.8,70.2
E02003141,27.8,72.2
E02003142,31,69
E02003143,30.1,69.9
E02003144,37.2,62.8
E02003145,31.1,68.9
E02003146,30.9,69.1
E02003147,30.6,69.4
E02003148,39.5,60.5
E02003149,31.9,68.1
E02003151,31.4,68.6
E02003152,31.1,68.9
E02003153,31.8,68.2
E02003154,37.4,62.6
E02003155,37.3,62.7
E02003156,33.6,66.4
E02003157,36.5,63.5
E02003158,35.7,64.3
E02003159,35.1,64.9
E02003161,32.4,67.6
E02003163,35.9,64.1
E02003164,36.9,63.1
E02003165,36.3,63.7
E02003166,34,66
E02003167,35.5,64.5
E02003168,37.1,62.9
E02003169,38.6,61.4
E02003170,38.3,61.7
E02003171,36.3,63.7
E02003892,35.7,64.3
E02003893,35.6,64.4
E02003894,33.4,66.6
E02003895,32.7,67.3
E02003896,34,66
E02003897,33.9,66.1
E02003898,34.9,65.1
E02003899,34.1,65.9
E02003900,33.3,66.7
E02003901,37.7,62.3
E02003902,29.9,70.1
E02003903,38.4,61.6
E02003904,40,60
E02003905,33.7,66.3
E02003906,37.2,62.8
E02003907,35.1,64.9
E02003908,33.9,66.1
E02003909,32,68
E02003910,32,68
E02003911,34.8,65.2
E02003912,34.4,65.6
E02003913,38,62
E02003914,37.3,62.7
E02003915,42.1,57.9
E02003916,45,55
E02003917,36.9,63.1
E02003918,34.7,65.3
E02003919,33.1,66.9
E02003920,31.9,68.1
E02003921,34.8,65.2
E02003922,34.1,65.9
E02003923,31.1,68.9
E02003924,35.6,64.4
E02003925,34.8,65.2
E02003926,36.1,63.9
E02003927,38.8,61.2
E02003928,35.1,64.9
E02003929,37.6,62.4
E02003930,39.6,60.4
E02003933,40.2,59.8
E02003934,38.4,61.6
E02003935,31.6,68.4
E02003936,33.4,66.6
E02003937,40.5,59.5
E02003938,35.6,64.4
E02003939,33.6,66.4
E02003940,37.8,62.2
E02003941,31.3,68.7
E02003942,32.2,67.8
E02003943,41.9,58.1
E02003944,36.7,63.3
E02003945,41.1,58.9
E02003946,38.8,61.2
E02003947,42.1,57.9
E02003948,39.2,60.8
E02003949,39.4,60.6
E02003951,41.5,58.5
E02003952,31.7,68.3
E02003953,34.8,65.2
E02003954,34.1,65.9
E02003955,36.2,63.8
E02003956,31.4,68.6
E02003957,34.1,65.9
E02003958,33,67
E02003959,36.7,63.3
E02003960,40,60
E02003961,34.8,65.2
E02003962,32.9,67.1
E02003963,34.6,65.4
E02003964,36.8,63.2
E02004137,39,61
E02004138,37.8,62.2
E02004139,39.4,60.6
E02004140,39.3,60.7
E02004141,35.7,64.3
E02004142,35.1,64.9
E02004143,35.4,64.6
E02004144,35.2,64.8
E02004145,40.9,59.1
E02004146,35.7,64.3
E02004147,33.5,66.5
E02004148,37.7,62.3
E02004152,43.7,56.3
E02004153,32.8,67.2
E02004154,32.5,67.5
E02004155,32.5,67.5
E02004156,36,64
E02004157,28.8,71.2
E02004158,29.9,70.1
E02004159,30,70
E02004160,34.2,65.8
E02004161,31.2,68.8
E02004162,29.7,70.3
E02004163,32.7,67.3
E02004189,30.5,69.5
E02004190,37.3,62.7
E02004191,44.8,55.2
E02004192,39.9,60.1
E02004193,32.9,67.1
E02004194,42.2,57.8
E02004195,38.9,61.1
E02004196,37,63
E02004197,33.9,66.1
E02004198,39.5,60.5
E02004199,40.3,59.7
E02004200,40.3,59.7
E02004201,35.6,64.4
E02004202,32.5,67.5
E02004203,39.3,60.7
E02004204,34.9,65.1
E02004205,36.2,63.8
E02004206,35.9,64.1
E02004207,33.4,66.6
E02004208,36.1,63.9
E02004209,34,66
E02004210,35.8,64.2
E02004211,36.1,63.9
E02004212,31.9,68.1
E02004213,31.2,68.8
E02004214,30.9,69.1
E02004215,31.6,68.4
E02004216,33.8,66.2
E02004217,39.1,60.9
E02004218,35.8,64.2
E02004219,38.2,61.8
E02004231,37.2,62.8
E02004232,35.6,64.4
E02004233,36.5,63.5
E02004234,37.7,62.3
E02004235,36.5,63.5
E02004273,40.9,59.1
E02006840,36.7,63.3
E02006989,32.9,67.1
E02006990,29.4,70.6
