areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E02003122,55,8,24.2,12.9
E02003123,60,8.2,16.2,15.6
E02003124,57.8,8.5,17.1,16.6
E02003125,56.9,10.1,13.9,19.1
E02003126,59.3,8.6,18.6,13.5
E02003127,56.9,11,14.5,17.7
E02003128,57.5,7.5,17.4,17.6
E02003129,57.7,7.5,21.4,13.3
E02003130,56.9,9.7,15,18.4
E02003131,58.1,7,18.1,16.7
E02003132,56.8,7.7,20.5,15.1
E02003133,56.4,7.1,21,15.5
E02003134,59.1,8.8,15.2,16.8
E02003135,57.8,9.5,14.5,18.2
E02003136,53.2,7.8,25.4,13.7
E02003137,47.8,7.4,31.7,13.1
E02003138,48.3,7.6,32.4,11.8
E02003139,49.3,14.4,23.6,12.8
E02003140,53.6,7.7,24.4,14.3
E02003141,52.5,8.6,22.2,16.6
E02003142,55.8,7.3,17.6,19.3
E02003143,52.9,12.9,19.8,14.5
E02003144,53.2,10.5,24.2,12.1
E02003145,49.9,8.1,25.7,16.3
E02003146,51.7,9,24.4,15
E02003147,57.3,10.4,16.6,15.7
E02003148,54,11,21.3,13.6
E02003149,55.6,8.4,19.8,16.3
E02003151,52.5,8.2,25.9,13.4
E02003152,49.9,8.5,25.6,15.9
E02003153,55.3,9.9,20.4,14.4
E02003154,50.1,13.6,15.4,20.9
E02003155,50.1,10.6,21.1,18.2
E02003156,49.5,12.7,20.2,17.6
E02003157,55.4,10.1,15.7,18.8
E02003158,50,12.7,17.6,19.7
E02003159,51.7,10.5,16.6,21.2
E02003161,52.4,9.9,20.1,17.6
E02003163,42.6,11.7,29.9,15.7
E02003164,45.6,11.2,23.9,19.4
E02003165,46.6,12.4,19.2,21.8
E02003166,48.9,14.3,17.2,19.6
E02003167,48,13.9,20.1,18
E02003168,49.3,13.1,19.8,17.8
E02003169,43.8,13.7,25.1,17.5
E02003170,41.3,16.7,22.9,19.1
E02003171,38.4,19.7,19.5,22.4
E02003892,19.6,31.1,29.7,19.6
E02003893,17.8,27.5,33,21.7
E02003894,25.4,34.8,20.1,19.7
E02003895,27.4,32.3,21.2,19.1
E02003896,32,31.7,18.9,17.4
E02003897,32,22.7,31.3,13.9
E02003898,14.7,30.5,38.4,16.4
E02003899,41,21.7,21.1,16.3
E02003900,38.7,19.3,26.4,15.5
E02003901,19.7,28.1,30.9,21.3
E02003902,52.5,14.7,17.7,15
E02003903,36.3,20,27.4,16.3
E02003904,23.2,27,30.5,19.3
E02003905,23.6,30.2,27.8,18.5
E02003906,26.6,25.2,29.3,18.9
E02003907,28.1,25.2,30.9,15.8
E02003908,35.4,25,25.7,14
E02003909,44.4,21.4,20.5,13.8
E02003910,38.4,20.8,29.7,11.2
E02003911,34,20.2,31.1,14.7
E02003912,22,26.7,33.1,18.2
E02003913,30.8,19.1,34.1,16
E02003914,35,23.3,25.8,15.9
E02003915,36.8,21.9,25.5,15.7
E02003916,27.8,22.3,37.8,12.1
E02003917,35.6,24,24.2,16.2
E02003918,29.2,29.2,22.3,19.3
E02003919,37.7,27.8,16,18.5
E02003920,38.2,26.8,18.5,16.4
E02003921,33.4,19.8,25.8,21.1
E02003922,34.5,28,17.9,19.6
E02003923,39.4,30.1,14,16.4
E02003924,38.5,25.9,17.9,17.8
E02003925,36.3,26.7,16.4,20.7
E02003926,26.7,24.9,28.7,19.7
E02003927,27.5,22.4,33.9,16.3
E02003928,37.8,30.1,16.7,15.3
E02003929,24.1,29.7,25.4,20.8
E02003930,22,28.5,30.9,18.5
E02003933,18.5,30.1,28.7,22.7
E02003934,18.5,32.8,30.1,18.6
E02003935,42.8,26.7,14.7,15.8
E02003936,21.4,29.9,30.4,18.3
E02003937,24.1,20,35.3,20.6
E02003938,28.8,26.8,24.8,19.7
E02003939,35.3,26.8,20,17.9
E02003940,19.4,25.7,34.2,20.7
E02003941,36.2,28.6,17.2,18
E02003942,40.9,26.7,13.9,18.5
E02003943,35.7,19.4,26.3,18.5
E02003944,34.5,29.4,18.2,17.8
E02003945,30.9,20.1,30.3,18.6
E02003946,26.9,25.6,27.1,20.4
E02003947,29.2,22.5,30.6,17.7
E02003948,40.8,24.5,16.6,18.1
E02003949,36.9,24.4,22.5,16.2
E02003951,31,23.1,26.7,19.2
E02003952,32.3,28.1,22,17.6
E02003953,23.9,34.2,22.8,19.1
E02003954,29.3,24.8,28.8,17.1
E02003955,34.3,25.3,21,19.4
E02003956,31.9,31.2,16.8,20.2
E02003957,31.1,24,23.9,21
E02003958,28.7,30.8,19.4,21.1
E02003959,35.8,25.5,18.7,20
E02003960,27.8,23.2,30.4,18.6
E02003961,37.5,23.5,23.2,15.7
E02003962,34.1,24.2,24,17.7
E02003963,39.3,24.1,19,17.6
E02003964,22.7,25.9,32.5,18.8
E02004137,19,23.5,39.5,18
E02004138,33.9,29.1,20.3,16.6
E02004139,31.1,29.5,22.3,17.1
E02004140,26.2,27.9,32.4,13.4
E02004141,27.9,21.4,35.2,15.5
E02004142,32.5,15.7,37.9,13.9
E02004143,31.5,26.3,24.8,17.4
E02004144,32.3,26.8,24.8,16.1
E02004145,25.2,25.3,33.3,16.2
E02004146,36.2,25.7,20.6,17.5
E02004147,36.5,23.8,22.7,16.9
E02004148,28.5,27,27.7,16.8
E02004152,40.1,10.4,39.7,9.8
E02004153,49.4,10.3,24.5,15.8
E02004154,45.6,10.2,34.6,9.6
E02004155,52.1,9.5,24.7,13.6
E02004156,45.1,9.6,34.1,11.2
E02004157,41.9,9.9,41.1,7.1
E02004158,46.3,10.4,29.5,13.8
E02004159,44.1,10.8,32.4,12.8
E02004160,49,9.8,24.4,16.8
E02004161,53.1,10.6,20.7,15.6
E02004162,46.9,10.8,27.5,14.8
E02004163,45.9,10.5,30.9,12.7
E02004189,41.5,15.6,27.4,15.5
E02004190,14.9,32,36.3,16.8
E02004191,27,21.3,36.3,15.4
E02004192,28.5,16.6,38.7,16.2
E02004193,23.7,34.6,26.5,15.2
E02004194,19.2,23.2,38.8,18.8
E02004195,31.8,20.8,27.2,20.3
E02004196,16.5,28.9,37.3,17.3
E02004197,29,19.8,35.2,15.9
E02004198,35.8,16.3,25.3,22.6
E02004199,22.5,18.5,36.8,22.2
E02004200,27.1,18,32.9,22
E02004201,19.5,24.8,39.8,15.9
E02004202,30.5,19.8,35,14.7
E02004203,13.1,27.7,42.9,16.2
E02004204,23,30.3,31,15.7
E02004205,26.3,32.3,24.7,16.8
E02004206,27.1,31.3,25.2,16.4
E02004207,28.4,27.6,27.8,16.1
E02004208,32,22.5,29.5,15.9
E02004209,39.4,22.4,20.7,17.5
E02004210,39.3,20.9,22.5,17.3
E02004211,30.1,20.6,34.1,15.2
E02004212,42.4,20.2,21.7,15.8
E02004213,33.2,22.8,28.4,15.6
E02004214,45.5,19.2,18.8,16.4
E02004215,41.5,18.6,24.1,15.8
E02004216,41.4,18.5,21.4,18.7
E02004217,23.3,27.6,30.6,18.6
E02004218,39.1,16.6,26.8,17.5
E02004219,36,16.4,32.2,15.4
E02004231,14.9,27.1,40.8,17.3
E02004232,17.8,27.3,37,18
E02004233,28.2,29,25.8,17
E02004234,23.5,25.1,34.3,17
E02004235,28.9,21.7,32.9,16.6
E02004273,20.8,23.7,36.9,18.5
E02006840,47.9,10.3,24.7,17.1
E02006989,54.3,8.5,22.1,15.1
E02006990,51.7,9.1,25.1,14.1
