geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00132632,62.7,37.3
E00132633,73.4,26.6
E00132634,77.6,22.4
E00132636,72,28
E00132637,60.3,39.7
E00132638,77.5,22.5
E00132639,53.9,46.1
E00132641,74.4,25.6
E00132642,66,34
E00132643,70.1,29.9
E00132644,76.3,23.7
E00132645,66.8,33.2
E00132646,60.4,39.6
E00132647,74.7,25.3
E00132648,77,23
E00132649,73.3,26.7
E00132650,72.1,27.9
E00132651,66.4,33.6
E00132652,62,38
E00132653,55.2,44.8
E00132654,81.4,18.6
E00132655,92.1,7.9
E00132656,95.1,4.9
E00132657,86.9,13.1
E00132658,90.6,9.4
E00132660,87.1,12.9
E00132662,86.4,13.6
E00132663,87.7,12.3
E00132664,88.1,11.9
E00132665,85.6,14.4
E00132666,92.7,7.3
E00132667,92.5,7.5
E00132668,91.3,8.7
E00132669,93.3,6.7
E00132670,93.6,6.4
E00132671,90.9,9.1
E00132672,92.6,7.4
E00132673,85.5,14.5
E00132674,82.5,17.5
E00132675,94,6
E00132676,92.7,7.3
E00132677,90.1,9.9
E00132678,87.1,12.9
E00132679,90,10
E00132680,89.7,10.3
E00132681,64.7,35.3
E00132682,76.6,23.4
E00132685,66.8,33.2
E00132686,80.5,19.5
E00132687,72.5,27.5
E00132688,74.7,25.3
E00132689,92.4,7.6
E00132690,87.9,12.1
E00132691,82.9,17.1
E00132692,92.5,7.5
E00132693,81,19
E00132694,96.6,3.4
E00132696,91.1,8.9
E00132697,73.8,26.2
E00132698,93.9,6.1
E00132699,73.9,26.1
E00132700,86.9,13.1
E00132701,90.6,9.4
E00132702,86.4,13.6
E00132703,92.5,7.5
E00132704,92.4,7.6
E00132707,77.1,22.9
E00132708,77.3,22.7
E00132709,95.9,4.1
E00132710,94.1,5.9
E00132711,96,4
E00132712,91.3,8.7
E00132713,91.8,8.2
E00132714,92.8,7.2
E00132715,92.1,7.9
E00132716,89.8,10.2
E00132717,93.6,6.4
E00132718,91.1,8.9
E00132719,89.6,10.4
E00132720,92,8
E00132721,93,7
E00132722,94.7,5.3
E00132723,90,10
E00132724,93.2,6.8
E00132725,89.8,10.2
E00132726,90.9,9.1
E00132727,88.8,11.2
E00132728,91.9,8.1
E00132729,90.3,9.7
E00132730,94.9,5.1
E00132731,94.8,5.2
E00132732,92.1,7.9
E00132733,92.6,7.4
E00132734,91.2,8.8
E00132735,88.6,11.4
E00132736,84.6,15.4
E00132737,87.2,12.8
E00132739,81.9,18.1
E00132740,90,10
E00132741,85.1,14.9
E00132742,91.6,8.4
E00132743,87.6,12.4
E00132744,87.6,12.4
E00132745,89.4,10.6
E00132747,87.5,12.5
E00132748,87.2,12.8
E00132749,81.9,18.1
E00132750,90.3,9.7
E00132751,89.1,10.9
E00132753,85.1,14.9
E00132754,91.8,8.2
E00132755,80.2,19.8
E00132756,85,15
E00132757,87.9,12.1
E00132759,93.6,6.4
E00132760,92.2,7.8
E00132761,84.1,15.9
E00132762,85.1,14.9
E00132763,88.6,11.4
E00132764,89.5,10.5
E00132765,93.4,6.6
E00132766,91.6,8.4
