geography_code,heating_type_3a-001,heating_type_3a-002
E00051173,0.8,99.2
E00051189,0,100
E00051220,1.4,98.6
E00051262,2.2,97.8
E00051263,0,100
E00051264,3.1,96.9
E00051278,2.2,97.8
E00051279,2.1,97.9
E00051280,1.7,98.3
E00051281,0.6,99.4
E00051282,2.2,97.8
E00051283,0,100
E00051291,0,100
E00051292,1.8,98.2
E00051293,3.1,96.9
E00051294,2.5,97.5
E00051296,2.6,97.4
E00051297,1.3,98.7
E00051298,0.9,99.1
E00051299,0.8,99.2
E00051300,0.7,99.3
E00051301,1.6,98.4
E00051302,2.3,97.7
E00051303,0,100
E00051304,0.7,99.3
E00051305,1.8,98.2
E00051306,0.9,99.1
E00051307,0.7,99.3
E00051308,0.9,99.1
E00051309,1.9,98.1
E00051310,0.9,99.1
E00051311,3.9,96.1
E00051312,0,100
E00051313,0.8,99.2
E00051314,0,100
E00051315,2.5,97.5
E00051316,0.8,99.2
E00051724,2.1,97.9
E00051725,3.5,96.5
E00051726,3.6,96.4
E00051727,0.7,99.3
E00051728,3.9,96.1
E00051729,0.9,99.1
E00051730,3.5,96.5
E00051731,0,100
E00051732,2.4,97.6
E00051733,0.6,99.4
E00051734,0.7,99.3
E00051735,1.7,98.3
E00051736,0.7,99.3
E00051737,2.3,97.7
E00051738,0.8,99.2
E00051739,0,100
E00051740,2.8,97.2
E00051741,0,100
E00051742,4.5,95.5
E00051743,2.6,97.4
E00051744,3.9,96.1
E00051745,3.1,96.9
E00051747,1.8,98.2
E00051749,0,100
E00051750,1.7,98.3
E00051751,2.9,97.1
E00051752,2.9,97.1
E00051753,0,100
E00051754,1.5,98.5
E00051755,0.9,99.1
E00051756,3.2,96.8
E00051757,0,100
E00051758,1.5,98.5
E00131002,0,100
E00131003,2.1,97.9
E00131004,0.7,99.3
E00131005,1.7,98.3
E00131007,0,100
E00131008,0,100
E00131009,0,100
E00131010,0.8,99.2
E00131104,0,100
E00131106,0.4,99.6
E00131108,0,100
E00131110,0,100
E00131112,1.3,98.7
E00131113,0,100
E00131114,1,99
E00131328,1.3,98.7
E00131329,1,99
E00131330,0,100
E00131331,0,100
E00131332,2.3,97.7
E00131333,0,100
E00131334,0,100
E00131335,0,100
E00131336,0,100
E00131337,0,100
E00131498,0,100
E00131499,0,100
E00131500,0,100
E00131501,1.1,98.9
E00131502,0,100
E00131504,0.7,99.3
E00131505,0.7,99.3
E00131506,0.8,99.2
E00131634,0.7,99.3
E00131635,0.8,99.2
E00131636,0.5,99.5
E00131648,0.9,99.1
E00150243,0,100
E00150244,0.6,99.4
E00150320,2.3,97.7
E00150321,0,100
E00150322,2.1,97.9
E00150323,1.2,98.8
E00150324,0.9,99.1
E00150325,0,100
E00150326,0.8,99.2
E00150327,1.5,98.5
E00150328,0,100
E00150329,2,98
E00150330,0,100
E00150331,0,100
E00150332,3.2,96.8
E00150333,0.9,99.1
E00150334,0.8,99.2
E00150335,0.8,99.2
E00150393,1,99
E00150394,0.6,99.4
E00150395,1.6,98.4
E00150398,2.2,97.8
E00150399,0.9,99.1
E00150400,1,99
E00150401,0.6,99.4
E00150402,0,100
E00150404,0.8,99.2
E00150468,1.4,98.6
E00150477,0,100
E00150478,0,100
E00151961,0,100
E00151962,0.7,99.3
E00151963,0,100
E00151964,0,100
E00151965,1,99
E00151967,0,100
E00151968,1,99
E00151971,0,100
E00151972,1,99
E00151973,1,99
E00151974,0.7,99.3
E00151975,1,99
E00151976,1,99
E00151977,0,100
E00151978,0,100
E00151979,0.9,99.1
E00151980,0.9,99.1
E00151981,1.7,98.3
E00151982,1.7,98.3
E00151983,0.9,99.1
E00151984,1.6,98.4
E00151985,0,100
E00151986,0,100
E00151987,1.8,98.2
E00151988,0,100
E00151989,3.3,96.7
E00151990,0.7,99.3
E00151991,3.8,96.2
E00151992,1.6,98.4
E00151993,3.8,96.2
E00151994,0.7,99.3
E00151995,0,100
E00151996,0.9,99.1
E00151997,5.1,94.9
E00151998,0,100
E00151999,0.5,99.5
E00152000,0.8,99.2
E00152001,0.7,99.3
E00152002,3,97
E00152003,0,100
E00152005,0,100
E00152006,0,100
E00152007,1.5,98.5
E00152008,1.6,98.4
E00152009,0.8,99.2
E00152010,1.6,98.4
E00152011,0,100
