geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00051173,8.1,37.1,36.3,18.5
E00051189,21.4,40.5,27.8,10.3
E00051220,55.9,26.6,15.4,2.1
E00051262,9.6,47.1,28.7,14.7
E00051263,18.9,41.9,31.1,8.1
E00051264,33.5,51.9,12,2.5
E00051278,35.8,46,13.1,5.1
E00051279,58.4,36.9,4,0.7
E00051280,27,49.6,20.9,2.6
E00051281,59.1,39.6,1.3,0
E00051282,42.3,41.5,10.6,5.6
E00051283,41.4,42.4,12.1,4
E00051291,30.6,45.2,19.1,5.1
E00051292,19.8,42.3,27,10.8
E00051293,35.2,42.2,16.4,6.3
E00051294,24.8,52,18.4,4.8
E00051296,43.6,44.4,9.4,2.6
E00051297,11.1,43.1,32.7,13.1
E00051298,20.2,49.5,22.9,7.3
E00051299,23.3,48.3,21.7,6.7
E00051300,22.9,39.6,28.5,9
E00051301,27.3,39.8,22.7,10.2
E00051302,22,44.1,27.6,6.3
E00051303,32.4,54.3,13.3,0
E00051304,23,43.9,25.7,7.4
E00051305,56.1,29.8,11.4,2.6
E00051306,25.7,46.8,22.9,4.6
E00051307,15.4,39.7,35.3,9.6
E00051308,35.7,33,27.7,3.6
E00051309,11.6,40,34.8,13.5
E00051310,33.6,47.4,14.7,4.3
E00051311,29.9,46.5,18.9,4.7
E00051312,24.8,37.1,27.6,10.5
E00051313,22.1,37.4,26.7,13.7
E00051314,11.1,45.3,31.6,12
E00051315,35.2,44.3,20.5,0
E00051316,58.4,36.8,4,0.8
E00051724,25.5,51,17.9,5.5
E00051725,25.4,48.2,20.2,6.1
E00051726,36.2,41.8,14.9,7.1
E00051727,31.3,48.3,14.3,6.1
E00051728,25.8,49.7,20,4.5
E00051729,29.9,42.7,23.1,4.3
E00051730,23.1,55.6,19.5,1.8
E00051731,60.4,32.1,4.7,2.8
E00051732,22.8,48.8,22,6.3
E00051733,25.9,48.7,21.5,3.8
E00051734,10.7,40.3,30.9,18.1
E00051735,18,35.2,40.2,6.6
E00051736,45.7,37,15.2,2.2
E00051737,41,36.6,17.2,5.2
E00051738,42.5,37,14.2,6.3
E00051739,23.5,52.9,16,7.6
E00051740,30.3,57.8,9.2,2.8
E00051741,41.2,43.5,12.2,3.1
E00051742,36.1,41.7,19.4,2.8
E00051743,23.5,46.1,24.3,6.1
E00051744,13.4,37,37,12.6
E00051745,30.5,48.4,12.5,8.6
E00051747,35.1,39.5,21.1,4.4
E00051749,31,45.1,23,0.9
E00051750,35,45,15.8,4.2
E00051751,31.1,48.1,16.3,4.4
E00051752,33.6,43.1,17.5,5.8
E00051753,38.8,44.8,14.9,1.5
E00051754,35.7,35.7,18.6,10
E00051755,50.5,35.8,10.1,3.7
E00051756,38.4,40,17.6,4
E00051757,46.5,38.4,11.9,3.1
E00051758,22.2,43.9,26.8,7.1
E00131002,9.8,39.9,36.6,13.7
E00131003,5.8,26.3,36.8,31.1
E00131004,0.7,32.9,40,26.4
E00131005,3.4,33.3,42.7,20.5
E00131007,9.2,33.3,40.4,17
E00131008,12.5,36.7,30,20.8
E00131009,6.7,37.8,31.9,23.5
E00131010,11.7,30.8,35.8,21.7
E00131104,8.7,22.7,48,20.7
E00131106,9.8,47.1,30.2,12.9
E00131108,5.8,35.8,50,8.3
E00131110,4.5,35.3,45.1,15
E00131112,6.8,26.5,47.6,19
E00131113,2.5,28,37.6,31.8
E00131114,7.8,30.1,41.7,20.4
E00131328,7.3,42.7,34,16
E00131329,1.9,36.5,38.5,23.1
E00131330,5.2,23.1,40.3,31.3
E00131331,3,17.8,42.1,37.1
E00131332,9.1,31.1,37.9,22
E00131333,9.3,29.2,44.7,16.8
E00131334,4.8,28.2,41.9,25
E00131335,5.8,31.7,40.4,22.1
E00131336,1.1,34.5,36.8,27.6
E00131337,18.9,41.7,25.8,13.6
E00131498,4,19.3,53.3,23.3
E00131499,12.5,39.6,36.8,11.1
E00131500,8.3,32.1,47.7,11.9
E00131501,8.3,32.3,40.6,18.8
E00131502,1.8,30.4,30.4,37.5
E00131504,7.6,31.9,34.7,25.7
E00131505,5.9,25.7,39.7,28.7
E00131506,4,23.8,43.7,28.6
E00131634,5.8,40.1,38,16.1
E00131635,11.2,32.1,37.3,19.4
E00131636,3.4,33.7,52.2,10.7
E00131648,26.7,51.4,15.2,6.7
E00150243,3.3,25,50,21.7
E00150244,5.2,20.6,49.7,24.5
E00150320,10.6,47.7,34.1,7.6
E00150321,12.4,24.1,41.4,22.1
E00150322,5.8,30.7,41.6,21.9
E00150323,18.3,40.2,27.8,13.6
E00150324,24.8,46.9,23.9,4.4
E00150325,25,39.8,29.7,5.5
E00150326,11.6,36.4,42.6,9.3
E00150327,20.9,48.8,25.6,4.7
E00150328,15.1,42.9,29.4,12.7
E00150329,11.7,54.8,25.4,8.1
E00150330,9.8,46.7,35.2,8.2
E00150331,0.8,27.6,40.9,30.7
E00150332,48,38.2,10.6,3.3
E00150333,16,40.6,29.2,14.2
E00150334,29,48.4,20.2,2.4
E00150335,27.9,42.6,23.8,5.7
E00150393,2.1,20.8,45.8,31.3
E00150394,3.7,36.8,41.1,18.4
E00150395,0.8,35.4,46.5,17.3
E00150398,5.2,23.7,40,31.1
E00150399,10.4,31.3,34.8,23.5
E00150400,6.9,27,39.7,26.5
E00150401,9.9,35.5,38.2,16.4
E00150402,3.2,33.3,49.2,14.3
E00150404,3.1,28.7,41.9,26.4
E00150468,1.4,17.8,47.9,32.9
E00150477,8.1,39,37.4,15.4
E00150478,6.7,37.8,41.2,14.3
E00151961,0,21.8,52.8,25.4
E00151962,17.3,28.1,34.5,20.1
E00151963,21.6,35.1,30.9,12.4
E00151964,25.9,40.7,25.2,8.1
E00151965,21.6,41.2,26.5,10.8
E00151967,12.1,39.8,39.3,8.7
E00151968,5.1,18.2,47.5,29.3
E00151971,9.5,47.6,31.4,11.4
E00151972,24.2,48.4,18.9,8.4
E00151973,1,23.2,49.5,26.3
E00151974,8.2,24.5,47.6,19.7
E00151975,14.3,44.8,30.5,10.5
E00151976,12.2,45.9,27.6,14.3
E00151977,18.4,43.9,23.5,14.3
E00151978,7.4,41.1,38.9,12.6
E00151979,16.5,48.7,27,7.8
E00151980,12.9,44,37.1,6
E00151981,9.5,46.6,31,12.9
E00151982,8.5,43.2,35.6,12.7
E00151983,15.7,46.1,27,11.3
E00151984,28.1,37.2,29.8,5
E00151985,36.9,43.1,18.8,1.3
E00151986,25.6,41.9,20.9,11.6
E00151987,16.7,31.6,42.1,9.6
E00151988,28.7,50,17.6,3.7
E00151989,15.1,47.1,30.3,7.6
E00151990,19.4,48.2,27.3,5
E00151991,12.1,43.9,35.6,8.3
E00151992,7.5,41.4,39.1,12
E00151993,30.8,47.7,14,7.5
E00151994,31.2,41.1,20.6,7.1
E00151995,30.3,43.4,18.9,7.4
E00151996,30.8,36.4,22.4,10.3
E00151997,21.2,46,25.5,7.3
E00151998,25.2,48,20.5,6.3
E00151999,9.3,39.4,35.8,15.5
E00152000,27.5,43.5,22.1,6.9
E00152001,15.8,40.4,30.8,13
E00152002,8.4,40.4,41.6,9.6
E00152003,12.2,48.8,31.7,7.3
E00152005,2.9,39,40,18.1
E00152006,7.3,45,41.3,6.4
E00152007,6.7,44.4,37.8,11.1
E00152008,25.8,45.3,18.8,10.2
E00152009,8.4,44.3,36.6,10.7
E00152010,11.5,34.4,35.2,18.9
E00152011,4.9,26.8,46.3,22
E00152012,28.3,47.2,21.3,3.1
E00152013,10.2,43.7,35.4,10.7
E00152014,9.1,38.9,41.3,10.6
E00152015,17.9,43.9,30.1,8.1
E00152016,17.5,48.2,28.1,6.1
E00152017,33.1,33.8,27.8,5.3
E00152018,15.3,38.1,35.6,11
E00152019,27.3,43.2,20.9,8.6
E00152020,31.7,38.8,23.7,5.8
E00152021,21.2,42.3,25.6,10.9
E00152022,24.7,39.7,24.7,11
E00152023,28.2,52.8,15.5,3.5
E00152024,11.6,38.8,32.6,17.1
E00152025,25,45.7,25.9,3.4
E00152026,12.9,50,28.4,8.6
E00152027,37.7,34.4,20.5,7.4
E00152028,19.3,42.1,28.9,9.6
E00152029,16.7,47.3,28.7,7.3
E00152030,39.7,33.9,21.5,5
E00152031,22.6,42.7,26.6,8.1
E00152032,17.6,44.4,28,10
E00152033,25.2,51.1,22.2,1.5
E00152034,11,40.4,34.9,13.7
E00152037,64.5,31.2,3.5,0.7
E00152038,37.4,51.1,10.7,0.8
E00152039,59.1,35.4,5.5,0
E00152040,42.7,34.8,20.2,2.2
E00152041,57.9,37.3,4,0.8
E00152042,5.3,34.1,42.9,17.6
E00152043,41.2,50.5,7.2,1
E00152044,43.8,40.8,12.9,2.5
E00152045,55.8,41.6,2.7,0
E00152046,53.1,39.1,6.3,1.6
E00152047,24.7,44.2,26,5.2
E00152048,23.9,45.9,21.1,9.2
E00152049,20.8,45.3,26.4,7.5
E00152050,20.5,56.6,21.7,1.2
E00152051,19.5,42.5,27.6,10.3
E00152052,29.4,45.4,16.8,8.4
E00152053,1.1,25.5,51.1,22.3
E00152054,18.4,47.4,24.6,9.6
E00152055,11.9,46.4,28.6,13.1
E00152056,3.5,42.4,44.7,9.4
E00152057,18.5,61.5,17,3
E00152058,24.6,40.5,26.2,8.7
E00152059,41.2,42.8,11.3,4.6
E00152060,29.7,46.8,17.1,6.3
E00152061,29.1,46.3,20.9,3.7
E00152062,25.3,47.3,19.9,7.5
E00152063,30,40,23.3,6.7
E00152064,18.5,37.1,29.8,14.5
E00152065,41.3,36.7,19.3,2.8
E00152066,20.4,46.9,25.7,7.1
E00152067,9.8,43.9,34.8,11.4
E00152068,21.1,48.8,26.8,3.3
E00152069,28.7,40,20.7,10.7
E00152070,18.7,44,27.6,9.7
E00152071,29.4,52.3,11.9,6.4
E00152072,19.6,52.7,23,4.7
E00152073,44.5,36.1,14.3,5
