areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00089297,26.7,25.2,34.4,13.7
E00089298,43.1,28.5,9.5,19
E00089299,32.2,51.4,6.2,10.3
E00089300,51.9,28.8,0,19.2
E00089399,34.4,20.3,1.6,43.8
E00089408,34.2,30.4,6.3,29.1
E00089410,33.7,45.2,7,14.1
E00138679,34.6,42.3,1.9,21.2
E00138692,63.4,28.2,1.4,7
E00138696,57.5,35.8,0.8,5.8
E00138697,49.7,38.5,2.4,9.5
E00138698,41.2,40.3,0.8,17.6
E00138699,45,41.9,1.6,11.6
E00138700,42.3,41.5,4.6,11.5
E00138701,56.8,21.6,0.7,20.9
E00138702,24,48,8.8,19.2
E00138703,58.7,36.7,0.9,3.7
E00138704,28.8,24.6,28.8,17.8
E00138705,25.5,17.8,6.4,50.3
E00138706,30.8,46.2,3.1,20
E00138707,24.7,33.6,4.1,37.7
E00138708,29.8,26,38.2,6.1
E00138709,5.7,10.7,63.6,20
E00138710,35.6,30.9,3.4,30.2
E00138711,29.6,41.6,11.2,17.6
E00138712,16,42.9,31.9,9.2
E00138713,37.9,22.8,20,19.3
E00138714,40.5,47.4,0.9,11.2
E00138715,26.6,50,11.3,12.1
E00138716,22.2,30.2,40.5,7.1
E00138717,31.4,43.4,4.4,20.8
E00138718,20.6,26.5,19.3,33.6
E00138719,31.2,54.1,0,14.7
E00138720,48.4,36.1,3.9,11.6
E00138721,30.7,61.4,0,8
E00138722,32.6,40.4,24.1,2.8
E00138723,35,54.5,0.8,9.8
E00138724,26.2,55.6,0.8,17.5
E00138725,30.5,43.5,0.8,25.2
E00138726,38.3,54.8,0,7
E00138727,26.1,44.5,0,29.4
E00138728,28.7,42.6,0.8,27.9
E00138729,28.9,57,1.4,12.7
E00138730,37.6,55.2,1.6,5.6
E00138731,34.1,45.7,0,20.2
E00138732,36.1,53.6,0,10.3
E00138733,38.1,49.5,2.1,10.3
E00138819,59.1,33.9,3.1,3.9
E00138820,48.2,39.5,2.6,9.6
E00138821,17.7,17.1,38.6,26.6
E00138822,21,19.4,48.4,11.3
E00138823,27.4,33.1,32.3,7.3
E00138824,42.6,40.4,0.7,16.3
E00138825,38.4,42.2,7.1,12.3
E00138833,34.3,39.9,11.2,14.7
E00138834,56.3,26.6,3.2,13.9
E00138835,14.4,11.1,28.9,45.6
E00138836,47.2,30.6,5.6,16.7
E00138837,39,37.5,8.8,14.7
E00138838,66.7,28.3,0,5
E00138839,41.6,33.6,6.6,18.2
E00138869,46.4,46.4,1.2,6
E00138870,31.6,31.6,20.2,16.7
E00144833,50,29.2,0.8,20
E00144834,59,23.9,6.7,10.4
E00144835,35.6,44.1,9.9,10.4
E00144836,51.1,34,0.7,14.2
E00144837,34.4,41.1,14.8,9.6
E00144838,43.6,37.6,11,7.8
E00144839,47.8,34.1,2.2,15.9
E00144840,31.1,33.1,21.6,14.2
E00144841,41.9,29.7,8.1,20.3
E00144843,7.5,22,15.1,55.3
E00144844,6.4,25.6,9.3,58.7
E00144845,13.3,52.5,7.5,26.7
E00144848,33.3,40.4,20.2,6
E00144849,51.1,22.3,3.6,23
E00144850,43.6,44.8,3.1,8.6
E00144857,32.9,10.7,40.3,16.1
E00144858,54.3,33.6,1.7,10.3
E00144859,39.8,45.1,2.7,12.4
E00144860,48.2,39.5,1.8,10.5
E00144861,35.9,47.9,4.3,12
E00144863,54.5,33.3,0.8,11.4
E00144864,26.7,33.6,28.4,11.2
E00144865,46.2,31.5,10.8,11.5
E00144866,55.6,39.7,0,4.8
E00144867,62.6,28.2,0.8,8.4
E00144869,63.6,28.7,0,7.8
E00144870,41.1,37.1,13.7,8.1
E00144871,51.6,31.7,5.6,11.1
E00144872,74.8,14.6,4.1,6.5
E00144873,59.8,24.4,1.6,14.2
E00144874,71.5,14.6,0.8,13
E00144888,57.1,25,0.9,17
E00144889,27.8,25.9,38.5,7.8
E00144891,33.6,34.3,26.3,5.8
E00144892,43.7,39.1,12.2,5
E00144991,20.6,25.7,41.9,11.8
E00144992,23.3,31.7,30.8,14.2
E00144993,42.4,39,0,18.6
E00144994,40.7,40.7,6.5,12.2
E00144995,45.7,42.6,0,11.6
E00144996,37.8,45.2,1.5,15.6
E00144997,27.5,22.9,40.4,9.2
E00144998,16.5,35.3,27.1,21.1
E00144999,20.3,36.4,0.8,42.4
E00145000,17.6,31.6,38.2,12.5
E00145001,42.4,44.6,0,12.9
E00145002,19.3,43.7,14.3,22.7
E00145003,51.3,39.8,0.9,8
E00145004,15.6,22,52.3,10.1
E00145005,30.1,55.6,6.1,8.2
E00145006,41.8,44.3,2.5,11.5
E00145007,31.7,50.4,0,17.9
E00145008,44.5,34.5,0.8,20.2
E00145009,22.8,44.1,0,33.2
E00145010,29.2,34.8,0.6,35.4
E00145011,32.9,27.3,16.1,23.8
E00145012,29.7,32.9,20.3,17.1
E00145013,26.4,42.9,0.7,30
E00145014,21.6,37.6,3.2,37.6
E00145015,24.1,49.1,1.8,25
E00145016,25,37.1,0.8,37.1
E00145017,12.8,28.2,6,53
E00145018,21.9,37.2,5.1,35.8
E00145019,25.4,67.2,1.6,5.7
E00145021,26,49,3.8,21.2
E00145022,18.8,41.8,24.5,14.9
E00145023,37.5,35.4,6.3,20.8
E00145024,43.6,38.6,1,16.8
E00145025,28.9,47.9,10.6,12.7
E00145026,16.2,36.3,21.6,26
E00145027,19,33.3,19,28.6
E00145028,32,51.6,0.7,15.7
E00145029,39.8,48.8,0.8,10.6
E00145030,29.3,48.8,0.8,21.1
E00145031,18.5,42.9,14.3,24.4
E00145032,16.2,41.4,2,40.4
E00145033,21.6,49.6,0.8,28
E00145034,40.6,39.8,0,19.5
E00145035,27.2,41.6,0.8,30.4
E00145036,21.2,30.8,16.3,31.7
E00145037,20.7,37.2,3,39
E00145039,21.4,51,2,25.5
E00145040,31,35.3,0.9,32.8
E00145041,11.4,29.8,6.1,52.6
E00145042,24.6,34.7,28,12.7
E00145043,22.6,20.2,26.6,30.6
E00145044,18.5,36,5.8,39.7
E00145045,11.1,35.9,37.6,15.4
E00145046,52.8,36.2,5.5,5.5
E00145047,17.7,24,50,8.3
E00145048,23.7,25.2,12.2,38.8
E00145049,38.3,19.2,24.2,18.3
E00145050,51.2,38,1.6,9.3
E00145051,37.5,28.9,20.3,13.3
E00145052,37.6,35.9,21.4,5.1
E00145053,9,32.4,44.1,14.4
E00145054,24.3,33.1,12.2,30.4
E00145055,29.1,8.7,45.7,16.5
E00145056,21.8,27.6,16.7,34
E00145057,35,8.4,36.4,20.1
E00145058,37.8,9,6.5,46.8
E00145060,26.8,27.8,8.2,37.1
E00145061,58.5,32.3,0,9.2
E00145062,38.3,35.8,13.3,12.5
E00145063,55.9,27.6,7.9,8.7
E00145064,28.8,36.7,17.3,17.3
E00145065,27.9,24.7,38.3,9.1
E00145066,9.9,13.2,64.5,12.4
E00145067,47.2,33.6,0,19.2
E00145068,37,41.7,3.9,17.3
E00145069,48.6,36,1.8,13.5
E00145070,46.8,39.6,1.8,11.7
E00145071,34.4,49.2,1.6,14.8
E00145072,24.8,26.4,35.5,13.2
E00145073,21.4,38.4,30.4,9.8
E00145074,52.2,38.3,0.9,8.7
E00145075,27.2,44.8,2.4,25.6
E00145076,49.6,36.1,0,14.3
E00145077,43.6,40.2,4.3,12
E00145078,43.3,42.5,0.8,13.4
E00145079,76.3,17.8,0,5.9
E00145080,66.7,21,5.7,6.7
E00145081,52.2,38.4,1.4,8
E00145082,55.2,33.6,0.9,10.3
E00145083,47,37.9,0.8,14.4
E00145084,37,48,4.7,10.2
E00145085,40.8,36.4,7.8,15
E00145087,58.5,36.6,0.7,4.2
E00145088,54.3,34.1,7,4.7
E00145089,50,37.8,2.6,9.6
E00145090,42.4,28.8,0.8,28
E00145091,19.6,32,37.3,11.1
E00145092,39.6,34.7,7.6,18.1
E00145096,54.3,33.9,0,11.8
E00145097,57.8,29.7,7.8,4.7
E00145098,46.5,36.4,1.6,15.5
E00145099,43.5,29.8,11.5,15.3
E00145100,43.5,39.3,6.5,10.7
E00145101,30.2,29.5,28.7,11.6
E00145102,37.6,53.2,0,9.2
E00145103,44.2,36.4,8.5,10.9
E00145104,39.3,33,9.8,17.9
E00145105,30.6,53.7,0.7,14.9
E00145107,4.4,4.4,8.9,82.2
E00145108,24.8,59,3.4,12.8
E00145109,14,51.2,10.7,24
E00145110,37.5,28.1,4.2,30.2
E00145121,56.9,38.2,0,4.9
E00145122,40.8,40,4,15.2
E00145123,22,26,46.5,5.5
E00145124,46.5,22.2,6.3,25
E00145125,58.3,32.5,1.7,7.5
E00145126,52.2,26.1,0.7,21
E00145127,58.6,25,0.7,15.7
E00145128,48.2,36,10.1,5.7
E00145129,45.2,38.7,0,16.1
E00145130,40.6,28.1,1,30.2
E00145131,43.1,38.3,4.3,14.4
E00145132,43.3,41.7,0.8,14.2
E00145133,38.1,20.9,26.1,14.9
E00145134,28.9,37.7,18.4,14.9
E00145137,36.7,37.7,1.5,24.1
E00145191,29.6,28.7,33,8.7
E00145192,32.3,32.3,0,35.3
E00145193,28.9,37.9,18.4,14.7
E00145195,45.7,26.4,1.6,26.4
E00145196,54.3,34.1,0.7,10.9
E00145197,35.5,29.7,23.2,11.6
E00145198,44.4,31.9,11.3,12.5
E00145199,39.3,34.6,14,12.1
E00145200,55.1,35.6,0,9.3
E00145203,27.3,46.3,15.7,10.7
E00145204,59.1,30.4,2.6,7.8
E00145205,36.8,49.3,1.5,12.5
E00145206,46.1,30.5,12.8,10.6
E00145207,45.6,34.2,6,14.1
E00145208,48.4,34.6,5.2,11.8
E00145209,51.6,35.3,2.7,10.3
E00145210,43.9,45.9,2,8.2
E00145214,44.3,38.6,6.4,10.7
E00145217,47.7,24.6,6.2,21.5
E00145225,49.1,34.8,0.9,15.2
E00145226,48,34.7,1,16.3
E00145227,33.5,39.2,7,20.3
E00145228,34.1,34.1,26.4,5.4
E00145229,54.2,32.7,0.9,12.1
E00145230,35.1,36.1,19.6,9.3
E00145231,45.3,26.5,0,28.2
E00145232,40.3,42,8.4,9.2
E00145233,39.7,36.2,10.3,13.8
E00145234,32.2,33.1,22.3,12.4
E00145235,42.5,45.7,3.9,7.9
E00145236,49,26.9,13.8,10.3
E00145238,32.5,52.8,7.1,7.5
E00145240,2.8,1.8,7.3,88.1
E00146702,41.7,32.1,6,20.2
E00146703,31,28.5,22.2,18.4
E00146704,7.7,19.2,10.3,62.8
E00146710,25.8,32.3,1.6,40.3
E00146711,33.6,30.7,29.9,5.8
E00146712,55,25,2.5,17.5
E00146713,35.4,40.4,14.6,9.6
E00146714,32.4,31,29.6,7
E00146715,40.9,29.1,0,29.9
E00146716,45.9,22.4,2,29.6
E00146717,39.1,37.4,15.7,7.8
E00146718,44.6,30.9,12.9,11.5
E00146719,34.2,34.2,21.7,10
E00146720,50,44.3,0,5.7
E00146721,34.3,31.4,5.1,29.2
E00146722,40.4,30.9,0,28.7
E00146799,30.2,11.9,31,27
E00146800,53.6,26.4,8.2,11.8
E00146801,37.4,42,0.8,19.8
E00146802,34.2,31.7,10.8,23.3
E00146803,41.7,22,14.2,22
E00146805,44.9,29.7,1.7,23.7
E00146806,48.2,17,2.7,32.1
E00146807,40.7,24.1,6.8,28.4
E00146808,59.9,32.2,0.7,7.2
E00146809,48.5,41.5,1.5,8.5
E00169023,24.8,60.4,5,9.9
E00169025,27.8,50,0,22.2
E00169026,19,56,5,20
E00169027,33.7,57.6,4.3,4.3
E00169029,26.3,49.3,17.2,7.2
E00169030,44.6,40.2,3.6,11.6
E00169031,48.9,38.3,4.3,8.5
E00169032,18.5,16.9,39.5,25
E00169033,24.6,50,0.8,24.6
E00169034,6.5,42.4,12,39.1
E00169035,39.2,32.2,7.7,21
E00185854,17.7,57.3,16.7,8.3
E00185855,22.9,44.9,7.6,24.6
E00185856,8.3,57.8,8.3,25.7
E00185858,2.2,62.6,23.5,11.7
E00185872,24.7,38.8,18.8,17.6
E00185874,7.1,63.6,22.7,6.5
E00185879,44.2,27.9,8.7,19.2
E00185883,5.1,45.8,23.7,25.4
E00185885,6.9,60.8,11.8,20.6
E00185889,6.8,68,18.4,6.8
E00185890,4.3,30.4,43.5,21.7
E00185891,12.1,44.7,6.5,36.7
E00185895,5.7,66.2,19.1,8.9
E00185903,8,43.8,33.9,14.3
E00185909,3,53.5,18.8,24.8
E00185914,17.3,33.2,30.3,19.2
E00185918,6.8,72.7,6.8,13.6
E00185931,44.7,31.1,17.4,6.8
E00185945,12.4,49.4,15.7,22.5
E00185946,77.8,8.6,0,13.6
E00185960,16.7,54,22.2,7.1
E00185961,41.4,44.3,2.5,11.8
E00185969,9.3,69.9,11.5,9.3
E00185976,9.4,75.4,5.8,9.4
E00185977,6.3,68.1,13.6,12
E00185978,3.9,3.9,3.1,89
E00185979,13.1,51.1,29.2,6.6
E00185981,8.5,29.8,46.8,14.9
E00185999,28.6,46.4,4.8,20.2
E00186003,16.4,50.7,21.3,11.6
E00186004,10.4,59.7,15.6,14.3
E00186005,61.5,28.8,2.9,6.7
E00186010,9.6,63.9,15.1,11.4
E00186011,15,32.7,42.1,10.3
