areacd,in_full_time_education-001,in_full_time_education-002
E00089297,14.8,85.2
E00089298,19.1,80.9
E00089299,21.8,78.2
E00089300,19.5,80.5
E00089399,16.7,83.3
E00089408,20.6,79.4
E00089410,20.3,79.7
E00138679,12.3,87.7
E00138692,9.6,90.4
E00138696,15.2,84.8
E00138697,15.4,84.6
E00138698,12.4,87.6
E00138699,15.8,84.2
E00138700,18.2,81.8
E00138701,11.3,88.7
E00138702,21.6,78.4
E00138703,11.4,88.6
E00138704,14.3,85.7
E00138705,13,87
E00138706,12.2,87.8
E00138707,19.7,80.3
E00138708,24.9,75.1
E00138709,9.5,90.5
E00138710,13.6,86.4
E00138711,16,84
E00138712,19.9,80.1
E00138713,10.7,89.3
E00138714,16.2,83.8
E00138715,18.5,81.5
E00138716,19.3,80.7
E00138717,14.5,85.5
E00138718,15,85
E00138719,12.4,87.6
E00138720,10.6,89.4
E00138721,23.3,76.7
E00138722,12.5,87.5
E00138723,19.2,80.8
E00138724,21.9,78.1
E00138725,18.1,81.9
E00138726,21.9,78.1
E00138727,17.4,82.6
E00138728,18.1,81.9
E00138729,20.1,79.9
E00138730,16.9,83.1
E00138731,22.3,77.7
E00138732,16.8,83.2
E00138733,15.3,84.7
E00138819,16.2,83.8
E00138820,13.5,86.5
E00138821,17.7,82.3
E00138822,18.8,81.2
E00138823,16.2,83.8
E00138824,14.2,85.8
E00138825,18.8,81.2
E00138833,12,88
E00138834,10.7,89.3
E00138835,10.9,89.1
E00138836,16.6,83.4
E00138837,17.6,82.4
E00138838,15.3,84.7
E00138839,17,83
E00138869,11.9,88.1
E00138870,17.3,82.7
E00144833,14,86
E00144834,12,88
E00144835,20.5,79.5
E00144836,19.1,80.9
E00144837,17.6,82.4
E00144838,21,79
E00144839,16.7,83.3
E00144840,20.1,79.9
E00144841,15.1,84.9
E00144843,27.9,72.1
E00144844,28.1,71.9
E00144845,20,80
E00144848,33.1,66.9
E00144849,13.1,86.9
E00144850,16.3,83.7
E00144857,9.7,90.3
E00144858,14.6,85.4
E00144859,16.5,83.5
E00144860,16.3,83.7
E00144861,16,84
E00144863,20.9,79.1
E00144864,18,82
E00144865,20.3,79.7
E00144866,18.4,81.6
E00144867,16.3,83.7
E00144869,9.9,90.1
E00144870,18.8,81.2
E00144871,14.4,85.6
E00144872,7.2,92.8
E00144873,5.4,94.6
E00144874,7.7,92.3
E00144888,16.4,83.6
E00144889,15.6,84.4
E00144891,20.1,79.9
E00144892,14.5,85.5
E00144991,17.8,82.2
E00144992,17.8,82.2
E00144993,17,83
E00144994,20.6,79.4
E00144995,21.5,78.5
E00144996,16.7,83.3
E00144997,14.4,85.6
E00144998,24.3,75.7
E00144999,12.8,87.2
E00145000,26.4,73.6
E00145001,17.3,82.7
E00145002,16.2,83.8
E00145003,15,85
E00145004,10.5,89.5
E00145005,19.8,80.2
E00145006,15.2,84.8
E00145007,19.8,80.2
E00145008,15.1,84.9
E00145009,14.2,85.8
E00145010,15,85
E00145011,15.5,84.5
E00145012,15.8,84.2
E00145013,11.3,88.7
E00145014,17.9,82.1
E00145015,23.4,76.6
E00145016,19.9,80.1
E00145017,15.7,84.3
E00145018,12.5,87.5
E00145019,23.9,76.1
E00145021,16.7,83.3
E00145022,22.4,77.6
E00145023,16.4,83.6
E00145024,12.9,87.1
E00145025,21.9,78.1
E00145026,25.9,74.1
E00145027,20,80
E00145028,23.9,76.1
E00145029,22.9,77.1
E00145030,20.9,79.1
E00145031,15.3,84.7
E00145032,18,82
E00145033,24.1,75.9
E00145034,18.6,81.4
E00145035,18.9,81.1
E00145036,24,76
E00145037,17.3,82.7
E00145039,18.2,81.8
E00145040,13.5,86.5
E00145041,14,86
E00145042,20.4,79.6
E00145043,15.3,84.7
E00145044,9.7,90.3
E00145045,27.6,72.4
E00145046,15.6,84.4
E00145047,25.8,74.2
E00145048,15.9,84.1
E00145049,10.5,89.5
E00145050,14.8,85.2
E00145051,16.1,83.9
E00145052,20.7,79.3
E00145053,21.5,78.5
E00145054,12.7,87.3
E00145055,5.8,94.2
E00145056,13.4,86.6
E00145057,9.8,90.2
E00145058,5.4,94.6
E00145060,11.5,88.5
E00145061,12.7,87.3
E00145062,16.7,83.3
E00145063,10.9,89.1
E00145064,17.2,82.8
E00145065,17.2,82.8
E00145066,30.5,69.5
E00145067,13.4,86.6
E00145068,12,88
E00145069,14.6,85.4
E00145070,19.7,80.3
E00145071,18.8,81.3
E00145072,17.3,82.7
E00145073,20.4,79.6
E00145074,11.9,88.1
E00145075,18.2,81.8
E00145076,17.3,82.7
E00145077,15.8,84.2
E00145078,10.7,89.3
E00145079,7.9,92.1
E00145080,11,89
E00145081,14.7,85.3
E00145082,14.4,85.6
E00145083,15.9,84.1
E00145084,22,78
E00145085,20.7,79.3
E00145087,19.4,80.6
E00145088,14.7,85.3
E00145089,16.9,83.1
E00145090,43.2,56.8
E00145091,22.5,77.5
E00145092,19.2,80.8
E00145096,12.8,87.2
E00145097,9.1,90.9
E00145098,11.8,88.2
E00145099,12.9,87.1
E00145100,18.2,81.8
E00145101,23.7,76.3
E00145102,17.2,82.8
E00145103,18,82
E00145104,21,79
E00145105,19.2,80.8
E00145107,33.6,66.4
E00145108,17.5,82.5
E00145109,19.8,80.2
E00145110,18.7,81.3
