areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00089297,24.4,14.5,31.3,29.8
E00089298,2.9,15.2,36.2,45.7
E00089299,4.8,18.5,24.7,52.1
E00089300,5.8,11.5,30.8,51.9
E00089399,2.9,19.1,38.2,39.7
E00089408,2.5,8.9,34.2,54.4
E00089410,4.6,20.5,34.9,40
E00138679,1.9,16.3,30.8,51
E00138692,2.1,48.6,33.8,15.5
E00138696,5,28.6,7.6,58.8
E00138697,17.8,7.7,55.6,18.9
E00138698,4.1,25.6,47.1,23.1
E00138699,0,18.6,38,43.4
E00138700,7.8,23.3,37.2,31.8
E00138701,32.2,17.4,14.8,35.6
E00138702,5.6,13.7,69.4,11.3
E00138703,0,30.9,35.5,33.6
E00138704,12.7,39,40.7,7.6
E00138705,9.4,50,34.4,6.3
E00138706,7.6,22.7,43.2,26.5
E00138707,17.1,30.1,40.4,12.3
E00138708,6.9,16.9,66.9,9.2
E00138709,60,33.6,2.9,3.6
E00138710,21.5,23.5,36.9,18.1
E00138711,3.2,25.6,57.6,13.6
E00138712,11.8,29.4,38.7,20.2
E00138713,24.8,46.2,22.1,6.9
E00138714,0,12.1,39.7,48.3
E00138715,4.1,10.6,49.6,35.8
E00138716,4.1,40.7,49.6,5.7
E00138717,2.5,32.9,39.8,24.8
E00138718,20.1,37.4,34.7,7.8
E00138719,0.9,40,46.4,12.7
E00138720,3.9,16.9,40.9,38.3
E00138721,0,1.1,12.4,86.5
E00138722,22.1,4.3,17.9,55.7
E00138723,0,12.3,66.4,21.3
E00138724,0.8,19.2,35.2,44.8
E00138725,0.8,22,43.2,34.1
E00138726,0,0.9,46.4,52.7
E00138727,19,33.9,27.3,19.8
E00138728,16.4,19.7,20.5,43.4
E00138729,0.7,3.5,27.3,68.5
E00138730,0,4.8,46,49.2
E00138731,0.8,24.8,49.6,24.8
E00138732,0,2.1,72.2,25.8
E00138733,0,10.2,51,38.8
E00138819,0,15.1,48.4,36.5
E00138820,0,19.3,36.8,43.9
E00138821,13.2,34,32.1,20.8
E00138822,10.5,22.6,54,12.9
E00138823,4.8,28,51.2,16
E00138824,1.4,41.5,31.7,25.4
E00138825,0.5,26.4,36.5,36.5
E00138833,5.6,32.2,32.9,29.4
E00138834,9.4,16.9,27.5,46.3
E00138835,3.4,42.7,32.6,21.3
E00138836,0,25.9,37.1,37.1
E00138837,3,17.9,38.8,40.3
E00138838,0.8,15.8,22.5,60.8
E00138839,5.9,25,31.6,37.5
E00138869,2.4,6,28.9,62.7
E00138870,5.7,19.4,50.7,24.2
E00144833,3.8,23.8,36.2,36.2
E00144834,4.5,24.6,30.6,40.3
E00144835,5,14.5,37.6,43
E00144836,6.4,7.1,30.7,55.7
E00144837,3.3,28.2,41.6,26.8
E00144838,3.2,19.3,29.4,48.2
E00144839,0,16.7,37,46.4
E00144840,8.8,17,47.6,26.5
E00144841,2.7,17.6,44.6,35.1
E00144843,2.5,22.3,59.2,15.9
E00144844,1.7,11,81.5,5.8
E00144845,1.7,53.8,38.5,6
E00144848,5.9,18.9,50.3,24.9
E00144849,5.8,26.8,26.8,40.6
E00144850,4.3,8,25.8,62
E00144857,43.3,20.7,8.7,27.3
E00144858,0,18.3,67.5,14.2
