areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00089297,3.8,36.9,59.2
E00089298,3.6,16.5,79.9
E00089299,2.8,17.9,79.3
E00089300,13.5,28.8,57.7
E00089399,10.8,27.7,61.5
E00089408,6.4,17.9,75.6
E00089410,4,27.1,68.8
E00138679,2.8,23.6,73.6
E00138692,4.1,35.9,60
E00138696,2.5,22,75.4
E00138697,4.8,34.7,60.5
E00138698,5,30,65
E00138699,2.3,20.9,76.7
E00138700,6.2,26.2,67.7
E00138701,5.3,44.7,50
E00138702,2.4,23.2,74.4
E00138703,3.6,31.3,65.2
E00138704,3.4,29.7,66.9
E00138705,8.2,49.7,42.1
E00138706,4.5,24.2,71.2
E00138707,5.5,41.8,52.7
E00138708,6.1,22,72
E00138709,3.5,62.7,33.8
E00138710,3.4,35.6,61.1
E00138711,3.2,25.6,71.2
E00138712,2.5,29.4,68.1
E00138713,5.4,59.9,34.7
E00138714,2.5,17.8,79.7
E00138715,3.3,24,72.7
E00138716,3.2,26.2,70.6
E00138717,7.5,26.3,66.3
E00138718,6.4,42.7,50.9
E00138719,6.4,24.8,68.8
E00138720,6.5,26.6,66.9
E00138721,4.5,6.7,88.8
E00138722,0,31,69
E00138723,4.1,11.5,84.4
E00138724,3.1,21.9,75
E00138725,5.4,23.1,71.5
E00138726,6.2,15,78.8
E00138727,3.3,31.7,65
E00138728,3.3,33.9,62.8
E00138729,5.5,11.6,82.9
E00138730,1.6,11.5,86.9
E00138731,0.8,20.8,78.5
E00138732,4.3,11.8,83.9
E00138733,7.1,21.2,71.7
E00138819,1.6,22.7,75.8
E00138820,2.7,21.4,75.9
E00138821,2.6,38.1,59.4
E00138822,3.3,26.2,70.5
E00138823,4.1,17.1,78.9
E00138824,5,26.2,68.8
E00138825,4.3,25.6,70.1
E00138833,3.5,31.2,65.2
E00138834,8.2,28.3,63.5
E00138835,1.1,16.7,82.2
E00138836,2.8,27.1,70.1
E00138837,2.2,20,77.8
E00138838,5.8,25.6,68.6
E00138839,2.9,21.3,75.7
E00138869,9.6,19.3,71.1
E00138870,4.8,23.8,71.4
E00144833,6.8,32.3,60.9
E00144834,6,28.4,65.7
E00144835,1.8,19.6,78.7
E00144836,2.9,19.6,77.5
E00144837,4.7,26.1,69.2
E00144838,6.4,19.3,74.3
E00144839,3.7,27.9,68.4
