areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00089297,95,3.2,1.8
E00089298,96.7,0.6,2.7
E00089299,94.9,0.3,4.8
E00089300,96.3,2.2,1.5
E00089399,97.6,0,2.4
E00089408,92.3,1.5,6.1
E00089410,95.6,1.5,2.9
E00138679,94.4,0.4,5.2
E00138692,98.3,0,1.7
E00138696,98.6,0.3,1
E00138697,95.6,1,3.4
E00138698,96.1,2.7,1.2
E00138699,93.3,0.6,6.1
E00138700,96.3,0.6,3.1
E00138701,93,3.2,3.9
E00138702,92.9,2,5.1
E00138703,94.9,0.4,4.6
E00138704,92.9,0.4,6.7
E00138705,85.9,2.1,12
E00138706,96.7,0.3,2.9
E00138707,90.3,1.6,8.1
E00138708,96.4,1.1,2.5
E00138709,86.2,2.2,11.6
E00138710,86.6,1.3,12.1
E00138711,89.1,1.6,9.2
E00138712,96.1,1.8,2.2
E00138713,93.4,0.4,6.2
E00138714,93.8,3.1,3.1
E00138715,97,0,3
E00138716,97,1,2
E00138717,91.6,0.6,7.8
E00138718,83.5,2,14.5
E00138719,98,0,2
E00138720,91.8,3.5,4.7
E00138721,97.4,0.4,2.2
E00138722,93.8,1.6,4.6
E00138723,94.2,1.8,3.9
E00138724,95.6,1.6,2.8
E00138725,90.1,2.6,7.3
E00138726,94.4,1.2,4.4
E00138727,95.1,0,4.9
E00138728,93.8,1.5,4.8
E00138729,96.5,1,2.5
E00138730,98.2,0,1.8
E00138731,96.8,0.3,2.9
E00138732,98.4,0.4,1.2
E00138733,96.9,0,3.1
E00138819,95,2.1,2.8
E00138820,93.8,0.8,5.4
E00138821,92.2,3.2,4.6
E00138822,96.7,0,3.3
E00138823,96.1,1.6,2.3
E00138824,95.2,1,3.8
E00138825,94.3,2.7,3.1
E00138833,93.5,2.6,3.9
E00138834,95.6,0.3,4.1
E00138835,22.4,1.3,76.3
E00138836,92.5,1.5,6
E00138837,95.9,0.6,3.5
E00138838,96.7,0.7,2.6
E00138839,91.1,1.6,7.3
E00138869,93.5,1,5.5
E00138870,96.7,1.1,2.2
E00144833,93.1,2.5,4.3
E00144834,94.3,2.5,3.2
E00144835,91.1,1.8,7
E00144836,96.6,0.3,3.1
E00144837,97.1,0.2,2.8
E00144838,95.8,2.8,1.4
E00144839,92.8,0.8,6.4
E00144840,95.2,1.4,3.4
E00144841,96.6,2.3,1.1
E00144843,89.3,2.4,8.3
E00144844,82.1,3.7,14.2
E00144845,87,2.9,10.2
E00144848,93.4,2.6,3.9
E00144849,89.7,3.7,6.7
E00144850,94,2.2,3.7
E00144857,79.8,0.8,19.4
E00144858,92.5,0.8,6.7
E00144859,90.1,2.7,7.1
E00144860,92.3,0,7.7
