geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
W00002291,91.8,4.6,1.8,1.8
W00002292,91.2,5.9,1.2,1.8
W00002293,87.9,6.8,2.9,2.4
W00002303,89.8,4.8,2,3.4
W00002305,89.3,8,2.7,0
W00002344,93.1,3.8,0.3,2.8
W00002345,87.4,6.5,2.1,4.1
W00002346,86.4,8.2,1.2,4.1
W00002347,89.1,5.4,1.4,4.1
W00002361,91.6,5.3,1.7,1.4
W00002363,88.2,6.8,2.5,2.5
W00002373,87.5,8.5,2,2
W00002374,89.7,4.8,2.6,2.8
W00002375,84.7,6.4,2.7,6.1
W00002468,91.7,5.7,1.7,1
W00002469,92.1,5,1.2,1.7
W00002470,89.9,6.5,1.1,2.4
W00002475,88.4,6.8,2.6,2.3
W00002476,89.6,7.1,0.8,2.5
W00002477,88.1,6.3,2.4,3.1
W00002610,87.9,7,2.3,2.7
W00002611,88.9,2.1,3,6
W00002612,91.9,5.6,1.4,1.1
W00002613,91.2,4.9,2,2
W00002614,91.8,3.1,0.5,4.6
W00002615,92.8,3.4,2.7,1.1
W00002616,85.1,8.8,1.5,4.6
W00002619,88,5.6,1.8,4.6
W00002620,88.4,4.1,2.9,4.5
W00002621,88.2,7.5,1.1,3.2
W00002622,91.5,3.8,0.9,3.8
W00002623,91.1,2.6,2.6,3.7
W00002624,88.6,5.9,2.9,2.6
W00002625,90,4.9,1.3,3.9
W00002627,92.8,4,1.3,1.9
W00002628,89.4,4.3,3.3,3
W00002629,85.5,9.3,1.3,4
W00002630,86.4,7.9,1.8,3.9
W00002631,91.5,5,2,1.5
W00002632,93,5,0.4,1.7
W00002633,93.3,5.9,0.4,0.4
W00002634,91.9,2.7,0.9,4.5
W00002636,91.1,3.7,1.9,3.3
W00002637,91.3,6.1,1.1,1.5
W00002638,91.5,4.5,2.3,1.7
W00002641,92.5,3.7,1.4,2.3
W00002642,90.3,3.4,0.8,5.5
W00002643,92.9,3.6,0.8,2.7
W00002644,87.5,4.6,2.1,5.8
W00002645,91.8,4.8,1.4,2.1
W00002646,92.3,6.4,0,1.3
W00002648,84.5,9.7,1.9,3.9
W00002692,82.8,10,3.3,3.8
W00002693,86.6,8.3,2.6,2.6
W00002694,84.3,9.5,2.3,3.9
W00009770,88.7,7.7,1.4,2.3
W00009774,88.7,4.9,3.5,2.9
W00009775,94.9,4.3,0,0.9
W00009776,91.9,5,1.8,1.4
W00009777,90.3,6,1.2,2.4
W00009778,88.8,8.4,0,2.8
W00009791,88.3,6.3,1.6,3.8
W00010339,92.3,3.6,2.3,1.9
W00010342,92.3,2.3,1.5,3.8
