geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00002291,83.8,0.9,15.3
W00002292,78.1,0.8,21.1
W00002293,77,1,22
W00002303,86.1,2.6,11.3
W00002305,87.2,2.3,10.4
W00002344,82,1.3,16.7
W00002345,84.5,0.9,14.6
W00002346,83.1,1.2,15.8
W00002347,86,0.9,13.1
W00002361,83.1,1.1,15.8
W00002363,80.8,1.4,17.8
W00002373,89.1,0.3,10.6
W00002374,80.8,1.9,17.3
W00002375,67.4,1.3,31.3
W00002468,83.8,1,15.2
W00002469,86.4,1.6,11.9
W00002470,80.7,2.3,17
W00002475,89.5,3.9,6.6
W00002476,85.1,0.8,14.1
W00002477,78.1,0.3,21.5
W00002610,73.9,3.2,22.9
W00002611,76.1,1.2,22.6
W00002612,70.1,5.9,24.1
W00002613,72.9,3.8,23.3
W00002614,62.1,1.5,36.4
W00002615,71.8,11.2,17
W00002616,77.2,6.2,16.7
W00002619,86.8,2,11.2
W00002620,66,3.1,30.9
W00002621,66.5,4.7,28.8
W00002622,78.8,1.4,19.8
W00002623,73.1,4.2,22.7
W00002624,62.8,4.5,32.6
W00002625,60.8,5.4,33.8
W00002627,81.4,4.7,14
W00002628,65,17,18
W00002629,79.8,6.6,13.6
W00002630,85.8,2.8,11.4
W00002631,77.4,3.8,18.9
W00002632,79.3,4.9,15.9
W00002633,77,13,10
W00002634,70.7,11.6,17.7
W00002636,74.2,3.9,21.9
W00002637,82.8,2.6,14.7
W00002638,80.6,1.6,17.7
W00002641,82,1.8,16.2
W00002642,74.1,2,23.9
W00002643,79.4,2.3,18.3
W00002644,84.8,0,15.2
W00002645,83.2,1,15.9
W00002646,92.3,0.4,7.3
W00002648,83.4,0.5,16.1
W00002692,82.9,0.8,16.3
W00002693,79.2,1.4,19.4
W00002694,83.7,0.9,15.4
W00009770,83.2,2.2,14.6
W00009774,71.2,0.3,28.5
W00009775,69.6,3.3,27.1
W00009776,67.2,5.5,27.3
W00009777,76.7,6.6,16.6
W00009778,80.3,4.4,15.3
W00009791,84.3,1,14.7
W00010339,70.8,20.8,8.4
W00010342,45.3,38,16.7
