areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00041562,87,2.5,10.6
E00042615,88.2,0.4,11.4
E00042619,82.7,3.5,13.8
E00042622,85,6.3,8.7
E00042624,84,0.3,15.6
E00042630,70.3,0.8,28.9
E00042631,68.5,5.9,25.6
E00042635,87.2,1.1,11.7
E00139689,89.4,2.8,7.8
E00139690,83.1,0,16.9
E00139691,86.2,2.6,11.2
E00139692,90.6,1.4,7.9
E00139694,79.6,1.5,18.9
E00139701,80.5,0.4,19.1
E00139702,91.5,1.6,6.9
E00139703,86.8,1.3,11.9
E00139704,85.9,0.4,13.7
E00139705,89.3,0.3,10.4
E00139789,94.1,1.7,4.2
E00139796,95,0.9,4
E00139797,93.2,2.8,4
E00139800,94.2,1.4,4.5
E00139801,92.7,2.1,5.2
E00139802,95.5,1.3,3.2
E00139803,90.5,3.2,6.3
E00139804,91.5,4.3,4.3
E00139806,94.2,3.8,1.9
E00139808,91.9,0.7,7.5
E00139811,95.6,0.3,4.1
E00139812,92.3,1.7,6
E00139813,91.9,1.8,6.3
E00139814,86.4,3.6,10
E00139815,89.9,1.7,8.4
E00139816,82.8,0.8,16.4
E00139817,86.2,0.5,13.3
E00139818,88.2,7.6,4.2
E00139823,93,1.3,5.7
E00139836,80.3,4.2,15.5
E00139838,88.3,0.4,11.3
E00139856,80.9,0.8,18.3
E00139858,90.9,1.8,7.3
E00139862,80.5,1.2,18.3
E00139863,94.4,0.6,5
E00139864,84.7,1,14.2
E00139865,85.2,2,12.8
E00139867,89.1,1,9.9
E00139870,87.8,3.8,8.4
E00139871,89.9,0.5,9.7
E00139984,79.8,4.9,15.3
E00139985,92.7,0,7.3
E00140013,81.4,2.7,15.9
E00140014,85.2,2.5,12.3
E00140031,92.6,0.7,6.8
E00140032,87.5,1.8,10.7
E00140033,85.2,1.1,13.7
E00140034,87.6,2.6,9.9
E00176361,90.9,2.6,6.6
E00190017,93.8,1.3,4.9
E00190091,92.1,1.6,6.3
E00190117,93.2,2.5,4.3
