areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00120180,24.6,10.6,58.7,6.1
E00120181,22.8,14.4,54.4,8.3
E00120182,25.8,9.9,58.8,5.6
E00120183,23.2,11.2,59.6,6
E00120184,24.6,17.9,46.7,10.8
E00120185,24.7,18.4,46.8,10
E00120186,17,9.5,64,9.5
E00120187,24.7,12.1,54.6,8.6
E00120188,21,16.6,54.8,7.6
E00120189,20,16.3,55.3,8.4
E00120190,24.9,12.4,54.1,8.6
E00120192,17.3,13.5,64,5.2
E00120193,20.9,13.3,54.5,11.4
E00120194,23.2,10.4,56.9,9.5
E00120195,44.9,17,25.2,12.9
E00120196,23.2,18.2,50.5,8.1
E00120197,21.3,12.4,58.9,7.4
E00120198,41.5,15.2,33.9,9.4
E00120199,19.1,14.2,59.6,7.1
E00120200,20.8,11.8,53.9,13.5
E00120201,21,11.4,61.7,6
E00120202,19.5,11.2,63.3,6
E00120203,16.1,9.5,70.4,4
E00120204,14.3,13.2,67.8,4.8
E00120205,49.4,12.3,17.5,20.8
E00120206,29.7,12.8,51.3,6.2
E00120207,34.2,12,39.2,14.6
E00120208,27,17.6,47.2,8.2
E00120209,30.8,14.2,40.2,14.8
E00120210,17.6,11.8,62.4,8.2
E00120211,12.2,14,64.6,9.1
E00120212,29.7,13.8,40.7,15.9
E00120213,24.6,14.4,43.7,17.4
E00120214,30.9,17.9,38.2,13
E00120215,32.5,11.9,45,10.6
E00120216,30.6,12.7,41.8,14.9
E00120217,34.1,10.8,47.6,7.6
E00120218,32.1,10.2,46,11.7
E00120219,34.7,17.3,39.3,8.7
E00120220,22.2,10.5,61.1,6.2
E00120221,26.3,12,55.1,6.6
E00120222,27.1,17.1,45.9,9.9
E00120224,16,10.3,68,5.7
E00120225,16.7,10.4,67.4,5.6
E00120226,26.1,15.8,51.5,6.7
E00120227,14.1,11.2,67.1,7.6
E00120228,11.2,13,74.6,1.2
E00120229,27.7,8.4,59,4.8
E00120231,11,6.5,74.8,7.7
E00120232,20.7,10.7,58,10.7
E00120233,21.2,11.1,59.3,8.5
E00120234,12.6,11.2,72.3,3.9
E00120235,28,14.2,49.4,8.4
E00120236,18.8,14.3,56.1,10.8
E00120237,16.3,13,63.9,6.7
E00120238,10,14.2,71.7,4.2
E00120239,11.6,8.2,76,4.1
