areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00120180,5.3,27.4,1.1,66.2,0
E00120181,8.3,27.2,3.1,59.1,2.4
E00120182,5.5,27.6,3.3,62.7,0.8
E00120183,11.1,23.7,4.6,58.3,2.3
E00120184,6.6,30.2,3.1,56.9,3.1
E00120185,8.8,34.2,2.5,52.5,2.1
E00120186,5.8,31.7,3.2,56.1,3.2
E00120187,11.8,30.9,3.8,52.3,1.1
E00120188,5.2,30.6,3.3,58.2,2.6
E00120189,2.3,30.8,1.2,65,0.8
E00120190,11,27.7,3.4,56.4,1.5
E00120192,13.7,16.3,1.8,68.1,0
E00120193,7.9,29,2.9,59.9,0.4
E00120194,7.7,29.2,2.9,58.4,1.8
E00120195,26.9,36.9,5,28.8,2.3
E00120196,7.3,33,5.6,52.1,2.1
E00120197,8.6,28.2,4.8,56.7,1.7
E00120198,22,34.8,3.8,37.5,1.9
E00120199,6.9,20.7,1.7,69.5,1.1
E00120200,12.8,36.5,3.9,46.5,0.4
E00120201,6.4,26.1,2.4,65.1,0
E00120202,8.8,25,1.8,61.7,2.7
E00120203,1.5,24.6,2.3,71.5,0
E00120204,3.9,26.6,0.5,68.1,0.8
E00120205,21.1,50.6,4.5,21.1,2.6
E00120206,7.6,29.5,1.8,59.2,2
E00120207,19.2,38,2.4,38.4,2
E00120208,13.8,34.8,1.6,47.4,2.4
E00120209,14.6,39.6,6.9,36.5,2.3
E00120210,7.7,25,0,67.3,0
E00120211,10.1,22.9,1.4,65.1,0.5
E00120212,18.3,34.4,3.7,40.7,2.9
E00120213,13.4,38.5,5.3,39.7,3.1
E00120214,23.6,32.4,7.6,36.4,0
E00120215,14,38.2,4.4,41.5,1.8
E00120216,24.1,36.7,7.4,28.9,3
E00120217,12,33.8,3.9,47.5,2.8
E00120218,14.7,38.9,3.6,40.1,2.8
E00120219,14.6,36.8,4.3,42.9,1.4
E00120220,9.1,29.6,2.5,57.6,1.2
E00120221,10.2,32,3.1,54.7,0
E00120222,14.2,31.2,3.2,47.9,3.5
E00120224,6.1,24.3,1.6,68.1,0
E00120225,2.6,18.5,2.6,74,2.3
E00120226,9.2,21,2.2,65.9,1.7
E00120227,4.4,19.6,2.6,72,1.5
E00120228,2.4,20.1,0.3,76.5,0.7
E00120229,5,26.3,3.6,63.7,1.4
E00120231,6.5,18.2,2,72.1,1.2
E00120232,9.6,28.7,2,55.8,4
E00120233,5.6,28.8,3.8,60.1,1.7
E00120234,2.6,15.6,1.7,79.8,0.3
E00120235,9.4,22.9,3.8,60.5,3.4
E00120236,10.4,18.2,2,68.1,1.3
E00120237,5.7,19.5,0.8,73.2,0.8
E00120238,6,22.8,3,65.1,3
E00120239,2.3,20.3,0,77.4,0
E00120240,3.3,27.2,0.4,67.8,1.3
E00120241,6.7,27.4,2.4,62.3,1.2
E00120242,18.7,30.6,2.4,45.5,2.9
E00120243,4.9,35.7,2.3,55.4,1.6
E00120244,6.8,35.6,0.5,54.5,2.6
E00120245,10.1,49.1,7.9,30.3,2.6
E00120247,13.2,31.5,1.6,52.7,1
E00120248,18.1,25,8.3,44.6,3.9
E00120249,19,44.2,4,29.6,3.1
E00120250,15,43.1,6.2,33.8,1.9
E00120251,25.2,45,5.5,21.6,2.8
E00120252,4.6,48.6,2.3,43.5,1
E00120253,18.7,34.8,3.7,31.9,11
E00120254,6.2,37.8,4.3,48.8,2.9
E00120255,19.5,25.1,3.7,49.3,2.3
E00120256,12,29.8,1.8,56.5,0
E00120257,14.2,43.6,1.7,39.3,1.2
E00120258,14.3,41.3,5,36,3.3
E00120259,4.9,32.5,3.6,56.2,2.9
E00120260,13.2,32.7,3,48.1,3
E00120261,12.3,23.8,0,62.3,1.5
E00120262,12.4,34.6,3,47.7,2.3
E00120263,24.8,35,5.9,31.9,2.4
E00120264,4.4,19.6,1.1,73.5,1.5
E00120265,18,30.4,4.8,45.2,1.6
E00120266,22.8,45.9,6.1,21.5,3.7
E00120267,9.3,21.7,3.6,61,4.4
E00120268,22.5,38.2,3.5,31.8,4
E00120269,21.3,34.7,4.7,35.9,3.4
E00120270,11,27.8,3,55.1,3
E00120271,13.8,45.6,5.5,32.7,2.3
E00120272,7.6,23.9,1.6,63.7,3.2
E00120273,19.7,37.2,7.3,35.8,0
E00120274,19.7,37.1,4.7,34.1,4.3
E00120275,28.3,41.6,3,25.8,1.3
E00120276,9.9,28.6,2,55.6,4
E00120277,11.1,30.7,2.5,53.7,2
E00120278,10,37.5,3.2,46.2,3.2
E00120279,10.9,28.3,2.5,52.5,5.8
E00120280,5.8,29.8,5.8,56,2.6
E00120281,6.4,25.1,4,64.1,0.4
E00120283,3.8,25.4,1.3,69.5,0
E00120284,10,27.1,1.4,57.5,4.1
E00120285,4.6,25.7,3,65.8,0.8
E00120286,5,30.1,3.6,59.6,1.7
E00120287,2.8,26.1,2.4,66.6,2.1
E00120288,5.7,34.7,3.1,56.5,0
E00120289,2.5,18.6,1.1,77.8,0
E00120291,3.5,24.5,1.6,70,0.4
E00120292,7.4,30.1,1.6,60.5,0.4
E00120293,13.6,36.2,4.1,43.4,2.7
E00120294,10.2,27.1,3.3,57.3,1.9
E00120295,18,37.7,7.8,34,2.5
E00120296,17.5,42.1,3.5,36.4,0.4
E00120297,18.3,37.8,7.7,32.1,4.1
E00120298,14.7,44.7,9.1,31.5,0
E00120299,14.5,33.3,4.3,45.3,2.6
E00120300,9.2,31.7,3.5,54.6,1.1
E00120301,13.4,37.4,3.1,45,1.1
E00120302,12.1,29.9,4.5,51.3,2.2
E00120315,17.6,32.8,3.1,43,3.5
E00120318,10.2,30.1,3.3,53.3,3.3
E00120321,4.9,27.6,3.3,63.7,0.5
E00120323,9.4,28.8,4.1,56.3,1.6
E00120324,3.8,28.5,2.6,61.7,3.4
E00120325,6.3,37.2,1.6,53.4,1.6
E00120327,15.9,35.1,5.2,43.4,0.4
E00120328,3.4,28.4,1.1,67.2,0
E00120329,5.8,25.3,2.9,64.3,1.7
E00120330,6.5,20.7,2.4,70.3,0
E00120331,9.3,27.9,4.9,54.7,3.2
E00120332,16.6,33.2,2.8,43.5,4
E00120333,7.3,32.6,4.3,54.1,1.7
