areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00120180,68.2,31.8
E00120181,68.2,31.8
E00120182,69.6,30.4
E00120183,56,44
E00120184,54,46
E00120185,49.4,50.6
E00120186,59.5,40.5
E00120187,57,43
E00120188,46.9,53.1
E00120189,56.6,43.4
E00120190,42.6,57.4
E00120192,39.3,60.7
E00120193,53.8,46.2
E00120194,51.1,48.9
E00120195,32.3,67.7
E00120196,49.1,50.9
E00120197,53.1,46.9
E00120198,33.3,66.7
E00120199,27.2,72.8
E00120200,51.8,48.2
E00120201,65.9,34.1
E00120202,59.4,40.6
E00120203,52.3,47.7
E00120204,58.9,41.1
E00120205,25.3,74.7
E00120206,54.7,45.3
E00120207,44.6,55.4
E00120208,39.5,60.5
E00120209,45,55
E00120210,49.1,50.9
E00120211,53.9,46.1
E00120212,56,44
E00120213,44.7,55.3
E00120214,44.2,55.8
E00120215,50,50
E00120216,47.6,52.4
E00120217,48.6,51.4
E00120218,46.2,53.8
E00120219,46.6,53.4
E00120220,55.8,44.2
E00120221,55.8,44.2
E00120222,44.3,55.7
E00120224,59,41
E00120225,70.3,29.7
E00120226,43.1,56.9
E00120227,47.8,52.2
E00120228,68.4,31.6
E00120229,77,23
E00120231,58.1,41.9
E00120232,44.2,55.8
E00120233,55.2,44.8
E00120234,43.8,56.2
E00120235,53.1,46.9
E00120236,50.3,49.7
E00120237,59.3,40.7
E00120238,57.1,42.9
E00120239,70.9,29.1
E00120240,65.1,34.9
E00120241,43,57
E00120242,46.2,53.8
E00120243,51.3,48.7
E00120244,47.7,52.3
E00120245,47.3,52.7
E00120247,55.8,44.2
E00120248,55.4,44.6
E00120249,41.8,58.2
E00120250,48.8,51.2
E00120251,40.6,59.4
E00120252,46.2,53.8
E00120253,55.9,44.1
E00120254,59.2,40.8
E00120255,67.4,32.6
E00120256,47.7,52.3
E00120257,34.4,65.6
E00120258,55.5,44.5
E00120259,55.5,44.5
E00120260,54.3,45.7
E00120261,66.2,33.8
E00120262,51.9,48.1
E00120263,47.6,52.4
E00120264,60.5,39.5
E00120265,35.2,64.8
E00120266,40.6,59.4
E00120267,43.3,56.7
E00120268,44.9,55.1
E00120269,43.6,56.4
E00120270,59.3,40.7
E00120271,45.4,54.6
E00120272,54.4,45.6
E00120273,37.8,62.2
E00120274,43.6,56.4
E00120275,36.1,63.9
E00120276,58.5,41.5
E00120277,59.5,40.5
E00120278,52,48
E00120279,53.3,46.7
E00120280,38,62
E00120281,69.4,30.6
E00120283,69.9,30.1
E00120284,45.8,54.2
E00120285,68.6,31.4
E00120286,52.8,47.2
E00120287,71.8,28.2
E00120288,61.8,38.2
E00120289,79.9,20.1
E00120291,65.1,34.9
E00120292,74.3,25.7
E00120293,48.9,51.1
E00120294,60.5,39.5
E00120295,43.9,56.1
E00120296,41.4,58.6
E00120297,33.2,66.8
E00120298,32,68
E00120299,51.1,48.9
E00120300,60.7,39.3
E00120301,51.3,48.7
E00120302,54.7,45.3
E00120315,45.5,54.5
E00120318,35.5,64.5
E00120321,51.1,48.9
E00120323,61.5,38.5
E00120324,65.8,34.2
E00120325,63.3,36.7
E00120327,35.9,64.1
E00120328,73.8,26.2
E00120329,72.9,27.1
E00120330,69.4,30.6
E00120331,62.9,37.1
E00120332,43.1,56.9
E00120333,51.9,48.1
E00120334,65.1,34.9
E00120335,37.4,62.6
E00120336,66.4,33.6
E00120337,59.7,40.3
E00120339,65,35
E00120340,73.6,26.4
E00120343,62.2,37.8
E00120345,63.5,36.5
E00120346,42,58
E00120350,66.9,33.1
E00120351,56,44
E00120353,34,66
E00120356,66,34
E00120357,53.9,46.1
E00120358,70,30
E00120359,69.5,30.5
E00120361,73.4,26.6
E00120362,37.9,62.1
E00120383,45.4,54.6
E00120384,43.2,56.8
E00120385,40.8,59.2
E00120386,40.8,59.2
E00120387,39.6,60.4
E00120394,70.5,29.5
E00120395,58.8,41.2
E00120396,44.1,55.9
E00120397,48.9,51.1
E00120398,38.7,61.3
E00120399,51.3,48.7
E00120400,69.3,30.7
E00120401,66,34
E00120402,31.7,68.3
E00120403,65.9,34.1
E00120404,69.6,30.4
E00120405,77,23
E00120406,41.6,58.4
E00120407,61.8,38.2
E00120408,64.1,35.9
E00120410,36.2,63.8
E00120411,27.1,72.9
E00120412,49.5,50.5
E00120413,60.5,39.5
E00120414,23.1,76.9
E00120415,55.2,44.8
E00120416,74,26
E00120417,58.4,41.6
E00120418,72.4,27.6
E00120419,55.1,44.9
E00120420,50.9,49.1
E00120421,47.3,52.7
E00120422,59.1,40.9
E00120423,56.8,43.2
E00120424,56.3,43.8
E00120425,71.1,28.9
E00120426,53.7,46.3
E00120427,68.4,31.6
E00120428,59.8,40.2
E00120429,66.2,33.8
E00120430,47.6,52.4
E00120431,74.5,25.5
E00120432,66.3,33.7
E00120433,50.8,49.2
E00120434,73.9,26.1
E00120454,54.7,45.3
E00120476,49.1,50.9
E00120477,28.2,71.8
E00120478,36.9,63.1
E00120479,17.2,82.8
E00120480,39.8,60.2
E00120481,36.9,63.1
E00120482,30.3,69.7
E00120483,36.9,63.1
E00120484,34.7,65.3
E00120485,22.6,77.4
E00120486,39,61
E00120488,52.6,47.4
E00120489,35.2,64.8
E00120490,61.8,38.2
E00120491,32.1,67.9
E00120492,41.7,58.3
E00120493,32.3,67.7
E00120494,43.3,56.7
