areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00120180,92.4,3.4,0.8,3.4
E00120181,92.8,7.2,0,0
E00120182,88.5,6.1,2.4,3
E00120183,80.7,7.4,2.3,9.7
E00120184,89.2,3.4,0,7.4
E00120185,84.4,7.8,3.9,3.9
E00120186,89.1,6.6,2.2,2.2
E00120187,90.6,3.9,2.4,3.1
E00120188,88.7,4.8,1.7,4.8
E00120189,91.5,4.6,0,3.8
E00120190,75.6,15,0.8,8.7
E00120192,77.6,6.6,4.6,11.2
E00120193,89,5.5,1.4,4.1
E00120194,84.8,5.5,2.1,7.6
E00120195,77,14.1,3.7,5.2
E00120196,87.2,3.4,1.3,8.1
E00120197,85.8,7.4,1.4,5.4
E00120198,70.5,8.3,6.1,15.2
E00120199,76.5,8.7,2.6,12.2
E00120200,87.2,10.4,0,2.4
E00120201,97.4,2.6,0,0
E00120202,91.8,5.8,0.5,1.9
E00120203,93.1,2.8,0.7,3.4
E00120204,96.1,3.4,0.5,0
E00120205,91.4,4.9,0.6,3.1
E00120206,83.6,7.7,1.5,7.2
E00120207,85.1,7.4,1.7,5.8
E00120208,90.8,2.8,3.5,2.8
E00120209,84,10.4,2.4,3.2
E00120210,94.2,4.1,0,1.7
E00120211,92.3,5.1,0,2.6
E00120212,90.2,5.7,0.8,3.3
E00120213,81.9,11.8,2.4,3.9
E00120214,90.8,5.8,1.7,1.7
E00120215,87.8,10.6,0,1.6
E00120216,90.6,4.3,2.2,2.9
E00120217,88.5,9,0.8,1.6
E00120218,82.2,12.7,0,5.1
E00120219,93.8,5.4,0,0.8
E00120220,91.1,3.3,1.6,4.1
E00120221,91.4,7.8,0,0.9
E00120222,90.1,3.3,1.1,5.5
E00120224,91.9,1.6,0.8,5.7
E00120225,96.9,3.1,0,0
E00120226,72,8.3,4.5,15.2
E00120227,83.1,8.5,0.7,7.7
E00120228,95.5,3,0.8,0.8
E00120229,96.1,1.6,0,2.4
E00120231,92.7,4.8,0,2.4
E00120232,78.2,9.7,2.4,9.7
E00120233,88.1,6.3,2.1,3.5
E00120234,88.8,5.9,1.6,3.7
E00120235,74.4,8.1,4.4,13.1
E00120236,83.2,7.1,3.9,5.8
E00120237,94.6,5.4,0,0
E00120238,93.7,5.5,0.8,0
E00120239,94.4,4.8,0,0.8
E00120240,93.4,4.1,0.8,1.7
E00120241,88.3,4.8,2.8,4.1
E00120242,90.4,4,2.4,3.2
E00120243,91.5,5.2,0,3.3
E00120244,93.1,2.9,0,3.9
E00120245,97.7,2.3,0,0
E00120247,91.3,7.9,0,0.8
E00120248,90.8,6.4,0,2.8
E00120249,94.8,1.7,0,3.5
E00120250,95.5,1.5,1.5,1.5
E00120251,96.4,2.7,0.9,0
E00120252,90.3,4.8,2.1,2.8
E00120253,80.8,6.4,3.2,9.6
E00120254,84.9,7.5,1.9,5.7
E00120255,88,8.3,0.9,2.8
E00120256,94,4.3,0,1.6
E00120257,90.9,5.7,0,3.4
E00120258,94,2.2,1.5,2.2
E00120259,89.2,7.9,0.7,2.2
E00120260,86.1,8.8,2.2,2.9
E00120261,88.8,7.2,0,4
E00120262,82,10.9,0.8,6.3
E00120263,75.4,14,5.3,5.3
E00120264,92.1,2.1,2.9,2.9
E00120265,82.6,10.1,2.2,5.1
E00120266,89.9,7.2,0.7,2.2
E00120267,82.3,9.8,2.3,5.6
E00120268,85.1,8.5,4.3,2.1
E00120269,85.9,8.6,0.6,4.9
E00120270,86.6,6,0.7,6.7
E00120271,85.8,6.3,3.9,3.9
E00120272,89.7,5.1,0,5.1
E00120273,86.6,5.9,2.5,5
E00120274,80,13.8,2.3,3.8
E00120275,91.6,3.1,1.5,3.8
E00120276,89.4,5.7,2.1,2.8
E00120277,94.4,3.2,0.8,1.6
E00120278,86,7.4,2.9,3.7
E00120279,93.6,3.2,1.6,1.6
E00120280,91.3,2.4,1.6,4.8
E00120281,96.8,2.4,0,0.8
E00120283,95,4.3,0,0.7
E00120284,94.3,4.3,0,1.4
E00120285,93.8,5.4,0,0.9
E00120286,92.8,2.4,1.2,3.6
E00120287,94.5,4.7,0,0.8
E00120288,95,1.7,3.3,0
E00120289,96.9,2.3,0,0.8
E00120291,89.1,7.6,0,3.4
E00120292,94.4,4.8,0.8,0
E00120293,94.9,0.9,0.9,3.4
E00120294,95.2,4.1,0.7,0
E00120295,91.2,3.2,2.4,3.2
E00120296,93.2,4.3,0.9,1.7
E00120297,99.3,0,0,0.7
E00120298,91.3,2.4,0.8,5.6
E00120299,96.6,2.5,0.8,0
E00120300,91.7,7.5,0,0.8
E00120301,92.8,6.4,0,0.8
E00120302,93.3,5,1.7,0
E00120315,96.9,2.3,0.8,0
E00120318,90.9,3.2,1.9,3.9
E00120321,97.5,1,0,1.5
E00120323,94.7,3.3,1.3,0.7
E00120324,95.9,4.1,0,0
E00120325,90.1,5.8,0,4.1
E00120327,95.2,2.1,0,2.7
E00120328,99.2,0.8,0,0
E00120329,97.6,0.8,0.8,0.8
E00120330,96.7,2.5,0.8,0
E00120331,96,0.8,0,3.2
E00120332,85.6,9.1,3,2.3
E00120333,91.3,4.8,0.8,3.2
E00120334,94.4,4.8,0,0.8
E00120335,96.2,3.1,0,0.8
E00120336,93.4,4.9,0,1.6
E00120337,91.2,6.4,2.4,0
E00120339,95.1,1.6,0.8,2.4
E00120340,96.5,2.6,0,0.9
E00120343,96.7,0.8,0,2.4
E00120345,92.9,5.7,0.7,0.7
E00120346,87.7,5,2.2,5
E00120350,95.5,3,0.8,0.8
E00120351,91.3,3.9,0.8,3.9
E00120353,91.2,5.8,0,2.9
E00120356,94.7,3.9,0.7,0.7
E00120357,94.7,2.3,0,3.1
E00120358,97.3,1.8,0.9,0
E00120359,94.5,4.8,0,0.7
E00120361,97,2.2,0,0.7
E00120362,95.1,0.8,3.3,0.8
E00120383,78,15.3,0.8,5.9
E00120384,83.8,8.1,4.7,3.4
E00120385,89.1,7.8,0.8,2.3
E00120386,81.8,9.9,2.5,5.8
E00120387,79.5,12.9,3,4.5
E00120394,91.9,6,0,2
E00120395,87.2,7.5,0.8,4.5
E00120396,87,5.7,2.4,4.9
E00120397,88.4,7,0.8,3.9
E00120398,92.2,2.6,0.9,4.3
E00120399,87.6,5.7,6.7,0
E00120400,89.5,8.1,0.8,1.6
E00120401,92.4,4.6,0.8,2.3
E00120402,86.3,3.8,2.3,7.6
E00120403,94.2,2.5,1.7,1.7
E00120404,95.1,2.8,0,2.1
E00120405,97.6,2.4,0,0
E00120406,75.6,5.5,7.9,11
E00120407,92.9,4.8,1.6,0.8
E00120408,92.6,3.3,4.1,0
E00120410,82.3,7.1,3.5,7.1
E00120411,80.6,9.7,3.2,6.5
E00120412,86,4.1,2.5,7.4
E00120413,87.9,6.1,2.3,3.8
E00120414,94.2,1.9,0,3.8
E00120415,89.5,5.3,0,5.3
E00120416,96.1,3.1,0,0.8
E00120417,87.3,6.4,1.3,5.1
E00120418,96.4,2.9,0.7,0
E00120419,93.7,1.6,2.4,2.4
E00120420,88.7,7,0.9,3.3
E00120421,80.2,8.1,5.4,6.3
E00120422,88.3,8.6,1.6,1.6
E00120423,89.7,4.8,1.4,4.1
E00120424,83.1,11,0,5.9
E00120425,98.5,1.5,0,0
E00120426,88.7,7.7,1.4,2.1
E00120427,92.9,6.3,0.8,0
E00120428,89.7,3.4,2.6,4.3
E00120429,93.2,2.3,3,1.5
E00120430,92.8,2.9,0.7,3.6
E00120431,94.7,3.8,0,1.5
E00120432,96.7,2.5,0,0.8
E00120433,95.2,3.4,0,1.4
E00120434,98.4,0.8,0.8,0
E00120454,96.4,3.6,0,0
E00120476,91.4,4.6,0,4
E00120477,85.5,3.4,1.7,9.4
E00120478,83.8,7.8,1.2,7.2
E00120479,87,4,0.6,8.5
E00120480,87.2,4,1.6,7.2
E00120481,77.8,6.8,2.5,13
E00120482,86.5,5.7,1.6,6.1
E00120483,78.2,7.5,1.4,12.9
E00120484,84.5,4.7,1.4,9.5
E00120485,80.7,3.7,0,15.6
E00120486,85.6,4.1,1,9.3
E00120488,88.7,6.8,0,4.5
E00120489,79.6,13,0.9,6.5
E00120490,85.4,6.3,1.4,6.9
E00120491,83.7,6.8,1.1,8.4
E00120492,84.2,7.6,1.3,7
E00120493,82.7,8.4,0.4,8.4
E00120494,94.6,3.4,0,2
E00120495,93.1,4.6,1.5,0.8
E00120497,87.3,5.2,2.2,5.2
E00120498,91.1,5.7,0.6,2.5
E00120499,88.2,9.4,0.8,1.6
E00120500,95.9,1.7,1.7,0.8
E00120501,87.4,5,3.4,4.2
E00120522,92,2.9,3.6,1.4
E00120523,97,0.8,0.8,1.5
E00120524,94.2,4.1,0.8,0.8
E00120525,99.2,0.8,0,0
E00120526,98.5,1.5,0,0
E00120527,84.6,6.6,2.9,5.9
E00120528,96.3,2.2,0.7,0.7
E00120529,87.3,4,3.2,5.6
E00120530,90.5,1.9,4.8,2.9
E00120531,85.5,7.3,0.8,6.5
E00120532,94.7,3.8,0.8,0.8
E00120533,96.2,1.5,0.8,1.5
E00120534,95,2.1,1.4,1.4
E00120535,96.9,2.3,0,0.8
E00120536,96.2,3.8,0,0
E00120537,92.6,3.3,2.5,1.7
E00120538,92.9,3.6,0,3.6
E00120539,84.8,4.5,0.8,9.8
E00120540,88.3,8.7,0,2.9
E00120541,89.7,6.3,1.6,2.4
E00120542,93.5,4.1,0,2.4
E00120543,90.8,4.3,0,5
E00120544,91.9,4.9,1.6,1.6
E00120545,86.2,3.7,1.6,8.5
E00120546,68.4,22.1,3.7,5.9
E00120547,83.8,11.1,2.6,2.6
E00120548,89.1,3.6,2.2,5.1
E00120549,82.8,7.3,4.6,5.3
E00120550,84.5,7,4.7,3.9
E00120551,82,9.4,3.9,4.7
E00120552,83.5,11.3,0.9,4.3
E00120553,77.3,12.9,3.8,6.1
E00120554,86.5,7.5,2.3,3.8
E00120555,84,10.4,3.2,2.4
E00120556,83,9.2,4.3,3.5
E00120557,86,4.7,5.6,3.7
E00120558,87.9,8.6,1.7,1.7
E00120559,89.9,5,2.5,2.5
E00120560,79.1,11.6,0.8,8.5
E00120561,86,8.7,0,5.3
E00120563,85.1,9.7,1.5,3.7
E00120564,96.9,2.3,0.8,0
E00120565,97.5,1.7,0,0.8
E00120566,93.5,5.6,0,0.8
