geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00060255,44.9,15.3,17.8,22
E00060256,53.1,18.8,12.5,15.6
E00060257,41.9,23.3,17.1,17.8
E00060258,53.2,24.5,8.5,13.8
E00060259,51.5,17.5,11.3,19.6
E00060260,51.4,18.6,18.6,11.4
E00060261,52.4,22.2,9.5,15.9
E00060262,32.9,21.1,18.4,27.6
E00060263,50,25,9.8,15.2
E00060264,50,26.4,10,13.6
E00060265,48.8,24.4,7.3,19.5
E00060266,58.5,19.5,7.3,14.6
E00060267,52.8,36.1,0,11.1
E00060268,48.7,17.9,5.1,28.2
E00060269,57.7,15.4,9,17.9
E00060270,46.5,28,12.1,13.4
E00060271,48.5,20.4,12.6,18.4
E00060272,57.1,21.4,14.3,7.1
E00060273,55.9,19.8,6.3,18
E00060274,39,29.3,15.9,15.9
E00060275,50.8,25.9,5.9,17.3
E00060276,49,25,9.4,16.7
E00060277,40.2,28.6,12.5,18.8
E00060278,50,26.1,13,10.9
E00060279,55.1,25.4,10.2,9.3
E00060280,39.9,27.3,17.4,15.4
E00060281,41.1,31.6,10.5,16.8
E00060282,55.4,21.5,11.5,11.5
E00060283,47.7,18.5,9.2,24.6
E00060284,37.8,28.8,16.2,17.1
E00060285,44.8,25.9,8.6,20.7
E00060286,42.9,36.7,16.3,4.1
E00060287,36.7,26.7,16.7,20
E00060288,47.4,31,10.3,11.2
E00060289,41.4,27.1,10.7,20.7
E00060290,50.5,25.2,8.1,16.2
E00060291,48.6,29.2,15.3,6.9
E00060292,53.2,12.9,16.1,17.7
E00060293,64.5,23.7,5.4,6.5
E00060294,55.4,17,13.4,14.3
E00060295,59.4,23.8,5,11.9
E00060296,51,22.1,6.7,20.2
E00060297,35.8,34,19.8,10.4
E00060298,58.6,21.4,7.1,12.9
E00060299,45,25,11.3,18.8
E00060302,51.8,22.3,10.7,15.2
E00060303,36.1,26.2,18,19.7
E00060304,43.4,32.1,11.3,13.2
E00060305,59.8,17.5,13.4,9.3
E00060306,44.1,20.6,14.7,20.6
E00060307,54.8,19.2,12.3,13.7
E00060308,60.8,20.3,7.6,11.4
E00060309,40.8,36.9,9.7,12.6
E00060310,61,17,9,13
E00060311,27.1,20.8,31.9,20.1
E00060312,23.5,20.6,41.9,14
E00060313,18.4,35.5,32.9,13.2
E00060315,33.9,23.5,26.1,16.5
E00060316,27.3,30.3,29.3,13.2
E00060317,51.9,13.9,8.9,25.3
E00060318,61.3,19.4,4.3,15.1
E00060319,51.9,15.1,17,16
E00060320,38.4,30.4,13.4,17.9
E00060321,45,24.3,17.2,13.6
E00060322,54.2,15.9,15,15
E00060323,47.6,14,16.8,21.7
E00060324,38.9,20.4,20.4,20.4
E00060325,51.8,19.3,7.9,21.1
E00060326,44,20.7,17.2,18.1
E00060327,50.4,17.7,12.4,19.5
E00060328,51.8,15.7,15.7,16.9
E00060329,51.4,11.2,15.9,21.5
E00060330,56.7,20.5,11.8,11
E00060331,47.3,17.9,15.2,19.6
E00060332,51.5,21.4,15.5,11.7
E00060333,42.7,20.4,20.4,16.5
E00060334,42.1,13.2,19,25.6
E00060335,51.9,8.9,26.6,12.7
E00060336,53.9,21.7,10.4,13.9
E00060337,41.3,24.5,17.5,16.8
E00060338,29.9,29.9,20.8,19.4
E00060339,37.1,28.2,21.8,12.9
E00060340,38.4,27.2,25.2,9.3
E00060341,39.5,28.7,15.3,16.6
E00060342,36.6,27.5,25.2,10.7
E00060343,33.8,36.5,14.9,14.9
E00060344,39.3,14.3,25.7,20.7
E00060345,42.9,19.6,21.4,16.1
E00060346,39,23.8,16.2,21
E00060347,39.5,16.6,27.4,16.6
E00060348,47.4,22.4,19.2,10.9
E00060349,33.6,19.3,31.4,15.7
E00060350,44.7,26.6,18.1,10.6
E00060351,30.3,30.3,22.1,17.2
E00060352,32.3,25.8,29.6,12.4
E00060353,36.8,27.6,20.5,15.1
E00060354,34.7,30.5,18,16.8
E00060355,45.7,21.7,16.7,15.9
E00060356,51.5,14.4,22,12.1
E00060357,49,9,22.1,20
E00060358,42.5,17.9,20.8,18.9
E00060359,45.7,19.6,20.7,14.1
E00060360,46.1,26.3,13.2,14.5
E00060361,58.1,17.2,14,10.8
E00060362,41.6,27.7,15.7,15.1
E00060363,34.4,33.1,21.2,11.3
E00060364,39.8,32,12.5,15.6
E00060365,28.1,31.5,24.7,15.7
E00060366,35,30.8,19.2,15
E00060367,37.8,29.6,12.2,20.4
E00060368,39,28.8,16.9,15.3
