geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00060255,37.4,20,13.5,29
E00060256,28.7,21.3,27.2,22.8
E00060257,34.1,37.2,17.1,11.6
E00060258,21.7,24.5,6.6,47.2
E00060259,19.8,21.7,4.7,53.8
E00060260,27.9,26,32.7,13.5
E00060261,16.8,12.1,8.4,62.6
E00060262,11.3,17.9,32.1,38.7
E00060263,25.5,20.9,2.7,50.9
E00060264,29.9,29.9,24.8,15.4
E00060265,18.2,10.4,19.5,51.9
E00060266,23.6,12.7,38.2,25.5
E00060267,36.8,11.8,3.9,47.4
E00060268,28,4,8,60
E00060269,33,25,6,36
E00060270,49.6,32.4,6.5,11.5
E00060271,16,27.5,44.3,12.2
E00060272,28.8,5.5,15.1,50.7
E00060273,24,14.7,45.3,16
E00060274,15.5,19.1,40.9,24.5
E00060275,16.4,42.1,27,14.5
E00060276,36.8,21.4,27.4,14.5
E00060277,12.2,27.6,43.9,16.3
E00060278,11.9,17.5,53.2,17.5
E00060279,45,23.3,19.2,12.5
E00060280,22.1,42.4,13.8,21.7
E00060281,14.3,15.8,45.9,24.1
E00060282,11.6,13,65.9,9.4
E00060283,38.5,31.1,18.9,11.5
E00060284,11.9,15.6,61.3,11.3
E00060285,19.4,18.8,47.9,13.9
E00060286,13.7,6.9,74,5.3
E00060287,6,4.5,73.9,15.7
E00060288,20.1,16.4,42.5,20.9
E00060289,31.3,31.3,26.1,11.3
E00060290,35.3,21.6,30.2,12.9
E00060291,15.6,15.6,54.2,14.6
E00060292,14.3,5.3,60.2,20.3
E00060293,20.9,10.1,51.2,17.8
E00060294,29.1,31.6,6.8,32.5
E00060295,10.1,15.1,61.9,12.9
E00060296,30.9,27.6,30.9,10.6
E00060297,21.1,41.3,12.8,24.8
E00060298,20.4,7.4,41.7,30.6
E00060299,26.7,20.8,13.9,38.6
E00060302,35.9,32,2.3,29.7
E00060303,32.1,4.9,27.2,35.8
E00060304,12.2,17.1,51.2,19.5
E00060305,7.8,15,64.7,12.4
E00060306,17.9,30.4,42,9.8
E00060307,15,11.5,57.5,15.9
E00060308,11.1,16.2,61.6,11.1
E00060309,18.9,18.9,52.5,9.8
E00060310,10.3,15.4,60.7,13.7
E00060311,50.4,32.8,5.6,11.2
