geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00060255,73.5,0.6,25.8
E00060256,67.2,4.2,28.5
E00060257,81.4,0,18.6
E00060258,67.7,2.1,30.2
E00060259,66.8,3.9,29.3
E00060260,74.6,0,25.4
E00060261,55.4,4.6,40
E00060262,68.6,1.5,29.9
E00060263,70.2,3.4,26.3
E00060264,79.6,1.2,19.2
E00060265,45.1,2.8,52.1
E00060266,55.1,3,41.8
E00060267,58.3,3.1,38.6
E00060268,52.3,2.3,45.4
E00060269,68.7,2.4,28.9
E00060270,80.4,0.3,19.3
E00060271,70.6,0.3,29.1
E00060272,45.5,16.4,38.2
E00060273,62.4,0.3,37.3
E00060274,65.9,0,34.1
E00060275,70.5,1,28.6
E00060276,74.5,1.5,23.9
E00060277,75.2,0.7,24.1
E00060278,66.6,0.3,33.1
E00060279,73.6,1.1,25.4
E00060280,81.9,0.4,17.7
E00060281,57.7,1.5,40.7
E00060282,56,4.1,39.9
E00060283,75.2,0,24.8
E00060284,58.6,3.1,38.3
E00060285,66.3,0,33.7
E00060286,57.7,1.5,40.8
E00060287,43.8,2.2,53.9
E00060288,65.6,5.1,29.3
E00060289,75.4,0,24.6
E00060290,72.2,0,27.8
E00060291,57.1,6.3,36.6
E00060292,56.5,6.3,37.2
E00060293,57.1,0.6,42.3
E00060294,71.2,5.6,23.2
E00060295,65.8,2.5,31.7
E00060296,73.5,3.6,22.8
E00060297,68.6,4.5,26.9
E00060298,52,0.9,47.1
E00060299,54.9,5.5,39.7
E00060302,70,0.7,29.3
E00060303,61.2,8.7,30.1
E00060304,69.1,5.7,25.1
E00060305,52.1,5.2,42.7
E00060306,73.4,0.7,25.9
E00060307,62.1,0,37.9
E00060308,68.5,1.6,29.9
E00060309,66.9,0.7,32.4
E00060310,60.4,2.7,36.9
E00060311,86.8,0,13.2
E00060312,92.4,0.7,7
E00060313,76.2,1,22.8
E00060315,87.8,1.6,10.6
E00060316,92,0.4,7.6
E00060317,62.4,0.4,37.2
E00060318,60.6,0.6,38.8
E00060319,70.5,0.6,28.9
E00060320,85.7,0,14.3
E00060321,87.2,0.3,12.5
E00060322,78.2,0.4,21.5
E00060323,88.8,0.9,10.3
E00060324,84.9,0.4,14.7
E00060325,67.4,2.5,30.1
E00060326,90.8,0.4,8.8
E00060327,81.3,1.5,17.2
E00060328,70.4,1.3,28.3
E00060329,79.8,0.4,19.7
E00060330,88.3,0.7,11
E00060331,83.7,0.8,15.6
E00060332,85.7,0.4,13.9
E00060333,81,0.8,18.2
E00060334,85,0,15
E00060335,82.2,0,17.8
E00060336,65.2,2.6,32.3
E00060337,78.9,0.5,20.6
E00060338,89.2,0,10.8
E00060339,85.8,2,12.2
E00060340,80,0.3,19.7
E00060341,86.4,0,13.6
E00060342,85.9,0.7,13.4
E00060343,83.8,0,16.2
E00060344,87.2,1.6,11.2
E00060345,66.5,2.7,30.8
E00060346,74.8,2.3,22.9
E00060347,85.3,0.7,14
E00060348,77.8,0.9,21.3
E00060349,95,0.3,4.6
E00060350,73.6,4.8,21.6
E00060351,86.2,3.1,10.7
E00060352,90.3,0.8,8.9
E00060353,79.2,0.5,20.3
E00060354,82,0.3,17.8
E00060355,87.2,0.4,12.5
E00060356,86.7,3.2,10.2
E00060357,87.9,0.3,11.7
E00060358,75.7,0.7,23.7
E00060359,86.9,0.4,12.8
E00060360,89.8,0.4,9.9
E00060361,81.7,0.8,17.5
E00060362,84.2,0.9,14.8
E00060363,88.4,0.7,10.9
E00060364,80.7,0.4,18.9
E00060365,81.4,0,18.6
E00060366,91.7,0,8.3
E00060367,88.5,0.7,10.8
E00060368,84.1,0,15.9
E00060369,92,0.7,7.3
E00060370,91.5,0.6,7.9
E00060371,79.8,1.8,18.4
E00060372,92.6,0,7.4
E00060373,81.2,0,18.8
E00060374,90.8,0.3,8.9
E00060375,83.7,0,16.3
E00060376,89.9,0,10.1
E00060377,69,0.6,30.3
E00060379,53.5,7.5,39
E00060381,65.2,3.7,31.1
E00060382,54.3,5.7,40
E00060383,63,3.9,33
E00060384,66.7,3.5,29.8
E00060385,71.1,2.5,26.4
E00060386,61.6,8.2,30.1
E00060387,50.7,5.6,43.7
E00060388,76.4,5.1,18.5
E00060390,49.5,10.8,39.7
E00060391,72.4,2.9,24.7
E00060392,76.6,0,23.4
E00060393,75.7,1.6,22.8
E00060394,75,3.7,21.3
E00060395,70.6,2.5,26.9
E00060396,70.1,3.1,26.8
E00060397,79.7,1.3,19
E00060398,53.6,12.8,33.5
E00060399,50.5,4.7,44.8
E00060400,64.6,1.8,33.7
E00060401,66.2,0.3,33.4
E00060402,58,0.4,41.7
E00060403,61.5,0.4,38.1
E00060404,67.5,0.3,32.2
E00060405,64.5,1,34.5
E00060406,63.9,1.5,34.6
E00060407,70.4,0.8,28.8
E00060408,64.7,0,35.3
E00060409,69.6,0.9,29.4
E00060410,54.2,0,45.8
E00060411,58.5,0,41.5
E00060412,54.5,1.4,44.1
E00060413,67.5,0,32.5
E00060414,66.1,2,31.9
E00060415,65.1,0.7,34.2
E00060416,62.4,1,36.6
E00060417,87.5,0.7,11.8
E00060418,94.3,1.1,4.6
E00060419,70.9,0.6,28.5
E00060420,80.6,0,19.4
E00060421,71.7,0.4,27.9
E00060422,70.4,5.1,24.6
E00060423,71.2,0.4,28.4
E00060424,73.7,1.6,24.7
E00060426,87.9,1,11.1
E00060428,90.8,1.7,7.5
E00060429,91.7,0.7,7.7
E00060430,91.1,1.1,7.9
E00060431,65.9,0.2,33.8
E00060432,71.4,1.7,26.9
E00060433,62.7,0.8,36.5
E00060434,59.8,0,40.2
E00060435,67.9,0.7,31.4
E00060436,80.8,0,19.2
E00060437,78.9,1.4,19.6
E00060438,85.4,1,13.6
E00060439,80.4,0.4,19.3
E00060440,77.9,0,22.1
E00060441,86.3,1.4,12.4
E00060442,85.7,0,14.3
E00060443,88.1,0,11.9
E00060444,76.5,0.5,23.1
E00060445,77,1.2,21.8
E00060446,67.9,0,32.1
E00060447,79.2,0.4,20.4
E00060448,58.5,5.8,35.7
E00060449,83.7,0,16.3
E00060450,67.8,2.8,29.4
E00060451,69.4,4.2,26.4
E00060452,85.1,0.3,14.6
E00060453,85,0.4,14.5
E00060454,58.9,2.8,38.3
E00060455,76.9,3.2,19.8
E00060456,74.2,3.7,22.1
E00060457,69.2,0.6,30.1
E00060458,74.5,1.2,24.2
E00060459,67.8,2.3,29.9
E00060460,76.2,0,23.8
E00060461,57.7,2.2,40
E00060463,78.6,0,21.4
E00060464,86.3,1,12.8
E00060465,69.1,0.7,30.2
E00060466,74.9,0,25.1
E00060467,83.1,3,13.9
E00060468,79.4,0.6,20
E00060469,67.1,0.8,32.1
E00060470,80.8,0.3,18.8
E00060471,73.8,1.9,24.3
E00060472,80.3,3,16.7
E00060473,59.5,3.6,36.8
E00060474,81.8,0.4,17.8
E00060475,52.5,4.4,43.1
E00060476,60.6,4,35.4
E00060478,52.7,5,42.3
E00060479,61.1,2.7,36.2
E00060480,60.4,3.8,35.8
E00060481,71,0,29
E00060482,74.9,0,25.1
E00060483,72,0.4,27.5
E00060484,79,0.3,20.7
E00060485,71.5,0,28.5
E00060486,75.3,0.3,24.3
E00060487,64.1,1.9,34
E00060488,62.1,1.9,36
E00060489,80.6,0.9,18.5
E00060490,78.7,1.1,20.2
E00060491,79.6,1.8,18.6
E00060492,76.7,1.2,22
E00060493,73.1,1.6,25.2
E00060494,82.6,0.8,16.6
E00060495,85.6,0,14.4
E00060496,75.9,0.3,23.8
E00060497,76.3,2,21.7
E00060498,80.7,2.2,17.1
E00060499,85.8,0.4,13.9
E00060500,84.5,0.4,15.1
E00060501,80.7,1.4,17.9
E00060502,83.8,0.4,15.8
E00060503,90.9,2.1,7
E00060504,90.3,0.5,9.2
E00060505,86.5,0,13.5
E00060507,86.3,0.4,13.3
E00060509,78.8,1.7,19.5
E00060512,77,1.1,21.9
E00060513,87.8,2.2,10
E00060514,66.6,3.8,29.6
E00060515,62,7.5,30.5
E00060516,56.9,8.5,34.6
E00060517,46.9,5.8,47.3
E00060518,57.2,2.6,40.3
E00060519,57.3,2.9,39.8
E00060521,62.2,4.7,33.1
E00060523,61.9,6.6,31.4
E00060524,84.7,2.1,13.2
