areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00063823,67.9,2.6,29.5
E00063824,85.9,0.6,13.5
E00063825,80,1.2,18.8
E00063826,83.2,1.8,15
E00063827,79.9,1.6,18.5
E00063828,78.4,1.5,20.1
E00063829,81.8,0,18.2
E00063830,76.5,6.3,17.2
E00063831,85.9,3.6,10.5
E00063832,86.5,0.9,12.6
E00063833,78.3,1.9,19.8
E00063834,81.2,1.2,17.7
E00063835,80.7,0.3,19
E00063836,78.5,1.8,19.7
E00063837,86.7,1.2,12
E00063838,72.5,3,24.5
E00063839,81.6,0.8,17.7
E00063840,81.2,1,17.7
E00063841,78.9,0.9,20.3
E00063842,80.2,2.9,16.9
E00063843,73.1,1.6,25.4
E00063844,69.3,2,28.6
E00063845,77.6,2,20.5
E00063846,83.2,0.8,16
E00063847,79.3,0.8,19.9
E00063848,82,2,16
E00063849,87.9,0.3,11.8
E00063864,84.1,2.3,13.6
E00063865,76.1,0.3,23.6
E00063866,81.6,2.3,16.1
E00063867,84.5,3,12.5
E00063868,87,1.7,11.4
E00064046,65.7,1.5,32.8
E00064049,79.9,4.6,15.5
E00064050,79.9,0.4,19.7
E00064051,82.3,2.6,15.1
E00064052,80,1.2,18.8
E00064053,61.2,2.8,36
E00064061,82.8,1.7,15.5
E00064063,53.7,4.5,41.8
E00064064,80.1,4.5,15.4
E00064065,62.1,2,35.9
E00064066,80.8,1.9,17.3
E00064067,74,2.4,23.6
E00064068,82.3,1.4,16.3
E00064069,57,6.5,36.4
E00064070,83.1,1.6,15.3
E00064120,92.3,0.3,7.3
E00064121,85.7,0,14.3
E00064122,79.3,2.5,18.1
E00064123,82.8,3.4,13.7
E00064124,79.1,0.9,20.1
E00064125,88.1,1.6,10.3
E00064126,85.1,1.4,13.5
E00064127,84.3,2.4,13.3
E00064128,85.2,1.6,13.2
E00064129,88.3,0.4,11.3
E00064130,89.1,0,10.9
E00064131,85.8,0.9,13.2
E00064132,84.2,1.9,13.9
E00064133,88,0.4,11.6
E00064134,90,0.7,9.3
E00064135,87.4,1.3,11.3
E00064136,81.5,0.8,17.7
E00064137,88,3.3,8.8
E00064138,80.7,1.8,17.5
E00064139,81.2,0.7,18.1
E00064140,88,2.6,9.4
E00064141,81.3,2.1,16.6
E00129601,86,2.6,11.4
E00129602,81.7,0.8,17.4
E00129603,83.2,1.5,15.3
E00129604,88.2,0.4,11.4
E00129605,81.6,1,17.4
E00129606,71.1,0.6,28.3
E00129607,72.9,3.3,23.8
E00129608,72.3,0.8,26.9
E00129609,83.2,0.5,16.2
E00129610,82.3,0.8,16.9
E00129611,81.6,2.5,15.9
E00129612,80.9,1.8,17.3
E00129614,85.7,1.8,12.5
E00129616,80.7,1.2,18.1
E00129617,88.7,0.4,10.9
E00129618,91.4,0.7,7.9
E00129619,79,1.4,19.6
E00129620,81.6,0.5,18
E00129621,83.5,0.7,15.8
E00129649,89.1,1.2,9.7
E00129650,86.5,1.8,11.7
E00129651,93.6,0.4,6
E00129652,92.2,0.4,7.5
E00129653,86.2,0.7,13.2
E00129654,75.4,4.8,19.8
E00129655,89.2,1.2,9.6
E00129656,90.5,1,8.6
E00129657,91.6,1.3,7.1
E00129659,91.7,0,8.3
E00129661,91.3,0.6,8
E00129662,92.5,0.3,7.2
E00129670,87.9,0.5,11.7
E00129671,90.6,0.9,8.5
E00129672,81.2,0.4,18.3
E00129673,81.3,0,18.7
E00129674,71,5,24
E00129675,84.7,1.2,14.1
E00129676,74.9,0.5,24.6
E00129677,76.3,1.8,21.9
E00129678,83.4,0.4,16.2
E00129679,78.9,1.4,19.6
E00129680,73.8,1.2,25
E00129681,70.2,2.9,26.8
E00129682,76.6,0.5,23
E00129683,70.7,0.5,28.8
E00129684,83.6,0,16.4
E00129685,79.7,1.1,19.2
E00129686,80.4,2.1,17.5
E00129687,91.9,0.6,7.5
E00129688,85.9,0,14.1
E00129689,84.5,0.4,15.2
E00129690,85.8,0.9,13.3
E00129691,90.4,2.7,6.9
E00129761,66.7,2.2,31.1
E00129762,76,4.5,19.5
E00129763,76.1,0.8,23.1
E00129764,78,0.3,21.7
E00129765,73.3,2.4,24.2
E00129766,82.7,3.2,14.1
E00129767,71.3,6.6,22.1
E00129768,84.6,0.4,15
E00129769,79.3,1.5,19.3
E00129770,87.2,0.4,12.5
E00129771,82,2.6,15.5
E00129772,75.3,2.1,22.6
E00129773,83.6,1.5,14.9
E00129774,81.2,1,17.8
E00129775,81.7,3,15.2
E00129776,73.6,4.1,22.3
E00129777,85.7,2.5,11.8
E00129778,68.1,6.7,25.2
E00129780,68,4,27.9
E00129781,70.9,3.9,25.2
E00129782,63.4,7.2,29.4
E00129783,61.6,5.2,33.2
E00129784,88.8,1.4,9.8
E00129785,82.9,1.1,16
E00129786,62.8,1.7,35.5
E00129787,79,1.1,19.9
E00129788,83.7,0.3,16
E00129789,70.2,0.8,29
E00129790,54,3.4,42.6
E00129791,63.5,1.3,35.2
E00129792,80.4,0.7,18.8
E00129793,79.9,1.5,18.7
