areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00005280,34.6,19,31.4,15
E00005282,34.9,21.4,21.9,21.9
E00005285,28,21.7,30.4,19.9
E00005286,26.4,18.1,34,21.5
E00005337,25.6,11.5,45.5,17.3
E00005364,31,18.2,30.5,20.2
E00005365,35.5,34.4,17.2,12.9
E00005368,34.3,30.7,13.9,21.2
E00005369,35.3,16.7,23.7,24.4
E00005370,33.3,20.9,24,21.7
E00005371,41.5,23.2,9.8,25.6
E00005372,26.8,30.3,21.8,21.1
E00005373,36.5,15.1,27.7,20.8
E00005374,45.1,18.5,17.9,18.5
E00005375,42.7,15.5,18.4,23.3
E00005376,28.5,18.1,28.5,25
E00005377,36.8,28.7,23,11.5
E00005378,36.5,22.2,22.8,18.6
E00005379,42.3,24.8,17.4,15.4
E00005380,31.7,16.7,26.2,25.4
E00005381,28.9,25.9,23.5,21.7
E00005382,39,20.7,15.9,24.4
E00005383,29.7,30.8,18,21.5
E00005384,41.1,19.9,14.9,24.1
E00005385,40.2,20.7,21.2,17.9
E00005386,30.4,23.7,20.7,25.2
E00005387,46.2,20.2,11.8,21.8
E00005388,35.1,13.2,28.5,23.2
E00005390,33.7,22.3,26.3,17.7
E00005393,32.7,18.4,25.9,23.1
E00005394,34.8,11.8,31.5,21.9
E00005395,50.8,12.4,18.9,17.8
E00005482,17.9,8.7,62.4,11
E00005483,24.6,16.8,49.7,8.9
E00005484,26.8,17,40.2,16
E00005485,22.2,16.7,53.7,7.4
E00005486,26.9,8.4,52.9,11.8
E00005487,30.5,14.8,36.7,18
E00005488,20.2,16.3,51.7,11.8
E00005490,32.4,12.7,36.6,18.3
E00005491,27.4,14.4,48.6,9.6
E00005492,22.9,21.4,34.3,21.4
E00005496,23.7,12.6,53.3,10.4
E00005497,21.4,21.4,42.9,14.3
E00005499,22.6,17.4,42.6,17.4
E00005500,26.8,17.3,34.1,21.8
E00005501,33.2,19,32.6,15.2
E00005502,36.8,14.4,31.6,17.2
E00005503,29.6,13.1,35.9,21.4
E00005504,32,17,33.5,17.5
E00005505,33.6,25.6,29.6,11.2
E00005507,18.3,13.9,60.6,7.2
E00005509,19.3,11.7,57.9,11.1
E00005510,33.3,13.1,41.4,12.1
E00005512,20,11.7,62.8,5.5
E00005513,24.3,15,47.4,13.3
E00005515,23.9,11.4,53.2,11.4
E00005516,21.3,15,52.5,11.3
E00005517,18.3,14.1,55.6,12
E00005518,19.5,11.7,55.2,13.6
E00005576,30.1,14.4,41.8,13.7
E00005577,34.6,18.2,27.7,19.5
E00005578,28.4,20.5,36.3,14.7
E00005579,32,12.6,44.6,10.9
E00005580,29,11.6,45.8,13.5
E00005581,22.8,16.6,46.9,13.8
E00005582,28.1,14.8,40.6,16.4
E00005583,23.6,12.6,51.7,12.1
E00005585,34.4,8.6,45.7,11.3
E00005586,34.8,13.9,36.7,14.6
E00005587,32.1,14.8,38.9,14.2
E00005588,38.4,9.3,35.8,16.6
E00005589,34,11.1,31.9,22.9
E00005590,34.3,19.6,33.6,12.6
E00005591,30.1,16.3,36.6,17.1
E00005592,17.1,20.4,51.4,11
E00005603,29.3,12.2,53.7,4.8
E00005606,27.6,21.8,36.5,14.1
E00157276,17.9,12.4,48.3,21.4
E00157294,28.5,14.6,35.4,21.5
E00157296,26.1,21.1,31.7,21.1
E00157297,18.6,19.3,44.3,17.9
E00157298,18.9,17.8,48.5,14.8
E00157299,21,19.9,47.3,11.8
E00157300,18.7,21.9,39.4,19.9
E00157308,31.7,18.6,30.4,19.3
E00157309,29.8,22.6,35.1,12.5
E00157310,29,11,43.4,16.6
E00157311,14.5,19.4,54,12.1
E00157312,28.2,18.8,28.2,24.7
E00157313,31.8,24.3,23.4,20.6
E00157314,20,23.8,33.8,22.5
E00157315,30.3,12.3,46.7,10.7
E00157316,27,22.5,31.9,18.6
E00157317,28,16.8,37.3,18
E00157318,28.3,16.7,38.9,16.1
E00157319,19.8,21.5,42.4,16.4
E00157320,21.7,18.2,44.1,16.1
E00157321,33.6,21.9,24.8,19.7
E00157322,23.7,21.3,35.5,19.5
E00157323,16.8,15.9,56.3,11.1
E00157324,18.8,17.5,57.8,5.8
E00157325,16.2,16.2,58.7,9
E00157326,28.8,14.4,39.4,17.5
E00157327,19.4,17.1,45,18.6
E00157328,27.7,19.3,31.9,21.1
E00157329,18.8,18.8,45.2,17.2
E00157330,19.1,16.3,55.3,9.2
E00157331,23.7,14.5,50,11.8
E00157332,20.4,21,52.2,6.4
E00157333,16.1,16.1,60.7,7.1
E00157346,25,14.2,40.5,20.3
E00157347,21.7,16.7,44.5,17.1
E00157348,18.5,17.3,53.7,10.5
E00157349,30.8,23.1,32,14.2
E00157350,23.7,22,41.4,12.9
E00157352,18.9,11.2,53.8,16
E00157353,26.8,17.3,41.4,14.5
E00157355,25.5,14.1,42.3,18.1
E00157356,21.4,19.8,46.2,12.6
E00157357,16.8,14,58.1,11.2
E00157360,14.2,18.7,61.2,6
E00157361,12.5,13.2,64.6,9.7
E00170412,24.2,20.9,43.1,11.8
E00170413,22,31.8,31.8,14.4
E00170414,25.7,24.3,27.9,22.1
E00170421,23.3,15.5,51.5,9.7
E00170422,23.1,24.5,30.1,22.4
E00170425,18.2,16.4,52.2,13.2
E00174957,14.5,13.9,58.8,12.7
E00174959,24.5,13,52.2,10.3
E00190495,36.1,18,36.1,9.8
E00190498,25.1,19.9,39.8,15.2
