areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00005280,15.4,47.6,2.2,33.3,1.5
E00005282,12.1,47.8,5.1,34.6,0.4
E00005285,13.5,45,6.8,30.7,4
E00005286,12.4,39.9,6,39,2.8
E00005337,10.4,40.8,5,40.4,3.3
E00005364,15.8,50.8,3.7,27.9,1.7
E00005365,30.5,38.9,3.6,24,3
E00005368,21.3,36.4,4.7,34.1,3.5
E00005369,27.2,40.9,3.2,24,4.7
E00005370,29.3,41.5,4.4,23.1,1.7
E00005371,25.7,36.9,9.6,23.5,4.3
E00005372,22.5,36.6,7,29.5,4.4
E00005373,26.2,36.1,4.6,28.5,4.6
E00005374,27.2,45.2,5.9,19,2.8
E00005375,23.3,46.6,2.4,25.2,2.4
E00005376,28,37.7,5.9,26.7,1.7
E00005377,33.6,33.6,6.3,23.3,3.2
E00005378,25.8,43.4,3.2,24.7,2.9
E00005379,24.7,41.8,4.7,25.1,3.6
E00005380,27.8,41.2,4.3,23.9,2.7
E00005381,25.8,40.7,2.7,29.2,1.7
E00005382,31.4,44,4.7,16.8,3.1
E00005383,22.8,46.6,3.9,24.2,2.5
E00005384,29.6,42.8,5.8,18.9,2.9
E00005385,32.6,36.1,3.8,24.6,2.9
E00005386,33.7,37,4.9,23,1.2
E00005387,30.8,38.3,3.3,23.8,3.8
E00005388,26.4,42.2,4.7,24,2.7
E00005390,27.8,37.5,8.5,23.7,2.5
E00005393,25,38.5,4.1,28.7,3.7
E00005394,20.1,44.5,3.5,29.7,2.1
E00005395,30.1,38.2,4.4,25,2.4
E00005482,8.7,36.8,3.9,49,1.6
E00005483,9.2,38.9,3.1,47.8,1
E00005484,17.3,50.9,2.8,26.1,2.8
E00005485,9.1,29.6,3.3,56.2,1.8
E00005486,16.8,32.8,3.8,43.3,3.4
E00005487,18.1,37.7,3.8,36.9,3.5
E00005488,7.3,39.2,3.3,47.6,2.6
E00005490,21.5,36.9,6.2,30.8,4.6
E00005491,18.1,41.1,5.7,33,2.1
E00005492,22.3,47.8,5.3,22.7,2
E00005496,11.1,42.4,5.9,39.1,1.5
E00005497,18.2,36.8,4.5,36.4,4.1
E00005499,17.4,41.9,4.4,34.1,2.2
E00005500,12.5,45.6,6.4,32,3.5
E00005501,11.7,52.4,2.8,31,2.1
E00005502,19,40.7,8.6,29.1,2.6
E00005503,16.6,50.8,2.9,28,1.6
E00005504,17.6,44.4,4.5,30.7,2.9
E00005505,18.9,39.3,7.4,31.1,3.3
E00005507,6,31.9,2.4,58.1,1.5
E00005509,7.6,31.7,4,54.8,2
E00005510,18.5,33.6,3.8,39.5,4.6
E00005512,6.6,42.7,2.5,46.9,1.2
E00005513,7.6,34.4,4.3,49.6,4
E00005515,8.4,46.9,2.6,40.5,1.6
E00005516,8.5,38.6,3.7,47.1,2.2
E00005517,8.9,33.6,4.9,48.2,4.5
E00005518,8.4,38.5,3.3,48.4,1.5
E00005576,14.2,47.5,6,30.9,1.4
E00005577,18.5,44.2,5.5,28.6,3.2
E00005578,14.2,47.6,5.4,31.5,1.3
E00005579,12.9,43.9,4.3,36.3,2.5
E00005580,11.1,34.1,3.8,49.1,1.7
E00005581,7.1,39,4.1,47.2,2.6
E00005582,12.8,41.9,6.8,35.5,3
E00005583,9.8,39.3,3.9,44.9,2.1
E00005585,12.5,50,5.2,27.2,5.2
E00005586,19.8,48.1,6.2,23.6,2.3
E00005587,17.3,41.5,8,31.5,1.7
E00005588,13,37,7.9,39,3.1
E00005589,16.9,46.1,5.6,25.8,5.6
E00005590,20.3,34.6,4.6,37.9,2.6
E00005591,18.1,35.7,8.1,33,5
E00005592,9.6,39.5,7.3,42.4,1.3
E00005603,9.7,35.2,5.2,45.7,4.1
E00005606,12.9,43.2,3.6,38.8,1.4
E00157276,15.8,36.4,5.7,38.4,3.7
E00157294,16,50.2,3.7,27.1,3
E00157296,15.9,44.2,3.6,33.1,3.2
E00157297,15.4,48.6,5.1,29.2,1.6
E00157298,10.4,35.1,4.2,46.3,3.9
E00157299,8,43.3,4.2,42.2,2.3
E00157300,11.7,47.6,2.4,34.9,3.3
E00157308,15.9,45.4,5.6,28.3,4.8
E00157309,19.9,42.2,6.3,28.9,2.7
E00157310,13.8,46.7,5.7,31.8,1.9
E00157311,20.4,42.4,4.5,29.9,2.9
E00157312,17.3,40.4,5.4,33.8,3.1
E00157313,27,50.5,5.1,16.8,0.5
E00157314,35.1,39.9,3.7,18.1,3.2
E00157315,8.8,47,3.7,37.7,2.8
E00157316,16.6,51.8,6.4,23,2.2
E00157317,15.3,47,5.9,29.7,2.1
E00157318,20,46.2,3.4,28,2.5
E00157319,12.7,48.4,4.1,32.8,2
E00157320,14.3,46.5,5.4,31.4,2.3
E00157321,29.7,40.6,5.1,19.5,5.1
E00157322,18.7,46.6,6,26.9,1.8
E00157323,8,38.1,3.2,46.9,3.8
E00157324,9.8,37.9,3.5,47,1.8
E00157325,4.3,40.6,2.2,51.4,1.4
E00157326,14,47.5,5.5,32.6,0.4
E00157327,22.8,34.8,5.4,34.8,2.2
E00157328,17.3,51.5,3.5,23.1,4.6
E00157329,12.2,45.5,3.5,35,3.8
E00157330,7.1,37.8,1.3,50,3.8
E00157331,15.3,42.4,4.6,35.9,1.9
E00157332,13.7,39,2.2,42.5,2.5
E00157333,10.3,35.2,4,46.2,4.3
E00157346,5.2,41.6,5.8,44.5,2.9
E00157347,10.8,44.9,3.8,37.7,2.8
E00157348,10,38.8,1.6,47.2,2.4
E00157349,7.9,48.5,2.9,38.5,2.1
E00157350,13.8,46.9,2.7,35.8,0.8
E00157352,6.1,44.8,2.2,44.8,2.2
E00157353,11.6,47.1,2.9,35.8,2.6
E00157355,10,46.9,4.7,36.5,1.9
E00157356,7.7,36.4,3.6,48.6,3.6
E00157357,6.3,44.3,3.5,44.6,1.4
E00157360,9.8,32.8,3.5,53.9,0
E00157361,11.3,29.5,3.6,53.8,1.8
E00170412,13.9,42.4,3.4,36.6,3.8
E00170413,10.3,45.2,1.9,41.9,0.6
E00170414,12.1,52.2,4.9,29.1,1.6
E00170421,18.4,34.6,6,37.8,3.2
E00170422,20.9,42.6,5.2,27.4,3.9
E00170425,7.1,40.9,2,46,4
E00174957,10.8,39.4,4.6,42.7,2.5
E00174959,8.6,41.6,1.1,47.6,1.1
E00190495,5.8,41,4,46.8,2.3
E00190498,9.7,46.1,4.3,39.5,0.4
