areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00004881,28.9,44.6,16.9,9.6,0
E00004885,41.5,38.1,15.3,4.5,0.6
E00004888,45.2,32.1,17.9,4.8,0
E00004892,38.8,36.6,18.6,4.4,1.6
E00004894,41.8,33.7,20.4,4.1,0
E00004905,53,20.9,20.9,4.3,0.9
E00004910,48.2,36.4,11.8,2.7,0.9
E00004956,45.2,33.9,15.7,5.2,0
E00004957,45.1,36.9,13.1,4.9,0
E00004958,47.7,37.6,11.9,2.8,0
E00004959,51.4,32.2,13.7,2.1,0.7
E00004960,50.3,33.3,12.4,3.3,0.7
E00004961,45.7,39.1,12,3.3,0
E00004965,59.6,27,11.2,2.2,0
E00004966,37.6,36.2,20.1,5.4,0.7
E00004967,47.7,31.5,17.1,2.7,0.9
E00004968,54.7,35.3,7.9,2.2,0
E00004969,44.4,37.4,15.2,3,0
E00004970,48,30.4,14.7,6.9,0
E00004971,50.3,36.7,11.6,1.4,0
E00004973,53.3,33.6,11.5,1.6,0
E00004974,51.3,38.5,8.5,1.7,0
E00004984,34.1,40,21.2,4.7,0
E00004986,40.9,33.6,16.4,8.2,0.9
E00004987,34.1,48.5,13.8,3.6,0
E00004988,37,28.9,25.2,8.1,0.7
E00004989,52,33.3,12.7,2,0
E00004990,47.1,34.7,15.7,2.5,0
E00004992,42.7,39.3,17.1,0.9,0
E00004994,45.7,32.8,18.1,3.4,0
E00004996,51.7,27,18,3.4,0
E00004998,54.6,28.7,13.9,1.9,0.9
E00004999,44.6,42.9,10.7,1.8,0
E00005000,40.7,36,18,5.3,0
E00005001,41.1,38.3,18.4,2.1,0
E00005002,26.2,38.1,27.4,5.4,3
E00005003,34.7,37.9,23.4,3.2,0.8
E00005004,40.3,41.1,14,4.7,0
E00005005,26.7,45.2,18.5,9.6,0
E00005006,44.8,37.1,15.5,2.6,0
E00005007,27.6,40.7,24.8,6.9,0
E00005008,44.1,40.7,11,4.2,0
E00005009,32.6,33.3,22.2,11.1,0.7
E00005011,34.8,35.3,21.2,8.2,0.5
E00005012,39,37.6,22,1.4,0
E00005013,36.3,29.8,24.2,5.6,4
E00005014,44.9,36.4,15.3,3.4,0
E00005015,33.9,44.1,16.9,4.5,0.6
E00005016,35.1,38.1,18.7,7.5,0.7
E00005017,29.2,43.8,20.8,6.3,0
E00005018,26.8,40.7,26.8,4.1,1.6
E00005019,35.7,38.5,21.4,2.2,2.2
E00005021,48.9,29,17.6,4.6,0
E00005022,28.2,41,26.9,3.8,0
E00005023,27.9,39.7,25.1,7.3,0
E00005024,29,39,25,7,0
E00005025,42.6,37,15.7,3.7,0.9
E00005026,25,26.8,26.8,21.4,0
E00005027,29.3,43.1,17.2,9.5,0.9
E00005028,40.5,35.9,16.9,6.7,0
E00005029,37.7,39.2,18.5,2.3,2.3
E00005030,16.9,31.7,33.1,16.2,2.1
E00005032,35.2,37.5,21.1,5.5,0.8
E00005033,22.7,42.4,22,12.1,0.8
E00005034,33.6,30.5,26,9.2,0.8
E00005035,28.4,37.1,22.4,11.2,0.9
E00005036,34.8,42,18.1,5.1,0
E00005039,50,36.1,11.5,2.5,0
E00005040,48.4,30.3,16.4,4.9,0
E00005041,41.4,32.6,20.4,5.5,0
E00005042,55,32.5,10.8,1.7,0
E00005043,44.3,40,14.8,0.9,0
E00005044,52.5,35,10,2.5,0
E00005045,36.6,42.7,17.6,3.1,0
E00005046,52.4,32.5,12,1.8,1.2
E00005047,45.3,35.9,12.8,6,0
E00005048,46.2,37.7,14.2,1.9,0
E00005049,38.7,35.1,19.8,6.3,0
E00005050,34.8,40,20.6,3.9,0.6
E00005051,34.2,37.6,23.1,5.1,0
E00005052,58.4,23.9,14.2,3.6,0
E00005053,46.1,38.2,12.7,2.9,0
E00005054,42.7,41.7,12.5,2.1,1
E00005132,63.9,26.5,9.5,0,0
E00005133,48.3,35.4,12.4,2.9,1
E00005134,48.9,35.3,12.8,2.3,0.8
E00005135,32.8,44.8,15.7,6,0.7
E00005136,53.9,29.8,13.1,3.3,0
E00005137,64.5,25.7,6.6,2.6,0.7
E00005138,57.8,35.2,5.5,1.6,0
E00005140,50.9,33.5,14.3,1.2,0
E00005144,56.4,33.6,7.9,2.1,0
E00005146,55.7,29.3,12.1,2.9,0
E00005148,50.8,40.3,6.5,1.6,0.8
E00005149,56.9,27.1,10.4,4.2,1.4
E00005150,42.7,40,12.7,4.7,0
E00005151,57.7,30.1,11.5,0,0.6
E00005152,53.1,27.3,16.4,2.3,0.8
E00005153,48.6,45.1,4.9,1.4,0
E00005155,57,28.9,12.5,1.6,0
E00005157,61,26.7,11.6,0.7,0
E00005158,44.5,32.8,19.5,3.1,0
E00005159,53.1,34.5,8,4.4,0
E00005160,44.5,35.3,15.1,4.2,0.8
E00005162,47.8,25.4,23.2,3.6,0
E00005163,59,26.7,14.3,0,0
E00005164,49.2,30.8,12.3,6.2,1.5
E00005165,61.2,23.9,11.9,3,0
E00005166,65.5,23.6,9.5,1.4,0
E00005167,66.9,26.8,5.5,0.8,0
E00005168,43.5,39.1,14.1,3.3,0
E00005169,48,33,14,4,1
E00005170,60.7,28,9.3,0.9,0.9
E00005171,45.7,34.6,16,2.7,1.1
E00005172,62.2,23.5,12.2,2,0
E00005173,51,30.2,15.6,2.1,1
E00005174,61.7,29,7.5,1.9,0
E00005175,57,28,10.3,4.7,0
E00005177,58.1,28.6,8.6,3.8,1
E00005178,55.2,33.6,8,2.4,0.8
E00005179,55.8,30.2,12.4,1.6,0
E00005180,65.6,28.6,5.8,0,0
E00005181,45.2,33,17.4,1.7,2.6
E00005182,55.4,34.8,7.6,2.2,0
E00005184,58.8,32,6.2,3.1,0
E00005189,36.9,33.1,23.8,4.6,1.5
E00005191,38.7,46.8,13.3,1.2,0
E00005193,42,37.5,16.1,2.7,1.8
E00005194,57.1,31.1,7.6,2.5,1.7
E00005195,48.4,38.6,8.7,3.3,1.1
E00005196,47.3,32.8,13.7,5.3,0.8
E00005199,23.1,31.4,29.5,13.5,2.6
E00005201,33.1,35.6,30.5,0.8,0
E00005204,45.8,30.8,18.7,2.8,1.9
E00005208,50.5,29.3,15.2,5.1,0
E00005209,44.4,34.3,20.7,0.6,0
E00005210,37.5,34.6,20.2,6.7,1
E00005211,54,33.1,12.9,0,0
E00005213,57.5,29.6,11.2,1.3,0.4
E00005214,38.7,37.8,20,2.6,0.9
E00005215,34.8,42.4,17.4,5.3,0
E00005216,30.1,37.5,16.9,13.2,2.2
E00005217,47.3,41.8,10.9,0,0
E00005220,34.3,39.6,21.6,4.5,0
E00005221,52.9,38.7,7.6,0.8,0
E00005222,32.6,49.6,13.3,4.4,0
E00005223,45.7,37,13.4,3.9,0
E00005224,38.9,40.5,17.4,3.2,0
E00005225,35.4,34.9,20,7.7,2.1
E00005227,51,34,11.6,2,1.4
E00005228,50.9,36.6,11.6,0,0.9
E00005233,37.8,43.2,15.5,2,1.4
E00005243,58.4,27.1,13.9,0.6,0
E00005244,55.6,28.3,11.1,3,2
E00005440,60.6,28.8,10.6,0,0
E00005444,50.9,32.4,15,1.7,0
E00005445,49,34.4,14.6,2,0
E00005446,55.3,30.5,10.6,3.5,0
E00005447,59.3,27.1,12.7,0.8,0
E00005448,63.1,28.8,6.3,1.8,0
E00005449,55,36,9,0,0
E00005450,60.3,27,12.7,0,0
E00005453,64.4,27.1,5.1,3.4,0
E00005454,58,35.1,4.6,2.3,0
E00005480,52.7,35.1,10.7,1.5,0
E00005481,55.3,26.2,16.3,1.4,0.7
E00005506,57.8,29.4,11.9,0.9,0
E00005519,47.4,37.8,13.3,1.5,0
E00005520,40.8,34.9,20.1,4.1,0
E00005521,46.5,32.1,16.4,4.4,0.6
E00005522,20.8,38.5,31.5,8.5,0.8
E00005523,40.9,33.1,17.5,7.1,1.3
E00005524,39.1,37.4,15.7,7,0.9
E00005526,49,34.3,14.8,1.9,0
E00005528,30.2,37.9,20.9,9.3,1.6
E00005529,26.5,35.6,31.8,6.1,0
E00005530,36.2,40.2,18.6,4.5,0.5
E00005531,33,32.4,25.4,5.9,3.2
E00005532,53.3,27.4,16.3,3,0
E00005533,34.3,34.3,23.5,7.8,0
E00005534,38.5,40.4,17.4,3.1,0.6
E00005536,52,33.6,13.6,0.8,0
E00005538,46.6,32.8,15.5,5.2,0
E00005540,48,38.2,12.2,1.6,0
E00005545,56.2,30.8,8.5,4.6,0
E00005546,27.4,41,15.4,12.8,3.4
E00005548,42.6,34,16,5.3,2.1
E00005549,43.9,30.1,17.9,7.3,0.8
E00005550,44.3,35.7,14.8,5.2,0
E00005551,48.5,33.3,15.9,2.3,0
E00005552,33.9,38.1,22.9,5.1,0
E00005553,35.2,40.3,17,7.5,0
E00005554,36.6,37.6,18.3,7.5,0
E00005556,42.9,35.9,12.9,6.5,1.8
E00005557,34.2,44,15,6.2,0.5
E00005558,41.8,29.1,20.9,7.3,0.9
E00005559,37.8,35.3,21,5,0.8
E00005560,40.8,34.5,17.8,6.9,0
E00005561,40.4,33.7,19.1,6.7,0
E00005562,44.5,32.8,17.6,5,0
E00005563,39.7,38.8,16.5,5,0
E00005564,29.8,36.7,24.8,8.3,0.5
E00005565,31.6,42.1,21.1,5.3,0
E00005566,37.7,36.8,20.1,4.2,1.3
E00005567,39.2,37.2,16.9,6.1,0.7
E00005568,34.7,33.7,24.8,6.9,0
E00005570,39.6,39.6,16.8,4,0
E00005571,25.4,43.3,26.1,5.2,0
E00005572,35.9,41.2,16,6.9,0
E00005715,45.6,36.9,14.4,2.5,0.6
E00005716,41.7,36,16.5,2.9,2.9
E00005746,20,35.8,27.5,13.3,3.3
E00005747,47.8,34.1,14.5,3.6,0
E00005748,22.2,34.6,32.7,9.3,1.2
E00005749,41.4,39.5,16.4,2.6,0
E00005812,45.1,39.4,12,3.5,0
E00005813,54.2,31,12,2.8,0
E00005814,44.7,36,12.4,6.2,0.6
E00005816,48.7,35.1,14.9,1.3,0
E00005817,51.2,26.4,20.8,1.6,0
E00005818,28.2,38.5,21.4,11.1,0.9
E00005819,27.8,37.6,25.6,9,0
E00005820,49.6,37.4,11.5,1.4,0
E00005821,53.5,39,7.5,0,0
E00005822,43,30.2,15.4,11.4,0
E00005823,54.7,31.7,10.8,2.9,0
E00005824,42.5,35.6,19.2,2.7,0
E00005825,43,29.1,16.3,9.9,1.7
E00005826,35.3,35.3,22.7,6.7,0
E00005827,52.2,37.5,10.3,0,0
E00005828,25.4,41.5,22.3,10,0.8
E00005829,49.6,34.1,11.4,4.9,0
E00005830,43.5,33,19.1,4.3,0
E00005831,47.3,32.8,18.3,1.5,0
E00005832,46.6,38.8,6,7.8,0.9
E00005833,41.8,37.3,16.4,3.6,0.9
E00005834,41.7,37,18.8,2.6,0
E00005835,21.6,48.8,19.2,10.4,0
E00005837,39.7,35.3,23.3,1.7,0
E00005838,44.6,42.9,11.4,1.1,0
E00005839,35.1,26,26,13,0
E00005840,45.3,28,20.7,6,0
E00005841,32.1,34.9,26.4,3.8,2.8
E00005842,31.9,34,27.7,6.4,0
E00005843,36.7,31.6,19.6,11.4,0.6
E00005844,52.6,26.3,18.8,2.3,0
E00005845,49.6,36.1,11.3,3,0
E00005846,42.2,39.5,15,3.4,0
E00005848,50.4,33.3,12.4,3.9,0
E00005849,45.8,34.6,16.3,2.6,0.7
E00005850,51,35.4,8.3,4.7,0.5
E00005851,29,45.5,23.3,1.7,0.6
E00005852,57.3,29.8,11.7,1.2,0
E00005853,45.7,39.1,10.9,3.6,0.7
E00005854,51.2,33.3,12.4,1.6,1.6
E00005855,37.1,42.7,17.5,2.8,0
E00005856,43,39.3,15,2.8,0
E00005857,50.7,31.3,15.3,2.7,0
E00005858,20.8,40.8,29.6,8.8,0
E00005859,57.1,29.4,8.4,3.4,1.7
E00005860,10.7,50.4,31.4,6.6,0.8
E00005861,42.1,34.5,20,3.4,0
E00005862,32.6,29.8,22,12.8,2.8
E00005863,36.7,33,20.2,10.1,0
E00005864,37.1,44.4,16.6,1.3,0.7
E00005865,45.4,44.4,8.3,1.9,0
E00005866,45.9,30.6,19.8,3.6,0
E00005867,33.8,49,16.6,0,0.7
