areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00004881,63.9,18.1,12,6
E00004885,32.4,25.6,32.4,9.7
E00004888,7.2,60.2,22.9,9.6
E00004892,22.7,51.4,22.2,3.8
E00004894,16,51,21,12
E00004905,23.7,24.6,37.7,14
E00004910,12.5,24.1,35.7,27.7
E00004956,22.8,16.7,45.6,14.9
E00004957,36.6,35.8,18.7,8.9
E00004958,0.9,7.3,76.4,15.5
E00004959,1.4,31.5,52.7,14.4
E00004960,11.1,25.5,51,12.4
E00004961,5.4,12.9,69.9,11.8
E00004965,1.1,5.5,84.6,8.8
E00004966,32,27.9,29.3,10.9
E00004967,18,25.2,47.7,9
E00004968,5,23.6,57.1,14.3
E00004969,19.2,27.3,38.4,15.2
E00004970,9.9,54.5,29.7,5.9
E00004971,12.8,42.6,37.8,6.8
E00004973,4.1,27,51.6,17.2
E00004974,0,31,52.6,16.4
E00004984,21.2,30.6,24.7,23.5
E00004986,17.3,27.3,30,25.5
E00004987,27.4,42.9,10.7,19
E00004988,38.5,30.4,20,11.1
E00004989,1,3.9,72.5,22.5
E00004990,1.6,12,72.8,13.6
E00004992,4.2,5.9,59.3,30.5
E00004994,5.9,10.9,61.3,21.8
E00004996,1.1,15.4,64.8,18.7
E00004998,3.6,38.2,42.7,15.5
E00004999,18.8,9.8,49.1,22.3
E00005000,21.3,16.7,46.7,15.3
E00005001,29.3,22.1,37.1,11.4
E00005002,42.9,32.7,9.5,14.9
E00005003,20.8,42.4,23.2,13.6
E00005004,15.2,33.6,40.8,10.4
E00005005,13.4,65.7,19.4,1.5
E00005006,15.5,43.1,31.9,9.5
E00005007,21.2,37.7,22.6,18.5
E00005008,7.5,54.2,31.7,6.7
E00005009,4.2,28.9,59.2,7.7
E00005011,28.8,21.7,35.9,13.6
E00005012,44,49.6,5,1.4
E00005013,2.5,25.4,61.5,10.7
E00005014,1.7,46.7,42.5,9.2
E00005015,18.8,18.2,23.9,39.2
E00005016,30.6,25.4,19.4,24.6
E00005017,3.1,32.3,58.3,6.3
E00005018,38.5,20.5,12.3,28.7
E00005019,40.7,44,6.6,8.8
E00005021,13.2,58.8,24.3,3.7
E00005022,2.6,19.5,70.1,7.8
E00005023,35.6,40.6,15.6,8.3
E00005024,1,79,19,1
E00005025,5.7,32.1,51.9,10.4
E00005026,1.8,36.8,50.9,10.5
E00005027,29.7,42.4,20.3,7.6
E00005028,45.6,30.6,15,8.8
E00005029,1.5,35.4,58.5,4.6
E00005030,64.1,28.2,4.2,3.5
E00005032,18.9,52.3,26.5,2.3
E00005033,30.3,62.9,6.1,0.8
E00005034,13.2,43.4,37.2,6.2
E00005035,38.8,35.3,12.9,12.9
E00005036,23.9,47.1,18.8,10.1
E00005039,1.6,21.3,62.3,14.8
E00005040,5.9,17.6,66.4,10.1
E00005041,6.1,43.3,36.7,13.9
E00005042,1.7,4.2,74.2,20
E00005043,0,4.3,73.9,21.7
E00005044,3.3,11.7,59.2,25.8
E00005045,13.7,24.4,49.6,12.2
E00005046,7.2,51.8,33.7,7.2
E00005047,1.7,31.9,58,8.4
E00005048,0.9,48.1,43.4,7.5
E00005049,11,40.4,34.9,13.8
E00005050,12.9,21.9,54.2,11
E00005051,0.9,21.7,68.7,8.7
E00005052,22.8,35,37.1,5.1
E00005053,2,46.5,40.6,10.9
E00005054,15.6,45.8,31.3,7.3
E00005132,4.8,19.3,39.3,36.6
E00005133,34.4,39.2,10,16.3
E00005134,27.6,33.6,22.4,16.4
E00005135,30.1,68.4,0.8,0.8
E00005136,42.6,43,4.5,9.9
E00005137,13.1,56.9,26.8,3.3
E00005138,14.1,36.7,25,24.2
E00005140,41.6,46.6,8.1,3.7
E00005144,36.4,45,12.1,6.4
E00005146,41.3,36.2,8,14.5
E00005148,14.5,51.6,24.2,9.7
E00005149,41.5,44.4,5.6,8.5
E00005150,44.7,42.7,4,8.7
E00005151,22.8,59.5,7,10.8
E00005152,27.3,59.4,10.2,3.1
E00005153,22.9,46.4,25,5.7
E00005155,9.5,59.5,27.8,3.2
E00005157,16.4,58.9,22.6,2.1
E00005158,23.4,47.7,18,10.9
E00005159,11.5,38.9,38.1,11.5
E00005160,36.4,45.8,4.2,13.6
E00005162,40.6,34.1,14.5,10.9
E00005163,4.8,42.9,41.9,10.5
E00005164,28.7,38.8,23.3,9.3
E00005165,15.7,38.1,33.6,12.7
E00005166,2.7,16.2,31.8,49.3
E00005167,10.4,49.6,27.2,12.8
E00005168,47.8,38,5.4,8.7
E00005169,23,25,17,35
E00005170,9.3,6.5,13.1,71
E00005171,16.3,60.5,20,3.2
E00005172,22.4,32.7,38.8,6.1
E00005173,17.5,49.5,8.2,24.7
E00005174,21.1,58.7,16.5,3.7
E00005175,1.9,68.2,22.4,7.5
E00005177,19,38.1,9.5,33.3
E00005178,22.4,48,28,1.6
E00005179,30.8,31.5,15.4,22.3
E00005180,8.4,18.8,7.1,65.6
E00005181,21.2,33.6,37.2,8
E00005182,12,22.8,40.2,25
E00005184,9.5,22.1,13.7,54.7
E00005189,53.1,42.3,3.1,1.5
E00005191,60.7,26,4,9.2
E00005193,42.1,32.5,13.2,12.3
E00005194,26.1,58.8,5,10.1
E00005195,21.1,72.4,5.9,0.5
E00005196,51.9,42,4.6,1.5
E00005199,58.4,38.3,1.3,1.9
E00005201,44.2,37.5,4.2,14.2
E00005204,41.1,33.6,8.4,16.8
E00005208,3,50.5,33.3,13.1
E00005209,32,44.4,23.1,0.6
E00005210,1,50,37.5,11.5
E00005211,14.5,39.5,20.2,25.8
E00005213,45.9,42.8,7.4,3.9
E00005214,40.4,37,15.2,7.4
E00005215,25.2,58,14.5,2.3
E00005216,23.3,53.4,13.5,9.8
E00005217,40.5,35.1,16.2,8.1
E00005220,37.3,29.9,14.9,17.9
E00005221,38.7,34.5,16,10.9
E00005222,58.1,23.5,13.2,5.1
E00005223,32,50,10.2,7.8
E00005224,38.4,52.6,8.4,0.5
E00005225,50.5,35.7,11.7,2
E00005227,29,59.3,7.6,4.1
E00005228,50.9,43.8,4.5,0.9
E00005233,55.4,37.2,5.4,2
E00005243,33.1,63.9,1.8,1.2
E00005244,9.1,59.6,25.3,6.1
E00005440,1.5,0.8,41.4,56.4
E00005444,1.7,26.9,46.3,25.1
E00005445,24.7,36.7,31.3,7.3
E00005446,30.5,27.7,23.4,18.4
E00005447,3.4,5.1,59.3,32.2
E00005448,15.9,46,11.5,26.5
E00005449,17.2,19.2,43.4,20.2
E00005450,18.3,23.8,51.6,6.3
E00005453,0,8.5,24.6,66.9
E00005454,4.6,6.1,10.7,78.6
E00005480,9.1,25.8,50.8,14.4
E00005481,32.9,48.6,2.1,16.4
E00005506,6.5,32.4,13.9,47.2
E00005519,7.4,37,37.8,17.8
E00005520,16.4,36.8,38.6,8.2
E00005521,16.7,40.4,32.1,10.9
E00005522,37.2,30.2,23.3,9.3
E00005523,21.3,46.5,18.1,14.2
E00005524,8.7,40,40.9,10.4
E00005526,21.4,61,15.2,2.4
E00005528,36.3,41.2,12.6,9.9
E00005529,24.1,38.3,27.8,9.8
E00005530,27.5,51.5,16.5,4.5
E00005531,53.4,30.3,9,7.3
E00005532,43,38.5,10.4,8.1
E00005533,59.2,22.3,14.6,3.9
E00005534,24.2,20.5,37.9,17.4
E00005536,22,44.9,19.7,13.4
E00005538,6.9,43.1,38.8,11.2
E00005540,33.9,37.1,16.1,12.9
E00005545,12.3,53.1,26.2,8.5
E00005546,42.7,50.4,3.4,3.4
E00005548,24.7,35.5,32.3,7.5
E00005549,7.1,44.4,41.3,7.1
E00005550,7.3,51.4,32.1,9.2
E00005551,11.3,44.4,33.8,10.5
E00005552,10.2,25.4,49.2,15.3
E00005553,30.4,31,19.6,19
E00005554,36.3,51.6,9.9,2.2
E00005556,19.4,47.6,26.5,6.5
E00005557,52.3,29,16.6,2.1
E00005558,0.9,58.9,34.6,5.6
E00005559,9.2,51.3,30.3,9.2
E00005560,18.4,36.2,37.4,8
E00005561,14.4,16.7,48.9,20
E00005562,4.1,51.2,38,6.6
E00005563,38,24,30.6,7.4
E00005564,37.2,45.9,13.3,3.7
E00005565,40,20,29.5,10.5
E00005566,27.2,44.8,21.8,6.3
E00005567,17.7,21.8,44.9,15.6
E00005568,9.8,30.4,34.3,25.5
E00005570,12.7,18.6,48,20.6
E00005571,39.8,31.6,27.1,1.5
E00005572,22.9,26.7,31.3,19.1
E00005715,17.5,47.5,28.8,6.3
E00005716,12.4,39.4,42.3,5.8
E00005746,80.8,14.2,2.5,2.5
E00005747,6.7,39.3,41.5,12.6
E00005748,64.8,12.3,9.3,13.6
E00005749,21.7,37.5,34.2,6.6
E00005812,14.8,36.6,30.3,18.3
E00005813,7,20.3,46.2,26.6
E00005814,9.9,53.4,31.7,5
E00005816,15.6,41.6,16.2,26.6
E00005817,5.5,25.2,48,21.3
E00005818,2.6,19.7,69.2,8.5
E00005819,19.3,28.1,45.9,6.7
E00005820,21.3,55.3,13.5,9.9
E00005821,20.5,32.7,29.5,17.3
E00005822,47.7,48.3,2,2
E00005823,1.4,3.6,69.8,25.2
E00005824,20.5,43.8,21.2,14.4
E00005825,30.2,27.9,34.3,7.6
E00005826,59.7,38.7,0.8,0.8
E00005827,0.7,6.5,61.6,31.2
E00005828,31.3,65.6,1.6,1.6
E00005829,7.3,58.1,23.4,11.3
E00005830,9.4,29.1,52.1,9.4
E00005831,44.4,40.6,9.8,5.3
E00005832,36.8,41.9,12.8,8.5
E00005833,20,23.6,42.7,13.6
E00005834,44.2,45.8,5.8,4.2
E00005835,5.7,13.9,68.9,11.5
E00005837,14.5,19.7,60.7,5.1
E00005838,27,71.3,1.1,0.6
E00005839,27.2,18.5,49.4,4.9
E00005840,0.7,25.2,67.5,6.6
E00005841,17.9,19.8,52.8,9.4
E00005842,3.1,29.9,56.7,10.3
E00005843,25,29.5,35.9,9.6
E00005844,9.4,29.2,40.6,20.8
E00005845,6,32.3,42.1,19.5
E00005846,20.7,54.5,18.6,6.2
E00005848,14.6,38.5,26.9,20
E00005849,31.4,41.2,22.9,4.6
E00005850,37.5,25,27.1,10.4
E00005851,30.9,38.3,23.4,7.4
E00005852,22.5,24.9,36.1,16.6
E00005853,5.9,28.7,53.7,11.8
E00005854,7.8,48.4,36.7,7
E00005855,22.9,47.9,16.7,12.5
E00005856,21.7,18.9,35.8,23.6
E00005857,5.9,66,21.6,6.5
E00005858,61.1,27,7.1,4.8
E00005859,8.5,7.6,57.6,26.3
E00005860,35.8,54.2,8.3,1.7
E00005861,12.6,32.9,37.1,17.5
E00005862,27,22.7,29.8,20.6
E00005863,19.1,17.3,45.5,18.2
E00005864,8.6,62.3,25.2,4
E00005865,5.6,24.3,50.5,19.6
E00005866,3.6,47.7,37.8,10.8
E00005867,17.9,29.8,29.8,22.5
E00005869,11.2,61.9,23.1,3.7
E00005871,7.5,21.1,53.4,18
E00005872,9.4,14.1,54.7,21.9
E00005873,3.9,29.7,50.8,15.6
E00005874,26,33.8,28.6,11.7
E00005875,12.4,24.1,53.1,10.3
E00005876,14.3,32.3,40.6,12.8
E00005877,11.7,41.4,41.4,5.5
E00005878,4.1,46.3,40.8,8.8
E00005879,5.3,51.5,37.9,5.3
E00005883,8,5.7,55.7,30.7
E00005884,5.6,18.2,46.9,29.4
E00005885,6.9,6.9,55.2,31
E00005886,1.8,5.4,80.4,12.5
E00005887,3.9,2,67.6,26.5
E00005888,3.9,8.7,59.2,28.2
E00005889,1.2,0,85.7,13.1
E00005890,4,7.1,65.7,23.2
E00005892,10,32.5,39.2,18.3
E00005893,0.9,2.7,71.7,24.8
E00005894,8.7,7.8,56.3,27.2
E00005895,6.6,7.5,59.4,26.4
E00005896,17.1,12.4,43.8,26.7
E00005897,31.1,20.7,43.3,4.9
E00005898,6.1,14.1,58.6,21.2
E00005899,2.3,29.9,52.9,14.9
E00005900,4.5,24.5,48.2,22.7
E00005901,57.9,27,12.5,2.6
E00005902,6.5,33.9,40.3,19.4
E00005903,15.4,17.3,29.8,37.5
E00005904,23.6,51.2,19.5,5.7
E00005905,3.3,5.4,73.9,17.4
E00005906,57.8,27.2,8.3,6.7
E00005907,1,2.9,78.8,17.3
E00005908,32.2,36.4,24,7.4
E00005909,30.1,34.3,16.8,18.9
E00005910,2.8,34.6,47.7,15
E00017075,31.4,22.7,32.6,13.4
E00017097,41.3,41.3,7.2,10.1
E00017098,0,12.3,57.7,30
E00017099,30.5,29.1,14.9,25.5
E00017100,69.5,7.3,20.5,2.6
E00017101,0.8,3,70.7,25.6
E00017352,30.6,4.2,52.1,13.2
E00017353,13.2,30.7,48.8,7.3
E00017354,1.8,5.3,58.4,34.5
E00017355,11.3,18.2,54.1,16.4
E00017359,1.6,13,63.4,22
E00017360,0.8,3.1,71.9,24.2
