areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00004881,13.7,17.6,64.7,3.9
E00004885,8.9,18.1,67.2,5.8
E00004888,16.8,18.8,54.5,9.9
E00004892,11.7,16.2,64.9,7.2
E00004894,10.4,16.2,57.8,15.6
E00004905,8.3,16.1,61.9,13.7
E00004910,13.2,12.6,65.6,8.6
E00004956,17.6,20.6,57.3,4.6
E00004957,9.3,23.2,54.3,13.2
E00004958,10.1,20.9,59.5,9.5
E00004959,10.2,20.4,58.7,10.7
E00004960,13.4,19.4,59.1,8.1
E00004961,11.3,18.4,62.4,7.8
E00004965,13.6,18.6,52.5,15.3
E00004966,13,24.7,53.2,9.1
E00004967,9.8,21.2,62.9,6.1
E00004968,9.5,24.2,60,6.3
E00004969,13,18.3,61.1,7.6
E00004970,7.2,17.3,64.7,10.8
E00004971,12.6,16.2,64.4,6.8
E00004973,10.8,25.9,60.2,3
E00004974,9.5,25.6,58.9,6
E00004984,19,15.9,54.8,10.3
E00004986,25,26.4,42.9,5.7
E00004987,10.1,19.3,60.1,10.5
E00004988,18.5,23.8,48.5,9.2
E00004989,11.2,27.3,52.4,9.1
E00004990,8.9,18.4,65.2,7.6
E00004992,11.7,23.3,55.6,9.4
E00004994,10.4,21.5,58.5,9.6
E00004996,7.6,23.5,60.6,8.3
E00004998,8.5,29.4,53.6,8.5
E00004999,13.9,20.1,57.6,8.3
E00005000,8.7,21.9,61.7,7.7
E00005001,14.9,18.8,59.1,7.2
E00005002,16.7,19.2,57.1,7.1
E00005003,13.5,16.9,60.8,8.8
E00005004,10.4,15.3,67.5,6.7
E00005005,13.9,26.2,50,9.8
E00005006,15.9,17.2,56.7,10.2
E00005007,17.5,25.1,54.1,3.3
E00005008,14.9,29.2,49.7,6.2
E00005009,14,25,54.7,6.4
E00005011,9.3,25,56.4,9.3
E00005012,8.9,19,67.7,4.4
E00005013,9.3,17.9,66.2,6.6
E00005014,13,26,53.8,7.1
E00005015,9.8,20.3,62.1,7.8
E00005016,16.2,14,60.9,8.9
E00005017,8.7,27,57.9,6.3
E00005018,18.9,18.2,54.5,8.3
E00005019,10.6,21.1,54.7,13.7
E00005021,9.6,25,61.5,3.8
E00005022,12.6,26.2,55.3,5.8
E00005023,15.7,22.5,53.9,7.9
E00005024,17.3,24.5,50,8.2
E00005025,10.7,17.9,62.9,8.6
E00005026,12.7,21.8,52.7,12.7
E00005027,13.4,26.9,55.2,4.5
E00005028,6.8,12.8,67.5,12.8
E00005029,8.9,22.5,60.4,8.3
E00005030,17.5,19,55.6,7.9
E00005032,11.3,34.8,50.4,3.5
E00005033,16.2,23.2,53.5,7.1
E00005034,6.3,26.6,58.7,8.4
E00005035,13.6,25.4,53.4,7.6
E00005036,11.5,28.7,52.9,6.9
E00005039,14.3,27.4,50.9,7.4
E00005040,18.1,24.5,53.5,3.9
E00005041,9.2,26,59,5.9
E00005042,13.7,27,51.5,7.8
E00005043,9.9,24.1,58.6,7.3
E00005044,16.1,23.4,56,4.6
E00005045,9.2,25.1,53.3,12.3
E00005046,8.4,18.8,63.2,9.6
E00005047,7.3,21.3,65.2,6.1
E00005048,8.6,23.8,62.9,4.6
E00005049,10.8,22.8,62,4.4
E00005050,13.7,26,51,9.3
E00005051,6.6,31.1,57.6,4.6
