geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00037085,11,33.9,41.5,13.6
E00037086,8.7,47.1,32.6,11.6
E00037087,10.1,39.7,38,12.3
E00037089,23.3,44.4,28.6,3.8
E00037093,30.5,42.7,22.9,3.8
E00037094,23.3,43.6,26.7,6.4
E00037096,10.5,45.9,36.1,7.5
E00037097,31.4,37.3,28,3.4
E00037098,26.7,49.2,17.5,6.7
E00037099,21,40.3,35.5,3.2
E00037100,36.4,44.1,16.1,3.4
E00037101,43.4,35.8,17.6,3.1
E00037102,24.9,44.1,27.1,4
E00037103,19.3,31.9,36.1,12.6
E00037104,11.1,40.2,37.6,11.1
E00037105,47.2,37.3,11.3,4.2
E00037106,29.1,43,20.6,7.3
E00037107,18.3,46.5,28.2,7
E00037109,40.9,37,18.9,3.1
E00037110,31.5,44,20.1,4.3
E00037111,8.6,47.4,37.1,6.9
E00037112,47.1,39.3,11.4,2.1
E00037113,53.8,33.3,8.3,4.5
E00037114,12.1,43.6,36.2,8.1
E00037115,25.2,42,28.7,4.2
E00037116,27.5,52.2,16.7,3.6
E00037117,29.8,42.7,17.7,9.7
E00037118,18.3,37.4,33.6,10.7
E00037119,24.4,43.3,18.1,14.2
E00037120,13.8,43.9,34.1,8.1
E00037121,39.8,36.9,16.5,6.8
E00037122,33.9,39,19.5,7.6
E00037123,39.3,39.3,16.2,5.1
E00037124,32.8,48.7,16,2.5
E00037125,31.9,47.5,17.7,2.8
E00037126,33.7,45.6,17.2,3.6
E00037127,34.1,42.6,18.6,4.7
E00037128,29.9,41,18.8,10.3
E00037129,38.1,38.1,15.9,8
E00037130,27.1,42.7,19.8,10.4
E00037131,39.2,46.2,13.8,0.8
E00037132,20.5,50.4,20.5,8.5
E00037133,30.3,46.2,18.2,5.3
E00037134,22.1,40.7,27.1,10
E00037135,39.6,35.8,17.2,7.5
E00037136,33,42.4,16.7,7.9
E00037137,41.8,36.1,17.2,4.9
E00037138,20.2,44,22.9,12.8
E00037139,43.2,36.8,16.8,3.2
E00037140,26,38.9,29,6.1
E00037160,10.9,34.5,37.1,17.5
E00037161,40.7,33.1,18.6,7.6
E00037162,7.7,37.4,40.6,14.2
E00037165,13.9,42,34.5,9.7
E00037167,18.8,48.1,24.8,8.3
E00037168,19.5,45.1,23.3,12
E00037169,46.2,33.3,17.1,3.4
E00037170,41.3,44.2,12.5,1.9
E00037171,11.4,45.7,32.4,10.5
E00037172,9.5,41,33.3,16.2
E00037173,8.8,38.4,39.2,13.6
E00037174,33.8,48,16.9,1.4
E00037175,50.7,37.1,11.4,0.7
E00037176,33.6,51.4,11.6,3.4
E00037177,29.2,52.3,11.5,6.9
E00037178,37.5,40.8,18.5,3.3
E00037179,54.5,41,4,0.5
E00037181,62.1,27.6,8.3,2.1
E00037182,37.8,49.7,10.5,2.1
E00037183,40.4,43,13.9,2.6
E00037184,35.3,45.1,17,2.6
E00037186,37.4,52,8.9,1.6
E00037187,48.1,36.6,14.5,0.8
E00037188,69.1,29.4,0.7,0.7
E00037189,42.6,41.9,11,4.4
E00037190,67.9,30.2,1.9,0
E00037191,71.8,19.7,6,2.6
E00037192,12.8,53.2,27.7,6.4
E00037193,31.7,48.2,16.5,3.6
E00037194,40,44.3,13.6,2.1
E00037195,29.9,38.7,24.8,6.6
E00037196,30.3,45.8,20,3.9
E00037197,59.8,33.9,5.4,0.9
E00037198,39.7,43.1,12.9,4.3
E00037199,33.3,39.6,22.9,4.2
E00037200,13,44.4,30.6,12
E00037201,8.8,44.7,31.6,14.9
E00037202,13.7,44.4,29.1,12.8
E00037203,27,56.5,10.4,6.1
E00037204,27.7,41.2,25.2,5.9
E00037205,8.9,46.3,33.3,11.4
E00037206,13.2,43.4,31.6,11.8
E00037207,24.4,45.6,24.4,5.6
E00037208,11.9,37.7,39,11.3
E00037209,57.6,39.8,1.7,0.8
E00037210,35.9,35.9,25,3.1
E00037211,26.6,46.8,23.7,2.9
E00037212,26.8,42.3,24.4,6.5
E00037213,27.3,46.4,23.6,2.7
E00037215,34.5,49.6,14.2,1.8
E00037216,31.5,52.3,10.8,5.4
E00037217,27.7,41.8,25.5,5
E00037218,17.8,45.2,32.6,4.4
E00037219,17.7,39.5,33.1,9.7
E00037220,18.8,38.4,26.8,15.9
E00037221,15.4,37.9,36.1,10.7
E00037222,8.7,35.5,34.8,21
E00037223,9.5,35.3,43.9,11.3
E00037224,24.7,38.4,24,13
E00037225,2.9,36.6,51.4,9.1
E00037226,26,41.5,26,6.5
E00037229,30.8,44.6,17.7,6.9
E00037231,45.9,40.5,10.8,2.7
E00037232,14.9,38,34.7,12.4
E00037233,22.9,48.4,24.2,4.6
E00037234,14.8,40.1,35.2,9.9
E00037235,20.1,48.3,25.5,6
E00037236,11.6,43.2,34.9,10.3
E00037237,11.4,51.7,29.5,7.4
E00037238,43.8,34.8,16.1,5.4
E00037239,23.1,42.2,27.9,6.8
E00037276,4.7,26.4,49.6,19.4
E00037277,13.5,48.1,29.3,9
E00037278,18.4,39.2,36,6.4
E00037279,13.9,44.4,32.5,9.3
E00037280,7.9,29.5,43.2,19.4
E00037281,22,37.1,37.1,3.8
E00037282,10.9,45.3,32,11.7
E00037283,14.8,43.4,36.9,4.9
E00037284,8.5,33.1,39,19.5
E00037285,15.1,38.7,35.8,10.4
E00037286,5,31.9,48.7,14.3
E00037287,14.9,42.6,33.3,9.2
E00037288,10.9,40.3,33.3,15.5
E00037289,14.5,51.1,27.5,6.9
E00037290,15.9,33.3,39.4,11.4
E00037291,12.6,40.3,40.3,6.7
E00037292,15.3,43.2,31.4,10.2
E00037293,15.8,43.9,30.7,9.6
E00037294,23.9,48.7,23.9,3.5
E00037295,6.7,17.6,56.3,19.3
E00037296,52.1,34.7,9.1,4.1
E00037297,23.3,54.1,17.8,4.8
E00037298,24.6,50.8,18.3,6.3
E00037299,23.6,42.3,28.5,5.7
E00037300,39.5,36.4,17.8,6.2
E00037301,17.1,44.9,33.5,4.4
E00037302,20.8,52.8,22.2,4.2
E00037303,17.7,49,27.1,6.3
E00037304,23.5,49.6,23.5,3.5
E00037305,2.5,35,48.3,14.2
