geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00037085,100,0,0
E00037086,94.3,5.7,0
E00037087,85.3,14.7,0
E00037089,100,0,0
E00037093,89.3,10.7,0
E00037094,94.1,5.9,0
E00037096,95.5,4.5,0
E00037097,90.8,9.2,0
E00037098,96.7,3.3,0
E00037099,97.3,2.7,0
E00037100,85.5,14.5,0
E00037101,88.1,11.9,0
E00037102,97.7,2.3,0
E00037103,94,6,0
E00037104,100,0,0
E00037105,99.3,0.7,0
E00037106,99.4,0.6,0
E00037107,99.3,0.7,0
E00037109,99.2,0.8,0
E00037110,93.5,6.5,0
E00037111,100,0,0
E00037112,82.6,17.4,0
E00037113,73.9,26.1,0
E00037114,100,0,0
E00037115,82.5,17.5,0
E00037116,100,0,0
E00037117,98.4,1.6,0
E00037118,98.5,1.5,0
E00037119,100,0,0
E00037120,100,0,0
E00037121,99,1,0
E00037122,100,0,0
E00037123,100,0,0
E00037124,99.2,0.8,0
E00037125,98.6,0.7,0.7
E00037126,100,0,0
E00037127,99.2,0.8,0
E00037128,98.3,1.7,0
E00037129,98.2,1.8,0
E00037130,100,0,0
E00037131,99.2,0.8,0
E00037132,98.3,1.7,0
E00037133,94.7,5.3,0
E00037134,99.3,0,0.7
E00037135,96.2,3.8,0
E00037136,77.8,22.2,0
E00037137,100,0,0
E00037138,99.1,0.9,0
E00037139,100,0,0
E00037140,100,0,0
E00037160,100,0,0
E00037161,75.2,24.8,0
E00037162,100,0,0
E00037165,97.1,2.9,0
E00037167,98.5,0.8,0.8
E00037168,94.7,5.3,0
E00037169,79.5,20.5,0
E00037170,90.3,9.7,0
E00037171,99.1,0.9,0
E00037172,100,0,0
E00037173,96.7,3.3,0
E00037174,92.6,7.4,0
E00037175,89.9,9.4,0.7
E00037176,96.6,3.4,0
E00037177,65.6,34.4,0
E00037178,51.6,48.4,0
E00037179,6,94,0
E00037181,30.8,68.5,0.7
E00037182,84.5,15.5,0
E00037183,79.6,20.4,0
E00037184,85.2,14.8,0
E00037186,93.5,6.5,0
E00037187,89.3,9.9,0.8
E00037188,5.1,94.9,0
E00037189,92,8,0
E00037190,1,99,0
E00037191,36.2,63.8,0
E00037192,95.7,3.5,0.7
E00037193,97.2,2.8,0
E00037194,94.4,5.6,0
E00037195,89.7,10.3,0
E00037196,86.9,13.1,0
E00037197,75,25,0
E00037198,95.7,4.3,0
E00037199,93.6,6.4,0
E00037200,98.1,0.9,0.9
E00037201,100,0,0
E00037202,100,0,0
E00037203,79.1,20.9,0
E00037204,89.3,10.7,0
E00037205,97.6,2.4,0
E00037206,100,0,0
E00037207,83.4,15.9,0.6
E00037208,100,0,0
E00037209,98.3,1.7,0
E00037210,89.1,10.9,0
E00037211,92.1,7.9,0
E00037212,98.3,0.8,0.8
E00037213,100,0,0
E00037215,100,0,0
E00037216,98.2,1.8,0
E00037217,97.9,2.1,0
E00037218,100,0,0
E00037219,100,0,0
E00037220,96.4,3.6,0
E00037221,100,0,0
E00037222,99.3,0.7,0
E00037223,99.5,0.5,0
E00037224,95.9,4.1,0
E00037225,100,0,0
E00037226,100,0,0
E00037229,100,0,0
E00037231,25.7,74.3,0
E00037232,100,0,0
E00037233,100,0,0
E00037234,96.5,3.5,0
E00037235,88.5,11.5,0
E00037236,100,0,0
E00037237,95.3,4.7,0
E00037238,84.8,15.2,0
E00037239,86.5,13.5,0
E00037276,100,0,0
E00037277,97,3,0
E00037278,87.3,12.7,0
E00037279,98,2,0
E00037280,100,0,0
E00037281,99.2,0.8,0
E00037282,98.4,1.6,0
E00037283,100,0,0
E00037284,100,0,0
E00037285,100,0,0
E00037286,100,0,0
E00037287,98.6,1.4,0
E00037288,94.5,5.5,0
E00037289,80.8,19.2,0
E00037290,100,0,0
E00037291,99.2,0.8,0
E00037292,100,0,0
E00037293,100,0,0
E00037294,100,0,0
E00037295,99.2,0.8,0
E00037296,65.6,34.4,0
E00037297,87,13,0
E00037298,99.2,0.8,0
E00037299,100,0,0
E00037300,90.7,9.3,0
E00037301,78.6,21.4,0
E00037302,77.6,22.4,0
E00037303,100,0,0
E00037304,78.6,21.4,0
E00037305,99.2,0.8,0
E00037306,100,0,0
E00037307,100,0,0
E00037309,100,0,0
E00037310,99.2,0.8,0
E00037311,100,0,0
E00037312,100,0,0
E00037313,96,4,0
E00037314,99.2,0.8,0
E00037315,96.4,3.6,0
E00037316,100,0,0
E00037317,97.7,2.3,0
E00037318,90.2,9.8,0
E00037320,57.7,42.3,0
E00037321,85.5,14.5,0
E00037395,91.8,8.2,0
E00037397,100,0,0
E00037398,85.9,14.1,0
E00037399,100,0,0
E00037400,100,0,0
E00037401,84.9,15.1,0
E00037402,86.3,13.8,0
E00037403,100,0,0
E00037404,97,3,0
E00037411,100,0,0
E00037412,100,0,0
E00037413,100,0,0
E00037414,100,0,0
E00037416,99.5,0.5,0
E00037417,100,0,0
E00037418,98.3,1.7,0
E00037419,93.4,6.6,0
E00037420,96.2,3.8,0
E00037421,82.5,17.5,0
E00037422,98.6,1.4,0
E00037423,99.2,0.8,0
E00037424,100,0,0
E00037425,100,0,0
E00037426,99.3,0.7,0
E00037427,86.7,13.3,0
E00037428,100,0,0
E00037429,96.9,3.1,0
E00037430,100,0,0
E00037431,100,0,0
E00037432,96.7,3.3,0
E00037433,95.2,4.8,0
E00037434,78.9,21.1,0
E00037435,100,0,0
E00037436,99.2,0.8,0
E00037437,80.6,18.7,0.6
E00037438,100,0,0
E00037439,100,0,0
E00037502,100,0,0
E00037503,85.2,14.1,0.8
E00037505,100,0,0
E00037507,91.9,7.4,0.7
E00037508,100,0,0
E00037509,98.9,1.1,0
E00037510,79.6,7.7,12.7
E00037511,100,0,0
E00037512,97.6,2.4,0
E00037513,96,4,0
E00037514,100,0,0
E00037515,98.6,1.4,0
E00037517,100,0,0
E00037518,100,0,0
E00037519,100,0,0
E00037520,99.2,0.8,0
E00037521,100,0,0
E00037522,95.5,4.5,0
E00037523,100,0,0
E00037525,100,0,0
E00037526,93.1,6.9,0
E00037527,99.2,0.8,0
E00037528,100,0,0
E00037529,97.5,1.9,0.6
E00037530,99.1,0.9,0
E00037531,95.7,4.3,0
E00037532,62.2,37.8,0
E00037533,100,0,0
E00037534,99.2,0.8,0
E00037535,99.3,0.7,0
E00037536,93.9,6.1,0
E00037537,58.9,41.1,0
E00037538,100,0,0
E00037539,61.3,38.7,0
E00037540,88.2,11.3,0.5
E00037541,92,8,0
E00037542,98,2,0
E00037543,99.5,0.5,0
E00037544,100,0,0
E00037545,83.7,16.3,0
E00037546,54.2,45.8,0
E00037547,97.4,2.6,0
E00037548,93.4,6.6,0
E00037549,49,51,0
E00037550,74,26,0
E00037551,100,0,0
E00037553,96.5,2.1,1.4
E00037554,99.1,0.9,0
E00037555,68.3,31.7,0
E00037556,99.1,0.9,0
E00037557,43.8,56.2,0
E00037558,89.4,10.6,0
E00037559,88.2,11.8,0
E00037560,64.4,35.6,0
E00037561,65,35,0
E00037562,74.6,23.1,2.3
E00037563,100,0,0
E00037564,100,0,0
E00037565,71.2,28.8,0
E00037566,45.5,54.5,0
E00037567,98.9,1.1,0
E00037568,74.8,25.2,0
E00037569,61.2,38.8,0
E00037570,100,0,0
E00037571,100,0,0
E00037572,100,0,0
E00037573,99.2,0.8,0
E00037574,98.3,1.7,0
