geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00037085,98.3,0.8,0,0.8
E00037086,97.9,0.7,0,1.4
E00037087,97.8,1.7,0,0.6
E00037089,96.2,0.8,0,3
E00037093,89.2,4.6,0,6.2
E00037094,92.1,0,2,5.9
E00037096,99.3,0,0,0.7
E00037097,94.1,0,0.8,5.1
E00037098,95.8,1.7,0.8,1.7
E00037099,81.6,0,2.2,16.2
E00037100,88.1,1.7,0,10.2
E00037101,91.7,1.9,1.9,4.5
E00037102,90.4,0.6,1.7,7.3
E00037103,98.3,0,0.8,0.8
E00037104,98.3,1.7,0,0
E00037105,90.3,4.2,0.7,4.9
E00037106,82.3,0,1.8,15.9
E00037107,95.8,1.4,0,2.8
E00037109,93,2.3,0.8,3.9
E00037110,82.6,3.3,4.3,9.8
E00037111,99.1,0,0,0.9
E00037112,95,1.4,0.7,2.9
E00037113,93.7,1.9,1.3,3.2
E00037114,94,1.3,1.3,3.3
E00037115,97.9,0.7,0,1.4
E00037116,97.8,1.5,0,0.7
E00037117,99.2,0,0,0.8
E00037118,96.9,1.5,0.8,0.8
E00037119,98.4,0,1.6,0
E00037120,92.7,0.8,0.8,5.7
E00037121,98.1,1,1,0
E00037122,98.3,0,0,1.7
E00037123,95.7,0.9,0.9,2.6
E00037124,94.9,0.8,2.5,1.7
E00037125,97.9,0.7,0.7,0.7
E00037126,94.6,1.2,1.2,3
E00037127,95.3,0,0.8,3.9
E00037128,93.2,0.9,2.6,3.4
E00037129,95.7,0.9,0.9,2.6
E00037130,100,0,0,0
E00037131,95.3,2.3,0.8,1.6
E00037132,97.4,2.6,0,0
E00037133,96.9,0.8,0,2.3
E00037134,97.1,0.7,0.7,1.5
E00037135,98.5,0,0,1.5
E00037136,96.6,1,1,1.5
E00037137,98.4,0,0,1.6
E00037138,93.7,2.7,0.9,2.7
E00037139,97.6,0.8,0,1.6
E00037140,97.7,0,0,2.3
E00037160,99.1,0,0,0.9
E00037161,98.3,0,0.8,0.8
E00037162,100,0,0,0
E00037165,99.2,0,0.4,0.4
E00037167,98.5,1.5,0,0
E00037168,99.2,0,0.8,0
E00037169,73.5,5.1,1.7,19.7
E00037170,82.9,2.9,0,14.3
E00037171,97.2,0,1.9,0.9
E00037172,99,0,0,1
E00037173,100,0,0,0
E00037174,78.7,4,3.3,14
E00037175,75,3.6,1.4,20
E00037176,83.6,1.4,2.7,12.3
E00037177,65.9,6.2,3.9,24
E00037178,85.9,1.6,0.5,12
E00037179,83,1.5,0,15.5
E00037181,82.9,2.1,1.4,13.7
E00037182,80.7,4.8,2.1,12.4
E00037183,78.7,2.6,5.2,13.5
E00037184,82.4,3.3,1.3,13.1
E00037186,78.9,2.4,4.1,14.6
E00037187,76.2,2.3,2.3,19.2
E00037188,91.2,0,0,8.8
E00037189,75,7.1,2.1,15.7
E00037190,93.3,1,0,5.7
E00037191,72.9,0.8,0.8,25.4
E00037192,90.1,2.1,1.4,6.4
E00037193,79.1,3.6,0.7,16.5
E00037194,69.1,4.3,2.2,24.5
E00037195,82.4,3.7,1.5,12.5
E00037196,85.5,2,3.9,8.6
E00037197,69.6,2.7,3.6,24.1
E00037198,77.6,4.3,3.4,14.7
E00037199,68.8,2.1,4.2,25
E00037200,99.1,0,0.9,0
E00037201,100,0,0,0
E00037202,98.3,1.7,0,0
E00037203,80.9,0.9,2.6,15.7
E00037204,95.8,0.8,0.8,2.5
E00037205,98.4,0,0.8,0.8
E00037206,97.1,1.5,0.7,0.7
E00037207,96.2,0.6,0,3.1
E00037208,95,3.8,0,1.3
E00037209,100,0,0,0
E00037210,92.2,2.3,0,5.4
E00037211,95.7,0.7,0.7,2.9
E00037212,96.7,1.7,0.8,0.8
E00037213,96.4,0.9,0,2.7
E00037215,97.3,0.9,0.9,0.9
E00037216,95.5,0.9,0.9,2.7
E00037217,95.1,2.1,0,2.8
E00037218,97.1,2.9,0,0
E00037219,100,0,0,0
E00037220,98.6,0,0,1.4
E00037221,97,1.8,0,1.2
E00037222,99.3,0.7,0,0
E00037223,97.2,1.4,0,1.4
E00037224,97.9,0,0.7,1.4
E00037225,96.7,1.6,0,1.6
E00037226,98.4,0,0,1.6
E00037229,99.2,0,0,0.8
E00037231,93.8,0.9,0.9,4.4
E00037232,98.4,0.8,0.8,0
E00037233,97.4,0.7,0,2
E00037234,97.2,0,0.7,2.1
E00037235,94.6,1.4,0,4.1
E00037236,99.3,0,0,0.7
E00037237,98,1.4,0,0.7
E00037238,100,0,0,0
E00037239,95.9,1.4,0,2.7
E00037276,97.7,2.3,0,0
E00037277,96.3,2.2,0,1.5
E00037278,98.4,0.8,0,0.8
E00037279,99.3,0,0.7,0
E00037280,100,0,0,0
E00037281,98.5,0.8,0,0.8
E00037282,99.2,0,0,0.8
E00037283,100,0,0,0
E00037284,98.3,0.8,0,0.8
E00037285,99.1,0,0,0.9
E00037286,99.2,0.8,0,0
E00037287,99.3,0.7,0,0
E00037288,99.2,0,0,0.8
E00037289,96.2,0.8,0,3.1
E00037290,99.2,0,0,0.8
E00037291,100,0,0,0
E00037292,100,0,0,0
E00037293,100,0,0,0
E00037294,92,3.5,2.7,1.8
E00037295,98.3,0,0.8,0.8
E00037296,99.2,0,0,0.8
E00037297,97.3,0.7,0.7,1.4
E00037298,97.6,1.6,0,0.8
E00037299,96,0.8,1.6,1.6
E00037300,96.1,0,0,3.9
E00037301,96.8,0.6,0,2.5
E00037302,97.2,0.7,0.7,1.4
E00037303,100,0,0,0
E00037304,96.5,0,2.6,0.9
E00037305,97.5,2.5,0,0
E00037306,98.4,0.8,0,0.8
E00037307,98.3,0,0,1.7
E00037309,97.2,1.4,0,1.4
E00037310,99.2,0,0,0.8
E00037311,98.5,0.8,0,0.8
E00037312,97.1,2.2,0.7,0
E00037313,98,0.7,0.7,0.7
E00037314,96.8,0.8,2.4,0
E00037315,97.1,0.7,0,2.2
E00037316,99.2,0,0,0.8
E00037317,98.5,0.8,0.8,0
E00037318,95.4,2.3,0,2.3
E00037320,99.2,0,0,0.8
E00037321,97.1,0.7,1.4,0.7
E00037395,97.8,0.7,0.7,0.7
E00037397,98.6,1.4,0,0
E00037398,99.2,0,0.8,0
E00037399,97.9,0,0,2.1
E00037400,93.7,2.4,0,3.9
E00037401,96.3,2.7,0,1.1
E00037402,97.5,1.9,0,0.6
E00037403,98.3,0.8,0,0.8
E00037404,100,0,0,0
E00037411,100,0,0,0
E00037412,99.2,0.8,0,0
E00037413,99.3,0.7,0,0
E00037414,100,0,0,0
E00037416,99.5,0,0,0.5
E00037417,100,0,0,0
E00037418,98.3,1.7,0,0
E00037419,98.4,0.5,0,1.1
E00037420,99.2,0,0.8,0
E00037421,98.4,0.8,0,0.8
E00037422,100,0,0,0
E00037423,100,0,0,0
E00037424,99.2,0.8,0,0
E00037425,96.7,0.8,2.5,0
E00037426,98.5,0.7,0,0.7
E00037427,96.7,0.6,1.1,1.7
E00037428,99.2,0.8,0,0
E00037429,100,0,0,0
E00037430,97.7,0,0,2.3
E00037431,99.2,0.8,0,0
E00037432,97.8,0.5,1.1,0.5
E00037433,97.6,0.8,1.6,0
E00037434,99.1,0,0,0.9
E00037435,99.2,0,0,0.8
E00037436,97.7,0.8,0,1.6
E00037437,95.4,0.7,1.3,2.6
E00037438,96.1,2.3,0,1.6
E00037439,98.3,0.8,0.4,0.4
E00037502,99.2,0,0,0.8
E00037503,99.2,0,0,0.8
E00037505,93.8,0,1.8,4.4
E00037507,97,1.5,0,1.5
E00037508,97.1,2.3,0,0.6
E00037509,93.8,2.1,1,3.1
E00037510,94.3,1.4,0,4.3
E00037511,98.4,0.8,0.8,0
E00037512,97.7,0,1.6,0.8
E00037513,97.6,0,0,2.4
E00037514,93.6,2.4,2.4,1.6
E00037515,98.2,0.9,0.5,0.5
E00037517,99.2,0.8,0,0
