geography_code,sex-001,sex-002
E00037085,50.6,49.4
E00037086,52,48
E00037087,50.7,49.3
E00037089,49.8,50.2
E00037093,46.7,53.3
E00037094,52.2,47.8
E00037096,54.1,45.9
E00037097,52.9,47.1
E00037098,47.7,52.3
E00037099,49.7,50.3
E00037100,42.8,57.2
E00037101,49.3,50.7
E00037102,50.4,49.6
E00037103,53,47
E00037104,51.3,48.7
E00037105,53.3,46.7
E00037106,48.9,51.1
E00037107,52.5,47.5
E00037109,49.8,50.2
E00037110,55.8,44.2
E00037111,51.4,48.6
E00037112,52.6,47.4
E00037113,52.2,47.8
E00037114,48.9,51.1
E00037115,50.2,49.8
E00037116,54.5,45.5
E00037117,51.1,48.9
E00037118,51.6,48.4
E00037119,51.3,48.7
E00037120,50.3,49.7
E00037121,53.1,46.9
E00037122,51.9,48.1
E00037123,50.2,49.8
E00037124,50.8,49.2
E00037125,53.5,46.5
E00037126,52.9,47.1
E00037127,54.2,45.8
E00037128,51.2,48.8
E00037129,49.7,50.3
E00037130,51.9,48.1
E00037131,54.2,45.8
E00037132,48.2,51.8
E00037133,47.2,52.8
E00037134,51.4,48.6
E00037135,53.1,46.9
E00037136,51.5,48.5
E00037137,47.3,52.7
E00037138,49.2,50.8
E00037139,49.6,50.4
E00037140,51.8,48.2
E00037160,50.5,49.5
E00037161,52,48
E00037162,48.4,51.6
E00037165,51.7,48.3
E00037167,49.7,50.3
E00037168,53.1,46.9
E00037169,47.9,52.1
E00037170,44.4,55.6
E00037171,49.8,50.2
E00037172,50.2,49.8
E00037173,47.5,52.5
E00037174,47.4,52.6
E00037175,43.8,56.2
E00037176,48.6,51.4
E00037177,44.9,55.1
E00037178,48.7,51.3
E00037179,46.8,53.2
E00037181,45.9,54.1
E00037182,49.3,50.7
E00037183,49.1,50.9
E00037184,47.4,52.6
E00037186,50.2,49.8
E00037187,49.3,50.7
E00037188,42.6,57.4
E00037189,50,50
E00037190,48.9,51.1
E00037191,36.9,63.1
E00037192,48.6,51.4
E00037193,45.1,54.9
E00037194,43.7,56.3
E00037195,47.3,52.7
E00037196,55.4,44.6
E00037197,43.5,56.5
E00037198,51,49
E00037199,47.2,52.8
E00037200,51.5,48.5
E00037201,48.3,51.7
E00037202,52.1,47.9
E00037203,53.4,46.6
E00037204,53,47
E00037205,48.1,51.9
E00037206,53.2,46.8
E00037207,48.5,51.5
E00037208,48.5,51.5
E00037209,55.7,44.3
E00037210,56.5,43.5
E00037211,54.4,45.6
E00037212,49.3,50.7
E00037213,50,50
E00037215,54.4,45.6
E00037216,46.9,53.1
E00037217,49.8,50.2
E00037218,54.9,45.1
E00037219,49.4,50.6
E00037220,51,49
E00037221,50.1,49.9
E00037222,51.1,48.9
E00037223,50.7,49.3
E00037224,55.3,44.7
E00037225,49.2,50.8
E00037226,50.6,49.4
E00037229,50,50
E00037231,47.4,52.6
E00037232,52.1,47.9
E00037233,55.1,44.9
E00037234,49.4,50.6
E00037235,52.7,47.3
E00037236,50.2,49.8
E00037237,46.6,53.4
E00037238,55.8,44.2
E00037239,52.9,47.1
E00037276,50.2,49.8
E00037277,51,49
E00037278,50,50
E00037279,51.3,48.8
E00037280,50.1,49.9
E00037281,52.4,47.6
E00037282,49.3,50.7
E00037283,50.4,49.6
E00037284,48,52
E00037285,58,42
E00037286,51.7,48.3
E00037287,50.5,49.5
E00037288,50.4,49.6
E00037289,53.1,46.9
E00037290,54.7,45.3
E00037291,51,49
E00037292,50.8,49.2
E00037293,50.8,49.2
E00037294,49.4,50.6
E00037295,51.4,48.6
E00037296,52.9,47.1
E00037297,51.4,48.6
E00037298,56.7,43.3
E00037299,53.8,46.2
E00037300,55.5,44.5
E00037301,47.6,52.4
E00037302,53.7,46.3
E00037303,51.4,48.6
E00037304,54.7,45.3
E00037305,49,51
E00037306,52.1,47.9
E00037307,51.2,48.8
E00037309,49.2,50.8
E00037310,51,49
E00037311,51.9,48.1
E00037312,48.8,51.3
E00037313,51.6,48.4
E00037314,51,49
E00037315,53.1,46.9
E00037316,50.8,49.2
E00037317,52.2,47.8
E00037318,52.7,47.3
E00037320,55.8,44.2
E00037321,56,44
E00037395,49.3,50.7
E00037397,50.6,49.4
E00037398,53.2,46.8
E00037399,51.1,48.9
E00037400,52.4,47.6
E00037401,48.7,51.3
E00037402,48.1,51.9
E00037403,52.6,47.4
E00037404,51,49
E00037411,54.3,45.7
E00037412,47.9,52.1
E00037413,56.1,43.9
E00037414,51.1,48.9
E00037416,50.4,49.6
E00037417,47,53
E00037418,51.5,48.5
E00037419,51.9,48.1
E00037420,52.1,47.9
E00037421,52,48
E00037422,51.5,48.5
E00037423,52.5,47.5
E00037424,49.2,50.8
E00037425,50.2,49.8
E00037426,52.6,47.4
E00037427,50.8,49.2
E00037428,52.3,47.7
E00037429,53.6,46.4
E00037430,54.5,45.5
E00037431,50.8,49.2
E00037432,48.4,51.6
E00037433,54.4,45.6
E00037434,52.6,47.4
E00037435,50.2,49.8
E00037436,49.3,50.7
E00037437,49.2,50.8
E00037438,49.7,50.3
E00037439,50.7,49.3
E00037502,51.1,48.9
E00037503,48.3,51.7
E00037505,51.2,48.8
E00037507,51.1,48.9
E00037508,50.9,49.1
E00037509,48.4,51.6
E00037510,48.7,51.3
E00037511,49.8,50.2
E00037512,55.6,44.4
E00037513,50.2,49.8
E00037514,56.8,43.2
E00037515,49,51
E00037517,52.6,47.4
E00037518,51.9,48.1
E00037519,51.7,48.3
E00037520,53.9,46.1
E00037521,52.7,47.3
E00037522,53.3,46.7
E00037523,52.7,47.3
E00037525,52.7,47.3
E00037526,53.4,46.6
E00037527,53,47
E00037528,55.4,44.6
E00037529,51.5,48.5
E00037530,53.1,46.9
E00037531,53.5,46.5
E00037532,54,46
E00037533,50.9,49.1
E00037534,50,50
E00037535,51.2,48.8
E00037536,51.3,48.7
E00037537,53.2,46.8
E00037538,48.6,51.4
E00037539,49.2,50.8
E00037540,52.5,47.5
E00037541,53,47
E00037542,51.5,48.5
E00037543,48.8,51.2
E00037544,52,48
E00037545,49.7,50.3
E00037546,49.1,50.9
E00037547,54.1,45.9
E00037548,52.9,47.1
E00037549,46.8,53.2
E00037550,48.3,51.7
E00037551,52.3,47.7
E00037553,45.6,54.4
E00037554,51,49
E00037555,46.5,53.5
E00037556,50,50
E00037557,42.9,57.1
E00037558,42.5,57.5
E00037559,49.6,50.4
E00037560,51.5,48.5
E00037561,52.2,47.8
E00037562,49.4,50.6
E00037563,52.8,47.2
E00037564,49.3,50.7
E00037565,51.5,48.5
E00037566,46.3,53.7
E00037567,49.4,50.6
E00037568,53.8,46.2
E00037569,50.9,49.1
E00037570,50.2,49.8
E00037571,51.6,48.4
E00037572,50.8,49.2
E00037573,50.5,49.5
E00037574,49,51
E00037575,49.4,50.6
E00037576,50.5,49.5
E00037577,50.7,49.3
E00037580,48.4,51.6
