areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00088988,9.7,27.4,62.9
E00089100,4,29.5,66.5
E00089101,2.9,17.1,80
E00089333,4.6,26.5,68.9
E00089335,3.2,41.1,55.6
E00089336,4.3,17.4,78.3
E00089337,1.4,17.6,81.1
E00089560,4.7,14.2,81.1
E00089561,6.7,17.2,76.1
E00089562,6,42.3,51.7
E00089643,7.3,12.2,80.5
E00089644,9.9,21.4,68.7
E00089645,1.5,23.1,75.4
E00089646,3.9,20.5,75.6
E00089647,4.3,21.6,74.1
E00089648,5.6,19.7,74.6
E00089649,3.4,22.6,74
E00118638,6.3,24.6,69
E00118639,4.3,26.4,69.3
E00118640,0,31.6,68.4
E00118641,1.7,23.1,75.2
E00118642,6.5,21.8,71.8
E00118643,3.3,30.4,66.3
E00118644,4,24,72
E00118645,1.1,58.2,40.7
E00118656,6.5,26,67.5
E00118657,3.1,18.5,78.5
E00118658,0,12.9,87.1
E00118659,4.4,29.4,66.2
E00118660,5.9,23.5,70.6
E00118662,5.9,30.7,63.4
E00118664,3.3,19.7,77
E00118685,0,11.5,88.5
E00118686,1.8,16.7,81.6
E00118687,1.4,32.7,66
E00118688,4,44.2,51.8
E00118689,4.9,37.2,58
E00118690,2.9,48.6,48.6
E00118691,7.1,33,59.8
E00118692,3.7,36.8,59.6
E00118694,3.2,30.4,66.4
E00118695,0.8,22.4,76.8
E00118696,0,23.3,76.7
E00118697,2.1,36.2,61.7
E00118698,0,17.4,82.6
E00118699,0,28.6,71.4
E00118700,2.2,12.3,85.5
E00118701,3.8,24.6,71.5
E00118702,4.9,47.2,47.9
E00118703,3.5,14.2,82.3
E00118704,1.6,68.3,30.1
E00118705,2.7,20.8,76.5
E00118706,2.3,12.3,85.4
E00118707,0,41.7,58.3
E00118708,3.7,14.7,81.6
E00118709,2.5,30,67.5
E00118710,2.5,13.8,83.6
E00118711,5.1,23.2,71.7
E00118712,1.8,42.5,55.7
E00118713,0,13.8,86.2
E00118714,2.7,22.7,74.7
E00118715,6.9,37.5,55.6
E00118716,2.2,18.5,79.3
E00118717,2.5,41.7,55.8
E00118718,1.4,35.3,63.3
E00118719,5.3,25.2,69.5
E00118720,3.1,33.8,63.1
E00118721,3.1,17.2,79.7
E00118722,0.9,12.4,86.7
E00118723,0,14.4,85.6
E00118724,3.3,17.9,78.9
E00118725,4.4,15.6,80
E00118726,5.1,8,86.9
E00118728,3.3,10.5,86.3
E00118729,2.7,28.8,68.5
E00118730,0.5,47.4,52.1
E00118731,5.5,33.6,60.9
E00118732,0.9,34.5,64.7
E00118733,3.9,28.5,67.6
E00118735,4.2,40.3,55.5
E00118736,5.5,14.8,79.7
E00118737,7.7,25.4,66.9
E00118738,0,13.8,86.2
E00118746,7.4,23.1,69.4
E00118948,1.5,38,60.6
E00118949,0,39.8,60.2
E00118950,1.6,52.7,45.7
E00118951,7.3,23,69.7
E00118952,0,26.3,73.7
E00118953,0.8,62.2,37
E00118954,1.4,26.4,72.1
E00118955,4.2,20.4,75.4
E00118956,3.6,35.5,60.9
E00118957,3.1,34.4,62.5
E00118958,4.1,27.9,68
E00118959,0,24,76
E00118960,1.6,13.1,85.2
E00118961,6.9,16.9,76.2
E00118962,6.1,51.5,42.4
E00118963,5.8,28.5,65.7
E00118964,6,23.9,70.1
E00118965,1.8,18.2,80
E00118966,5.4,21.4,73.2
E00118967,0,28.8,71.2
E00118968,3.2,25.4,71.4
E00118969,3.8,29.8,66.4
E00118970,2.8,47.7,49.5
E00118971,3.8,20.8,75.4
E00118972,5.8,40.8,53.3
E00118973,2.8,44.8,52.4
E00118974,3.3,26.8,69.9
E00118975,1.8,31.5,66.7
E00118976,8.6,15.7,75.7
E00118977,3.5,36.1,60.4
E00118978,4.9,16.7,78.4
E00118979,0,17.7,82.3
E00118980,3.5,48.6,47.9
E00118981,0,20.5,79.5
E00118982,3.4,29.1,67.5
E00118983,4.7,41.9,53.4
E00118984,1.6,9.3,89.1
E00118985,6,20.1,73.9
E00118986,2.2,24.8,73
E00118987,6.8,15.2,78
E00118988,3.1,19.2,77.7
E00118989,4.8,44.2,50.9
E00118990,3.3,47.8,48.9
E00118991,2.7,56.1,41.2
E00118992,2.2,31.2,66.7
E00118993,0,44,56
E00118994,2.6,41.2,56.2
E00118995,3.5,22.5,74
E00118996,5.1,22.7,72.2
E00118997,3.9,27.9,68.2
E00118998,4.2,15.1,80.7
E00118999,5.1,21,73.9
E00169108,0,17.6,82.4
E00169153,3,22.2,74.8
E00169155,2.7,16.1,81.3
E00169637,4,16.7,79.4
E00169638,0,73.2,26.8
E00178376,1.9,12.7,85.4
E00178392,5.7,15.1,79.2
E00189354,2.9,37.7,59.4
E00189365,3.3,7.4,89.3
E00189369,3.7,9.3,86.9
E00189394,3,48.1,48.9
