areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00088988,13.3,24,49.3,13.3
E00089100,14.7,26.7,40.3,18.3
E00089101,12.7,22.3,54.8,10.2
E00089333,20.8,24.9,41.6,12.7
E00089335,24.8,25.7,25.7,23.8
E00089336,16,28.2,32.6,23.2
E00089337,8.4,23.4,57.1,11
E00089560,18.7,20.5,44.6,16.3
E00089561,7.3,19.8,61.6,11.3
E00089562,21.1,23.1,32.7,23.1
E00089643,12.5,13.1,63.1,11.3
E00089644,21.7,18.4,39.5,20.4
E00089645,14.8,25,44.4,15.7
E00089646,6.7,23.6,55.8,13.9
E00089647,20.1,20.7,49.4,9.8
E00089648,11,24,55.2,9.7
E00089649,12.2,16.5,57.3,14
E00118638,19,22.2,46.2,12.7
E00118639,10.1,19.1,61.7,9
E00118640,11.8,19.7,55.1,13.4
E00118641,9.5,24.1,52.6,13.9
E00118642,16.5,14.3,56.4,12.8
E00118643,23.2,21.4,33.9,21.4
E00118644,13.8,20.9,43.4,21.9
E00118645,33.3,33.3,14.3,19
E00118656,11.5,13.9,62.3,12.3
E00118657,21.3,18,36.1,24.6
E00118658,7.1,17.1,65.7,10
E00118659,17.9,28.2,50,3.8
E00118660,13.3,15.3,61.3,10
E00118662,24.6,13.2,50.9,11.4
E00118664,12.1,19.9,63.8,4.3
E00118685,6.5,10.9,72.5,10.1
E00118686,16.1,15.3,59.9,8.8
E00118687,11.9,13.7,67.9,6.5
E00118688,21.3,9.4,60.7,8.6
E00118689,17,19,52.2,11.9
E00118690,21.4,17.1,47.9,13.7
E00118691,15.1,16.5,60.4,7.9
E00118692,16.9,20.6,51.9,10.6
E00118694,28.4,15.9,42.6,13.1
E00118695,11.1,15.4,65.4,8
E00118696,19.8,14,60.5,5.8
E00118697,21.6,15.4,50,13
E00118698,18,16.1,59,6.8
E00118699,15.4,19.6,53.8,11.2
E00118700,13.6,12.4,70.6,3.4
E00118701,24.3,9.3,60.7,5.7
E00118702,29.5,18.5,39,13
E00118703,10.8,14.4,68.3,6.5
E00118704,25.2,14.6,43.9,16.3
E00118705,24.2,16.7,48.5,10.6
E00118706,19,12.9,65.6,2.5
E00118707,31.9,16.3,31.9,20
E00118708,14.5,12.7,64.7,8.1
E00118709,30.1,11,48.5,10.3
E00118710,20.5,8.4,62.3,8.8
E00118711,12.8,16.7,61.6,8.9
E00118712,14.9,11.7,64.9,8.5
E00118713,11.3,13.9,70.6,4.1
E00118714,20,10.3,67.6,2.2
E00118715,24.6,17.1,48,10.3
E00118716,12.6,15.7,65.4,6.3
E00118717,19.8,16.1,51.6,12.5
E00118718,24.3,13.5,52,10.1
E00118719,41.8,13.3,33.5,11.4
E00118720,35.6,21.9,32.2,10.3
E00118721,28.9,13.9,46.5,10.7
E00118722,13.6,18.2,62.3,5.8
E00118723,12.6,11.3,66.7,9.4
E00118724,10.8,15.4,66.9,6.9
E00118725,13.5,14.7,66,5.8
E00118726,14.6,14.6,64.3,6.4
E00118728,10.2,10.7,73.6,5.6
E00118729,25.3,19,38.6,17.1
E00118730,23.6,14.6,47.7,14.1
E00118731,22.3,26.4,33.1,18.2
E00118732,23.3,26.7,35.8,14.2
E00118733,13.8,12.8,61,12.4
E00118735,32.7,22.4,28,16.8
E00118736,23.2,15.7,46.5,14.6
E00118737,28.9,26.2,28.9,16
E00118738,16.8,14.2,57.9,11.1
E00118746,16.6,19.4,49.7,14.3
E00118948,20,27.7,41.5,10.8
E00118949,22.7,16.5,48.5,12.4
E00118950,16.5,23.1,52.7,7.7
E00118951,15.8,16.7,54.4,13.2
E00118952,20.7,17.1,48.8,13.4
E00118953,26.3,22.8,45.6,5.3
E00118954,28.5,16.1,44,11.4
E00118955,19,22.2,48.4,10.5
E00118956,15.5,23.3,47.6,13.6
E00118957,16.8,17.6,51.9,13.7
E00118958,22.7,24.2,35.1,18
E00118959,19.9,18.5,47.3,14.4
E00118960,23.4,24,40.1,12.6
E00118961,12.8,15.9,59.1,12.2
E00118962,26.2,16.2,39.2,18.5
E00118963,30.5,22,29.7,17.8
E00118964,21.1,20,43.3,15.6
E00118965,22.6,28.5,38.7,10.2
E00118966,29.1,26.5,17.2,27.2
E00118967,17.5,25.9,48.3,8.4
E00118968,21.8,20.3,45.9,12
E00118969,21.7,24.8,43.9,9.6
E00118970,24.8,23.8,28.6,22.9
E00118971,29.3,16,38.7,16
E00118972,30.6,25,29,15.3
E00118973,16,24.4,37.4,22.1
E00118974,19.6,21.4,51.8,7.1
E00118975,17,20.2,55.9,6.9
E00118976,8.3,34.4,46.9,10.4
E00118977,23.6,24.2,39,13.2
E00118978,14.3,13.8,66.8,5.1
E00118979,18.1,16.9,60.6,4.4
E00118980,22.5,21.3,37.5,18.8
E00118981,11.6,15.9,65.2,7.2
E00118982,22.1,24.3,41.4,12.1
E00118983,20.7,26,45.3,8
E00118984,17.5,15.8,55.6,11.1
E00118985,24.4,18.3,49.4,7.8
E00118986,22.4,24.3,42.8,10.5
E00118987,20.6,21.1,46.7,11.7
E00118988,26.1,19.3,40.9,13.6
E00118989,24.1,17.8,46,12.1
E00118990,18.1,21.3,50,10.6
E00118991,18.9,20.7,52.3,8.1
E00118992,15.3,23.2,46.9,14.7
E00118993,9,28.2,54.5,8.3
E00118994,14.8,24.6,45.9,14.8
E00118995,18.5,19.5,50.7,11.2
E00118996,10,18.3,56.6,15.1
E00118997,18,27.3,40.7,14
E00118998,13.1,21.8,52,13.1
E00118999,20.2,25.9,40.9,13
E00169108,12.9,30.9,45.1,11.2
E00169153,20,30,34.1,15.9
E00169155,12.8,29.9,52.4,4.8
E00169637,17.8,9.3,71.3,1.6
E00169638,0,20,80,0
E00178376,14.3,28.3,47.7,9.7
E00178392,18.6,27.9,40.7,12.9
E00189354,18,15,59.3,7.8
E00189365,11.9,16.7,61.3,10.1
E00189369,12.8,16.3,66,5
E00189394,14.6,13.5,68.8,3.1
