areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00072563,25.3,5.3,58.9,10.5
E00072564,20.9,9.9,64.8,4.4
E00072565,25,3.4,67.2,4.3
E00072566,34.2,10.1,45.6,10.1
E00072567,30.6,11.6,50.4,7.4
E00072568,44.8,12.9,34.5,7.8
E00072569,45.2,4.3,43,7.5
E00072570,20,7.1,67.1,5.9
E00072571,28.2,10.6,55.3,5.9
E00072572,50.7,6.8,38.4,4.1
E00072573,47.1,7.5,37.9,7.5
E00072574,38.9,8.8,45.1,7.1
E00072575,36,8.1,49.1,6.8
E00072576,33.9,16.1,39.3,10.7
E00072577,46.5,13.2,32.6,7.8
E00072578,30,22,40,8
E00072579,47.2,1.9,43.4,7.5
E00072580,44.6,10.7,42.1,2.5
E00072581,32.4,12,39.8,15.7
E00072582,23.4,14.9,57.4,4.3
E00072583,32.7,13.3,46.9,7.1
E00072584,32.6,8.1,49.6,9.6
E00072585,32.7,7.5,51.4,8.4
E00072586,22.1,19.5,54.9,3.5
E00072587,36.4,6.6,48.8,8.3
E00072588,21.1,12.8,55,11
E00072589,25.6,15.4,56.4,2.6
E00072590,14.8,19.1,57.4,8.7
E00072591,10.5,16.9,60.5,12.1
E00072592,22.9,8.4,60.2,8.4
E00072593,31,15.8,36.1,17.1
E00072607,20.4,19.7,52.8,7
E00072608,36.6,14.3,33,16.1
E00072611,18.3,14.1,56.3,11.3
E00072614,21.2,11.6,60.3,6.8
E00072615,17.9,11.5,61.5,9
E00072616,25.6,9.5,56.5,8.3
E00072617,26,15,46,13
E00072618,34,12,46.5,7.5
E00072619,21.5,11.4,55.3,11.9
E00072620,19.5,9.1,61,10.4
E00072621,22.5,15.2,50.7,11.6
E00072622,14.7,16.1,57.3,11.9
E00072623,36.2,10.5,41.9,11.4
E00072624,22.9,10.8,42,24.2
E00072625,35.3,13.9,28.9,21.9
E00072626,10.5,17.5,61.4,10.5
E00072627,27.8,20.9,40.9,10.4
E00072628,32.3,15.8,39.1,12.8
E00072629,25.9,9.6,48.2,16.3
E00072630,29.6,32.2,29.1,9
E00072631,29.2,6.2,54,10.6
E00072632,22.5,12.7,45.1,19.7
E00072633,24.1,9.1,60.3,6.5
E00072634,20.5,13.1,59,7.4
