areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00072563,11.6,23.2,54.7,10.5
E00072564,13.2,19.8,57.1,9.9
E00072565,9.4,12.8,67.5,10.3
E00072566,14.8,14.1,60.4,10.7
E00072567,10.8,7.5,68.3,13.3
E00072568,13.6,19.5,57.6,9.3
E00072569,8.5,13.8,67,10.6
E00072570,12.5,17,56.8,13.6
E00072571,18.6,11.6,54.7,15.1
E00072572,9.3,24,53.3,13.3
E00072573,11.4,21.1,53.7,13.7
E00072574,17.1,10.8,63.1,9
E00072575,12.9,14.7,58,14.3
E00072576,15.8,17.5,64.9,1.8
E00072577,16.7,17.4,56.8,9.1
E00072578,14.8,16.7,59.3,9.3
E00072579,12.1,16.8,65.4,5.6
E00072580,17.1,22,50.4,10.6
E00072581,22.4,12.1,59.8,5.6
E00072582,14.9,17.2,62.1,5.7
E00072583,13.8,15.6,54.1,16.5
E00072584,13.3,17,57.8,11.9
E00072585,9.6,16.3,59.6,14.4
E00072586,15.5,19.1,51.8,13.6
E00072587,20.8,15.8,48.3,15
E00072588,9.2,27.5,53.2,10.1
E00072589,16.2,20.5,50.4,12.8
E00072590,13.2,21.9,50,14.9
E00072591,13.7,20.2,50.8,15.3
E00072592,16.3,22.5,45,16.3
E00072593,8.8,27,54.7,9.4
E00072607,17.4,16,55.6,11.1
E00072608,14,28.1,50,7.9
E00072611,4.3,17.4,50.7,27.5
E00072614,15.3,24.3,44.4,16
E00072615,16.7,17.9,47.4,17.9
E00072616,19.2,19.8,46.7,14.4
E00072617,13.9,22.8,52.5,10.9
E00072618,13.5,20.5,47,19
E00072619,17.4,22.4,47.9,12.3
E00072620,17.1,21.1,46.1,15.8
E00072621,10.3,20.6,55.1,14
E00072622,11.9,27.3,41.3,19.6
E00072623,21.5,23.4,48.6,6.5
E00072624,16.3,21.3,50,12.5
E00072625,12.8,17.6,58.5,11.2
E00072626,13.8,31,39.7,15.5
E00072627,11.4,22.8,47.4,18.4
E00072628,11.8,28.7,47.8,11.8
E00072629,18.6,21.6,45.5,14.4
E00072630,52.2,17.9,25.4,4.5
E00072631,14.4,16.2,44.1,25.2
E00072632,12.9,27.1,45.7,14.3
E00072633,15.1,21.6,51.3,12.1
E00072634,24.6,20.6,35.7,19
E00072635,13.7,17.6,53.4,15.3
E00072636,20.7,10.4,57.9,11
E00072637,15.1,17.4,54.7,12.8
E00072638,20.5,14.3,56.5,8.7
E00072640,25.8,24.7,36.1,13.4
E00072666,16.2,26.7,42.9,14.3
E00072667,15,22,51,12
E00072668,19.3,27.3,37.5,15.9
E00072669,16.3,34.6,44.2,4.8
E00072671,9.4,30.6,52.9,7.1
E00072672,20.2,17.5,52.6,9.6
E00072673,12.9,25,54.8,7.3
E00072674,13.6,23.2,56,7.2
E00072675,16.5,22.8,60.8,0
E00072676,12.3,18.9,38.7,30.2
E00072677,18.6,23.9,51.3,6.2
E00072678,9.5,30.4,52.7,7.4
E00072680,17.2,22.1,54.1,6.6
E00072681,10.9,24.2,56.4,8.5
E00072682,11.8,21.3,54.4,12.5
E00072683,19.6,18.8,53.6,8
E00072684,7,20.4,59.2,13.4
E00072687,18.6,14.3,47.1,20
E00072688,16.3,20,43,20.7
E00072755,17,12.3,65.1,5.7
E00072756,16.1,22.6,52.9,8.4
E00072757,15,28.8,52.5,3.8
E00072758,40.1,17,35.4,7.5
E00072759,29.4,23.5,40.2,6.9
E00072760,9.4,20,56.5,14.1
E00072761,10.5,17.1,57.1,15.2
E00072762,14.3,20,58.6,7.1
E00072763,23.3,10.9,53.5,12.4
E00072764,8.5,12.3,60.4,18.9
E00072765,15,25.6,53.4,6
E00072766,19.1,22.8,46.3,11.7
E00072767,10.1,18.3,59.8,11.8
E00072768,15.5,14.5,61.1,8.8
E00072769,20.3,15.9,56,7.7
E00072770,18.3,20.4,50.7,10.6
E00072771,17.8,18.6,52.7,10.9
E00072772,18.9,10.1,61.5,9.5
E00072773,14.4,16,55.2,14.4
E00072774,10.2,12.5,63.6,13.6
E00072775,7.3,18.7,66.7,7.3
E00072776,12.1,15.6,63.8,8.5
E00072777,9.4,24.5,54.7,11.5
E00072778,13.3,25.2,52.6,8.9
E00072787,9.8,19.7,58.2,12.3
E00072788,14,20.7,56.7,8.5
E00072790,11.2,21,59.4,8.4
E00072791,16,27.2,45.7,11.1
E00072792,15.2,28.3,44.4,12.1
E00072793,8.8,15.2,59.2,16.8
E00072795,14.2,17.3,56.7,11.8
E00072797,18.8,21,40.6,19.6
E00072798,13.3,20.8,37.5,28.3
E00072799,15,17.3,55.1,12.6
E00072800,13,17.4,51.1,18.5
E00072801,15.5,20.9,43.4,20.2
E00072802,16.5,15.8,51.1,16.5
E00072803,17,23.9,44.3,14.8
E00072804,12.6,12.6,62.1,12.6
E00072805,9.9,17.7,55.3,17
E00072806,11.7,21.7,55,11.7
E00072807,15.2,10.9,63,10.9
E00072808,12.6,14.9,60.9,11.5
E00072809,15.6,15.6,60,8.9
E00072810,16,22.7,52.9,8.4
E00072811,9.6,24.3,58.3,7.8
E00072812,17,12.5,59.8,10.7
E00072813,15.2,23.2,50.3,11.3
E00072814,16.3,19,47.3,17.4
E00072815,14.7,21.7,50.3,13.3
E00072816,12.7,21.6,53,12.7
E00072817,8.9,14.4,61.6,15.1
E00072818,12.7,12.7,62.7,12
E00072819,10.8,19,51.9,18.4
E00072820,14.1,22.8,55,8.1
E00072821,12.9,21.4,53.6,12.1
E00072822,9.7,22.1,57.9,10.3
E00072823,10.3,16.7,65.4,7.7
E00072824,15.2,27.6,42.8,14.5
E00072825,14.6,22.6,46.7,16.1
E00072826,12,17.7,61.8,8.5
E00072827,16.8,14.8,57.4,11
E00072828,13.3,22.6,50.8,13.3
E00072829,13.5,21.2,58.3,7.1
E00072871,18.1,20.3,48,13.6
E00072872,9.5,23.4,58.4,8.8
E00072873,15.6,13.9,54.9,15.6
E00072874,7.4,14.8,75,2.8
E00072875,15.9,23.8,52.4,7.9
E00072876,13.3,32,46.7,8
E00072877,9.2,20.4,55.6,14.8
E00072878,7.3,21,55.6,16.1
E00072879,14.6,18.2,55.2,12
E00072880,14.2,23,51.9,10.9
E00072881,19.3,15.1,51.2,14.5
E00072882,12.2,22.1,54.2,11.5
E00072883,5.5,22.8,66.9,4.8
E00072884,9.1,26.3,56.6,8.1
E00072885,11.8,27,51.7,9.6
E00072886,18,19.3,55.9,6.8
E00072887,16.2,16.2,55.4,12.3
E00072888,14.4,23.6,53.2,8.8
E00072889,9.5,18.4,63.3,8.8
E00072890,11.7,25,57.8,5.6
E00072891,9.6,17.9,62.2,10.3
E00072892,15.7,20.3,57,7
E00072894,13.3,21.9,53.3,11.4
E00072895,20.4,15.3,60.2,4.1
E00072896,10.4,22.4,55.2,12
E00072897,11,24.9,59.5,4.6
E00072898,15.6,22,55.5,6.9
E00072899,14.1,20.8,57.8,7.3
E00072900,7.9,29.9,50.6,11.6
E00072901,14.3,28.6,54.8,2.4
E00072902,8.6,27.6,58.6,5.2
E00072903,12.2,26,55.7,6.1
E00072904,18,24.5,53.2,4.3
E00072905,13,26,52.7,8.3
E00072906,20.1,26.4,47.2,6.3
E00072907,13.2,21.7,55,10.1
E00072908,20.1,17.4,50.3,12.1
E00072909,8.2,22.4,59.9,9.5
E00072910,32.1,11.9,49.5,6.4
E00072911,29.7,18,41.4,10.8
E00072912,23.5,22.7,50,3.8
E00072913,27.8,15.3,49.3,7.6
E00072914,31.7,22.5,41.7,4.2
E00072915,31.8,17.4,46.2,4.5
E00072916,25.2,19.6,48.5,6.7
E00072917,15.4,21.4,53.8,9.4
E00072918,11.1,17.2,66.7,5.1
E00072919,10.2,21.3,55.6,13
E00072920,10.7,24,59.5,5.8
E00072921,15.2,24.8,57.1,2.9
E00072922,17.6,24.1,51.2,7.1
E00072923,15.3,19.1,58,7.6
E00072924,15.8,14.5,63.2,6.6
E00072942,6.4,24.3,60,9.3
E00072943,12.6,20.4,57,10
E00072944,14,21,61,4
E00072945,6.3,20,68.1,5.6
E00072946,5.8,17.3,65.9,11
E00072947,13.6,21.6,53.4,11.4
E00072948,9.4,22.1,58.4,10.1
E00072949,11.1,21.6,60.8,6.4
E00072950,12.9,24.2,53.1,9.8
E00072951,12.8,22.4,58,6.8
E00072952,12.9,24.2,53.8,9.1
E00072953,9.8,24.8,57.1,8.3
E00072954,16,20.2,60.6,3.2
E00072955,12.9,29.4,51.8,5.9
E00072956,15.7,21.3,52.2,10.7
E00072957,8.7,24.3,60.7,6.4
E00072958,16.4,22.4,52.2,9
E00072959,9.3,23.7,52.6,14.4
E00072960,9.2,26.1,57.1,7.6
E00072961,11.9,19.4,60.6,8.1
E00072962,11.8,24.3,60.9,3
E00072971,11.7,18.8,61.7,7.8
E00072972,7.3,15.9,62.2,14.6
E00072973,11,14.3,62.1,12.6
E00072974,18.1,17.1,56.5,8.3
E00072975,12.8,22.1,50.8,14.4
E00072976,8.1,20.6,60,11.3
E00072977,14.1,20.9,55,9.9
E00072978,6.6,24.1,59.6,9.6
E00072980,13.3,25.8,49.2,11.7
E00072981,11.1,22.2,58.6,8.1
E00072982,6.4,23.8,56.2,13.6
E00072983,8.6,22.3,58.3,10.8
E00072984,13.3,18.8,58.8,9.1
E00072985,7.6,20.4,65.2,6.8
E00072986,14.3,21.4,57.7,6.6
E00072987,9.5,19,60.8,10.8
E00072989,10.5,21.7,54.5,13.3
E00072990,19.8,20.3,48.7,11.2
E00072991,13.2,17.4,62,7.4
E00073001,14.1,22.8,55.7,7.4
E00073002,22.1,22.8,45.6,9.6
E00073003,8.3,26.4,58.7,6.6
E00073004,15.9,21.7,55.1,7.2
E00073005,9.9,31.5,48.1,10.5
E00073006,11.4,20.3,61.4,7
E00073007,9,29.7,54.1,7.2
E00073008,15.9,17.4,52.3,14.4
E00073009,11.3,24.2,52.4,12.1
E00073010,14.1,28.9,50.8,6.3
E00073011,17.8,18.5,57,6.7
E00073012,12.1,17.4,61.7,8.7
E00073013,13.3,18.5,61.8,6.4
E00073014,8.1,22,58.4,11.6
E00073015,12.1,19.3,62.1,6.4
E00073016,10.9,22.6,59.9,6.6
E00073017,12,28.2,51.3,8.5
E00073018,17.4,24.2,54.7,3.7
E00073019,9.5,22.6,59.5,8.3
E00073030,14.7,21.2,56.4,7.7
E00073031,11.1,29.4,59.5,0
E00073032,15.1,20.5,57.2,7.2
E00073033,12.8,20.8,63.2,3.2
E00073034,15,22.1,54.9,8
E00073035,13.9,23,56.6,6.6
E00073036,10,28.7,56.7,4.7
E00073037,11.5,24.6,57.7,6.2
E00073038,12.3,28.2,55.8,3.7
E00073039,8.2,23.6,66.4,1.8
E00073040,7.3,28.2,54.5,10
E00073041,18.3,24.4,53.4,3.8
E00073042,12.6,27.7,54.1,5.7
E00073043,15.2,19.3,57.4,8.1
E00073044,23.9,29.5,42,4.5
E00073045,24,18.6,52.7,4.7
E00073046,16.1,19.5,59.1,5.4
E00073047,7.5,25.2,63.6,3.7
E00073048,25.3,25.3,44.5,4.8
E00073049,8.5,21.7,54.3,15.5
E00073050,10.5,29.6,48.1,11.7
E00073051,15.9,19,55.6,9.5
E00073052,16.3,23,51.1,9.6
E00073053,10.9,17,60.6,11.5
E00073054,17.8,17.8,57.9,6.6
E00073055,8.9,22,56.1,13
E00073056,9.2,12.9,66.4,11.5
E00073057,13.6,24,47.2,15.2
E00073058,12.6,18.6,59.3,9.6
E00073059,18,30.4,47.2,4.3
E00073060,8.6,24.1,52.9,14.4
E00073061,7.2,23.4,64,5.4
E00073062,13,28.7,45.4,13
E00073063,10.4,14.6,65.6,9.4
E00073064,11.6,17.7,63.9,6.8
E00073065,15.8,17.3,53.4,13.5
E00073066,9.4,23,60.4,7.2
E00073067,12.1,23.6,55.2,9.2
E00073068,13.5,22.9,57.1,6.5
E00073069,12.8,26.6,45.9,14.7
E00073070,14.6,14.6,61.3,9.5
E00073072,9.1,23.6,51.5,15.8
E00073074,8,25.3,60,6.7
E00073078,7.2,23.8,59.7,9.4
E00073084,13.7,16.6,61.6,8.1
E00073087,9,25.9,55.6,9.5
E00073088,18.5,21.2,53.8,6.5
E00073090,13.9,23.4,56.3,6.3
E00073091,27.1,15.9,53.3,3.7
E00073092,14.4,16.5,62.9,6.2
E00073093,22.4,15,50.5,12.1
E00073094,23.8,17.7,53.8,4.6
E00073095,21.9,16.9,56.3,5
E00073096,17.4,29,50,3.6
E00073097,15.6,22.1,50,12.3
E00073098,25.2,16.8,47.9,10.1
