areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00072563,34.7,65.3
E00072564,33,67
E00072565,22.2,77.8
E00072566,28.9,71.1
E00072567,18.3,81.7
E00072568,33.1,66.9
E00072569,22.3,77.7
E00072570,29.5,70.5
E00072571,30.2,69.8
E00072572,33.3,66.7
E00072573,32.6,67.4
E00072574,27.9,72.1
E00072575,27.7,72.3
E00072576,33.3,66.7
E00072577,34.1,65.9
E00072578,31.5,68.5
E00072579,29,71
E00072580,39,61
E00072581,34.6,65.4
E00072582,32.2,67.8
E00072583,29.4,70.6
E00072584,30.4,69.6
E00072585,26,74
E00072586,34.5,65.5
E00072587,36.7,63.3
E00072588,36.7,63.3
E00072589,36.8,63.2
E00072590,35.1,64.9
E00072591,33.9,66.1
E00072592,38.8,61.3
E00072593,35.8,64.2
E00072607,33.3,66.7
E00072608,42.1,57.9
E00072611,21.7,78.3
E00072614,39.6,60.4
E00072615,34.6,65.4
E00072616,38.9,61.1
E00072617,36.6,63.4
E00072618,34,66
E00072619,39.7,60.3
E00072620,38.2,61.8
E00072621,30.9,69.1
E00072622,39.2,60.8
E00072623,44.9,55.1
E00072624,37.5,62.5
E00072625,30.3,69.7
E00072626,44.8,55.2
E00072627,34.2,65.8
E00072628,40.4,59.6
E00072629,40.1,59.9
E00072630,70.1,29.9
E00072631,30.6,69.4
E00072632,40,60
E00072633,36.6,63.4
E00072634,45.2,54.8
E00072635,31.3,68.7
E00072636,31.1,68.9
E00072637,32.6,67.4
E00072638,34.8,65.2
E00072640,50.5,49.5
E00072666,42.9,57.1
E00072667,37,63
E00072668,46.6,53.4
E00072669,51,49
E00072671,40,60
E00072672,37.7,62.3
E00072673,37.9,62.1
E00072674,36.8,63.2
E00072675,39.2,60.8
E00072676,31.1,68.9
E00072677,42.5,57.5
E00072678,39.9,60.1
E00072680,39.3,60.7
E00072681,35.2,64.8
E00072682,33.1,66.9
E00072683,38.4,61.6
E00072684,27.5,72.5
E00072687,32.9,67.1
E00072688,36.3,63.7
E00072755,29.2,70.8
E00072756,38.7,61.3
E00072757,43.8,56.3
E00072758,57.1,42.9
E00072759,52.9,47.1
E00072760,29.4,70.6
E00072761,27.6,72.4
E00072762,34.3,65.7
E00072763,34.1,65.9
E00072764,20.8,79.2
E00072765,40.6,59.4
E00072766,42,58
E00072767,28.4,71.6
E00072768,30.1,69.9
