areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00072563,78,6.3,3.7,5.2,6.8
E00072564,76.1,13,3.8,1.1,6
E00072565,54.5,9.6,5.1,8.3,22.6
E00072566,69.5,10.6,5.5,6.2,8.2
E00072567,66.2,13,6.5,6,8.3
E00072568,68.5,10.9,7.6,8,5.1
E00072569,66.2,9.4,3.8,7.5,13.1
E00072570,69.8,9.9,4.4,4.4,11.5
E00072571,75.4,9.4,1.2,10.5,3.5
E00072572,68.1,9.9,11.3,3.5,7.1
E00072573,61.7,9.7,7,7.9,13.7
E00072574,61.4,13.8,5.9,8.7,10.2
E00072575,58.8,12,7.2,10,12
E00072576,76.3,3.4,2.3,5.1,13
E00072577,72.1,8.4,8.8,4,6.6
E00072578,82.3,11.6,3.4,2.2,0.4
E00072579,74.1,4.8,7.9,8.5,4.8
E00072580,69.3,9.3,7.8,7.8,5.9
E00072581,76.3,9.7,6.8,3.4,3.8
E00072582,80.8,7.3,2,4.6,5.3
E00072583,70.4,11.1,6.5,3.7,8.3
E00072584,81.9,10,3.3,1,3.8
E00072585,70.6,12.8,8,6.4,2.1
E00072586,77.8,12.1,2,4.5,3.5
E00072587,72.5,10.5,6,6,5
E00072588,91.7,6.1,1.4,0.7,0
E00072589,90.6,6.1,2.9,0.4,0
E00072590,85.4,10.5,2.1,1.7,0.3
E00072591,89.1,8.2,1.6,0,1.2
E00072592,93.4,3.5,0.9,0.9,1.3
E00072593,87.6,7,1.6,2.2,1.6
E00072607,91.2,6.6,0.6,0.9,0.6
E00072608,93.6,3.2,1.2,2,0
E00072611,89.8,6.8,0.7,2.7,0
E00072614,88.9,8.4,0.9,1.2,0.6
E00072615,86,9.5,0.9,2.7,0.9
E00072616,89.9,9.1,0.3,0.6,0
E00072617,88.6,8.3,2.6,0,0.5
E00072618,80.8,7.7,3.7,2.2,5.7
E00072619,95.2,3.8,0.5,0.2,0.2
E00072620,87,10.1,2.9,0,0
E00072621,89.4,9.2,0.7,0.4,0.4
E00072622,93.7,5.7,0.3,0.3,0
E00072623,93.2,3.4,1.7,1.7,0
E00072624,93.2,5.6,0,0.3,0.9
E00072625,93.9,3.2,1.3,0.3,1.3
E00072626,95.3,3.4,1.3,0,0
E00072627,92.3,3.2,2,0,2.4
E00072628,95.9,2.4,0.3,1,0.3
E00072629,91.3,5.9,1.9,0,0.9
E00072630,92.4,2.3,0.9,0.9,3.4
E00072631,91,3.5,2.4,0.8,2.4
E00072632,89.2,6.8,0.4,0.8,2.8
E00072633,80.3,10.2,1.9,3.8,3.8
E00072634,77,16.7,1.9,3.3,1.1
E00072635,77.7,12.4,4.3,2.5,3.2
E00072636,68.1,10.6,1.1,3.4,16.9
E00072637,82.4,14.3,1.2,1.2,0.8
E00072638,86.3,7.8,1.3,2.2,2.5
E00072640,82.7,10.3,2.4,1.5,3
E00072666,87,9.7,0.8,2,0.4
E00072667,90,7.4,2.6,0,0
E00072668,82.3,12.4,3.3,0.5,1.4
E00072669,84.5,9.4,0,5,1.1
E00072671,87.2,6.6,2.6,1.5,2
E00072672,86.2,10.4,1.9,0.8,0.8
E00072673,88.7,7.3,2.7,0.7,0.7
E00072674,88.6,7.6,3.1,0.7,0
E00072675,90.2,5.9,3.5,0.4,0
E00072676,92.2,5,0.9,0.9,0.9
E00072677,86.5,8.9,0.8,3.5,0.4
E00072678,80.6,6.3,6.8,3,3.3
E00072680,91.3,6.8,1.1,0.4,0.4
E00072681,86.3,6.2,0.3,3.2,4
E00072682,90.7,6.9,0.9,0,1.5
E00072683,77.2,11.2,4.9,1.1,5.6
E00072684,85.7,8.2,3.2,1.1,1.8
E00072687,92.9,7.1,0,0,0
E00072688,88.1,4.7,2.1,3,2.1
E00072755,68.9,12.6,6.6,3,9
E00072756,62.6,10.3,6.9,10.7,9.5
E00072757,68.6,14.4,6.7,7.2,3.1
E00072758,62.2,6.3,3.6,6,21.9
E00072759,68,11.6,3.6,3.6,13.1
E00072760,92.5,7.1,0.4,0,0
E00072761,79.6,11.7,1.9,1.9,4.9
E00072762,77.9,10.1,6,1.9,4.1
E00072763,74.5,12.7,1.2,7.2,4.4
E00072764,77.8,11.3,4.1,3.6,3.1
E00072765,87.3,7.1,0.9,2.2,2.5
E00072766,86.7,9.6,1.4,1.2,1.2
E00072767,89.1,6.9,0,2,2
E00072768,66.2,12.8,5,5.8,10.2
E00072769,84.3,8.3,4,1.2,2.2
E00072770,92.7,4.4,1.5,0.4,1.1
E00072771,85.9,5.6,3.7,2.6,2.2
E00072772,68.1,12.1,4.6,7.2,8
E00072773,69.7,7.2,10.4,4.5,8.1
E00072774,70.5,10.2,7.8,4.2,7.2
E00072775,69.3,13.5,7.3,4.7,5.2
E00072776,85.6,10.2,3.2,1.1,0
E00072777,88.4,10.3,0.3,0.3,0.7
E00072778,83.3,10.8,2.6,1.6,1.6
E00072787,80.7,11.2,4.6,1.9,1.5
E00072788,85.9,8.8,2.9,2.1,0.3
E00072790,84.2,5,4.7,4.3,1.8
E00072791,86.9,7.4,3,1.3,1.3
E00072792,88.8,6.2,2.7,1.9,0.4
E00072793,83.3,9.2,1.3,3.9,2.2
E00072795,82.8,11.7,2.3,1.6,1.6
E00072797,74,8.9,3.4,0.9,12.9
E00072798,73.7,7.5,5.8,3.1,9.9
E00072799,84,12.3,0.7,1.9,1.1
E00072800,89,5.9,0.5,1.4,3.2
E00072801,85.6,8,2.9,1.1,2.3
E00072802,81.3,9.8,1.6,4.7,2.7
E00072803,78.4,16.1,1.7,1.3,2.5
E00072804,71.4,11.2,5.6,5.6,6.2
E00072805,73.6,13.7,1.4,4.7,6.5
E00072806,75.8,9.1,5.4,3.8,5.9
E00072807,82.6,10,3.7,3.2,0.5
E00072808,81.8,11.5,1.4,2.7,2.7
E00072809,77.7,10.7,3.4,4.7,3.4
E00072810,70.4,11.2,6.4,8.4,3.6
E00072811,69,17.8,7.6,3,2.5
E00072812,73.4,11.9,2.3,5,7.3
E00072813,88.4,8.5,1.5,1.2,0.3
E00072814,88.5,5.9,2.4,2.4,0.9
E00072815,86.9,8.2,1.4,1.1,2.5
E00072816,89.7,7.5,0.9,0.6,1.2
E00072817,85,9.2,1.7,2,2
E00072818,86.8,8.3,3,0.3,1.7
E00072819,85,6.9,2.8,1.6,3.8
E00072820,86,8,0.7,3,2.3
E00072821,91,5.6,2.1,0.7,0.7
E00072822,84.5,10.8,2,2,0.7
E00072823,93.5,4.2,0,1.9,0.5
E00072824,90.7,6.4,0.3,1,1.5
E00072825,86.3,6.7,1.1,1.1,4.9
E00072826,85.1,7.6,3.1,2.2,2.2
E00072827,78.6,10.4,4.2,4.8,2
E00072828,89.7,6,1.7,2.3,0.3
E00072829,89.4,7.1,0.6,2.2,0.6
E00072871,86.4,6.8,2.5,1.7,2.5
E00072872,72.9,14.8,2.8,2.1,7.4
E00072873,92.5,5.1,0.4,0.4,1.6
E00072874,69,9.5,2.9,0.4,18.2
E00072875,88.7,8,1.1,0.7,1.5
E00072876,91.9,7.7,0.5,0,0
E00072877,93.1,4.9,0,0.7,1.3
E00072878,82,9.4,1.6,2.4,4.7
E00072879,86.3,7.1,3.7,1.5,1.5
E00072880,85.6,11.5,2.3,0.6,0
E00072881,92,4.6,1.1,0.3,2
E00072882,84.6,10.1,1,3.9,0.3
E00072883,85.2,11,1.7,1,1
E00072884,92.1,4.8,0,1.3,1.8
E00072885,84.5,9.7,3.7,1.1,1.1
E00072886,89.8,7.3,2.2,0,0.6
E00072887,81.6,7.8,1.2,1.6,7.8
E00072888,84.4,7,3.8,1.8,3
E00072889,86,6.3,1.8,2.9,2.9
E00072890,79.1,11.6,3.3,3.9,2.1
E00072891,83,6.5,5.2,1.5,3.7
E00072892,86,8.1,2.9,1.3,1.6
E00072894,89.2,7.7,1.5,1.2,0.4
E00072895,83.2,10.2,1.5,2.9,2.2
E00072896,81.9,10.8,3.2,1.2,2.9
E00072897,88.1,6.9,1.6,1.1,2.4
E00072898,76.6,9.9,4.3,2.8,6.4
E00072899,74.9,11.2,5.7,6.3,1.8
E00072900,76.5,8.5,6.7,3.4,4.9
E00072901,92.7,4.6,1.4,0.5,0.8
E00072902,80.1,7.9,4.5,3,4.5
E00072903,89.3,5.7,3.3,0.7,1
E00072904,86.9,10,0.7,1.7,0.7
