geography_code,heating_type_3a-001,heating_type_3a-002
E00087782,4.7,95.3
E00087783,1.6,98.4
E00087784,0.7,99.3
E00087785,0.7,99.3
E00087786,0,100
E00087787,0.8,99.2
E00087788,0.8,99.2
E00087789,0,100
E00087790,0,100
E00087791,0,100
E00087792,2.5,97.5
E00087793,0.9,99.1
E00087794,0.9,99.1
E00087795,0.8,99.2
E00087796,0,100
E00087797,0,100
E00087799,3.4,96.6
E00087800,1,99
E00087801,0.8,99.2
E00087802,3.9,96.1
E00087803,0.8,99.2
E00087804,4.3,95.7
E00087805,1.4,98.6
E00087806,3,97
E00087807,2.3,97.7
E00087808,1.3,98.7
E00087809,1.2,98.8
E00087810,0,100
E00087811,0.8,99.2
E00087813,0,100
E00087814,0,100
E00087815,0.8,99.2
E00087816,2.4,97.6
E00087817,0.7,99.3
E00087818,3.2,96.8
E00087819,0.8,99.2
E00087820,0.7,99.3
E00087821,2.2,97.8
E00087822,0,100
E00087823,1.8,98.2
E00087824,0.8,99.2
E00087825,0,100
E00087826,2.7,97.3
E00087827,1.6,98.4
E00087829,0.8,99.2
E00087830,0,100
E00087831,0,100
E00087929,0,100
E00087930,0,100
E00087931,3.1,96.9
E00087932,0.9,99.1
E00087933,0,100
E00087943,1.1,98.9
E00087944,0,100
E00087945,0.7,99.3
E00087946,0.5,99.5
E00087947,0.8,99.2
E00087981,1.4,98.6
E00087982,1.5,98.5
E00087983,0.9,99.1
E00087984,2.6,97.4
E00087985,0,100
E00087986,2.3,97.7
E00087987,2.6,97.4
E00087988,1.5,98.5
E00087989,0.8,99.2
E00087990,0,100
E00087991,1.2,98.8
E00087992,1.6,98.4
E00087993,1.9,98.1
E00087994,0,100
E00087995,1.2,98.8
E00087996,0,100
E00087997,1.9,98.1
E00087998,0,100
E00087999,2,98
E00088001,0.6,99.4
E00088002,0,100
E00088003,0.7,99.3
E00088004,3,97
E00088005,1.6,98.4
E00088006,0.7,99.3
E00088007,0.8,99.2
E00088008,0.8,99.2
E00088009,0.9,99.1
E00088010,2.7,97.3
E00088011,2.2,97.8
E00088012,0.7,99.3
E00088013,0.6,99.4
E00088014,0,100
E00088015,0,100
E00088016,1.9,98.1
E00088017,0,100
E00088018,0.6,99.4
E00088019,0,100
E00088020,0,100
E00088021,0.8,99.2
E00088022,2.6,97.4
E00088023,2.5,97.5
E00088024,0.8,99.2
E00088025,1.8,98.2
E00088026,3,97
E00088027,3.2,96.8
E00088028,2.7,97.3
E00088029,2.8,97.2
E00088030,0,100
E00088031,1.4,98.6
E00088032,0.8,99.2
E00088033,0,100
E00088034,0.9,99.1
E00088035,2.2,97.8
E00088036,1.7,98.3
E00088037,0,100
E00088038,0.8,99.2
E00088039,0.8,99.2
E00088040,0,100
E00088041,1.4,98.6
E00088042,1.7,98.3
E00088043,0.8,99.2
E00088044,1.5,98.5
E00088045,0,100
E00088046,0.6,99.4
E00088047,0.8,99.2
E00088048,0.6,99.4
E00088049,0.9,99.1
E00088050,0,100
E00088051,0,100
E00088052,0.7,99.3
E00088327,0.9,99.1
E00088329,0,100
E00088332,0,100
E00088555,0.9,99.1
E00088556,3.5,96.5
E00088557,0.6,99.4
E00088558,0,100
E00088559,4.1,95.9
E00091426,0.7,99.3
E00091497,1.7,98.3
E00091498,0,100
E00091499,1.6,98.4
E00091500,0,100
E00091501,0.8,99.2
E00091502,1.4,98.6
E00091503,0,100
E00091509,1.6,98.4
E00091510,1.2,98.8
E00091580,0.8,99.2
E00091581,0,100
E00091582,0,100
E00091589,2,98
