geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00087782,53.1,31.3,13.6,2,0
E00087783,54,30.6,14.5,0.8,0
E00087784,55.2,35.2,9.7,0,0
E00087785,66.7,27,5.7,0.7,0
E00087786,58.7,27,13.5,0.8,0
E00087787,40.9,37.8,16.5,3.9,0.8
E00087788,54.1,35.2,7.4,3.3,0
E00087789,42.4,42.4,15.3,0,0
E00087790,40.7,44.1,14.4,0.8,0
E00087791,47.6,33,15.1,3.3,0.9
E00087792,61.1,27.8,9.9,1.2,0
E00087793,54.1,33.3,9,3.6,0
E00087794,57.6,38.1,4.2,0,0
E00087795,43.2,39.8,12.7,4.2,0
E00087796,44.6,33.9,18.2,2.5,0.8
E00087797,38.5,42.6,16.4,2.5,0
E00087799,35.6,37.9,20.3,6.2,0
E00087800,53.8,29.8,13.5,2.9,0
E00087801,32.5,40.7,19.5,7.3,0
E00087802,59.7,23.4,10.4,5.8,0.6
E00087803,44.9,39.4,13.4,2.4,0
E00087804,45.4,41.1,10.6,2.8,0
E00087805,57,32.4,9.2,1.4,0
E00087806,60.7,28.1,7.4,3.7,0
E00087807,32.3,32.3,28.5,6.2,0.8
E00087808,59.4,30.6,6.9,3.1,0
E00087809,60,30.8,8.3,0.8,0
E00087810,45.3,40.2,14.5,0,0
E00087811,57.6,38.4,4,0,0
E00087813,50,36,10.5,3.5,0
E00087814,62.8,30.2,7,0,0
E00087815,42,35.1,13,8.4,1.5
E00087816,48.4,32.5,14.3,4.8,0
E00087817,40.8,35.4,17.7,6.1,0
E00087818,45.6,40.8,6.4,5.6,1.6
E00087819,54.9,35.2,8.2,1.6,0
E00087820,36.4,33.6,26.4,2.9,0.7
E00087821,52.5,35.2,9.5,2.8,0
E00087822,53.9,31.9,12.1,2.1,0
E00087823,61.1,29.9,7.8,1.2,0
E00087824,39,42.3,17.9,0.8,0
E00087825,32.3,34.7,25,7.3,0.8
E00087826,38.7,38.7,16.2,6.3,0
E00087827,58.3,29.1,10.2,2.4,0
E00087829,40.2,38.6,15.7,5.5,0
E00087830,42.8,30.9,19.1,6.6,0.7
E00087831,62.6,30.5,6.9,0,0
E00087929,58.8,34.5,6.7,0,0
E00087930,54.4,40.8,4,0.8,0
E00087931,49.2,38.9,9.5,2.4,0
E00087932,49.6,31.3,13,6.1,0
E00087933,45.2,37.1,15.3,2.4,0
E00087943,52.4,32.6,12.3,2.1,0.5
E00087944,47.2,36.8,13.2,2.8,0
E00087945,47.7,37.1,10.6,4.5,0
E00087946,57.7,26.9,14.4,1,0
E00087947,60.3,34.4,4.6,0.8,0
E00087981,41,38.2,15.1,5.7,0
E00087982,55.6,34.8,8.9,0.7,0
E00087983,58.3,32.6,8.3,0.9,0
E00087984,49.7,35.1,10.6,4.6,0
E00087985,50.7,35.3,12.7,1.3,0
E00087986,47.4,36.8,15.8,0,0
E00087987,58.1,37.4,4.5,0,0
E00087988,58.3,36.7,5,0,0
E00087989,58.6,37.5,3.9,0,0
E00087990,56.9,32,10.5,0.7,0
E00087991,46.4,32.1,19,2.4,0
E00087992,59.5,30.2,10.3,0,0
E00087993,42.6,34.3,20.4,2.8,0
E00087994,63.5,28.6,7.1,0.8,0
E00087995,50.9,30.2,15.1,3.8,0
E00087996,58.8,34.5,6.8,0,0
E00087997,45,40.4,10.1,4.6,0
E00087998,58.7,34.6,6.7,0,0
E00087999,41.7,39.6,16.7,2.1,0
E00088001,51.4,38.1,7.7,2.8,0
E00088002,62.7,27.6,7.9,1.8,0
E00088003,56.2,31.5,11.6,0.7,0
E00088004,68.2,25.4,6,0.5,0
E00088005,64.8,27.3,7,0.8,0
E00088006,58.2,32.8,8.2,0.7,0
E00088007,60.6,29.5,8.3,1.5,0
E00088008,51.1,35.6,11.1,2.2,0
E00088009,48.3,40.8,10,0.8,0
E00088010,44.2,32,17,6.8,0
E00088011,59.3,27.9,12.9,0,0
E00088012,45.4,41.1,9.2,4.3,0
E00088013,61.8,27.9,8.5,1.8,0
E00088014,59.9,27.5,10.8,1.8,0
E00088015,57.9,33.6,6.6,2,0
E00088016,56.2,31.4,11.4,1,0
E00088017,60,36.9,3.1,0,0
E00088018,47.7,38.7,9.7,3.9,0
E00088019,64.6,32.3,3.1,0,0
E00088020,61.3,31,7.7,0,0
E00088021,61.4,29.9,8.7,0,0
E00088022,62,29.2,8.3,0.5,0
E00088023,54.2,32.9,12.3,0.6,0
E00088024,51.2,37.6,11.2,0,0
E00088025,56.7,31.7,10.4,0.6,0.6
E00088026,41.4,46.6,9.8,2.3,0
E00088027,39.7,34.1,19.8,5.6,0.8
E00088028,26.6,42.2,25.7,5.5,0
E00088029,41.3,45,11,2.8,0
E00088030,51.7,33.1,13.1,2.1,0
E00088031,46.5,34.5,15.5,2.8,0.7
E00088032,65.9,27,7.1,0,0
E00088033,32.8,35,21.2,10.2,0.7
E00088034,67.5,21.4,8.5,2.6,0
E00088035,45.5,29.9,19.4,4.5,0.7
E00088036,43.1,39.7,12.9,3.4,0.9
E00088037,54.6,34,10.6,0.7,0
E00088038,33.6,37,21,8.4,0
E00088039,42.2,35.9,20.3,1.6,0
E00088040,27.6,35.4,24.4,11.8,0.8
E00088041,51.9,32.9,13,1.9,0.5
E00088042,41.9,36.8,17.9,3.4,0
E00088043,38.7,41.1,16.1,4,0
E00088044,53.1,34.6,12.3,0,0
E00088045,61.8,27.4,9.1,1.6,0
E00088046,44.6,37.6,15.9,1.9,0
E00088047,50.4,38.8,9.1,0.8,0.8
E00088048,61,31.6,6.8,0.6,0
E00088049,62.4,32.3,5.3,0,0
E00088050,56.3,33.5,9,0.6,0.6
E00088051,54.3,37.9,7.1,0.7,0
E00088052,36.7,36,20.1,5,2.2
E00088327,62.9,27.7,9.4,0,0
E00088329,54.1,35.5,7.6,2.9,0
E00088332,50.8,38.9,10.3,0,0
E00088555,55.5,27.7,12.6,4.2,0
E00088556,57.1,26.8,14.3,1.8,0
E00088557,58.2,32.7,9.1,0,0
E00088558,47.1,33.5,16.1,3.2,0
E00088559,49.3,37,11,2.7,0
E00091426,52.6,36.2,9.2,1.3,0.7
E00091497,56.1,35.6,6.7,1.7,0
E00091498,60,34.1,5.9,0,0
E00091499,61.9,30.2,6.3,1.6,0
E00091500,63,30.7,6.3,0,0
E00091501,62.1,30.3,6.1,1.5,0
E00091502,53.1,33.8,12.4,0.7,0
E00091503,69.9,27.6,2.4,0,0
E00091509,63.1,33.6,2.5,0.8,0
E00091510,64.7,25.9,8.8,0.6,0
E00091580,67.9,22.4,9,0.7,0
E00091581,60.6,34.9,4.6,0,0
E00091582,64.9,29,5.3,0.8,0
E00091589,52.3,35.8,10.6,1.3,0
E00091590,54.8,34.7,10.5,0,0
E00091591,53.4,33.1,11.7,1.8,0
E00091592,49.5,39.6,9.9,0.9,0
E00091593,61.8,28.2,7.3,2.7,0
E00091595,56.2,28.5,13.8,1.5,0
E00091596,63.1,25.4,11.5,0,0
E00091597,42.3,44.7,13,0,0
E00091598,44.1,40.2,15,0.8,0
E00091679,52.9,32.1,10.7,4.3,0
E00091680,60.3,32.2,6.3,0.6,0.6
E00091681,63.5,30.4,6.1,0,0
E00091682,63.2,30.4,6.4,0,0
E00091683,61.8,32.8,5.3,0,0
E00091684,52.9,35.5,10.7,0.8,0
E00091685,61.3,27.7,11,0,0
E00091686,46.7,40.2,13,0,0
E00091687,65.1,28.3,6.6,0,0
E00091688,56.8,36,7.2,0,0
E00091689,63.4,29.9,5.2,1.5,0
E00091690,60.2,33.3,5.7,0.8,0
E00091691,45.4,39.5,13.8,1.3,0
E00091692,56.5,34.4,9.2,0,0
E00091693,61.3,33.3,4.5,0.9,0
E00091694,53.3,36.5,10.2,0,0
E00091695,57.6,33.8,7.9,0,0.7
E00091696,70.8,24.1,5.1,0,0
E00091697,58.4,33.7,6,1.2,0.6
E00091698,56.6,34.6,6.6,2.2,0
E00091699,52.7,33.1,13.5,0.7,0
E00091700,59.7,32.8,7.5,0,0
E00091701,49.2,39.8,10.2,0.8,0
E00091702,56.4,33.8,7.5,1.5,0.8
E00091703,36,36,20.2,7.9,0
E00091704,46.4,28.6,20,4.3,0.7
E00091705,56.5,29.8,13,0.8,0
E00091706,35.7,40.9,23.5,0,0
E00091707,63.8,27.1,8,1.1,0
E00091708,58.6,34.3,7.1,0,0
E00091709,58.8,32.5,7.5,1.3,0
E00091710,51.4,38.7,9.9,0,0
E00091711,46.5,37.2,12.4,3.9,0
E00091712,31.5,29.7,27.9,8.1,2.7
E00091713,25,45.8,25,4.2,0
E00091714,42.4,34.7,18.1,4.2,0.7
E00091715,42.9,33.3,20.4,3.4,0
E00091716,49.2,39.7,8.7,2.4,0
E00091717,36.2,43,18.1,2.7,0
E00091718,41.9,37.6,19.7,0.9,0
E00091720,60,27.7,9.2,3.1,0
E00091721,57.9,30.6,10.7,0.8,0
E00091722,40.2,34.4,22.1,3.3,0
E00091723,32.2,41.5,19.5,6.8,0
E00091724,56.7,31.7,10.8,0.8,0
E00091725,36.3,36.3,23.4,4,0
E00091726,41.9,38,14.7,5.4,0
E00091727,39.1,35.9,19.5,5.5,0
E00091728,49.3,28.4,15.7,6,0.7
E00091729,54.7,32.4,10.8,2,0
E00091730,48.6,31.9,15.2,4.3,0
E00091731,56,32.9,10.1,1,0
E00091732,43.9,37.1,16.7,2.3,0
E00091733,47.1,42.3,9.6,1,0
E00091734,50,39.8,10.2,0,0
E00091735,50,30.2,19,0.8,0
E00091736,54.6,30.9,11.3,3.1,0
E00091737,45.4,39.8,13.9,0,0.9
E00091738,36.4,43,16.5,4.1,0
E00091739,50.6,35.4,12,1.9,0
E00091740,55.6,34.6,9.8,0,0
E00091741,38.9,48.1,7.6,5.3,0
E00091742,42.6,35.5,19.1,2.8,0
E00091743,43.5,32.3,22.4,1.9,0
E00091744,33.3,42.6,19.4,3.9,0.8
E00091745,54.1,29.5,9.6,6.8,0
E00091746,32.2,44.1,21.2,2.5,0
E00091747,55.9,34.6,8.1,1.5,0
E00091749,41.2,39.4,17,2.4,0
E00091750,57.6,32.2,9.3,0.8,0
E00091751,61.1,33.3,5.6,0,0
E00091752,54,35.5,10.5,0,0
E00091753,52.2,39.6,7.5,0.7,0
E00091754,47.2,27.2,20.8,4.8,0
E00091755,59.4,31.3,7.8,1.6,0
E00091756,44.4,35.5,16.9,3.2,0
E00091757,43.5,37.7,16.7,2.2,0
E00091758,47.1,34.7,14.9,3.3,0
E00091759,43.3,20.4,23.6,10.8,1.9
E00091760,44.9,41.5,10.2,3.4,0
E00091761,60.9,28.2,10.9,0,0
E00091763,48.2,30.9,16.5,4.3,0
E00091764,59.3,35.7,5,0,0
E00091765,29.5,40.3,26.1,4,0
E00091766,49.2,37.9,11.4,1.5,0
E00091767,35.3,34.5,26.1,4.2,0
E00091923,62.9,28.9,8.2,0,0
E00091936,63.4,30.1,6.5,0,0
E00091937,51.1,36.2,10.6,2.1,0
E00091938,68.6,25.4,5.1,0.8,0
E00091939,31.4,39.7,20.7,8.3,0
E00091940,63.1,32.3,4.6,0,0
E00091941,51.8,42.2,4.8,1.2,0
E00091942,61,29.3,9.8,0,0
E00091943,42.1,39.3,14.3,4.3,0
E00091944,55.1,33.9,7.1,3.9,0
E00091945,51.6,36.5,9.5,2.4,0
E00091946,60.3,27.6,11.2,0.9,0
E00091947,58.6,28.8,10.8,1.8,0
E00091948,41.5,32.1,22.6,3.8,0
E00091949,68.4,26.3,5.3,0,0
E00091950,57.3,29.8,8.9,4,0
E00091951,65.9,14.6,19.5,0,0
E00091952,62.7,27.3,8,1.3,0.7
E00091953,50,35.7,7.1,5.7,1.4
E00091954,65.8,25.5,7.8,0.9,0
E00091957,51.1,31.9,15.6,1.4,0
E00091958,59.9,30.3,8.5,1.4,0
E00091960,59.8,30.3,7.4,2.5,0
E00091962,70.8,24.6,3.1,1.5,0
E00091963,62.6,28.2,8.6,0.6,0
E00091965,65.9,27.7,5.8,0.6,0
E00091966,66.1,30.7,3.2,0,0
E00091967,59.4,35.4,4.2,1,0
E00091968,60.4,28.3,10.4,0.9,0
E00091969,66.1,25.4,7.6,0.8,0
E00092032,53,39.2,7.2,0.6,0
