geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00087782,43.6,30.9,11.4,14.1
E00087783,31.2,37.6,21.6,9.6
E00087784,21.1,46.3,9.5,23.1
E00087785,32.9,40.7,11.4,15
E00087786,29.8,35.5,19.4,15.3
E00087787,23,34.9,15.9,26.2
E00087788,22.5,39.2,15,23.3
E00087789,23.7,40.7,19.5,16.1
E00087790,30.5,49.2,10.2,10.2
E00087791,37,33.6,14.2,15.2
E00087792,31.7,35.4,14.3,18.6
E00087793,36.9,32.4,13.5,17.1
E00087794,15.3,43.2,15.3,26.3
E00087795,21.2,36.4,19.5,22.9
E00087796,33.9,41.5,11.9,12.7
E00087797,22.1,36.9,18,23
E00087799,56.4,29.1,10.1,4.5
E00087800,19.2,48.1,14.4,18.3
E00087801,22.1,36.1,21.3,20.5
E00087802,50,28.7,14,7.3
E00087803,13.4,33.9,18.9,33.9
E00087804,56.3,24.6,9.2,9.9
E00087805,34.8,41.1,12.8,11.3
E00087806,21.9,48.2,12.4,17.5
E00087807,48.5,28,12.1,11.4
E00087808,25.9,34,15.4,24.7
E00087809,25.5,35.1,19.7,19.7
E00087810,25.2,27.7,21,26.1
E00087811,19,41.3,11.9,27.8
E00087813,18.4,43.9,17.5,20.2
E00087814,14.5,40.5,18.3,26.7
E00087815,25.8,25,21.2,28
E00087816,22,41.5,21.1,15.4
E00087817,36.7,37.4,10.2,15.6
E00087818,50.4,29.6,10.4,9.6
E00087819,21.1,39.8,21.1,17.9
E00087820,46,26.3,12.4,15.3
E00087821,40.7,29.9,16.4,13
E00087822,25.7,34,13.2,27.1
E00087823,21.6,43.7,17.4,17.4
E00087824,12.9,27.4,23.4,36.3
E00087825,27.3,35.2,22.7,14.8
E00087826,24.3,34.2,22.5,18.9
E00087827,25.8,38.3,18,18
E00087829,35.7,38.8,10.9,14.7
E00087830,37.5,27.6,14.5,20.4
E00087831,18.5,40.8,14.6,26.2
E00087929,22.9,49.2,14.4,13.6
E00087930,28.1,40.6,16.4,14.8
E00087931,27,31.7,17.5,23.8
E00087932,25.4,42.1,14,18.4
E00087933,20.2,39.5,15.3,25
E00087943,23.9,45.7,14.4,16
E00087944,23.6,48.6,12.5,15.3
E00087945,23.9,35.8,19.4,20.9
E00087946,30.8,39.4,13,16.8
E00087947,27.5,38.2,12.2,22.1
E00087981,29.2,31.6,19.3,19.8
E00087982,25,39.3,13.6,22.1
E00087983,16.1,41.9,19.4,22.6
E00087984,26.3,42.9,16,14.7
E00087985,26.2,45,15.4,13.4
E00087986,25.8,42.4,14.4,17.4
E00087987,17.4,51,14.2,17.4
E00087988,27.5,42,15.9,14.5
E00087989,14.7,48.8,17.8,18.6
E00087990,23.2,43.9,19.4,13.5
E00087991,25.9,40.6,14.1,19.4
E00087992,18.1,43.3,18.1,20.5
E00087993,19.4,42.6,14.8,23.1
E00087994,17.3,38.6,22,22
E00087995,20.1,42.1,16.5,21.3
E00087996,16,45.3,22,16.7
E00087997,23.4,43.9,16.8,15.9
E00087998,19.2,51,13.5,16.3
E00087999,45.5,27.6,12.4,14.5
E00088001,22.7,35.9,15.5,26
E00088002,22.8,50.9,14,12.3
E00088003,20.5,37.7,15.1,26.7
E00088004,33.7,29.7,15.8,20.8
E00088005,26.9,33.8,11.5,27.7
E00088006,23.1,41,17.9,17.9
E00088007,28.6,53.4,11.3,6.8
E00088008,47.4,25.2,14.8,12.6
E00088009,31.1,37,17.6,14.3
E00088010,25.2,36.7,17,21.1
E00088011,25.5,35.8,21.2,17.5
E00088012,26.6,32.2,15.4,25.9
E00088013,26.8,39,15.2,18.9
E00088014,18.8,46.1,20.6,14.5
E00088015,22.7,48.1,13.6,15.6
E00088016,24.8,40,17.1,18.1
E00088017,18.8,43.8,14.1,23.4
E00088018,31,36.1,21.9,11
E00088019,22.1,42,12.2,23.7
E00088020,29.7,34.2,17.4,18.7
E00088021,25.8,50.8,15.6,7.8
E00088022,15.8,39.8,22.4,21.9
E00088023,30.2,37.7,17.6,14.5
E00088024,19.8,44.4,17.5,18.3
E00088025,32.7,33.3,19.8,14.2
E00088026,25.6,41.4,14.3,18.8
E00088027,25.4,48.4,13.1,13.1
E00088028,27,26.1,18,28.8
E00088029,36.7,32.1,15.6,15.6
E00088030,43.4,31.7,16.6,8.3
E00088031,34,38.9,13.9,13.2
E00088032,15,33.1,23.6,28.3
E00088033,51.5,20.6,14,14
E00088034,20.7,31,23.3,25
E00088035,34.1,27.3,18.9,19.7
E00088036,36.4,31.4,14,18.2
E00088037,17.6,39.4,18.3,24.6
E00088038,16.1,25.4,16.1,42.4
E00088039,20.5,25.2,22.8,31.5
E00088040,53.5,31.5,5.5,9.4
E00088041,25.2,31.3,18.2,25.2
E00088042,18.6,28,22.9,30.5
E00088043,27.6,40.2,12.6,19.7
E00088044,31.3,38.9,14.5,15.3
E00088045,18.1,39.9,16.5,25.5
E00088046,29.4,32.5,19.4,18.8
E00088047,20,39.2,20,20.8
E00088048,20,32,22.3,25.7
E00088049,19.7,36.3,22.4,21.5
E00088050,22.6,39.9,17.9,19.6
E00088051,21.4,52.9,13.6,12.1
E00088052,22.4,19.4,21.6,36.6
E00088327,21.3,40.7,19,19
