geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00102027,11.1,27.8,43.1,18.1
E00102137,27.5,13.8,43.8,15
E00102138,29.3,17.2,36.4,17.2
E00102139,26.1,14.5,40.6,18.8
E00102140,39,17.1,16.3,27.6
E00102141,40.9,18.2,18.8,22.1
E00102142,29.3,16.3,21.1,33.3
E00102143,50,15.8,12.7,21.5
E00102144,34.5,14.2,30.1,21.2
E00102146,23.3,16.1,31.7,28.9
E00102147,29.8,18,32.6,19.7
E00102148,34.9,14.5,27.1,23.5
E00102149,45.3,16.1,18.2,20.4
E00102150,46.3,17.7,20,16
E00102164,36.1,16.3,19.3,28.3
E00102165,8,30.7,46.7,14.7
E00102166,34.9,15.1,30.1,19.9
E00102167,34.4,15.6,21.9,28.1
E00102168,35.1,18.5,24.4,22
E00102169,15.5,21.1,45.1,18.3
E00102170,19,15.9,33.3,31.7
E00102171,25.7,20,37.1,17.1
E00102172,32.3,19.2,20,28.5
E00102173,28.9,10.3,36.1,24.7
E00102174,16.9,32.2,37.3,13.6
E00102175,11.7,19.5,44.2,24.7
E00102176,23.6,18.2,40.9,17.3
E00102177,20.9,16.4,45.5,17.3
E00102178,20.9,18.2,37.3,23.6
E00102179,23,17.8,40.7,18.5
E00102180,22.2,33.3,25.9,18.5
E00102181,26.9,15.6,33.3,24.2
E00102182,7.1,28.6,42.9,21.4
E00102200,39.2,14,21.7,25.2
E00102201,14,17.2,38.2,30.6
E00102202,25.4,26.2,26.9,21.5
E00102203,29.8,10.6,33.7,26
E00102204,18.7,16.8,43,21.5
E00102205,19.4,20.8,23.6,36.1
E00102206,25.8,15.2,40.9,18.2
E00102209,23.5,15.4,42.6,18.5
E00102210,26.8,21.1,38,14.1
E00102211,15.5,21.8,41.8,20.9
E00102212,35,15.5,31.1,18.4
E00102263,37.9,15.2,24.2,22.7
E00102264,33,19.1,23.4,24.5
E00102265,45.5,9.1,18.9,26.6
E00102266,38.6,15.9,22.7,22.7
E00102267,46.8,16,11.7,25.5
E00102268,29.6,15.2,39.2,16
E00102269,41.5,15.3,19.5,23.7
E00102270,23.2,17.1,42.1,17.7
