geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00102027,37.7,0,62.3
E00102137,35.1,0.4,64.5
E00102138,38.1,0,61.9
E00102139,30,3.3,66.7
E00102140,56.4,1.4,42.3
E00102141,58.4,1.9,39.7
E00102142,58.6,1.6,39.8
E00102143,61.1,0,38.9
E00102144,53.7,2.9,43.4
E00102146,60.7,3.7,35.6
E00102147,58.4,0.3,41.3
E00102148,58.2,2.1,39.7
E00102149,63.8,2.8,33.3
E00102150,65.2,1.9,33
E00102164,57.8,2.9,39.4
E00102165,47.1,2.6,50.3
E00102166,50,3.1,46.9
E00102167,57.3,0,42.7
E00102168,48.4,2.3,49.3
E00102169,41.8,1.8,56.4
E00102170,35.3,2.9,61.8
E00102171,46.7,2,51.3
E00102172,56.3,3.5,40.2
E00102173,44.7,1.4,53.9
E00102174,40.3,2.1,57.6
E00102175,40.6,3.1,56.3
E00102176,49.5,2.7,47.7
E00102177,44.1,2,53.8
E00102178,48.7,0,51.3
E00102179,56.1,0.8,43.1
E00102180,41.7,3.8,54.5
E00102181,45.5,1.9,52.6
E00102182,45.2,2.4,52.4
E00102200,64.6,2.2,33.2
E00102201,51.5,0.3,48.2
E00102202,42.4,2,55.6
E00102203,53.6,4.7,41.7
E00102204,45.8,2.5,51.7
E00102205,32.9,1.9,65.3
E00102206,40.1,1.2,58.7
E00102209,50.3,2.5,47.2
E00102210,26.9,0.4,72.7
E00102211,55.5,0.5,44
E00102212,37.1,1.9,61
E00102263,65.5,2.4,32
E00102264,31.3,1.4,67.4
E00102265,62.3,3,34.7
E00102266,33.6,2.2,64.2
E00102267,53.4,0,46.6
E00102268,58.1,0.9,40.9
E00102269,50.6,3.9,45.5
E00102270,59.4,0,40.6
