geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00072563,75.9,16.8,7.3
E00072564,81.8,12.3,5.9
E00072565,60.5,35.7,3.9
E00072566,71.3,22.5,6.1
E00072567,71.9,24.4,3.7
E00072568,69.1,21.9,9
E00072569,61.1,25.1,13.7
E00072570,81.7,17.7,0.5
E00072571,77.1,18.8,4.1
E00072572,66,18.4,15.6
E00072573,67.4,27.1,5.5
E00072574,66.7,25.7,7.6
E00072575,61.2,33.4,5.4
E00072576,68.5,23.8,7.7
E00072577,75.9,19.3,4.8
E00072578,68.9,8.9,22.1
E00072579,71.8,19.1,9
E00072580,71.9,24.6,3.4
E00072581,76.6,17.4,6
E00072582,82.9,11.2,5.9
E00072583,76.7,18.6,4.7
E00072584,84.8,10,5.2
E00072585,75.9,21.4,2.7
E00072586,87.2,9.2,3.6
E00072587,75.5,22,2.5
E00072588,84.9,1.1,14
E00072589,85.6,5.8,8.6
E00072590,87.8,7.3,4.9
E00072591,95.7,2,2.3
E00072592,90.8,2.2,7
E00072593,81.4,4.9,13.8
E00072607,90.3,4.8,4.8
E00072608,76.9,4.4,18.7
E00072611,91.8,4.8,3.4
E00072614,89.5,3,7.5
E00072615,90.1,6.8,3.2
E00072616,93.5,2.3,4.2
E00072617,84.1,4.1,11.8
E00072618,89.6,6.7,3.7
E00072619,87.4,1.9,10.6
E00072620,89.1,2.9,8
E00072621,90.8,3.9,5.3
E00072622,93.6,1.9,4.5
E00072623,79.1,2.1,18.8
E00072624,83.5,1.6,14.9
E00072625,71.4,2.6,25.9
E00072626,93.4,0.7,6
E00072627,87.1,2.8,10.1
E00072628,87.5,1.7,10.7
E00072629,86.6,3.4,9.9
E00072630,88.1,5.3,6.6
E00072631,92.9,2.8,4.3
E00072632,83.7,7.1,9.1
E00072633,85.6,9.5,4.9
E00072634,81.5,13.7,4.8
E00072635,83.2,14.6,2.1
E00072636,70.3,25.2,4.5
E00072637,88.5,6.6,4.9
E00072638,91.2,4.7,4.1
E00072640,76.4,8.5,15.1
E00072666,91.5,3.3,5.3
E00072667,84.6,4.5,10.9
E00072668,90.8,5.3,3.9
E00072669,80.3,6.5,13.3
E00072671,62.1,8.1,29.8
E00072672,90.7,3.1,6.2
E00072673,67.9,6,26.2
E00072674,70.4,9.2,20.4
E00072675,61.7,7.4,30.9
E00072676,90,3.7,6.2
E00072677,89.3,6.5,4.2
E00072678,57.1,17,25.8
E00072680,86,3.4,10.6
E00072681,83.1,7.2,9.7
E00072682,93.9,2.1,3.9
E00072683,69.8,14.9,15.3
E00072684,78.4,8.3,13.3
