geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00072563,48.3,39.2,9.2,3.3
E00072564,40.2,48.2,10.7,0.9
E00072565,48.3,37.1,11.2,3.4
E00072566,55.3,33.6,7.9,3.3
E00072567,45.7,41.9,12.4,0
E00072568,51.9,39.2,7,1.9
E00072569,65,31.1,3.9,0
E00072570,42.1,47.7,10.3,0
E00072571,40.7,40.7,13.2,5.5
E00072572,75.9,16.1,5.7,2.3
E00072573,58.2,32.1,8.5,1.2
E00072574,64.7,27.8,6,1.5
E00072575,63.8,28,7,1.2
E00072576,73,14.6,4.5,7.9
E00072577,58.3,33.3,7.5,0.8
E00072578,69.6,23,6.8,0.7
E00072579,45.5,48.2,5.5,0.9
E00072580,52.2,36.3,10.6,0.9
E00072581,35.7,45.7,17.1,1.6
E00072582,44.6,43.5,10.9,1.1
E00072583,31.7,52.8,13.8,1.6
E00072584,39.3,48.2,11.6,0.9
E00072585,44.4,42.6,8.3,4.6
E00072586,40.4,41.2,17.5,0.9
E00072587,44.7,45.6,7.9,1.8
E00072588,12.3,42.6,32,13.1
E00072589,13.4,51.3,26.9,8.4
E00072590,10.3,44.4,35.9,9.4
E00072591,5.6,42.6,35.2,16.7
E00072592,17.4,49.5,26.6,6.4
E00072593,22.7,43.3,26,8
E00072607,6.1,33.3,41.7,18.9
E00072608,21.6,50.9,26.7,0.9
E00072611,12.3,33.8,40,13.8
E00072614,11.1,42.4,35.4,11.1
E00072615,4.3,48.9,40.2,6.5
E00072616,6.9,36.2,33.1,23.8
E00072617,4.9,43.2,43.2,8.6
E00072618,4.1,58.1,29.1,8.8
E00072619,5.5,32,48.1,14.4
E00072620,1.7,36.2,37.9,24.1
E00072621,2.5,39,39.8,18.6
E00072622,1.6,26,44.7,27.6
E00072623,10.1,41.4,28.3,20.2
E00072624,5.9,36.3,37.8,20
E00072625,10.9,32.8,32.1,24.1
E00072626,8.2,29.5,39.3,23
E00072627,3.1,36.1,43.3,17.5
E00072628,10.7,28.9,39.7,20.7
E00072629,7.3,34.7,37.9,20.2
E00072630,3.9,49.4,29.9,16.9
E00072631,7.6,29.5,41,21.9
E00072632,27.1,45.9,20.3,6.8
E00072633,12.7,51.2,29.8,6.3
E00072634,17.8,55,20.2,7
E00072635,22,42.3,28.5,7.3
E00072636,30.1,50,17.8,2.1
E00072637,37.3,41.8,15.7,5.2
E00072638,20.5,49.2,18.9,11.4
E00072640,10.2,40.2,37,12.6
E00072666,18.8,38.5,29.9,12.8
E00072667,34.9,28.7,24.8,11.6
E00072668,9.4,36.5,40,14.1
E00072669,39.8,33.9,20.3,5.9
E00072671,26.5,42.2,27.7,3.6
E00072672,16.4,41.8,34.5,7.3
E00072673,38.5,37,20,4.4
E00072674,23.1,52.1,17.1,7.7
E00072675,53.5,39.5,7,0
E00072676,12.1,52.4,24.2,11.3
E00072677,19,50.9,19.8,10.3
E00072678,30.1,44.9,18.4,6.6
E00072680,21.6,52.2,19.4,6.7
E00072681,17.9,51.2,21.6,9.3
E00072682,9.6,30.4,45.6,14.4
E00072683,42.5,35,18.3,4.2
E00072684,21,49.6,21,8.4
E00072687,18.3,47.6,25.6,8.5
E00072688,5.5,27.5,39.4,27.5
E00072755,51.5,40.6,5.9,2
E00072756,53.2,37.6,7.1,2.1
E00072757,70.9,27.4,0.9,0.9
E00072758,52.9,39.2,7.8,0
E00072759,61.7,31.8,5.6,0.9
E00072760,7.6,44.8,38.1,9.5
E00072761,36.2,41.4,16.4,6
E00072762,46.9,41.5,10,1.5
E00072763,29.7,46.1,21.1,3.1
E00072764,35.8,48.6,11,4.6
E00072765,10.7,56.2,28.1,5
E00072766,14.4,46.6,26.3,12.7
E00072767,13.5,60.9,20.3,5.3
E00072768,44.1,43.6,10.6,1.7
E00072769,32.2,53.3,13.8,0.7
E00072770,34.3,49.1,11.1,5.6
E00072771,24.8,44.6,24.8,5.9
E00072772,44.6,41.9,10.8,2.7
E00072773,60.3,31.6,6.6,1.5
E00072774,61.5,30.8,7.7,0
E00072775,58.2,30.9,10,0.9
E00072776,12.9,46.6,31.9,8.6
E00072777,14.3,57.9,21.1,6.8
E00072778,14.6,52,27.6,5.7
E00072787,38.1,52.3,7.7,1.9
E00072788,14.2,55.3,25.5,5
E00072790,12.9,52.6,25.9,8.6
E00072791,15.8,54.2,26.7,3.3
E00072792,26.9,46.2,21.8,5
E00072793,21.8,49.1,25.5,3.6
E00072795,12.1,51.4,26.2,10.3
E00072797,8.7,34,41.7,15.5
E00072798,6.5,46.3,36.1,11.1
E00072799,11.2,52.8,30.4,5.6
E00072800,14.1,48.5,30.3,7.1
E00072801,9.4,47.8,37.1,5.7
E00072802,19.1,54.5,20.9,5.5
E00072803,16.7,50.9,26.3,6.1
E00072804,28,53.8,14,4.3
E00072805,26.5,46.4,20.5,6.6
E00072806,37.3,49,10.8,2.9
E00072807,29.8,46.8,19.1,4.3
E00072808,30.1,51.8,12,6
E00072809,25.2,52,18.7,4.1
E00072810,55.7,32.1,10.7,1.5
E00072811,45.5,42.7,10,1.8
E00072812,49.6,39.7,9.9,0.8
E00072813,9.3,48.1,35.7,7
E00072814,5.9,52.9,36.1,5
E00072815,16.7,41.7,33.3,8.3
E00072816,17.3,45.7,29.1,7.9
E00072817,24.6,38.5,28.7,8.2
E00072818,17.5,54,21.2,7.3
E00072819,10.2,54.2,30.5,5.1
E00072820,6.8,50.8,35.6,6.8
E00072821,12,44.4,35.9,7.7
E00072822,10,44.2,40.8,5
E00072823,38.9,40.7,13.9,6.5
E00072824,7,43.8,37.5,11.7
E00072825,11.9,38.9,38.9,10.3
E00072826,16.7,40.8,35,7.5
E00072827,13.3,57.8,23,5.9
E00072828,12.3,56.5,29,2.2
E00072829,7.4,57,28.1,7.4
E00072871,31.3,46.9,13.6,8.2
E00072872,14.5,63.4,19.8,2.3
E00072873,19.5,47.2,26,7.3
E00072874,51.4,39.4,8.3,0.9
E00072875,10.5,42.1,36.8,10.5
E00072876,38.6,41.7,14.4,5.3
E00072877,8,37.5,39.3,15.2
E00072878,29.5,33.3,28.6,8.6
E00072879,11.4,40.9,37.6,10.1
E00072880,7.5,37.5,44.2,10.8
E00072881,14.6,41.5,30.9,13
E00072882,37.4,32.7,21.8,8.2
E00072883,26.2,48.4,22.1,3.3
E00072884,25.9,48.3,20.7,5.2
E00072885,12.6,50.4,28.1,8.9
E00072886,15,52.8,23.6,8.7
E00072887,32.8,48.1,16,3.1
E00072888,18.4,52.1,23.3,6.1
E00072889,35.2,44.3,15.6,4.9
E00072890,13.4,50,27.5,9.2
E00072891,28.7,40.2,24.6,6.6
E00072892,24.4,38.6,32.3,4.7
E00072894,16.1,42.9,30.4,10.7
E00072895,39.2,36,20.8,4
E00072896,17.2,35.1,36.6,11.2
E00072897,19.3,48.7,26.7,5.3
E00072898,24.2,41.2,26.8,7.8
E00072899,13,47.1,30.4,9.4
E00072900,21,41.3,27.5,10.1
