areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00101786,41.5,2.5,56
E00101787,57.3,1.3,41.4
E00101788,46.2,1.4,52.4
E00101789,50,2.5,47.5
E00101790,42.1,3.2,54.7
E00101791,43.5,2.6,53.9
E00101792,51.2,2.3,46.5
E00101793,61.2,2,36.7
E00101794,52.5,3.8,43.8
E00101795,48.4,2.7,48.9
E00101796,38.5,2.9,58.6
E00101797,63.9,0,36.1
E00101798,57.9,2.7,39.4
E00101831,55.1,2.4,42.5
E00101843,58.3,3.5,38.2
E00101844,52.9,3.3,43.9
E00101845,49.4,4.2,46.4
E00101846,52.2,4.7,43.2
E00101847,41.7,4,54.3
E00101848,48.2,5,46.7
E00101849,48.7,5.1,46.2
E00101850,58.1,4.4,37.4
E00101851,45.5,2.3,52.3
E00101852,48.6,6.2,45.3
E00101853,53.2,3.9,42.9
E00101854,43.6,2.1,54.3
E00101855,58.2,3.5,38.3
E00101856,44.4,7.2,48.4
E00101857,56.3,4.4,39.3
E00101858,57.3,1.8,40.9
E00101859,39.9,4.5,55.6
E00101860,51.4,3.5,45.1
E00101861,58.3,3,38.7
E00101862,57.8,0.4,41.8
E00101863,48.7,1.5,49.8
E00101864,58.4,0,41.6
E00101865,49.3,2.1,48.6
E00101866,58.1,5.4,36.6
E00101867,52.7,2.3,45
E00101868,61.5,3.4,35.1
E00101869,55.1,3.3,41.6
E00101870,56.5,2,41.5
E00101871,54.7,2,43.4
E00101872,58.1,1.6,40.3
E00101873,54.2,3.6,42.2
E00101874,55.6,8.5,35.9
E00101875,47.2,2.6,50.2
E00101876,51.6,3.5,44.9
E00101877,57.1,2.1,40.7
E00101878,54.4,2.7,42.9
E00101915,58.5,3.8,37.7
E00101916,55.8,2.5,41.7
E00101917,61.6,1.1,37.3
E00101918,53.5,1.8,44.7
E00101919,52.8,1.9,45.4
E00101920,50,2.9,47.1
E00149415,39.8,0.4,59.8
E00149478,56.2,1.3,42.5
E00149479,25.9,2.2,71.9
E00149480,47.3,1.2,51.6
E00149481,44,0.9,55.1
E00149482,30.6,2.2,67.2
E00149483,35.8,2.1,62.1
E00149484,51,0,49
E00149485,66.2,0,33.8
E00149486,46.5,0.9,52.6
W00003947,56.8,2.4,40.8
W00003948,51.4,2.8,45.9
W00003949,46.7,3.8,49.5
W00003950,48.7,2.1,49.2
W00003951,53.3,1.8,44.9
W00003952,40.2,1,58.8
W00003953,46.2,1.1,52.7
W00003954,42.6,1.9,55.5
W00003955,44.4,0.9,54.7
W00003956,55.8,1.9,42.3
W00003957,48.3,5.2,46.6
W00003958,34.9,1.8,63.3
W00003982,41,3.5,55.5
W00003983,42.7,6.4,50.8
W00003984,38.1,6,55.9
W00003988,39.5,8.9,51.6
W00003989,46.1,7.3,46.6
W00003990,47.3,10.3,42.4
W00003991,58.8,8.8,32.4
W00003995,7.4,0.5,92.2
W00003996,32.6,6.6,60.8
W00003997,31.9,3.4,64.7
W00003998,35.7,2.3,62
W00003999,57.1,5.3,37.6
W00004145,53.1,3.4,43.5
W00004146,50.4,4.9,44.7
W00004147,62.6,2.3,35.1
W00004148,38.1,0.4,61.4
W00004160,43.8,5.8,50.4
W00004161,45.7,0.3,54
W00004164,51.2,1,47.8
W00004165,56.6,0.7,42.7
W00004166,47.9,4.2,47.9
W00004167,46,4.3,49.7
W00004168,59.8,1.5,38.7
W00004169,47.8,1.7,50.4
W00004197,55.2,1.4,43.4
W00004198,40.2,1.5,58.3
W00004199,45.2,1.2,53.6
W00004204,53.3,1.7,45
W00004307,43,0.9,56.2
W00004308,60.3,0.9,38.8
W00004309,52.6,0.9,46.5
W00004310,52.7,0.4,46.9
W00004311,34.4,0.5,65.1
W00004312,37.9,0.9,61.2
W00004313,55.9,2,42
W00004314,47.4,1.7,50.9
W00004315,56.1,1.2,42.7
W00004402,56.3,0.4,43.3
W00004403,42.6,3,54.4
W00004404,45.5,2.6,51.9
W00004405,45.9,1.9,52.2
W00004406,44.1,1,55
W00004407,46.2,0.4,53.4
W00004408,49.5,2.6,47.9
W00004409,57.1,0,42.9
W00004410,41.2,4.6,54.1
W00004411,37.6,1.5,60.9
W00004412,43.3,4.8,51.9
W00004413,48.8,2.9,48.3
W00004414,50.9,1.3,47.9
W00004415,44.1,0,55.9
W00004416,51.1,0.5,48.4
W00004417,50.6,3,46.4
W00004418,49.5,3.7,46.8
W00004419,49.5,3.7,46.8
W00004420,55.7,2.4,41.9
W00004421,50.4,3.4,46.2
W00004422,53.8,1.4,44.8
W00004423,42.9,1.3,55.8
W00004424,41.9,2.3,55.8
W00004425,50.2,1.6,48.2
W00004426,40,1.4,58.6
W00004427,53.9,0,46.1
W00004428,55.9,3.2,41
W00004487,50.4,2.9,46.6
W00004488,33.6,2.4,64
W00004489,41.9,2.3,55.8
W00004490,42.9,0,57.1
W00004491,50.3,1.1,48.6
W00004492,45.4,2.7,51.9
W00004493,51.7,0.7,47.6
