geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00070108,89.4,7.9,2.6
E00070109,92.7,7.3,0
E00070110,93.1,6.5,0.4
E00070129,91.8,5,3.2
E00070132,84.1,12.5,3.4
E00070135,90.2,8.5,1.4
E00070136,88.7,10.4,0.9
E00070137,91.7,6.9,1.4
E00070138,95.3,3.8,0.8
E00070139,89.3,7.7,3
E00070140,88.8,8.2,3
E00070141,91.8,6.9,1.2
E00070146,96.9,2.7,0.4
E00070147,91.5,8.2,0.3
E00070148,94.7,3.8,1.5
E00070149,89.7,8.5,1.8
E00070150,92.9,6.8,0.4
E00070151,92.7,5.5,1.8
E00070152,94.1,3.7,2.2
E00070153,92,7.2,0.8
E00070154,92.5,6.8,0.7
E00070155,93.4,5.7,0.9
E00070156,93.4,6.6,0
E00070157,89.3,10,0.7
E00070158,93.7,4.9,1.4
E00070159,96.5,3.5,0
E00070160,95,3.9,1.1
E00070161,93.3,6.3,0.3
E00070162,89.4,7.4,3.2
E00070163,93.2,5.7,1.1
E00070164,91.6,7.4,1
E00070165,91.8,7.7,0.6
E00070166,92.3,5.8,1.9
E00070167,93.1,6.6,0.3
E00070168,90.1,6.8,3.1
E00070169,95.4,3.9,0.7
E00070170,88.7,9.6,1.7
E00070172,92.9,6.8,0.3
E00070173,93,7,0
E00070174,91.4,8.6,0
E00070175,95.7,4.3,0
E00070176,93.9,4.8,1.3
E00070177,88.4,10.1,1.6
E00070178,90.1,8.9,1
E00070179,93.6,4.6,1.8
E00070180,96.6,2.9,0.4
E00070181,93.2,6.4,0.4
E00070182,97.9,1.7,0.3
E00070183,94.3,2.4,3.3
E00070184,90.9,7.9,1.2
E00070186,93.7,6.3,0
E00070187,94.9,3.6,1.6
E00070188,90.6,8.7,0.7
E00070189,96.9,1.9,1.1
E00070190,94.4,5.2,0.4
E00070191,95.7,3.8,0.4
E00070192,91.4,7,1.5
E00099368,100,0,0
E00099369,99.6,0.4,0
E00099370,99.7,0.3,0
E00099371,98.2,1.8,0
E00099372,99.6,0.4,0
E00099373,98.1,1.9,0
E00099374,98.5,1.5,0
E00099375,99.6,0.4,0
E00099376,100,0,0
E00099377,99.2,0.8,0
E00099378,100,0,0
E00099379,99.6,0.4,0
E00099380,97.7,1.9,0.4
E00099381,100,0,0
E00099382,98.7,1.3,0
E00099383,97.5,2.5,0
E00099400,97.4,2.3,0.3
E00099401,97.5,2.5,0
E00099402,97.4,2.2,0.4
E00099403,96.4,3,0.6
E00099404,85.7,9.8,4.5
E00099405,96.7,2.3,0.9
E00099406,91.9,7.3,0.8
E00099407,94.5,4.7,0.8
E00099408,96.5,3.5,0
E00099409,98,2,0
E00099414,95.3,4.3,0.4
E00099415,95.5,3.3,1.2
E00099416,93.1,6.9,0
E00099417,98,1.6,0.4
E00099418,96.3,3.3,0.3
E00099419,98.6,1,0.5
E00099420,93.3,6,0.7
E00099421,95.9,4.1,0
E00099425,98.2,1.8,0
E00099426,95.9,4.1,0
E00099427,94,6,0
E00099428,94.4,4,1.6
E00099429,96.9,2.5,0.6
E00099430,94.7,4.5,0.8
E00099431,97.6,2.1,0.3
E00099432,95.3,4.7,0
E00099433,95.1,3.6,1.3
E00099434,97.9,1.8,0.4
E00099435,96.2,2.1,1.6
E00099436,93.8,4.5,1.7
E00099437,95,4.5,0.6
E00099439,99.3,0.7,0
E00099440,96.8,2.4,0.8
E00099441,97.8,2,0.2
E00099442,100,0,0
E00099443,100,0,0
E00099444,99.6,0.4,0
E00099445,98.1,1.9,0
E00099446,98.6,1.4,0
E00099544,94.5,5.1,0.4
E00099545,99.4,0.6,0
E00099546,98.4,1.6,0
E00099547,92.8,6.2,1
E00099548,94,5.3,0.6
E00099549,96.5,3.5,0
E00099550,97.4,2.6,0
E00099551,94.6,5.4,0
E00099552,94.9,4.5,0.6
