geography_code,sex-001,sex-002
E00070108,53.2,46.8
E00070109,51.5,48.5
E00070110,52.4,47.6
E00070129,53.5,46.5
E00070132,50.6,49.4
E00070135,53.9,46.1
E00070136,52.9,47.1
E00070137,52.2,47.8
E00070138,46.3,53.7
E00070139,58.2,41.8
E00070140,56.5,43.5
E00070141,55,45
E00070146,52.8,47.2
E00070147,50,50
E00070148,49.3,50.7
E00070149,53.2,46.8
E00070150,51.1,48.9
E00070151,52.9,47.1
E00070152,41.6,58.4
E00070153,55,45
E00070154,51.6,48.4
E00070155,50.8,49.2
E00070156,53.2,46.8
E00070157,54.3,45.7
E00070158,53.5,46.5
E00070159,52.7,47.3
E00070160,56.8,43.2
E00070161,54.2,45.8
E00070162,49.4,50.6
E00070163,46.9,53.1
E00070164,48.9,51.1
E00070165,54.6,45.4
E00070166,52.9,47.1
E00070167,54.1,45.9
E00070168,52,48
E00070169,48.1,51.9
E00070170,52.4,47.6
E00070172,56.6,43.4
E00070173,53.1,46.9
E00070174,51.9,48.1
E00070175,50.2,49.8
E00070176,49.8,50.2
E00070177,57.4,42.6
E00070178,47.9,52.1
E00070179,54.7,45.3
E00070180,57.2,42.8
E00070181,51.9,48.1
E00070182,53.6,46.4
E00070183,49,51
E00070184,54.8,45.2
E00070186,50.5,49.5
E00070187,47.7,52.3
E00070188,49.2,50.8
E00070189,51.1,48.9
E00070190,55.2,44.8
E00070191,51,49
E00070192,51.3,48.7
E00099368,52.3,47.7
E00099369,53.8,46.2
E00099370,50.9,49.1
E00099371,49.5,50.5
E00099372,55.7,44.3
E00099373,54.2,45.8
E00099374,50.8,49.2
E00099375,51.1,48.9
E00099376,48.7,51.3
E00099377,51.4,48.6
E00099378,52,48
E00099379,54.9,45.1
E00099380,50.6,49.4
E00099381,51.1,48.9
E00099382,54.1,45.9
E00099383,50.7,49.3
E00099400,50.3,49.7
E00099401,51,49
E00099402,52.1,47.9
E00099403,47.2,52.8
E00099404,49.8,50.2
E00099405,47.6,52.4
E00099406,50.6,49.4
E00099407,49.8,50.2
E00099408,47.9,52.1
E00099409,58.9,41.1
E00099414,51.9,48.1
E00099415,55.1,44.9
E00099416,49.2,50.8
E00099417,52,48
